
[00:00:00.000 --> 00:00:06.000]  愛神愛人
[00:00:06.000 --> 00:00:10.000]  我覺得聖經真的是一本充滿智慧
[00:00:10.000 --> 00:00:14.000]  各種人生經歷都記載在當中的話語
[00:00:14.000 --> 00:00:16.000]  第一本的書卷
[00:00:16.000 --> 00:00:19.000]  那麼在其中
[00:00:19.000 --> 00:00:22.000]  記載了一位滿受
[00:00:22.000 --> 00:00:25.000]  享受了世間的榮華
[00:00:25.000 --> 00:00:29.000]  經歷了很多人生高點的一位君王
[00:00:29.000 --> 00:00:32.000]  他的人生的反思
[00:00:32.000 --> 00:00:35.000]  這個人叫做所羅門
[00:00:35.000 --> 00:00:37.000]  在他的反思當中
[00:00:37.000 --> 00:00:39.000]  在他的富貴榮華當中
[00:00:39.000 --> 00:00:42.000]  他反而去感慨人生
[00:00:42.000 --> 00:00:46.000]  虛空的虛空
[00:00:46.000 --> 00:00:50.000]  凡事都是虛空
[00:00:50.000 --> 00:00:53.000]  他已經達到了人生那樣的高點了
[00:00:53.000 --> 00:00:57.000]  他才體會到人生的境況
[00:00:57.000 --> 00:00:59.000]  不過是虛空
[00:00:59.000 --> 00:01:02.000]  這個是一開始傳道書就這樣記載
[00:01:02.000 --> 00:01:06.000]  當然到了傳道書最後的時候
[00:01:06.000 --> 00:01:09.000]  找到了方向了
[00:01:09.000 --> 00:01:13.000]  這些事都已經聽見了
[00:01:13.000 --> 00:01:17.000]  總義就是有人生的方向
[00:01:17.000 --> 00:01:19.000]  要敬畏神
[00:01:19.000 --> 00:01:21.000]  遵守祂的誡命
[00:01:21.000 --> 00:01:26.000]  這就是人所擔盡的本分
[00:01:26.000 --> 00:01:30.000]  所以當我們還在世間奔跑的時候
[00:01:30.000 --> 00:01:32.000]  我們也要看到
[00:01:32.000 --> 00:01:35.000]  就算賺得了全世界
[00:01:35.000 --> 00:01:37.000]  那又如何
[00:01:37.000 --> 00:01:42.000]  你還是要尋求到人生的意義
[00:01:42.000 --> 00:01:46.000]  另外一個人也非常的特別
[00:01:46.000 --> 00:01:49.000]  他也是滿受主的祝福
[00:01:49.000 --> 00:01:53.000]  但卻經歷了人生很大的傷痛
[00:01:53.000 --> 00:01:57.000]  這個人叫做約伯
[00:01:57.000 --> 00:02:00.000]  他在患難的傷痛當中
[00:02:00.000 --> 00:02:03.000]  但是他卻看得很準
[00:02:03.000 --> 00:02:05.000]  他是這樣說的
[00:02:05.000 --> 00:02:08.000]  我赤身出於母胎
[00:02:08.000 --> 00:02:11.000]  也必赤身歸回
[00:02:11.000 --> 00:02:13.000]  賞賜的是耶和華
[00:02:13.000 --> 00:02:15.000]  收取的也是耶和華
[00:02:15.000 --> 00:02:20.000]  耶和華的名是應當稱頌的
[00:02:20.000 --> 00:02:25.000]  這個時候的約伯還處於極大的困苦當中
[00:02:25.000 --> 00:02:29.000]  但即便是患難的傷痛中
[00:02:29.000 --> 00:02:32.000]  他也看到了人生的方向
[00:02:32.000 --> 00:02:35.000]  所以今天我要和大家一起來思想
[00:02:35.000 --> 00:02:38.000]  這個愛神與愛人的主題當中
[00:02:38.000 --> 00:02:41.000]  我要分四點來和大家分享
[00:02:41.000 --> 00:02:43.000]  第一點就是
[00:02:43.000 --> 00:02:51.000]  愛神就可以指明我們生命的方向
[00:02:51.000 --> 00:02:56.000]  我們在今天的西伯來書13章20節裡邊
[00:02:56.000 --> 00:03:00.000]  就看到了這樣一位大能全能的主
[00:03:00.000 --> 00:03:04.000]  看到了他舍己的救贖
[00:03:04.000 --> 00:03:07.000]  也體現了他有復活
