
[00:00:00.000 --> 00:00:05.000]  我們很感謝剛才小祖獻詩
[00:00:05.000 --> 00:00:10.000]  他們唱的詩歌提醒我們
[00:00:10.000 --> 00:00:15.000]  我們的主耶穌基督永遠都住在我們的心中
[00:00:15.000 --> 00:00:17.000]  其實我們的人生都是一樣
[00:00:17.000 --> 00:00:23.000]  我們每天面對可能是一些不同的際遇
[00:00:23.000 --> 00:00:26.000]  甚至有時候在我們生命裏面
[00:00:26.000 --> 00:00:30.000]  是我們沒有計劃過、沒有籌算過
[00:00:30.000 --> 00:00:32.000]  但突然發生的時候
[00:00:32.000 --> 00:00:35.000]  你怎樣可以處變不驚去面對呢?
[00:00:35.000 --> 00:00:40.000]  上星期師母不舒服
[00:00:40.000 --> 00:00:43.000]  她有時候在這種乍暖麻寒的天氣
[00:00:43.000 --> 00:00:46.000]  很容易會感冒
[00:00:46.000 --> 00:00:48.000]  當時我們還說笑
[00:00:48.000 --> 00:00:51.000]  為什麼你經常都…
[00:00:51.000 --> 00:00:55.000]  她有感冒,我不一定會有感冒
[00:00:55.000 --> 00:00:59.000]  有一點像自誇
[00:00:59.000 --> 00:01:01.000]  是不是我百毒不侵呢?
[00:01:01.000 --> 00:01:05.000]  這段說完,我這個星期就知道味道了
[00:01:05.000 --> 00:01:09.000]  原來這段時間的流感很厲害
[00:01:09.000 --> 00:01:12.000]  而且起初是咳嗽
[00:01:12.000 --> 00:01:15.000]  咳到最後會沒有聲音
[00:01:15.000 --> 00:01:19.000]  我跟師母的病徵是一模一樣
[00:01:19.000 --> 00:01:21.000]  我又要感恩
[00:01:21.000 --> 00:01:29.000]  第二,也被指令團邀請在她當中分享訊息
[00:01:29.000 --> 00:01:36.000]  說完到晚上我發覺我的聲音失聲了
[00:01:36.000 --> 00:01:40.000]  星期三那天再看第二次醫生
[00:01:40.000 --> 00:01:45.000]  醫生開了抗生素
[00:01:45.000 --> 00:01:48.000]  你真的不行的時候才吃
[00:01:48.000 --> 00:01:50.000]  我說我已經開始吃了
[00:01:50.000 --> 00:01:53.000]  他只開了三天藥給我
[00:01:53.000 --> 00:01:57.000]  所以那天他再開兩天的藥
[00:01:57.000 --> 00:02:03.000]  再加上我跟他說這個星期要港渡
[00:02:03.000 --> 00:02:06.000]  還開了開聲藥給我
[00:02:06.000 --> 00:02:10.000]  所以現在你聽到我說話是不是都OK
[00:02:10.000 --> 00:02:11.000]  很感恩
[00:02:11.000 --> 00:02:14.000]  我昨天是比較遲性
[00:02:14.000 --> 00:02:17.000]  今天已經尾聲了
[00:02:17.000 --> 00:02:19.000]  真的沒什麼事
[00:02:19.000 --> 00:02:20.000]  很感恩
[00:02:20.000 --> 00:02:21.000]  感謝神
[00:02:21.000 --> 00:02:22.000]  其實一切都是恩典
[00:02:22.000 --> 00:02:24.000]  我們不能夠誇口什麼
[00:02:24.000 --> 00:02:28.000]  在上個星期我們很感謝神
[00:02:28.000 --> 00:02:33.000]  有吳安強牧師和黃敬梅傳道
[00:02:33.000 --> 00:02:37.000]  跟我們開展了這個貼撒羅尼加前書
[00:02:37.000 --> 00:02:38.000]  交代了背景
[00:02:38.000 --> 00:02:40.000]  也給我們看見
[00:02:40.000 --> 00:02:43.000]  我們真的要為貼撒羅尼加教會
[00:02:43.000 --> 00:02:47.000]  他們那種對神的態度
[00:02:47.000 --> 00:02:49.000]  和怎樣去傳揚福音
[00:02:49.000 --> 00:02:52.000]  是傳著感恩的心
[00:02:52.000 --> 00:02:59.000]  我們看到上個星期和我們延續上文
[00:02:59.000 --> 00:03:01.000]  為他們感恩
[00:03:01.000 --> 00:03:04.000]  在他們的信心、愛心和盼望裏面
[00:03:04.000 --> 00:03:08.000]  但是今天我們特別講述保羅團隊
[00:03:08.000 --> 00:03:12.000]  他們在當中怎樣去侍奉
[00:03:12.000 --> 00:03:14.000]  他們的傳道和牧養
[00:03:14.000 --> 00:03:17.000]  是怎樣透過經文給我們看見
[00:03:17.000 --> 00:03:20.000]  一個很清楚的圖畫
[00:03:20.000 --> 00:03:22.000]  這個亦是我們今天需要
[00:03:22.000 --> 00:03:24.000]  每一個弟兄姊妹
[00:03:24.000 --> 00:03:25.000]  同牧者傳道
[00:03:25.000 --> 00:03:28.000]  我們都需要有同樣的追求
[00:03:28.000 --> 00:03:31.000]  我們的生命是需要有這些素質
[00:03:31.000 --> 00:03:35.000]  我們才能夠好好地去侍奉上帝
[00:03:35.000 --> 00:03:37.000]  亦都能夠榮神益人
[00:03:37.000 --> 00:03:42.000]  讓我們來打開貼撒羅尼加前書第二章之前
[00:03:42.000 --> 00:03:44.000]  我們讀一個簡單的圖稿
[00:03:44.000 --> 00:03:47.000]  天父上帝求你在我們當中
[00:03:47.000 --> 00:03:48.000]  與我們每一個人同在
[00:03:48.000 --> 00:03:50.000]  保守講的、聽的
[00:03:50.000 --> 00:03:51.000]  我們都是同感一靈
[00:03:51.000 --> 00:03:52.000]  同德造就
[00:03:52.000 --> 00:03:54.000]  亦都在你們面前
[00:03:54.000 --> 00:03:56.000]  我們得著能力、恩典
[00:03:56.000 --> 00:04:01.000]  我們好好地去願意上帝使用我們每一個
[00:04:01.000 --> 00:04:04.000]  能夠作成上帝託付給我們的功
[00:04:04.000 --> 00:04:06.000]  而且能夠在這個世上
[00:04:06.000 --> 00:04:08.000]  我們能夠榮神益人
[00:04:08.000 --> 00:04:09.000]  將福音廣傳
[00:04:09.000 --> 00:04:11.000]  同心合意祈禱
[00:04:11.000 --> 00:04:12.000]  奉主明求
[00:04:12.000 --> 00:04:13.000]  阿們
[00:04:13.000 --> 00:04:18.000]  請跟我讀一讀這段經文的背景
[00:04:18.000 --> 00:04:21.000]  在第一、第二節我們一起去讀
[00:04:21.000 --> 00:04:22.000]  弟兄們
[00:04:22.000 --> 00:04:24.000]  你們自己知道
[00:04:24.000 --> 00:04:26.000]  我們來到你們那裡
[00:04:26.000 --> 00:04:28.000]  並不是徒然的
[00:04:28.000 --> 00:04:31.000]  我們從前在菲勒比蒙難受辱
[00:04:31.000 --> 00:04:34.000]  這是你們知道的
[00:04:34.000 --> 00:04:36.000]  可是我們還是靠著神
[00:04:36.000 --> 00:04:38.000]  給我們的勇氣
[00:04:38.000 --> 00:04:40.000]  在強烈反對中
[00:04:40.000 --> 00:04:41.000]  擺神的福音
[00:04:41.000 --> 00:04:43.000]  傳給你們
[00:04:43.000 --> 00:04:46.000]  這裏保羅先來交代
[00:04:46.000 --> 00:04:47.000]  你會發覺
[00:04:47.000 --> 00:04:50.000]  這個「知道」這個字眼
[00:04:50.000 --> 00:04:51.000]  在整段經文
[00:04:51.000 --> 00:04:54.000]  我們第二章都會重複出現
[00:04:54.000 --> 00:04:55.000]  要表明
[00:04:55.000 --> 00:04:57.000]  保羅和他的同工
[00:04:57.000 --> 00:04:59.000]  去到他們當中
[00:04:59.000 --> 00:05:00.000]  那種服侍
[00:05:00.000 --> 00:05:02.000]  是他們明明經歷的
[00:05:02.000 --> 00:05:04.000]  以及認識、知道的
[00:05:04.000 --> 00:05:06.000]  去體會的
[00:05:07.000 --> 00:05:09.000]  他說我們在你們裏面
[00:05:09.000 --> 00:05:12.000]  這種侍奉並不是徒然的
[00:05:12.000 --> 00:05:13.000]  這個徒然就是講
[00:05:13.000 --> 00:05:16.000]  那個福音的成效
[00:05:16.000 --> 00:05:17.000]  這個福音的成效
[00:05:17.000 --> 00:05:21.000]  不是只講信主的人數多與少的問題
[00:05:21.000 --> 00:05:22.000]  是他們這班貼在內
[00:05:22.000 --> 00:05:24.000]  教會的弟兄姊妹
[00:05:24.000 --> 00:05:26.000]  信了耶穌基督
[00:05:26.000 --> 00:05:28.000]  為他們救主、生命的主
[00:05:28.000 --> 00:05:32.000]  他們的人生有一個徹底的改變
[00:05:32.000 --> 00:05:33.000]  更新
[00:05:33.000 --> 00:05:35.000]  前文一章九節提及
[00:05:35.000 --> 00:05:38.000]  甚至由一個不信的情況
[00:05:38.000 --> 00:05:40.000]  他們來悔改
