
[00:00:00.000 --> 00:00:03.000]  那麼今天是復活節啊
[00:00:03.000 --> 00:00:06.000]  那麼相信大家在平常的生活當中啊
[00:00:06.000 --> 00:00:09.000]  都已經被提醒了
[00:00:09.000 --> 00:00:12.000]  復活節就要到了
[00:00:12.000 --> 00:00:15.000]  大家要享受這份喜悅 開心
[00:00:15.000 --> 00:00:18.000]  和愉悅
[00:00:18.000 --> 00:00:21.000]  但是我們往往受到的提醒呢
[00:00:21.000 --> 00:00:24.000]  我們看到的樣式和物件呢
[00:00:24.000 --> 00:00:27.000]  卻是什麼東西啊
[00:00:27.000 --> 00:00:32.000]  卻是彩蛋 卻是兔子
[00:00:32.000 --> 00:00:35.000]  就告訴你復活節來了
[00:00:35.000 --> 00:00:39.000]  來吃飯 來購物 來開心
[00:00:39.000 --> 00:00:42.000]  那麼它的彩蛋和兔子呢
[00:00:42.000 --> 00:00:45.000]  確實有一定的代表意義
[00:00:45.000 --> 00:00:49.000]  因著它這個蘊含生命 這個蛋
[00:00:49.000 --> 00:00:52.000]  因為被裝飾成那麼漂亮的圖案
[00:00:52.000 --> 00:00:56.000]  兔子呢 又因為它這個萬聖的生命
[00:00:56.000 --> 00:00:59.000]  這個萬聖的生育能力啊
[00:00:59.000 --> 00:01:03.000]  就代表了生命
[00:01:03.000 --> 00:01:06.000]  但是講到復活節的主角啊
[00:01:06.000 --> 00:01:10.000]  就一定不是彩蛋和兔子
[00:01:10.000 --> 00:01:13.000]  而是為了我們的罪
[00:01:13.000 --> 00:01:17.000]  釘在十字架上第三天
[00:01:17.000 --> 00:01:20.000]  這主日的時候 七日的第一天啊
[00:01:20.000 --> 00:01:23.000]  復活的誰啊
[00:01:23.000 --> 00:01:26.000]  耶穌基督
[00:01:26.000 --> 00:01:29.000]  所以我們每到復活節的時候
[00:01:29.000 --> 00:01:31.000]  我們要把我們的眼光
[00:01:31.000 --> 00:01:35.000]  我們的眼目 再次地把世界分開
[00:01:35.000 --> 00:01:38.000]  看到了復活節的原意
[00:01:38.000 --> 00:01:40.000]  看到它的本源
[00:01:40.000 --> 00:01:44.000]  就指向了耶穌基督
[00:01:44.000 --> 00:01:47.000]  那麼今天我們的經文同樣也是
[00:01:47.000 --> 00:01:49.000]  講到復活大能的時候
[00:01:49.000 --> 00:01:54.000]  首先我們就要來看耶穌了
[00:01:54.000 --> 00:01:56.000]  耶穌他在星期五的時候
[00:01:56.000 --> 00:01:58.000]  被釘十字架
[00:01:58.000 --> 00:02:00.000]  那麼過了安息日了
[00:02:00.000 --> 00:02:02.000]  就有幾個婦女啊
[00:02:02.000 --> 00:02:04.000]  就買了這個香料啊
[00:02:04.000 --> 00:02:07.000]  就要去告耶穌的身體
[00:02:07.000 --> 00:02:09.000]  在她們的想像當中啊
[00:02:09.000 --> 00:02:14.000]  所見到的只會是一個屍體
[00:02:14.000 --> 00:02:16.000]  但是呢 她們就去
[00:02:16.000 --> 00:02:18.000]  找不到了耶穌基督
[00:02:18.000 --> 00:02:20.000]  木門打開了
[00:02:20.000 --> 00:02:25.000]  後來她們就和復活的耶穌相遇了
[00:02:25.000 --> 00:02:27.000]  透過經文記載啊
[00:02:27.000 --> 00:02:29.000]  她們當時的心情
[00:02:29.000 --> 00:02:34.000]  又害怕 又大為歡喜
[00:02:34.000 --> 00:02:36.000]  確實我覺得聖經啊
[00:02:36.000 --> 00:02:38.000]  把清清楚楚的人性啊
[00:02:38.000 --> 00:02:41.000]  那種細節的表徵啊
[00:02:41.000 --> 00:02:43.000]  記載得清清楚楚
[00:02:43.000 --> 00:02:47.000]  我想不到見到復活了
[00:02:47.000 --> 00:02:53.000]  害怕 但是又開心
[00:02:53.000 --> 00:02:56.000]  如果說耶穌基督他的十字架
[00:02:56.000 --> 00:02:59.000]  就是一個故事的結束的話
[00:02:59.000 --> 00:03:02.000]  那麼一切將注定是失敗的
[00:03:02.000 --> 00:03:07.000]  一切將會是一個悲慘的結局
[00:03:07.000 --> 00:03:10.000]  門徒又離開了 四散
[00:03:10.000 --> 00:03:13.000]  只有幾個婦女來告耶穌的身體
[00:03:13.000 --> 00:03:16.000]  但是因這一件事情
[00:03:16.000 --> 00:03:20.000]  整個環境 整個世界
[00:03:20.000 --> 00:03:22.000]  形成了翻轉
[00:03:22.000 --> 00:03:24.000]  好像那軟弱無力
[00:03:24.000 --> 00:03:28.000]  受人支配鞭打羞辱的耶穌
[00:03:28.000 --> 00:03:32.000]  卻復活了
[00:03:32.000 --> 00:03:35.000]  那些強權掌控不了
[00:03:35.000 --> 00:03:37.000]  控制不到
[00:03:37.000 --> 00:03:39.000]  經文這樣記載啊
[00:03:39.000 --> 00:03:43.000]  就是照他在基督上
[00:03:43.000 --> 00:03:46.000]  所運行的大能大力
[00:03:46.000 --> 00:03:48.000]  使他從死裡復活
[00:03:48.000 --> 00:03:53.000]  叫他在天上坐在自己的右邊
[00:03:53.000 --> 00:03:56.000]  我們看到了耶穌的復活
[00:03:56.000 --> 00:03:58.000]  就看到了其中
[00:03:58.000 --> 00:04:03.000]  上帝的榮耀 他的大能力
[00:04:03.000 --> 00:04:06.000]  所以經文還這樣記載
[00:04:06.000 --> 00:04:09.000]  我們繼續看的時候就看到
[00:04:09.000 --> 00:04:14.000]  遠超過一切執政的 斬權的
[00:04:14.000 --> 00:04:16.000]  有能的 主治的
[00:04:16.000 --> 00:04:18.000]  和一切有名的
[00:04:18.000 --> 00:04:20.000]  不但是今世的
[00:04:20.000 --> 00:04:25.000]  連來世的也都超過了
[00:04:25.000 --> 00:04:27.000]  好像那軟弱的耶穌
[00:04:27.000 --> 00:04:29.000]  這個時候
[00:04:29.000 --> 00:04:32.000]  卻勝過了一切的強權
[00:04:32.000 --> 00:04:35.000]  好像沒有指望的一個世界
[00:04:35.000 --> 00:04:38.000]  卻翻轉了
[00:04:38.000 --> 00:04:41.000]  變得蠻有盼望
[00:04:41.000 --> 00:04:43.000]  今天我們的基督徒
[00:04:43.000 --> 00:04:46.000]  在環視我們的歷史
[00:04:46.000 --> 00:04:48.000]  多少帝國的強權
[00:04:48.000 --> 00:04:50.000]  在其中更迭
[00:04:50.000 --> 00:04:52.000]  各種的人事物
[00:04:52.000 --> 00:04:54.000]  來了又走
[00:04:54.000 --> 00:04:58.000]  世代也反復的變更
[00:04:58.000 --> 00:05:00.000]  唯有基督
[00:05:00.000 --> 00:05:03.000]  唯有我們對他的這份信
[00:05:03.000 --> 00:05:06.000]  卻越發的增加
[00:05:06.000 --> 00:05:08.000]  越發的受到祝福
[00:05:08.000 --> 00:05:09.000]  卻和上帝連接
[00:05:09.000 --> 00:05:12.000]  我們看到了以後的盼望
[00:05:12.000 --> 00:05:14.000]  所以真是不同
[00:05:14.000 --> 00:05:16.000]  看到了耶穌
[00:05:16.000 --> 00:05:18.000]  我們就看到了其中
[00:05:18.000 --> 00:05:22.000]  復活的大能力
[00:05:22.000 --> 00:05:23.000]  那麼當然
[00:05:23.000 --> 00:05:25.000]  耶穌的復活
[00:05:25.000 --> 00:05:28.000]  他很特別
[00:05:28.000 --> 00:05:30.000]  死裡復活
[00:05:30.000 --> 00:05:31.000]  我們現在的人
[00:05:31.000 --> 00:05:33.000]  可能有些在我們的弟兄姊妹
[00:05:33.000 --> 00:05:35.000]  才信主的時候
[00:05:35.000 --> 00:05:38.000]  很難接受
[00:05:38.000 --> 00:05:41.000]  是不是真的
[00:05:41.000 --> 00:05:43.000]  會不會是這樣
[00:05:43.000 --> 00:05:45.000]  會不會是搞錯了
[00:05:45.000 --> 00:05:47.000]  所以我們就透過經文
[00:05:47.000 --> 00:05:51.000]  透過各種的歷史文件的佐證
[00:05:51.000 --> 00:05:55.000]  透過當時那些人性的表徵
[00:05:55.000 --> 00:05:57.000]  我們就確定了
[00:05:57.000 --> 00:06:02.000]  怎麼可能是假的
[00:06:02.000 --> 00:06:05.000]  看到那些四善的門徒
[00:06:05.000 --> 00:06:06.000]  如果這個時候
[00:06:06.000 --> 00:06:08.000]  他們的生命狀態
[00:06:08.000 --> 00:06:11.000]  還是完全失敗的
[00:06:11.000 --> 00:06:13.000]  跟隨了耶穌這麼幾年
[00:06:13.000 --> 00:06:15.000]  耶穌最後一被釘
[00:06:15.000 --> 00:06:16.000]  走了走了
[00:06:16.000 --> 00:06:17.000]  跑了跑了
[00:06:17.000 --> 00:06:19.000]  甚至有的還重操舊業
[00:06:19.000 --> 00:06:22.000]  回到他以前的生命狀態
[00:06:22.000 --> 00:06:25.000]  但是就因為和復活的耶穌
[00:06:25.000 --> 00:06:27.000]  再次相遇以後
[00:06:27.000 --> 00:06:30.000]  生命完全的扭轉了過來
[00:06:30.000 --> 00:06:33.000]  以至於以前他們認為最寶貴的
[00:06:33.000 --> 00:06:36.000]  我這條命好像最寶貴
[00:06:36.000 --> 00:06:39.000]  現在覺得不是最寶貴的了
[00:06:39.000 --> 00:06:42.000]  看到了以後永恆的生命
[00:06:42.000 --> 00:06:46.000]  那才是最寶貴的東西
[00:06:46.000 --> 00:06:48.000]  所以說耶穌的復活
[00:06:48.000 --> 00:06:50.000]  不但特別
[00:06:50.000 --> 00:06:53.000]  不但是完完全全真實的
[00:06:53.000 --> 00:06:57.000]  而且還與我們每一位弟兄姊妹
[00:06:57.000 --> 00:07:03.000]  與當時的門徒都息息相關
[00:07:03.000 --> 00:07:05.000]  透過聖經的記載
[00:07:05.000 --> 00:07:07.000]  我們可以看到
[00:07:07.000 --> 00:07:10.000]  記載由死裡復活的
[00:07:10.000 --> 00:07:13.000]  有幾次這樣的案例
[00:07:13.000 --> 00:07:15.000]  包括書念婦人的兒子
[00:07:15.000 --> 00:07:18.000]  包括納撒路
[00:07:18.000 --> 00:07:20.000]  都是從死裡面有復活
[00:07:20.000 --> 00:07:22.000]  這樣一個經歷的
[00:07:22.000 --> 00:07:26.000]  但是他們的復活的恩典和能力
[00:07:26.000 --> 00:07:29.000]  指向了上帝
[00:07:29.000 --> 00:07:31.000]  耶穌的復活
[00:07:31.000 --> 00:07:33.000]  把這份恩典
[00:07:33.000 --> 00:07:35.000]  在指向上帝之餘
[00:07:35.000 --> 00:07:38.000]  更加和我們聯繫起來
[00:07:38.000 --> 00:07:41.000]  祂的復活就是一個宣告
[00:07:41.000 --> 00:07:44.000]  連死亡的權柄
[00:07:44.000 --> 00:07:46.000]  耶穌都戰勝了
[00:07:46.000 --> 00:07:50.000]  我們的罪已經被主所除滅了
[00:07:50.000 --> 00:07:52.000]  我們因著信
[00:07:52.000 --> 00:07:57.000]  就可以到永恆當中去
[00:07:57.000 --> 00:07:59.000]  所以和我們息息相關
[00:07:59.000 --> 00:08:02.000]  當我們願意接受的時候
[00:08:02.000 --> 00:08:04.000]  主也就接納我們
[00:08:04.000 --> 00:08:06.000]  擁抱我們
[00:08:06.000 --> 00:08:08.000]  願意讓我們可以
[00:08:08.000 --> 00:08:11.000]  達到我們自己不能夠達到的高度
[00:08:11.000 --> 00:08:16.000]  完成我們自己根本沒有辦法完成的救贖
[00:08:16.000 --> 00:08:17.000]  所以
[00:08:17.000 --> 00:08:20.000]  耶穌的復活就展現了
[00:08:20.000 --> 00:08:24.000]  這樣一份大的能力
[00:08:24.000 --> 00:08:27.000]  今天是復活節
[00:08:27.000 --> 00:08:32.000]  其實今天還是清明節
[00:08:32.000 --> 00:08:35.000]  兩個日子正好放在一天
[00:08:35.000 --> 00:08:39.000]  正是一個非常特別的宣告
[00:08:39.000 --> 00:08:41.000]  如果只是靠著人
[00:08:41.000 --> 00:08:44.000]  我們會停留在埃山
[00:08:44.000 --> 00:08:48.000]  紀念先人的緬懷和痛苦當中
[00:08:48.000 --> 00:08:50.000]  但是因著主
[00:08:50.000 --> 00:08:52.000]  祂已經復活的主
[00:08:52.000 --> 00:08:56.000]  我們就進入那種喜樂的
[00:08:56.000 --> 00:08:58.000]  榮耀的
[00:08:58.000 --> 00:09:01.000]  大能力的喜慶當中
[00:09:01.000 --> 00:09:04.000]  是主的大能帶來給了我們
[00:09:04.000 --> 00:09:07.000]  這樣的一種的盼望
[00:09:07.000 --> 00:09:09.000]  當然
[00:09:09.000 --> 00:09:12.000]  透過主的應許和啟示
[00:09:12.000 --> 00:09:14.000]  記載告訴我們
[00:09:14.000 --> 00:09:16.000]  主已經得勝
[00:09:16.000 --> 00:09:18.000]  祂要幫助我們也得勝
[00:09:18.000 --> 00:09:21.000]  我們現在經歷的一場
[00:09:21.000 --> 00:09:23.000]  是叫做
[00:09:23.000 --> 00:09:27.000]  一場已經分了勝負的征戰
[00:09:27.000 --> 00:09:30.000]  已經分了勝負的征戰
[00:09:30.000 --> 00:09:33.000]  聖經的啟示已經告訴我們
[00:09:33.000 --> 00:09:36.000]  神必將得勝
[00:09:36.000 --> 00:09:39.000]  那惡者必將受到永遠的懲罰
[00:09:39.000 --> 00:09:41.000]  我們只要跟隨主
[00:09:41.000 --> 00:09:43.000]  也會必將得勝
[00:09:43.000 --> 00:09:48.000]  但是我們得勝的方式
[00:09:48.000 --> 00:09:54.000]  就要靠著主耶穌基督去得勝
[00:09:54.000 --> 00:09:57.000]  記得我們在星期五默想的時候
[00:09:57.000 --> 00:09:59.000]  我們的屈母也提醒我們
[00:09:59.000 --> 00:10:01.000]  不要被那惡者欺騙了
[00:10:01.000 --> 00:10:05.000]  我們現在還是在面對這樣的征戰
[00:10:05.000 --> 00:10:07.000]  祂雖然注定失敗
[00:10:07.000 --> 00:10:12.000]  但祂卻一直做各樣破壞的工作
[00:10:12.000 --> 00:10:15.000]  破壞我們和別人的關係
[00:10:15.000 --> 00:10:18.000]  破壞我們和自己的關係
[00:10:18.000 --> 00:10:21.000]  破壞我們和神的關係
[00:10:21.000 --> 00:10:24.000]  如果那惡者要迷惑你
[00:10:24.000 --> 00:10:29.000]  要讓你忘不掉你自己的過去
[00:10:29.000 --> 00:10:31.000]  想著你的痛苦
[00:10:31.000 --> 00:10:34.000]  就有一個很好的提醒
[00:10:34.000 --> 00:10:36.000]  你就要提醒那惡者
[00:10:36.000 --> 00:10:39.000]  我們的未來是怎麼樣的
[00:10:39.000 --> 00:10:41.000]  我們必將得勝
[00:10:41.000 --> 00:10:43.000]  勝過那一切
[00:10:43.000 --> 00:10:46.000]  甚至執政的、斬權的
[00:10:46.000 --> 00:10:47.000]  甚至那惡者
[00:10:47.000 --> 00:10:50.000]  我們都會勝過
[00:10:50.000 --> 00:10:52.000]  在過程當中
[00:10:52.000 --> 00:10:54.000]  神就給我們能力
[00:10:54.000 --> 00:10:56.000]  祂就願意幫助我們
[00:10:56.000 --> 00:10:58.000]  我們就要用祂的方法
[00:10:58.000 --> 00:11:03.000]  去戰勝這個世界各樣的誘惑、挑戰
[00:11:03.000 --> 00:11:06.000]  我們要靠著主的能力去勝過祂
[00:11:06.000 --> 00:11:08.000]  各樣的方式
[00:11:08.000 --> 00:11:10.000]  我們已經重新得救了
[00:11:10.000 --> 00:11:13.000]  不再靠著那以前的自己的方法
[00:11:13.000 --> 00:11:16.000]  去處世、去經歷
[00:11:16.000 --> 00:11:19.000]  而是要靠著神的方式
[00:11:19.000 --> 00:11:20.000]  甚至很多的征戰
[00:11:20.000 --> 00:11:22.000]  我們面對的還是
[00:11:22.000 --> 00:11:26.000]  自己的血氣和老我
[00:11:26.000 --> 00:11:28.000]  當出現的時候
[00:11:28.000 --> 00:11:30.000]  只要你願意尋求主
[00:11:30.000 --> 00:11:32.000]  我們的主是大能的上帝
[00:11:32.000 --> 00:11:34.000]  活著的上帝
[00:11:34.000 --> 00:11:37.000]  願意施恩的主
[00:11:37.000 --> 00:11:41.000]  祂會幫助我們一起去度過
[00:11:41.000 --> 00:11:42.000]  當我們看了
[00:11:42.000 --> 00:11:45.000]  今天這個經文講到了耶穌以後
[00:11:45.000 --> 00:11:48.000]  我們就要有一個轉向
[00:11:48.000 --> 00:11:51.000]  這一篇的記載
[00:11:51.000 --> 00:11:54.000]  來自於以福所述
[00:11:54.000 --> 00:11:58.000]  這一段也叫做保羅的禱告
[00:11:58.000 --> 00:12:01.000]  甚至這個時候保羅在監獄裡面
[00:12:01.000 --> 00:12:04.000]  面對各樣痛苦的時候
[00:12:04.000 --> 00:12:07.000]  他還是因著主的愛
[00:12:07.000 --> 00:12:11.000]  就掛念起他身邊的弟兄姊妹來
[00:12:11.000 --> 00:12:14.000]  就包括了以福所的弟兄姊妹
[00:12:14.000 --> 00:12:16.000]  他就在其中就想了
[00:12:16.000 --> 00:12:19.000]  就為他們有這樣一份的記載
[00:12:19.000 --> 00:12:20.000]  為他們禱告
[00:12:20.000 --> 00:12:22.000]  感謝神
[00:12:22.000 --> 00:12:26.000]  因著主、生命和主連接
[00:12:26.000 --> 00:12:28.000]  聖徒相通
[00:12:28.000 --> 00:12:31.000]  彼此就聯繫到了一起
[00:12:31.000 --> 00:12:32.000]  那麼以福所的信徒
[00:12:32.000 --> 00:12:34.000]  他們當時怎麼樣呢
[00:12:34.000 --> 00:12:36.000]  我們來看一下經文的記載
[00:12:36.000 --> 00:12:37.000]  大家就會發現
[00:12:37.000 --> 00:12:40.000]  透過經文我們可以看到
[00:12:40.000 --> 00:12:43.000]  因此我既聽見你們
[00:12:43.000 --> 00:12:46.000]  信從主耶穌
[00:12:46.000 --> 00:12:49.000]  親愛眾聖徒
[00:12:49.000 --> 00:12:51.000]  怎麼樣啊他們的生命
[00:12:51.000 --> 00:12:53.000]  非常好啊對不對
[00:12:53.000 --> 00:12:56.000]  如果按照這個
[00:12:56.000 --> 00:12:59.000]  和修版的經文我們來看到
[00:12:59.000 --> 00:13:02.000]  對主耶穌有信心
[00:13:02.000 --> 00:13:05.000]  對眾聖徒有愛心
