
[00:00:00.000 --> 00:00:02.000]  我們要一起榮耀我們的主。
[00:00:02.000 --> 00:00:06.000]  弟兄姊妹,大家主內平安。
[00:00:06.000 --> 00:00:10.000]  感恩我們可以在主日又相聚在一起。
[00:00:10.000 --> 00:00:12.000]  我要一起榮耀我們的主。
[00:00:12.000 --> 00:00:16.000]  相信持續至今的疫情,
[00:00:16.000 --> 00:00:19.000]  一直都影響著我們的生活,
[00:00:19.000 --> 00:00:23.000]  讓我們看到各種的不足夠,各樣的缺乏,
[00:00:23.000 --> 00:00:26.000]  心裡的忐忑,還有各樣的擔心。
[00:00:26.000 --> 00:00:29.000]  就讓我們今天以這樣一個訊息,
[00:00:29.000 --> 00:00:32.000]  耶和華已樂,再次來思想,
[00:00:32.000 --> 00:00:35.000]  耶和華必預備。
[00:00:35.000 --> 00:00:38.000]  邀請弟兄姊妹我們一起來禱告。
[00:00:38.000 --> 00:00:43.000]  天父我們的主,感恩你的愛。
[00:00:43.000 --> 00:00:47.000]  你在各樣的境況當中都與我們同在。
[00:00:47.000 --> 00:00:50.000]  你幫助我們,建立我們,
[00:00:50.000 --> 00:00:53.000]  不要讓我們做小信的人。
[00:00:53.000 --> 00:00:56.000]  主啊,你就是那位已樂,
[00:00:56.000 --> 00:00:59.000]  在你的山上必有預備。
[00:00:59.000 --> 00:01:01.000]  盼望今天透過你的訊息,
[00:01:01.000 --> 00:01:04.000]  救給我們每一位弟兄姊妹說話。
[00:01:04.000 --> 00:01:08.000]  我們也把接下來聽主你聖言的時間,
[00:01:08.000 --> 00:01:10.000]  交託在主手中,
[00:01:10.000 --> 00:01:13.000]  求主你親自的引領和賜福。
[00:01:13.000 --> 00:01:15.000]  同心合一地禱告,
[00:01:15.000 --> 00:01:18.000]  奉主耶穌基督得勝的名而求。
[00:01:18.000 --> 00:01:20.000]  Amen。
[00:01:20.000 --> 00:01:25.000]  謝謝主席剛才帶領我們讀了今天的經文。
[00:01:25.000 --> 00:01:28.000]  相信大家透過經文呢,
[00:01:28.000 --> 00:01:31.000]  就會發現這樣一段記載呢,
[00:01:31.000 --> 00:01:33.000]  大家都不會陌生,
[00:01:33.000 --> 00:01:36.000]  特別是小朋友啊,津津樂道,
[00:01:36.000 --> 00:01:41.000]  這就是亞伯拉罕獻以撒的故事記載嗎?
[00:01:41.000 --> 00:01:43.000]  在經文的一開頭,
[00:01:43.000 --> 00:01:44.000]  很特別,
[00:01:44.000 --> 00:01:46.000]  他馬上的講到,
[00:01:46.000 --> 00:01:49.000]  這些事以後,
[00:01:49.000 --> 00:01:53.000]  引出了整件事件的開端。
[00:01:53.000 --> 00:01:56.000]  那究竟之前發生了什麼呢?
[00:01:56.000 --> 00:01:59.000]  我們可以回到之前的經文,
[00:01:59.000 --> 00:02:01.000]  我們在看到的時候就會發現,
[00:02:01.000 --> 00:02:05.000]  其實在早十二章的時候,
[00:02:05.000 --> 00:02:07.000]  就已經記載過,
[00:02:07.000 --> 00:02:11.000]  上帝與亞伯蘭立約。
[00:02:11.000 --> 00:02:15.000]  亞伯蘭就是亞伯拉罕改名以前的名字。
[00:02:15.000 --> 00:02:17.000]  這樣的一種的立約呢,
[00:02:17.000 --> 00:02:23.000]  包括了土地、後裔、祝福和救贖的應許,
[00:02:23.000 --> 00:02:25.000]  告訴亞伯蘭,
[00:02:25.000 --> 00:02:28.000]  你要離開本地本族和富家,
[00:02:28.000 --> 00:02:32.000]  我要指示你有心的地方去。
[00:02:32.000 --> 00:02:34.000]  這個時候的亞伯拉罕呢,
[00:02:34.000 --> 00:02:36.000]  他已經七十五歲了,
[00:02:36.000 --> 00:02:37.000]  但是呢,
[00:02:37.000 --> 00:02:39.000]  因著對主的信心,
[00:02:39.000 --> 00:02:41.000]  過去的一切,
[00:02:41.000 --> 00:02:43.000]  我願意放下,
[00:02:43.000 --> 00:02:45.000]  我願意跟隨主的引領,
[00:02:45.000 --> 00:02:48.000]  因為祂給我的賜福,
[00:02:48.000 --> 00:02:52.000]  給我的立約必將成就。
[00:02:52.000 --> 00:02:54.000]  接著事情的發生呢,
[00:02:54.000 --> 00:02:56.000]  我們也可以看到,
[00:02:56.000 --> 00:02:59.000]  亞伯拉罕其實他也有疑問,
[00:02:59.000 --> 00:03:01.000]  我沒有孩子,
[00:03:01.000 --> 00:03:03.000]  你還賜我什麼呢?
[00:03:03.000 --> 00:03:05.000]  究竟以後要承受我家業的,
[00:03:05.000 --> 00:03:08.000]  是不是這個我收養的,
[00:03:08.000 --> 00:03:09.000]  以利以謝,
[00:03:09.000 --> 00:03:11.000]  但是是我的僕人呢?
[00:03:11.000 --> 00:03:14.000]  那個時候說道不是,
[00:03:14.000 --> 00:03:16.000]  必須是你生的,
[00:03:16.000 --> 00:03:18.000]  但那個時候,
[00:03:18.000 --> 00:03:20.000]  亞伯拉罕還有他的太太,
[00:03:20.000 --> 00:03:21.000]  撒拉,
[00:03:21.000 --> 00:03:23.000]  用了人的思維來處理,
[00:03:23.000 --> 00:03:26.000]  怎麼來生產後裔的一個行為,
[00:03:26.000 --> 00:03:29.000]  找到了他的使女夏婕,
[00:03:29.000 --> 00:03:32.000]  給亞伯拉罕一起生了以什瑪利,
[00:03:32.000 --> 00:03:34.000]  但是呢,
[00:03:34.000 --> 00:03:36.000]  這個並不是神的心意,
[00:03:36.000 --> 00:03:38.000]  我們接下來也可以看到,
[00:03:38.000 --> 00:03:42.000]  其實神讓亞伯拉罕,
[00:03:42.000 --> 00:03:44.000]  自己和他的太太撒拉,
[00:03:44.000 --> 00:03:47.000]  有他們的孩子,
[00:03:47.000 --> 00:03:50.000]  包括神又在和撒拉,
[00:03:50.000 --> 00:03:53.000]  在有這樣一個對話的時候,
[00:03:53.000 --> 00:03:55.000]  透過使者啊,
[00:03:55.000 --> 00:03:58.000]  撒拉都已經真的是忍不住笑啊,
[00:03:58.000 --> 00:03:59.000]  怎麼可能,
[00:03:59.000 --> 00:04:01.000]  我的先生亞伯拉罕,
[00:04:01.000 --> 00:04:04.000]  他已經年紀老邁了,
[00:04:04.000 --> 00:04:06.000]  我自己更加不可能啊,
[00:04:06.000 --> 00:04:08.000]  甚至生理上的條件,
[00:04:08.000 --> 00:04:10.000]  都已經不具備了,
[00:04:10.000 --> 00:04:12.000]  在那裡偷笑,
[00:04:12.000 --> 00:04:13.000]  但是呢,
[00:04:13.000 --> 00:04:16.000]  還是有神奇的事情就發生了,
[00:04:16.000 --> 00:04:19.000]  在亞伯拉罕年老的時候,
[00:04:19.000 --> 00:04:21.000]  撒拉就懷了孕,
[00:04:21.000 --> 00:04:23.000]  道神所說的日期呢,
[00:04:23.000 --> 00:04:27.000]  就給亞伯拉罕生了一個兒子,
[00:04:27.000 --> 00:04:28.000]  這個兒子呢,
[00:04:28.000 --> 00:04:30.000]  就是我們今天這段經文,
[00:04:30.000 --> 00:04:32.000]  記載的另外一個主角,
[00:04:32.000 --> 00:04:34.000]  叫做以撒,
[00:04:34.000 --> 00:04:36.000]  在亞伯拉罕得到了他,
[00:04:36.000 --> 00:04:39.000]  和他太太親生的這個兒子的時候呢,
[00:04:39.000 --> 00:04:42.000]  他已經一百歲了,
[00:04:42.000 --> 00:04:44.000]  一百歲了,
[00:04:44.000 --> 00:04:48.000]  那當有這樣一個來自於神,
[00:04:48.000 --> 00:04:51.000]  一個非常奇妙的一個經歷以後,
[00:04:51.000 --> 00:04:53.000]  接續今天的經文,
[00:04:53.000 --> 00:04:56.000]  卻我們看到一個來自於神,
[00:04:56.000 --> 00:04:59.000]  非常特別的豐富,
[00:04:59.000 --> 00:05:01.000]  經文上面的記載,
[00:05:01.000 --> 00:05:03.000]  在第一節我們還可以看到,
[00:05:03.000 --> 00:05:05.000]  他來自於神,
[00:05:05.000 --> 00:05:07.000]  對亞伯拉罕的一個試驗,
[00:05:07.000 --> 00:05:10.000]  試驗並不是要人跌倒,
[00:05:10.000 --> 00:05:15.000]  有的時候是要讓我們看到自己的屬靈觀景,
[00:05:15.000 --> 00:05:17.000]  自己的內心,
[00:05:17.000 --> 00:05:22.000]  而且有的時候可以幫助我們突破以前的老我,
[00:05:22.000 --> 00:05:24.000]  可以更多的成長,
[00:05:24.000 --> 00:05:28.000]  學出屬神僕人的樣式,
[00:05:28.000 --> 00:05:30.000]  這個豐富很特別,
[00:05:30.000 --> 00:05:32.000]  來自於這個試驗,
[00:05:32.000 --> 00:05:34.000]  上帝就說了,
[00:05:34.000 --> 00:05:37.000]  你帶著你的兒子,
[00:05:37.000 --> 00:05:39.000]  就是你獨生的兒子,
[00:05:39.000 --> 00:05:41.000]  你所愛的以撒,
[00:05:41.000 --> 00:05:45.000]  往亞摩利亞地去,
[00:05:45.000 --> 00:05:48.000]  我要在所指示你的山上,
[00:05:48.000 --> 00:05:51.000]  把他獻為繁祭。
[00:05:51.000 --> 00:05:54.000]  大家看這段經文就可以發現,
[00:05:54.000 --> 00:05:58.000]  其實有三個形容的一個詞,
[00:05:58.000 --> 00:05:59.000]  這個段落,
[00:05:59.000 --> 00:06:02.000]  其實它是相互重複,
[00:06:02.000 --> 00:06:05.000]  指的都是同一個人,
[00:06:05.000 --> 00:06:07.000]  在這樣一段話裡面,
[00:06:07.000 --> 00:06:09.000]  我們可以看得到,
[00:06:09.000 --> 00:06:12.000]  神對於人,
[00:06:12.000 --> 00:06:15.000]  透徹的了解,
[00:06:15.000 --> 00:06:17.000]  你的兒子,
[00:06:17.000 --> 00:06:19.000]  你獨生的兒子,
[00:06:19.000 --> 00:06:22.000]  你所愛的以撒,
[00:06:22.000 --> 00:06:25.000]  都是指的就是以撒,
[00:06:25.000 --> 00:06:27.000]  但是三個詞,
[00:06:27.000 --> 00:06:30.000]  形容在亞伯拉罕的生命當中,
[00:06:30.000 --> 00:06:33.000]  就把他裡面對以撒的這份感情,
[00:06:33.000 --> 00:06:37.000]  完全沒有保留的就顯露出來了,
[00:06:37.000 --> 00:06:40.000]  他可是你獨生的兒子,
[00:06:40.000 --> 00:06:43.000]  他可是你所愛的以撒,
[00:06:43.000 --> 00:06:46.000]  是的,我指的就是他,
[00:06:46.000 --> 00:06:50.000]  帶去,把他獻給我。
[00:06:50.000 --> 00:06:54.000]  講到獻出,其實真的很不容易,
[00:06:54.000 --> 00:06:58.000]  不要講到對於那麼愛的孩子而言,
[00:06:58.000 --> 00:07:01.000]  特別對於有孩子的父母來說,
[00:07:01.000 --> 00:07:03.000]  寧可獻自己,
[00:07:03.000 --> 00:07:05.000]  講到獻孩子的時候,
[00:07:05.000 --> 00:07:07.000]  會變得更加的困難,
[00:07:07.000 --> 00:07:09.000]  更加的心痛,
[00:07:09.000 --> 00:07:12.000]  有一個故事是這樣說的,
[00:07:12.000 --> 00:07:14.000]  有一個問題就問一個人,
[00:07:14.000 --> 00:07:17.000]  如果你有一個億,
[00:07:17.000 --> 00:07:19.000]  你願不願意捐獻啊?
[00:07:19.000 --> 00:07:21.000]  想也不用想啊那個人,
[00:07:21.000 --> 00:07:24.000]  願意捐,當然願意捐啊,
[00:07:24.000 --> 00:07:27.000]  你有五千萬,你願不願意?
[00:07:27.000 --> 00:07:29.000]  願意,當然願意,
[00:07:29.000 --> 00:07:33.000]  一千萬呢?也願意,肯定捐啊,
[00:07:33.000 --> 00:07:35.000]  那如果你有一輛車,
[00:07:35.000 --> 00:07:37.000]  你願不願意捐啊?
[00:07:37.000 --> 00:07:41.000]  一輛車嘛,哎呀,不願意了,
[00:07:41.000 --> 00:07:43.000]  問問題的人就奇怪了,
[00:07:43.000 --> 00:07:45.000]  為什麼當講一個億的時候,
[00:07:45.000 --> 00:07:50.000]  你毫不思索地我都願意捐的時候,
[00:07:50.000 --> 00:07:54.000]  講到一輛車,你卻退卻了呢?
[00:07:54.000 --> 00:07:57.000]  回答問題的人也分享了,
[00:07:57.000 --> 00:08:02.000]  哎呀,因為我真的有一輛車啊,
[00:08:02.000 --> 00:08:04.000]  其實各位弟兄姐妹,
