
[00:00:00.000 --> 00:00:06.000]  兄弟姐妹晚安,我們會繼續看啟示錄的訊息
[00:00:06.000 --> 00:00:09.000]  不知不覺我們已經看了13章的經文
[00:00:09.000 --> 00:00:12.000]  大家還有沒有印象說了什麼?
[00:00:12.000 --> 00:00:14.000]  我們已經進入了故事最後的階段
[00:00:14.000 --> 00:00:19.000]  故事已經進入了正邪對決的最後階段
[00:00:19.000 --> 00:00:24.000]  12章說到大龍和虎人的爭戰
[00:00:24.000 --> 00:00:26.000]  大龍是什麼?
[00:00:26.000 --> 00:00:33.000]  大龍就是古蛇,又叫魔鬼,又叫撒旦,迷惑普天下
[00:00:33.000 --> 00:00:35.000]  聖經告訴我們
[00:00:35.000 --> 00:00:39.000]  邪惡的根源是從魔鬼和撒旦那裡來的
[00:00:39.000 --> 00:00:42.000]  自從人類在世界上出現的時候
[00:00:42.000 --> 00:00:49.000]  撒旦魔鬼就在迷惑人,要人離開上帝,甚至背叛上帝
[00:00:49.000 --> 00:00:52.000]  人類存在的第一刻
[00:00:52.000 --> 00:00:58.000]  就要和上帝和撒旦在兩者之間做選擇
[00:00:58.000 --> 00:01:03.000]  上帝沒有用他的至高權能迫使我們去親近他
[00:01:03.000 --> 00:01:11.000]  撒旦也只能用很間接、很婉轉的方法去誘惑我們要離開上帝
[00:01:11.000 --> 00:01:18.000]  一切在乎人的選擇,在乎我們的取態是怎麼樣
[00:01:18.000 --> 00:01:22.000]  魔鬼撒旦為什麼會在世界上?
[00:01:22.000 --> 00:01:27.000]  大家都很想問,今天沒有時間和大家詳細探討
[00:01:27.000 --> 00:01:30.000]  不過這個問題是很難回答,很複雜的
[00:01:30.000 --> 00:01:32.000]  因為聖經也沒有說得很清楚
[00:01:32.000 --> 00:01:37.000]  但是我們知道一開始在伊甸園裡
[00:01:37.000 --> 00:01:40.000]  已經有一條會說話的蛇在那裡,大家記得吧
[00:01:40.000 --> 00:01:45.000]  這條蛇在田裡比一切的走獸更加狡猾
[00:01:45.000 --> 00:01:50.000]  一開始這個世界已經有魔鬼和撒旦
[00:01:50.000 --> 00:01:57.000]  有一個德國哲學家很有名的,他叫做凱德格Martin Heidegger
[00:01:57.000 --> 00:02:01.000]  他在20世紀裡說了一個觀點
[00:02:01.000 --> 00:02:05.000]  這個觀點改變了整個西方哲學界的研究方向
[00:02:05.000 --> 00:02:11.000]  過去人被認為是認知這個世界的主角主體
[00:02:11.000 --> 00:02:16.000]  這個世界是被我們去認識去分析去研究的對象,是一個object
[00:02:16.000 --> 00:02:19.000]  我們是主體,這個世界是一個object
[00:02:19.000 --> 00:02:24.000]  但是凱德格就說不是,他說其實是應該反過來
[00:02:24.000 --> 00:02:27.000]  這個世界才是主體
[00:02:27.000 --> 00:02:31.000]  我們一出生就被拋到這個世界裡
[00:02:31.000 --> 00:02:36.000]  受這個世界各樣的事物去影響去塑造
[00:02:36.000 --> 00:02:38.000]  這個世界不是外在於我們
[00:02:38.000 --> 00:02:43.000]  我們一出生,我們的思想,我們的價值,我們的認知
[00:02:43.000 --> 00:02:47.000]  已經是被這個世界影響塑造著
[00:02:47.000 --> 00:02:50.000]  存在是先過思想的
[00:02:50.000 --> 00:02:53.000]  I am 就是being in the world
[00:02:53.000 --> 00:03:01.000]  凱德格說了這番話就糾正了整個西方過去的哲學以人為中心
[00:03:01.000 --> 00:03:06.000]  凱德格這樣說其實不是錯的
[00:03:06.000 --> 00:03:09.000]  很多方面都反映了現實
[00:03:09.000 --> 00:03:13.000]  不過凱德格如果去看聖經去接受聖經的教導
[00:03:13.000 --> 00:03:19.000]  大概會知道這個世界不僅僅是我們現象上的這個世界這麼簡單
[00:03:19.000 --> 00:03:25.000]  這個世界除了有人,有地圖,有海洋,有各樣的生物植物之外
[00:03:25.000 --> 00:03:26.000]  還有什麼?
[00:03:26.000 --> 00:03:31.000]  還有魔鬼撒旦在背後在迷惑操控人
[00:03:31.000 --> 00:03:34.000]  我們不僅僅是being in the world
[00:03:34.000 --> 00:03:39.000]  我們是在一個受到迷惑和咒詛的世界裡
[00:03:39.000 --> 00:03:45.000]  我們一出生就需要在正邪對立裡去掙扎去生存
[00:03:45.000 --> 00:03:51.000]  這個是我們人類存在的一個設定,一個實況
[00:03:51.000 --> 00:03:56.000]  婦人和大龍的真戰其實在創世紀已經開始
[00:03:56.000 --> 00:03:59.000]  一直去到耶穌基督的時代
[00:03:59.000 --> 00:04:01.000]  啟示錄十二章十七節那裡說到
[00:04:01.000 --> 00:04:07.000]  於是龍向婦人發怒去與他其餘的兒女作戰
[00:04:07.000 --> 00:04:13.000]  就是與那些遵守上帝命令為耶穌作見證
[00:04:13.000 --> 00:04:18.000]  龍和婦人的真戰在創世紀已經開始
[00:04:18.000 --> 00:04:23.000]  一直去到耶穌基督去到上帝的指紋的出現
[00:04:23.000 --> 00:04:27.000]  魔鬼撒旦一直用不同的手段去迷惑人
[00:04:27.000 --> 00:04:31.000]  去拉攏人去壯大自己的聲勢陣營
[00:04:31.000 --> 00:04:33.000]  要去對抗上帝
[00:04:33.000 --> 00:04:37.000]  十二章說了人生存的一個實況
[00:04:37.000 --> 00:04:40.000]  只要我們一日生存在這個世界上
[00:04:40.000 --> 00:04:46.000]  我們就需要與邪惡來爭戰
[00:04:46.000 --> 00:04:48.000]  十三章我們知道
[00:04:48.000 --> 00:04:50.000]  十三章說了兩隻獸出現
[00:04:50.000 --> 00:04:53.000]  一隻是從海上出來的
[00:04:53.000 --> 00:04:55.000]  有十角七頭
[00:04:55.000 --> 00:04:57.000]  一隻是從地上出來的
[00:04:57.000 --> 00:04:59.000]  有兩隻角好像羔羊
[00:04:59.000 --> 00:05:02.000]  說話好像龍
[00:05:02.000 --> 00:05:07.000]  弟兄姊妹這兩隻獸是一個引語
[00:05:07.000 --> 00:05:10.000]  大概兩隻獸告訴我們
[00:05:10.000 --> 00:05:14.000]  大龍和魔鬼撒旦他們的勢力
[00:05:14.000 --> 00:05:20.000]  已經全面滲透到國家政治經濟社會文化
[00:05:20.000 --> 00:05:23.000]  甚至是宗教信仰各個層面裏面
[00:05:23.000 --> 00:05:26.000]  形成一個很龐大的體制
[00:05:26.000 --> 00:05:30.000]  去對抗上帝和聖徒作戰
[00:05:30.000 --> 00:05:35.000]  撒旦用什麼手段去誘惑我們去欺騙我們
[00:05:35.000 --> 00:05:40.000]  不僅僅在我們耳邊說一些說話去引誘我們
[00:05:40.000 --> 00:05:42.000]  當然有時候會這樣
[00:05:42.000 --> 00:05:46.000]  不過更加多的時候撒旦是用很多的方式
[00:05:46.000 --> 00:05:50.000]  透過生活不同的層面來誘惑
[00:05:50.000 --> 00:05:55.000]  來控制、來欺騙我們
[00:05:55.000 --> 00:06:01.000]  表面上我們知道大龍和兩隻獸和三一上帝很相似
[00:06:01.000 --> 00:06:04.000]  大家都是三為一體
[00:06:04.000 --> 00:06:09.000]  大龍和兩隻獸他們的行為好像羔羊
[00:06:09.000 --> 00:06:11.000]  他們說話有權柄
[00:06:11.000 --> 00:06:14.000]  並且能夠行神蹟騎士
[00:06:14.000 --> 00:06:17.000]  表面上很多東西都和上帝很相似
[00:06:17.000 --> 00:06:19.000]  所以就能夠騙人
[00:06:19.000 --> 00:06:25.000]  在歷史上這兩隻獸是用了不同的面貌方式出現
[00:06:25.000 --> 00:06:29.000]  包括他們曾經用索多瑪
[00:06:29.000 --> 00:06:34.000]  用埃及、用亞述、用巴比倫、波斯、羅馬帝國
[00:06:34.000 --> 00:06:38.000]  這些帝國來出現在人間
[00:06:38.000 --> 00:06:42.000]  來令人離開上帝、叛逆上帝
[00:06:42.000 --> 00:06:47.000]  這些全部都是在歷史上非常強大的角度
[00:06:47.000 --> 00:06:51.000]  古埃及、巴比倫、波斯、羅馬帝國
[00:06:51.000 --> 00:06:56.000]  這些全部在歷史上都是非常強大的帝國
[00:06:56.000 --> 00:06:58.000]  在他們統治的時候
[00:06:58.000 --> 00:07:02.000]  沒有人會相信他們會有結束的一天
[00:07:02.000 --> 00:07:04.000]  但結果是怎樣?
[00:07:04.000 --> 00:07:08.000]  這些在歷史上很強大、超級強大的角度
[00:07:08.000 --> 00:07:12.000]  一個一個被推倒
[00:07:12.000 --> 00:07:16.000]  這些角度消失了之後
[00:07:16.000 --> 00:07:19.000]  兩隻獸會否就此消失了?
[00:07:19.000 --> 00:07:22.000]  獸不會因為這樣而消失的
