
[00:00:00.000 --> 00:00:05.000]  我想這個星期我們每一個香港人心裡頭都很沉重
[00:00:05.000 --> 00:00:12.000]  當星期三那天我回到家裡頭
[00:00:12.000 --> 00:00:19.000]  晚上吃晚飯之前看到那個新聞的時候
[00:00:19.000 --> 00:00:22.000]  才知道發生很大件事
[00:00:22.000 --> 00:00:28.000]  而這個照片其實正正是星期三那晚
[00:00:28.000 --> 00:00:33.000]  燒得很厲害
[00:00:33.000 --> 00:00:39.000]  已經有七座大廈在大埔雲福縣發生
[00:00:39.000 --> 00:00:47.000]  直到星期五早上來救濟那場火的時候
[00:00:47.000 --> 00:00:51.000]  直到昨天的數字至少死了128人
[00:00:51.000 --> 00:00:54.000]  79人受傷
[00:00:54.000 --> 00:00:58.000]  不只是這些數字
[00:00:58.000 --> 00:01:02.000]  我想這些數字背後每一個受災的災民
[00:01:02.000 --> 00:01:05.000]  他們不單止是失去他們的家園
[00:01:05.000 --> 00:01:07.000]  他們失去他們的至親
[00:01:07.000 --> 00:01:12.000]  這種突然的巨變
[00:01:12.000 --> 00:01:16.000]  帶來他們內心非常非常之傷痛
[00:01:16.000 --> 00:01:22.000]  我當晚看到這個片段的時候
[00:01:22.000 --> 00:01:29.000]  我心裡頭其實有一個很大的疑問
[00:01:29.000 --> 00:01:34.000]  我相信不只是天氣的問題
[00:01:34.000 --> 00:01:36.000]  背後一定有人禍
[00:01:36.000 --> 00:01:43.000]  也在這個所謂網絡世界裡
[00:01:43.000 --> 00:01:47.000]  也有人做過一些所謂資料分析等等
[00:01:47.000 --> 00:01:54.000]  我同樣是看到每一次有大型災難的時候
[00:01:54.000 --> 00:01:59.000]  我們看到是反映一些雙面的東西
[00:01:59.000 --> 00:02:01.000]  一個就是人性的黑暗
[00:02:01.000 --> 00:02:04.000]  但另一方面就是人性的光輝
[00:02:04.000 --> 00:02:09.000]  在一方面我們有人會質疑業主立案法團
[00:02:09.000 --> 00:02:12.000]  那個角色他們的責任和缺失
[00:02:12.000 --> 00:02:18.000]  廉政公署也已經很迅速地做事
[00:02:18.000 --> 00:02:23.000]  也先後已經拘捕了有十多人
[00:02:23.000 --> 00:02:28.000]  有人涉嫌圍標貪污等等的事情
[00:02:28.000 --> 00:02:32.000]  另外是承建商和分判商的操作不當
[00:02:32.000 --> 00:02:37.000]  昨天鄧炳強我們的保安局長
[00:02:37.000 --> 00:02:42.000]  他已經澄清了關於保護網和盤網
[00:02:42.000 --> 00:02:47.000]  初步發現是達到阻延的要求
[00:02:47.000 --> 00:02:53.000]  但是包圍大廈窗戶的發佈膠板是高度易延的
[00:02:53.000 --> 00:02:56.000]  根據他們現在初步掌握的資料
[00:02:56.000 --> 00:03:01.000]  他們相信最初起火的位置是雲昌國低層外面的圍網
[00:03:01.000 --> 00:03:03.000]  因為燃燒了這些發佈膠板
[00:03:03.000 --> 00:03:06.000]  火勢迅速向上蔓延
[00:03:06.000 --> 00:03:08.000]  伸延到多個樓層
[00:03:08.000 --> 00:03:13.000]  而且很短時間之內波及宏福縣其他六座樓宇
[00:03:13.000 --> 00:03:17.000]  大火引燃到貼在窗戶上的發佈膠板
[00:03:17.000 --> 00:03:19.000]  令到玻璃爆破
[00:03:19.000 --> 00:03:21.000]  導致火勢急速增強
[00:03:21.000 --> 00:03:23.000]  而且迅速蔓延到室內
[00:03:23.000 --> 00:03:28.000]  短時間之內室內室外大面積同時起火
[00:03:28.000 --> 00:03:30.000]  最終釀成這一次的大災難
[00:03:30.000 --> 00:03:35.000]  高溫令到竹盤和盤網都燃燒
[00:03:35.000 --> 00:03:37.000]  甚至一些竹枝都飛墜
[00:03:37.000 --> 00:03:39.000]  引致很多樓層著火
[00:03:39.000 --> 00:03:45.000]  正式起火的原因仍然要等待進一步的調查
[00:03:45.000 --> 00:03:51.000]  但關於這一個圍封發佈膠
[00:03:51.000 --> 00:03:56.000]  很肯定是有人明知故犯
[00:03:56.000 --> 00:03:59.000]  是為了省錢的緣故
[00:03:59.000 --> 00:04:06.000]  多年前英國一場大火在Greenfield造成多人死亡
[00:04:06.000 --> 00:04:11.000]  當時他們維修甚至用金屬的棚架
[00:04:11.000 --> 00:04:12.000]  不是竹盤
[00:04:12.000 --> 00:04:16.000]  但就是因為用了發佈膠去圍封
[00:04:16.000 --> 00:04:21.000]  而引致極速火災的蔓延
[00:04:21.000 --> 00:04:24.000]  我們覺得有時很可惜
[00:04:24.000 --> 00:04:27.000]  其實已經有一些前車可鑑
[00:04:27.000 --> 00:04:32.000]  但並沒有及時做預防和制止
[00:04:32.000 --> 00:04:35.000]  甚至一些所謂專業的工程顧問
[00:04:35.000 --> 00:04:41.000]  專業的工程承建商
[00:04:41.000 --> 00:04:43.000]  罔顧人命
[00:04:43.000 --> 00:04:46.000]  一條人命的犧牲都嫌多
[00:04:46.000 --> 00:04:52.000]  而且我們當日下午已經是最先被火災燒死的
[00:04:52.000 --> 00:04:56.000]  是一個英勇救人的消防員
[00:04:56.000 --> 00:05:00.000]  在網傳亦都說他下個月準備結婚
[00:05:00.000 --> 00:05:04.000]  我們聽到心裏是非常悲傷
[00:05:04.000 --> 00:05:08.000]  勞工處和其他以及消防處監管
[00:05:08.000 --> 00:05:11.000]  究竟有沒有漏洞失策
[00:05:11.000 --> 00:05:13.000]  這一切是有待調查的
[00:05:13.000 --> 00:05:16.000]  這個真相仍然是需要時間
[00:05:16.000 --> 00:05:18.000]  但我們繼續祈禱
[00:05:18.000 --> 00:05:22.000]  我們求主在當中讓我們看見
[00:05:22.000 --> 00:05:26.000]  另一方面在這個很大的災難背後
[00:05:26.000 --> 00:05:28.000]  是人性的降輝
[00:05:28.000 --> 00:05:30.000]  人生真是無常
[00:05:30.000 --> 00:05:32.000]  災難人禍有時很難逃避
[00:05:32.000 --> 00:05:36.000]  我在星期二那天
[00:05:36.000 --> 00:05:40.000]  我要出席我們總會執委會
[00:05:40.000 --> 00:05:42.000]  我們有一個午餐
[00:05:42.000 --> 00:05:44.000]  午宴完結後
[00:05:44.000 --> 00:05:47.000]  我再次回來教會辦公室工作
[00:05:47.000 --> 00:05:49.000]  在金鐘廊
[00:05:49.000 --> 00:05:53.000]  我發覺我的手機有一個訊息
[00:05:53.000 --> 00:05:55.000]  我突然一看的時候
[00:05:55.000 --> 00:05:57.000]  我非常震驚
[00:05:57.000 --> 00:05:59.000]  這個訊息告訴我
[00:05:59.000 --> 00:06:01.000]  原來九月份
[00:06:01.000 --> 00:06:05.000]  我幫他洗禮一個年青的弟兄
[00:06:05.000 --> 00:06:07.000]  坐在那裏
[00:06:07.000 --> 00:06:13.000]  他當日已經安息主懷
[00:06:13.000 --> 00:06:15.000]  是甚麼事呢
[00:06:15.000 --> 00:06:17.000]  原來這位弟兄
[00:06:17.000 --> 00:06:19.000]  兩年前左右
[00:06:19.000 --> 00:06:21.000]  我們教會一位太太
[00:06:21.000 --> 00:06:23.000]  她帶他回來教會
[00:06:23.000 --> 00:06:25.000]  因為是她的兒甥
[00:06:25.000 --> 00:06:29.000]  邀請我和他傳福音
[00:06:29.000 --> 00:06:31.000]  幫他決志
[00:06:31.000 --> 00:06:33.000]  鼓勵他讀福音班
[00:06:33.000 --> 00:06:35.000]  讀洗禮班
[00:06:35.000 --> 00:06:39.000]  然後他今年九月在我們當中洗禮
[00:06:39.000 --> 00:06:41.000]  但很不幸
[00:06:41.000 --> 00:06:43.000]  是星期二
[00:06:43.000 --> 00:06:45.000]  不是黃福遠那場大火
[00:06:45.000 --> 00:06:47.000]  是在九龍
[00:06:47.000 --> 00:06:49.000]  油麻地的一個地區
[00:06:49.000 --> 00:06:52.000]  他家居的一個火災
[00:06:52.000 --> 00:06:54.000]  他就安息主懷
[00:06:54.000 --> 00:06:57.000]  這件事來得太突然
[00:06:57.000 --> 00:06:59.000]  來得很震驚
[00:06:59.000 --> 00:07:02.000]  我心裏頭都很難過
[00:07:02.000 --> 00:07:08.000]  到星期三又面對災難性的火災的時候
[00:07:08.000 --> 00:07:10.000]  但我還是看見
[00:07:10.000 --> 00:07:12.000]  天地有情人間有愛
[00:07:12.000 --> 00:07:16.000]  我們要向每一位盡忠職守的消防員
[00:07:16.000 --> 00:07:21.000]  包括殉職的消防員工
[00:07:21.000 --> 00:07:23.000]  救護人員
[00:07:23.000 --> 00:07:26.000]  社區的支援人員致敬
[00:07:26.000 --> 00:07:31.000]  我們也看見警方非常迅速
[00:07:31.000 --> 00:07:36.000]  拘捕了違規的建築公司的兩位董事和工程顧問
[00:07:36.000 --> 00:07:39.000]  我們為警察
[00:07:39.000 --> 00:07:42.000]  為教會界 社福界
[00:07:42.000 --> 00:07:45.000]  很多的社工 很多輔導員
[00:07:45.000 --> 00:07:47.000]  不單止是大埔區
[00:07:47.000 --> 00:07:49.000]  其他跨區的
[00:07:49.000 --> 00:07:53.000]  包括教務同工弟兄姊妹
[00:07:53.000 --> 00:07:56.000]  我們為他們感恩
[00:07:56.000 --> 00:07:59.000]  我們感謝他們的支援
[00:07:59.000 --> 00:08:03.000]  我們真的要繼續守望
[00:08:03.000 --> 00:08:07.000]  我們繼續向上主禱告
[00:08:07.000 --> 00:08:12.000]  我們也感謝國家的領導人對香港的慰問
[00:08:12.000 --> 00:08:16.000]  習近平主席第一時間作出重要的指示
[00:08:16.000 --> 00:08:21.000]  中央是堅定支持香港救災的決心
[00:08:21.000 --> 00:08:25.000]  正所謂一方有難 八方支援
[00:08:25.000 --> 00:08:28.000]  我們看見全國很多的省市
[00:08:28.000 --> 00:08:32.000]  他們第一時間將很多物資送到香港
[00:08:32.000 --> 00:08:36.000]  我們也看到香港人非常自強不息
[00:08:36.000 --> 00:08:38.000]  非常團結
[00:08:38.000 --> 00:08:41.000]  很多不同的社福界 教會界
[00:08:41.000 --> 00:08:45.000]  都是第一時間將物資送到那個地方
[00:08:45.000 --> 00:08:52.000]  我們也看到國際社會對香港很多的慰問 關心
