
[00:00:00.000 --> 00:00:05.000]  (教育及民族事務局局長)
[00:00:05.000 --> 00:00:06.960]  我們這個月
[00:00:06.960 --> 00:00:09.200]  頭兩個星期應該有聽過分享
[00:00:09.200 --> 00:00:12.680]  我們已經聽過之前Edward弟兄
[00:00:12.680 --> 00:00:15.520]  和Pastor Conti的分享
[00:00:15.520 --> 00:00:17.240]  在這三個星期
[00:00:17.240 --> 00:00:21.160]  我們會重新開放關於Pastoral Epistles
[00:00:21.160 --> 00:00:25.520]  即是教務書信的內容
[00:00:25.520 --> 00:00:30.600]  這三個星期我們會看提摩太前書的內容
[00:00:30.600 --> 00:00:33.040]  上個月我們是看提多書
[00:00:33.040 --> 00:00:34.600]  即是Book of Titus
[00:00:34.600 --> 00:00:38.840]  上個月我們整個月都在看提多書
[00:00:38.840 --> 00:00:42.160]  今個月我們會轉看其中另一件書信
[00:00:42.160 --> 00:00:45.160]  就是提摩太前書
[00:00:45.160 --> 00:00:47.560]  其實如果我們稍後看內容
[00:00:47.560 --> 00:00:49.320]  你會發現相似
[00:00:49.320 --> 00:00:52.840]  我們這兩個月會看這些書信
[00:00:52.840 --> 00:00:57.240]  你會覺得比較直接
[00:00:57.240 --> 00:01:01.440]  或者坦白說比較悶的教導
[00:01:01.440 --> 00:01:03.840]  因為這些書的重點
[00:01:03.840 --> 00:01:08.160]  是寫給教會去面對信仰的挑戰
[00:01:08.160 --> 00:01:12.000]  例如今天我們看的提摩太前書
[00:01:12.000 --> 00:01:16.720]  是寫給以弗所這個地方的人的信
[00:01:16.720 --> 00:01:18.640]  以弗所是一個什麼地方呢?
[00:01:18.640 --> 00:01:23.120]  以弗所是當時羅馬帝國的一個很大的城市
[00:01:23.120 --> 00:01:25.040]  例如像這些
[00:01:25.040 --> 00:01:27.920]  有一個很大的競技場
[00:01:27.920 --> 00:01:30.400]  或者表演的場地
[00:01:30.400 --> 00:01:32.640]  這是一個很大的城市
[00:01:32.640 --> 00:01:34.720]  所以它跟提多書那些
[00:01:34.720 --> 00:01:38.320]  例如寫給克里特島是有一點不同
[00:01:38.320 --> 00:01:40.480]  但這兩個地方的教會
[00:01:40.480 --> 00:01:43.760]  都是有些相似的問題
[00:01:43.760 --> 00:01:46.920]  我們這三次未必會看得很多
[00:01:46.920 --> 00:01:49.080]  具體是什麼問題
[00:01:49.080 --> 00:01:51.600]  因為問題基本上有些東西是相似的
[00:01:51.600 --> 00:01:53.680]  舉個例子來說
[00:01:53.680 --> 00:01:56.680]  提摩太前書我們稍後會看到
[00:01:56.680 --> 00:02:00.800]  有一些所謂去講假教導的人的問題
[00:02:00.800 --> 00:02:04.720]  即是講一些錯誤的道理的人
[00:02:04.720 --> 00:02:09.400]  亦都是在挑戰提摩太和保羅的權威
[00:02:09.400 --> 00:02:11.440]  又或者是去追求一些
[00:02:11.440 --> 00:02:13.920]  其實沒有必要追求的事情
[00:02:13.920 --> 00:02:18.040]  所以基本上這些都是相似的段落
[00:02:18.040 --> 00:02:19.800]  接下來這三個星期
[00:02:19.800 --> 00:02:24.280]  我們會看提摩太前書的四到第六章
[00:02:24.280 --> 00:02:26.560]  我們主要會探討一些段落
[00:02:26.560 --> 00:02:29.040]  如果我們當中有探索者
[00:02:29.040 --> 00:02:30.960]  你是有興趣了解這本書
[00:02:30.960 --> 00:02:33.640]  當然我鼓勵大家自己回去看
[00:02:33.640 --> 00:02:34.760]  自己看一看
[00:02:34.760 --> 00:02:36.000]  因為不長的
[00:02:36.000 --> 00:02:37.160]  只有六個章節
[00:02:37.160 --> 00:02:40.080]  所以應該很快就看完
[00:02:40.080 --> 00:02:42.920]  但今天我們會討論的是提摩太前書
[00:02:42.920 --> 00:02:45.640]  第四章第六到十六節
[00:02:45.640 --> 00:02:50.000]  這次的確比較直接
[00:02:50.000 --> 00:02:53.880]  所以我沒有想到任何有趣的題目
[00:02:53.880 --> 00:02:58.440]  只是一個比較直接的題目
[00:02:58.440 --> 00:03:00.240]  因為在這本書中
[00:03:00.240 --> 00:03:03.040]  其實提摩太的情況
[00:03:03.040 --> 00:03:09.800]  可能和我們今天面對的情況有點相似
[00:03:09.800 --> 00:03:16.000]  提摩太當然是保羅其中一個很重視的徒弟
[00:03:16.000 --> 00:03:19.080]  但他去到教會有很多挑戰
[00:03:19.080 --> 00:03:22.040]  他自己也被人覺得
[00:03:22.040 --> 00:03:22.720]  他很年輕
[00:03:22.720 --> 00:03:23.680]  我們稍後會討論
[00:03:23.680 --> 00:03:25.000]  他很年輕
[00:03:25.000 --> 00:03:27.400]  所以他如何成長呢?
[00:03:27.400 --> 00:03:31.280]  如何成為一個教會的領袖呢?
[00:03:31.280 --> 00:03:32.800]  可能你坐在這裡就想
[00:03:32.800 --> 00:03:35.200]  我坐在這裡又不是教會主席
[00:03:35.200 --> 00:03:36.800]  我又不是導師
[00:03:36.800 --> 00:03:38.040]  甚至我沒有服侍崗位
[00:03:38.040 --> 00:03:39.240]  我只是坐在這裡
[00:03:39.240 --> 00:03:41.240]  這與我何干呢?
[00:03:41.240 --> 00:03:43.160]  但我們稍後會看到
[00:03:43.160 --> 00:03:45.360]  其實提摩太前書
[00:03:45.360 --> 00:03:47.400]  或者是教目書信
[00:03:47.400 --> 00:03:48.600]  所謂的教導
[00:03:48.600 --> 00:03:51.600]  其實保羅是給每一個基督徒的
[00:03:51.600 --> 00:03:53.000]  是給每一個基督徒的
[00:03:53.000 --> 00:03:54.400]  包括你坐在這裡
[00:03:54.400 --> 00:03:55.240]  就算你什麼都沒有
[00:03:55.240 --> 00:03:56.760]  你回來坐而已
[00:03:56.760 --> 00:03:58.680]  他也是在跟你說話
[00:03:58.680 --> 00:04:00.880]  所以這是我們今天看這本書
[00:04:00.880 --> 00:04:03.240]  一個很重要的前設
[00:04:03.240 --> 00:04:06.760]  一個我們要記得的東西
[00:04:06.760 --> 00:04:08.720]  我們第一樣看的東西就是
[00:04:08.720 --> 00:04:12.040]  其實保羅跟提摩太說了三件事
[00:04:12.040 --> 00:04:14.840]  今天我們看的經文是四章六至十六節
[00:04:14.840 --> 00:04:18.400]  有三件事是保羅很想提摩太做到
[00:04:18.400 --> 00:04:19.680]  去到知道的
[00:04:19.680 --> 00:04:24.720]  這也是我們今天一起思想的三個地方
[00:04:24.720 --> 00:04:26.120]  第一個地方就是
[00:04:26.120 --> 00:04:29.040]  我們做基督徒
[00:04:29.040 --> 00:04:31.000]  不是只是坐在這裡
[00:04:31.000 --> 00:04:35.440]  我們做基督徒是要跟人分享我們的信仰
[00:04:35.440 --> 00:04:37.720]  不是分享食物的那種分享
[00:04:37.720 --> 00:04:39.600]  你要跟人聊天
[00:04:39.600 --> 00:04:42.400]  甚至是你去教人
[00:04:42.400 --> 00:04:45.160]  為什麼這樣說呢?
[00:04:45.160 --> 00:04:49.920]  因為其實保羅在提摩太前書四章第六節
[00:04:49.920 --> 00:04:51.480]  他就跟提摩太說
[00:04:51.480 --> 00:04:53.280]  你要把一些事情
[00:04:53.280 --> 00:04:57.280]  就是把這些事指示教會裡面的人
[00:04:57.280 --> 00:05:00.360]  你就是服侍基督耶穌好的僕人
[00:05:00.360 --> 00:05:04.040]  你就在真理和你素上依從的
[00:05:04.040 --> 00:05:07.560]  美善教義上得到栽培
[00:05:07.560 --> 00:05:12.320]  雖然我們沒什麼時間去看提摩太前書一到三章的內容
[00:05:12.320 --> 00:05:14.320]  但是這裡說的這些事
[00:05:14.320 --> 00:05:16.880]  基本上就是那些提到的內容
