
[00:00:00.000 --> 00:00:02.000]  (字幕提供:MG)
[00:00:02.000 --> 00:00:08.000]  各位網上的弟兄姊妹及朋友大家好
[00:00:08.000 --> 00:00:14.000]  今天是正月,所以我也有一點祝賀的說話
[00:00:14.000 --> 00:00:22.000]  今天是正月十六,願神賜給我們的平安喜樂盼望都送給大家
[00:00:22.000 --> 00:00:34.000]  我是在姊妹牧區服侍,所以也想跟大家分享一下,有一位姊妹跟我說她的人生故事,我已經徵詢她的同意
[00:00:34.000 --> 00:00:45.000]  她告訴我,小學的成績也不錯,但是中學會考的分數不夠原校升讀中六
[00:00:45.000 --> 00:00:59.000]  考慮之後她決定重讀,再考會考的成績也不錯,她決定進大專院校進修
[00:00:59.000 --> 00:01:05.000]  不過進去後只顧著拍拖,於是成績又不太好
[00:01:05.000 --> 00:01:15.000]  當時她的爸爸也有長期病患,她跟學院說希望能夠望開一面
[00:01:15.000 --> 00:01:24.000]  學院也讓她重讀,結果她也可以畢業了
[00:01:24.000 --> 00:01:32.000]  畢業後她要考會試,大家知不知道或是能否猜到會是怎樣發生呢?
[00:01:32.000 --> 00:01:40.000]  又是第一次失敗,公司讓她再讀,結果她畢業了
[00:01:40.000 --> 00:01:48.000]  她還跟我說,人生在讀書方面,一次也不行,要第二次也行
[00:01:48.000 --> 00:01:58.000]  不過人到了中年,她就懂得感謝老師,感謝學校,讓她有第二次的機會
[00:01:58.000 --> 00:02:05.000]  她跟我說,其實最要感謝和感恩的是上帝
[00:02:05.000 --> 00:02:10.000]  因為她在讀書的時候已經有機會信耶穌,並且是缺志
[00:02:10.000 --> 00:02:18.000]  不過她信得不太穩定,又離開了
[00:02:18.000 --> 00:02:24.000]  她感謝上帝,讓她有第二次的機會可以再信耶穌
[00:02:24.000 --> 00:02:29.000]  她的人生就沒有第二次的機會
[00:02:29.000 --> 00:02:40.000]  今天我們讀《新命記》第七章,也是記載上帝給以色列民第二次的機會,進加拿大
[00:02:40.000 --> 00:02:44.000]  進加拿大的人數也很多
[00:02:44.000 --> 00:02:51.000]  可能有些人對於耶和華這位神認識不深
[00:02:51.000 --> 00:02:59.000]  也可能有些人從他的父輩已經認識到神自己,曾經行過大事
[00:02:59.000 --> 00:03:08.000]  所以今天不知道在電視機或電腦前會不會有一些朋友
[00:03:08.000 --> 00:03:17.000]  其實你對於耶穌也不是很認識,不知道是誰,還沒有相信他
[00:03:17.000 --> 00:03:26.000]  我希望今天能夠講到神給人第二次機會,成為大家的幫助
[00:03:26.000 --> 00:03:36.000]  《新命記》第七章是以色列人第二次進加拿大
[00:03:36.000 --> 00:03:41.000]  我們要講一下第一次發生了什麼事
[00:03:41.000 --> 00:03:44.000]  我們說加拿大是一個英許地
[00:03:44.000 --> 00:03:53.000]  其實這個英許地就是耶和華神答應過阿伯拉罕和以撒瓦各
[00:03:53.000 --> 00:03:56.000]  他們會有三樣東西
[00:03:56.000 --> 00:04:03.000]  他們會有後裔眾多,好像天上的星,海上的沙這麼多
[00:04:03.000 --> 00:04:07.000]  他們又會得到地圖,就是加拿大
[00:04:07.000 --> 00:04:13.000]  你放眼去看,全部的地圖都是屬於你的
[00:04:13.000 --> 00:04:17.000]  第三樣的英許就是祠福
[00:04:17.000 --> 00:04:26.000]  神就把加拿大英許地給了以色列子民
[00:04:26.000 --> 00:04:33.000]  到了一個階段,他們就可以進入加拿大地圖
[00:04:33.000 --> 00:04:36.000]  當時也是在實行一個民主制度
[00:04:36.000 --> 00:04:44.000]  有十二支派進去探望,看看加拿大是怎樣
[00:04:44.000 --> 00:04:50.000]  結果是十比二,有十個探子進去
[00:04:50.000 --> 00:04:56.000]  他們回覆說加拿大是一個很危險的地方
[00:04:56.000 --> 00:04:59.000]  我們不夠他們進來,當中人又大
[00:04:59.000 --> 00:05:04.000]  現在我們說門口又高,狗又大
[00:05:04.000 --> 00:05:08.000]  加拿大滿有很多強敵
[00:05:08.000 --> 00:05:11.000]  其實進去等於送死
[00:05:11.000 --> 00:05:18.000]  但是有兩位探子相信摩西領受了上帝的說話
[00:05:18.000 --> 00:05:21.000]  這個就是英許的地方
[00:05:21.000 --> 00:05:27.000]  我們不需要懼怕,不需要喪膽,這樣進去就可以了
[00:05:27.000 --> 00:05:32.000]  但是兩個人的聲音畢竟是少的
[00:05:32.000 --> 00:05:37.000]  大聲的十人就說了一個活躍的說話
[00:05:37.000 --> 00:05:42.000]  他這樣說,耶和華是因為恨我們
[00:05:42.000 --> 00:05:46.000]  於是把我們從埃及帶到這裡
[00:05:46.000 --> 00:05:49.000]  把我們交給阿摩尼人
[00:05:49.000 --> 00:05:55.000]  在加拿大的一個族群,要除滅我們
[00:05:55.000 --> 00:05:58.000]  為什麼我說這是一個活躍的說話呢?
[00:05:58.000 --> 00:06:03.000]  其實他在三方面都是顛倒是非的
[00:06:03.000 --> 00:06:09.000]  本來上帝是愛以色列民,但他就說神恨他們
[00:06:09.000 --> 00:06:14.000]  本來神是要把他們從埃及拯救出來
[00:06:14.000 --> 00:06:20.000]  但是他倒轉就說,你把我們放進去加拿大,只是送死
[00:06:20.000 --> 00:06:25.000]  本來神是要滅了阿摩尼人
[00:06:25.000 --> 00:06:32.000]  他倒轉又說,加拿大的人會滅了他們,滅掉他們的子女
[00:06:32.000 --> 00:06:37.000]  於是神就很憤怒,就告訴他們
[00:06:37.000 --> 00:06:41.000]  你們這一幫人不能夠進去英許地
[00:06:41.000 --> 00:06:45.000]  就這樣四十年的漂流
[00:06:45.000 --> 00:06:50.000]  親埃及那一幫的以色列民都死在曠野上
[00:06:50.000 --> 00:06:53.000]  他們的下一代就來到我們今天所說的
[00:06:53.000 --> 00:06:59.000]  《新命記》第七章,就是要進去英許之地
[00:06:59.000 --> 00:07:03.000]  第七章的內容也不短,有二十六節
[00:07:03.000 --> 00:07:09.000]  但是我也想用一些大家比較熟悉的方式去做一個分段
[00:07:09.000 --> 00:07:16.000]  希望會比較容易去掌握內容
[00:07:16.000 --> 00:07:20.000]  《新命記》第七章,我會分成三個部分
[00:07:20.000 --> 00:07:24.000]  第一個部分就是神的吩咐,一到五節
[00:07:24.000 --> 00:07:29.000]  第二個部分就是神的應許,六到十六節
[00:07:29.000 --> 00:07:36.000]  第三個部分就是神的鼓勵,十七到二十六節
[00:07:36.000 --> 00:07:40.000]  神有他的吩咐,就在五節裏
[00:07:40.000 --> 00:07:44.000]  其實都是代表當你要進去英許地的時候
[00:07:44.000 --> 00:07:48.000]  你要記得一些東西,要記住一些原則
[00:07:48.000 --> 00:07:51.000]  然後神就會有一個應許
[00:07:51.000 --> 00:07:53.000]  其實是說甚麼意思呢?
[00:07:53.000 --> 00:07:57.000]  就是為甚麼以色列民可以進入這個地方呢?
[00:07:57.000 --> 00:07:59.000]  他們是不是有特別的身份呢?
[00:07:59.000 --> 00:08:03.000]  為甚麼神會特別疼愛他們呢?
[00:08:03.000 --> 00:08:07.000]  然後就有神的鼓勵
[00:08:07.000 --> 00:08:13.000]  因為我們不要忘記他們仍然記得他們的父親
[00:08:13.000 --> 00:08:18.000]  他們的叔伯其實全部都死在狂野地上
[00:08:18.000 --> 00:08:22.000]  所以他們心裏面都有個缺
[00:08:22.000 --> 00:08:27.000]  其實我和我的家族能不能夠進去呢?
[00:08:27.000 --> 00:08:33.000]  於是我們就會說說神的吩咐,神的應許和神的鼓勵
[00:08:33.000 --> 00:08:36.000]  上一輩以色列民犯的錯誤
[00:08:36.000 --> 00:08:39.000]  就是抗拒遵行耶和華的旨意
[00:08:39.000 --> 00:08:44.000]  懷疑和扭曲神的意圖
[00:08:44.000 --> 00:08:50.000]  我們就讀一次一至五節
[00:08:50.000 --> 00:08:52.000]  雖然是短短五節的經文
[00:08:52.000 --> 00:08:58.000]  它已經告訴我們如果要成功得到英許地
[00:08:58.000 --> 00:09:02.000]  是要做甚麼和不可以做甚麼
[00:09:02.000 --> 00:09:06.000]  我們一起讀一至五節
[00:09:06.000 --> 00:09:11.000]  耶和華,你的神令你進入你要得為業之地
[00:09:11.000 --> 00:09:14.000]  從你面前趕出許多國家
[00:09:14.000 --> 00:09:17.000]  就是比你更強大的七個國家
[00:09:17.000 --> 00:09:24.000]  黑人、格加薩人、阿摩利人、加南人、比利西人、希美人、耶布斯人
[00:09:24.000 --> 00:09:27.000]  當耶和華,你的神把他們交給你
[00:09:27.000 --> 00:09:29.000]  你擊殺他們的時候
[00:09:29.000 --> 00:09:32.000]  你要完全消滅他們
[00:09:32.000 --> 00:09:33.000]  不可以他們納藥
[00:09:33.000 --> 00:09:36.000]  也不可以戀性他們
[00:09:36.000 --> 00:09:38.000]  不可以他們結親
[00:09:38.000 --> 00:09:41.000]  不可以將你的女兒嫁給他的兒子
[00:09:41.000 --> 00:09:45.000]  也不可以叫你的兒子娶他的女兒
[00:09:45.000 --> 00:09:50.000]  因為他必使你的兒女離棄我去侍奉別神
[00:09:50.000 --> 00:09:54.000]  以至耶和華的怒氣向你們發作
[00:09:54.000 --> 00:09:57.000]  迅速將你除滅
[00:09:57.000 --> 00:09:59.000]  你們卻要這樣處置他們
[00:09:59.000 --> 00:10:01.000]  拆毀他們的祭壇
[00:10:01.000 --> 00:10:03.000]  打碎他們的柱像
[00:10:03.000 --> 00:10:05.000]  砍斷他們的瓦舍拉
[00:10:05.000 --> 00:10:10.000]  用火焚燒他們雕刻的偶像
[00:10:10.000 --> 00:10:15.000]  在這裡我們也稍稍講一下
[00:10:15.000 --> 00:10:20.000]  為什麼加南這個地方
[00:10:20.000 --> 00:10:23.000]  第五節說到這麼多祭壇
[00:10:23.000 --> 00:10:25.000]  這麼多敬拜的物品
[00:10:25.000 --> 00:10:27.000]  這麼多神像
[00:10:27.000 --> 00:10:29.000]  原來這些神明
[00:10:29.000 --> 00:10:33.000]  是帶給信奉祂的人很多福氣
[00:10:33.000 --> 00:10:36.000]  例如地產的多
[00:10:36.000 --> 00:10:44.000]  生畜也有很多生育
[00:10:44.000 --> 00:10:47.000]  人也有很多生育
[00:10:47.000 --> 00:10:49.000]  原來加南神明
