
[00:00:00.000 --> 00:00:04.000]  今日我哋講嘅題目係文掃記第三章
[00:00:04.000 --> 00:00:10.000]  係緊接於上一次楊牧師同埋Jenny傳到所講嘅頭嗰兩章
[00:00:10.000 --> 00:00:14.000]  數點文掃有個意義
[00:00:14.000 --> 00:00:18.000]  嗰十二個支派為咗就係要預備整裝待發
[00:00:18.000 --> 00:00:23.000]  佢哋要嚟到去入到迦南地
[00:00:23.000 --> 00:00:25.000]  神所應許之地
[00:00:25.000 --> 00:00:28.000]  但係佢哋必須要有爭戰
[00:00:28.000 --> 00:00:30.000]  要付代價
[00:00:30.000 --> 00:00:34.000]  我哋今日熟齡嘅學習同埋成長都一樣
[00:00:34.000 --> 00:00:39.000]  但係第三章要同大家嚟到去表述一下
[00:00:39.000 --> 00:00:42.000]  呢個聖經裏面要畀我哋睇見
[00:00:42.000 --> 00:00:43.000]  好特別喎
[00:00:43.000 --> 00:00:48.000]  喺頭嗰兩章你會留意到係冇咗有一個支派
[00:00:48.000 --> 00:00:50.000]  嗰個支派係乜嘢
[00:00:50.000 --> 00:00:52.000]  就係利微支派
[00:00:52.000 --> 00:00:56.000]  因為第三章就要公開宣認利微人係要取代以色列
[00:00:56.000 --> 00:01:01.000]  所有嘅長子利微人係單單屬於主
[00:01:01.000 --> 00:01:04.000]  佢要係嚟到去分別出嚟
[00:01:04.000 --> 00:01:09.000]  係要去管理成個會幕嘅聖所嘅事情
[00:01:09.000 --> 00:01:13.000]  佢哋唔係為咗出戰而準備嘅
[00:01:13.000 --> 00:01:18.000]  佢係為咗要帶領神嘅百姓去敬拜侍奉跟隨神
[00:01:18.000 --> 00:01:22.000]  嚟到去專心嚟到去以神為佢哋生命嘅中心
[00:01:22.000 --> 00:01:26.000]  所以第三章嘅重點就係神喺西乃曠野揀選利微人
[00:01:26.000 --> 00:01:29.000]  代替以色列嘅長子利玉侍奉
[00:01:29.000 --> 00:01:36.000]  佢哋按利微嘅三個兒子嘅宗族分工安營服侍
[00:01:36.000 --> 00:01:38.000]  喺呢個會幕一切嘅事
[00:01:38.000 --> 00:01:43.000]  但其中一件事就係大祭司亞倫嘅大仔同埋二仔
[00:01:43.000 --> 00:01:45.000]  那答亞比胡
[00:01:45.000 --> 00:01:49.000]  佢哋嘅侍奉就提醒咗我哋一樣好重要嘅功課
[00:01:49.000 --> 00:01:51.000]  侍奉神係唔可以隨便嘅
[00:01:51.000 --> 00:01:55.000]  係必須要敬畏上主因為神係聖潔嘅
[00:01:55.000 --> 00:02:00.000]  第三章就講明利微人嘅身份同埋呢個編制裏面
[00:02:00.000 --> 00:02:04.000]  係佢哋完全屬神代替以色列嘅長子
[00:02:04.000 --> 00:02:06.000]  係被分派看守會幕
[00:02:06.000 --> 00:02:08.000]  呢一切都有屬靈嘅意義
[00:02:08.000 --> 00:02:13.000]  我喺今日嘅講章我會同大家嚟到去逐一交代
[00:02:13.000 --> 00:02:16.000]  文素記第三章嘅分段要點有四個段落
[00:02:16.000 --> 00:02:18.000]  第一個段落就係頭四節
[00:02:18.000 --> 00:02:21.000]  人必須聖潔要侍奉神
[00:02:21.000 --> 00:02:26.000]  利微嘅支派被揀選代替以色列投身嘅
[00:02:26.000 --> 00:02:28.000]  就係辦理會幕嘅侍奉
[00:02:28.000 --> 00:02:30.000]  呢個係第五到第十三節
[00:02:30.000 --> 00:02:34.000]  而跟住第三個段落都好長嘅篇幅
[00:02:34.000 --> 00:02:36.000]  係由十四節到三十九節
[00:02:36.000 --> 00:02:42.000]  我今日嘗試就唔會用返聖經續節咁同大家講呢個段落
[00:02:42.000 --> 00:02:47.000]  如果係咁我驚你有少少會浮游障礙
[00:02:47.000 --> 00:02:56.000]  所以我會用一啲圖跡加上一啲簡潔
[00:02:56.000 --> 00:03:01.000]  一啲描述畀大家一睇就明
[00:03:01.000 --> 00:03:07.000]  要大家明白利微三個仔佢哋喺會幕四圍安營
[00:03:07.000 --> 00:03:10.000]  呢全部係有意思嘅
[00:03:10.000 --> 00:03:13.000]  佢哋各自看守要搬運嗰啲聖物
[00:03:13.000 --> 00:03:18.000]  因為佢哋喺曠野裏面一樣不能缺少嘅就係
[00:03:18.000 --> 00:03:21.000]  佢哋要專心跟隨神
[00:03:21.000 --> 00:03:24.000]  神要透過雲柱火柱帶領佢哋
[00:03:24.000 --> 00:03:26.000]  佢哋要起行嘅時候
[00:03:26.000 --> 00:03:28.000]  上帝一吩咐摩西
[00:03:28.000 --> 00:03:32.000]  佢哋呢個利微三個嘅宗族呢
[00:03:32.000 --> 00:03:35.000]  就即刻佢哋各自有佢哋嘅唔同嘅工作
[00:03:35.000 --> 00:03:37.000]  佢哋要拆咗嗰個會幕
[00:03:37.000 --> 00:03:39.000]  跟住就去搬去另一個地方
[00:03:39.000 --> 00:03:43.000]  將嗰啲聖物又要係整整齊齊擺返好
[00:03:43.000 --> 00:03:45.000]  喺呢個聖所至聖所
[00:03:45.000 --> 00:03:49.000]  成個過程係有好多細節位係唔簡單
[00:03:49.000 --> 00:03:55.000]  你仲要明白你如果讀個頭嗰啲兩章
[00:03:55.000 --> 00:03:58.000]  佢哋單係嗰十二個支派
[00:03:58.000 --> 00:04:01.000]  數出嚟嘅淨係藍丁
[00:04:01.000 --> 00:04:04.000]  可以去打仗嗰啲藍丁
[00:04:04.000 --> 00:04:07.000]  二十歲到五十歲嗰班有幾多人
[00:04:07.000 --> 00:04:11.000]  有六十幾萬淨係嗰個六十幾萬
[00:04:11.000 --> 00:04:15.000]  未計嗰啲婦孺或者係老人家
[00:04:15.000 --> 00:04:18.000]  所以我哋係好多解經家都相信
[00:04:18.000 --> 00:04:21.000]  佢哋出埃及嘅時候大概人數
[00:04:21.000 --> 00:04:27.000]  如果每個家庭以一對夫婦加個小朋友
[00:04:27.000 --> 00:04:30.000]  如果加埋個老人家四個人
[00:04:30.000 --> 00:04:33.000]  就四六都二十四二百幾萬
[00:04:33.000 --> 00:04:37.000]  所以我哋睇見利未人代替投生
[00:04:37.000 --> 00:04:41.000]  佢哋仲有最後嗰段落係有一個贖價
[00:04:41.000 --> 00:04:44.000]  呢個贖價佢哋要補償返
[00:04:44.000 --> 00:04:48.000]  畀嗰啲投生當中佢哋計出嚟
[00:04:48.000 --> 00:04:53.000]  投生比利未人係多出二百七十三人
[00:04:53.000 --> 00:04:55.000]  上帝好君憎
[00:04:55.000 --> 00:04:59.000]  上帝話每一個你都要補償返呢個贖價
[00:04:59.000 --> 00:05:02.000]  呢個贖價背後有一個好重要嘅贖命嘅意思
[00:05:02.000 --> 00:05:05.000]  畀我哋今日又要明白
[00:05:05.000 --> 00:05:07.000]  明白之後我哋要反省
[00:05:07.000 --> 00:05:09.000]  今日我哋作為現代教會
[00:05:09.000 --> 00:05:11.000]  我哋點樣去侍奉神
[00:05:11.000 --> 00:05:13.000]  讓我哋再一次係度祈禱
[00:05:13.000 --> 00:05:15.000]  天父當我哋打開你嘅聖言
[00:05:15.000 --> 00:05:17.000]  求主嘅靈都引導
[00:05:17.000 --> 00:05:18.000]  叫講嘅聽嘅
[00:05:18.000 --> 00:05:20.000]  我哋同感一靈
[00:05:20.000 --> 00:05:22.000]  同蒙天恩
[00:05:22.000 --> 00:05:25.000]  我哋要嚟到去進行你嘅心意
[00:05:25.000 --> 00:05:27.000]  求主開到我哋嘅心
[00:05:27.000 --> 00:05:30.000]  讓我哋眾人樂意去明白之後
[00:05:30.000 --> 00:05:31.000]  就去進行你嘅心意
[00:05:31.000 --> 00:05:33.000]  叫我哋嘅在世嘅生活
[00:05:33.000 --> 00:05:35.000]  能夠活得將主
[00:05:35.000 --> 00:05:37.000]  亦都能夠成為別人嘅祝福
[00:05:37.000 --> 00:05:39.000]  同心合意地禱告
[00:05:39.000 --> 00:05:40.000]  奉主名求
[00:05:40.000 --> 00:05:41.000]  阿門
[00:05:41.000 --> 00:05:43.000]  第一個段落我哋睇到
[00:05:43.000 --> 00:05:46.000]  喺呢一個頭嗰四節
[00:05:46.000 --> 00:05:50.000]  耶護話喺呢個西奈山與摩西說話嘅日子
[00:05:50.000 --> 00:05:53.000]  阿倫同摩西嘅後代如下
[00:05:53.000 --> 00:05:56.000]  佢話呢幾個呢就阿倫嘅仔嘅名
[00:05:56.000 --> 00:06:00.000]  拿達 阿比胡 以利 阿薩 同埋爾他瑪
[00:06:00.000 --> 00:06:02.000]  佢嗰四個嘅兒子
[00:06:02.000 --> 00:06:04.000]  跟住第三第四節
[00:06:04.000 --> 00:06:07.000]  你可以話係一個悲劇發生
[00:06:07.000 --> 00:06:11.000]  呢個悲劇呢就係阿倫兩個仔
[00:06:11.000 --> 00:06:13.000]  佢哋獻煩火呢件事
[00:06:13.000 --> 00:06:14.000]  我哋一齊讀出嚟
[00:06:14.000 --> 00:06:16.000]  第三第四節
[00:06:16.000 --> 00:06:45.000]  這是阿倫兒子的名字 都是受高的祭司 是摩西壽聖職 是他們擔任祭司職份的 拿達 阿比胡 在西奈的曠野 向耶護話獻上煩火的時候 死在耶護話面前 他們沒有兒子 以利 阿薩 和爾他瑪 在他們的父親阿倫面前 擔任祭司的職份
[00:06:45.000 --> 00:06:51.000]  呢段聖經講到當其時喺呢個曠野
[00:06:51.000 --> 00:06:55.000]  佢話到大祭司阿倫兩個仔
[00:06:55.000 --> 00:06:57.000]  點解話要獻煩火
[00:06:57.000 --> 00:07:02.000]  嘩 一個錯誤就死喇喎 幾嚴重
[00:07:02.000 --> 00:07:04.000]  呢個係有得解釋嘅
[00:07:04.000 --> 00:07:09.000]  喺利未記十章 一至二節就講佢哋獻煩火呢件事
[00:07:09.000 --> 00:07:20.000]  喺英文嘅翻譯本 NIV翻譯嗰個叫Unauthorized Fire 係不經准許的火
[00:07:20.000 --> 00:07:23.000]  上帝冇吩咐嘅一個火
[00:07:23.000 --> 00:07:30.000]  另外一個英文嘅譯本叫NRSV 佢話Unholy Fire 不聖潔的火
[00:07:30.000 --> 00:07:39.000]  我自己嚟到去參考過唔同解經家嘅解釋 有啲人係講有唔同嘅原因
[00:07:39.000 --> 00:07:46.000]  我自己覺得最合理亦都係照返呢段經文講 係同火種有關係
[00:07:46.000 --> 00:07:56.000]  佢哋喺個祭壇擺咗嗰啲祭物 你要去獻祭畀神必須要點呀 有火
[00:07:56.000 --> 00:08:04.000]  咁啲火係邊度嚟呀 啲火就要用返嗰個聖壇裏頭嗰啲火種
[00:08:04.000 --> 00:08:12.000]  咁啲火種按照聖經嘅講法就係神親自去點燃嘅嗰個梵祭壇上嘅火
[00:08:12.000 --> 00:08:17.000]  咁如果佢呢度講話係不經准許嘅火
[00:08:17.000 --> 00:08:22.000]  我哋有合理嘅推斷就係話大祭司亞倫呢兩個仔
[00:08:22.000 --> 00:08:27.000]  佢哋竟然係唔係照上帝吩咐嘅規矩
[00:08:27.000 --> 00:08:35.000]  佢哋可能就喺聖所以外攞咗啲火嚟到去將壇上嗰啲祭物燃燒
[00:08:35.000 --> 00:08:42.000]  結果上帝唔喜悅 上帝要佢喺眾人嘅面前 佢哋就死
[00:08:42.000 --> 00:08:45.000]  死嘅時候仲要拖返啲屍出嚟
[00:08:45.000 --> 00:08:52.000]  我哋睇見佢哋即刻仲要連亞倫去參加嗰個安葬禮拜都冇嘅
[00:08:52.000 --> 00:08:56.000]  冇機會 佢哋直情就咁就將佢火化
[00:08:56.000 --> 00:09:00.000]  嘩 成件事亞倫當然好唔開心
[00:09:00.000 --> 00:09:02.000]  但係有解釋㗎喎
[00:09:02.000 --> 00:09:10.000]  喺利未記十章三節係摩西向亞倫傳遞神嘅一個解釋
[00:09:10.000 --> 00:09:18.000]  佢話在親近我嘅人之中我要顯為聖 再傳遞喺百姓面前我要得榮耀
[00:09:18.000 --> 00:09:21.000]  呢個表達咗一個好重要嘅訊息
[00:09:21.000 --> 00:09:26.000]  就係聖所係關乎到神同埋佢自己嘅本質
[00:09:26.000 --> 00:09:29.000]  神係與佢嘅子民同在
[00:09:29.000 --> 00:09:36.000]  係絕對唔能夠容許人或者任何嘅事去蒙糊咗上帝嘅本相
[00:09:36.000 --> 00:09:41.000]  上帝嘅真面貌除咗佢係有慈愛之外
[00:09:41.000 --> 00:09:44.000]  佢係絕對聖潔公義
[00:09:44.000 --> 00:09:46.000]  不能冒犯
[00:09:46.000 --> 00:09:48.000]  你唔可以隨隨便便
[00:09:48.000 --> 00:09:52.000]  你唔可以話愛族人嗰啲拜神嘅方法我又帶入嚟
[00:09:52.000 --> 00:09:55.000]  上帝已經有晒規定
[00:09:55.000 --> 00:09:59.000]  上帝要求嗰啲喺聖所會幕嘅每一個利未人
