
[00:00:00.000 --> 00:00:05.000]  我們今天要講的是馬可福音的講道系列第13講
[00:00:05.000 --> 00:00:07.000]  耶穌平靜風和海
[00:00:07.000 --> 00:00:13.000]  剛才立輝弟兄幫我們看了這段經文
[00:00:13.000 --> 00:00:15.000]  就是我們很熟悉的故事
[00:00:15.000 --> 00:00:21.000]  這裡講到耶穌跟門徒要渡到另外一邊去
[00:00:21.000 --> 00:00:24.000]  其實這裡有一個很特別的地方是
[00:00:24.000 --> 00:00:30.000]  他們就把耶穌一同帶去
[00:00:30.000 --> 00:00:32.000]  你看到這節經文的時候就發現
[00:00:32.000 --> 00:00:36.000]  他們就把耶穌一同帶去在36節那裡
[00:00:36.000 --> 00:00:40.000]  這表示耶穌可能已經非常累了
[00:00:40.000 --> 00:00:43.000]  我們知道之前他有很多很多的福事
[00:00:43.000 --> 00:00:45.000]  所以他是非常非常累了
[00:00:45.000 --> 00:00:50.000]  累到只有門徒在那個時候需要把他帶過去
[00:00:50.000 --> 00:00:55.000]  只有門徒在那個時候需要把他帶過去
[00:00:55.000 --> 00:01:00.000]  我們有時候沒有想到我們的主是多麼的辛苦
[00:01:00.000 --> 00:01:03.000]  我很感謝一些這裡的弟兄姐妹
[00:01:03.000 --> 00:01:08.000]  常常帶著很憐憫很關心我的口氣語氣的心
[00:01:08.000 --> 00:01:11.000]  來告訴我林傳道你工作量太多了
[00:01:11.000 --> 00:01:13.000]  你太辛苦了你好辛苦
[00:01:13.000 --> 00:01:16.000]  其實我一點都不算辛苦
[00:01:16.000 --> 00:01:18.000]  跟主耶穌相比
[00:01:18.000 --> 00:01:21.000]  主耶穌的辛苦是他辛苦到
[00:01:21.000 --> 00:01:24.000]  需要別人把他帶到船上
[00:01:24.000 --> 00:01:26.000]  帶到另外一邊去
[00:01:26.000 --> 00:01:29.000]  在這裡就突然間就起了風浪
[00:01:29.000 --> 00:01:32.000]  我們很熟悉這個風浪是很大的
[00:01:32.000 --> 00:01:34.000]  直到那個船都滿了水
[00:01:34.000 --> 00:01:39.000]  一次門徒有一些是很熟悉水性的漁夫
[00:01:39.000 --> 00:01:41.000]  拼命拼命的想要救自己
[00:01:41.000 --> 00:01:42.000]  但是救不了自己
[00:01:42.000 --> 00:01:44.000]  然後就問耶穌
[00:01:44.000 --> 00:01:45.000]  耶穌在哪裡?
[00:01:45.000 --> 00:01:47.000]  耶穌原來在睡覺
[00:01:47.000 --> 00:01:49.000]  就馬上就叫醒他
[00:01:49.000 --> 00:01:50.000]  就告訴耶穌
[00:01:50.000 --> 00:01:52.000]  我們要死了你不管嗎?
[00:01:52.000 --> 00:01:55.000]  然後就在這裡耶穌就突然起來
[00:01:55.000 --> 00:01:58.000]  就做了一件事情是神跡來的
[00:01:58.000 --> 00:02:01.000]  就竟然是把風和海都禁止了
[00:02:01.000 --> 00:02:04.000]  然後就對門徒說了一番話
[00:02:04.000 --> 00:02:06.000]  說你們難道沒有信心嗎?
[00:02:06.000 --> 00:02:08.000]  門徒看見耶穌有這麼大的能力
[00:02:08.000 --> 00:02:11.000]  就非常非常的害怕
[00:02:11.000 --> 00:02:13.000]  這段經文大家都很熟悉
[00:02:13.000 --> 00:02:16.000]  各位朋友弟兄姐妹
[00:02:16.000 --> 00:02:18.000]  你相信神跡嗎?
[00:02:18.000 --> 00:02:20.000]  這裡顯然是一個神跡
[00:02:20.000 --> 00:02:23.000]  基督徒在一個科學的年代
[00:02:23.000 --> 00:02:25.000]  要怎麼樣看待神跡呢?
[00:02:25.000 --> 00:02:28.000]  如果你有朋友問你這個問題
[00:02:28.000 --> 00:02:30.000]  你要怎麼回答呢?
[00:02:30.000 --> 00:02:33.000]  要怎麼樣來相信神跡的存在呢?
[00:02:33.000 --> 00:02:36.000]  摩西開洪海對嗎?
[00:02:36.000 --> 00:02:38.000]  這裡也是耶穌平靜
[00:02:38.000 --> 00:02:40.000]  風和海也是神跡等等
[00:02:40.000 --> 00:02:44.000]  其實答案不是太難的
[00:02:44.000 --> 00:02:49.000]  因為關鍵是你相不相信有神
[00:02:49.000 --> 00:02:53.000]  如果你相信這個事實上有神
[00:02:53.000 --> 00:02:57.000]  神所做的事情就是神跡
[00:02:57.000 --> 00:03:02.000]  因為你的神的定義就已經超越了一般人了
[00:03:02.000 --> 00:03:08.000]  就已經不受他所造的空間時間物理定律來管理了
[00:03:08.000 --> 00:03:11.000]  因為這些都是他所造的
[00:03:11.000 --> 00:03:18.000]  在神學裡面有一些範圍也是所謂被造的
[00:03:18.000 --> 00:03:21.000]  除了神以外 神是自有擁有的
[00:03:21.000 --> 00:03:23.000]  有些朋友他們可能會問
[00:03:23.000 --> 00:03:25.000]  那誰造上帝呢?
[00:03:25.000 --> 00:03:29.000]  這個問題本身就是一個錯誤的問題了
[00:03:29.000 --> 00:03:31.000]  因為上帝本身這個定義
[00:03:31.000 --> 00:03:36.000]  他本身就是不需要被任何人事物創造的
[00:03:36.000 --> 00:03:39.000]  不然他就不是那個上帝
[00:03:39.000 --> 00:03:45.000]  我們講的那個上帝就是他自己自有擁有的存在
[00:03:45.000 --> 00:03:51.000]  他造萬物 他賜予生命 他賜予規律的上帝
[00:03:51.000 --> 00:03:54.000]  賜生命給一切有靈的人
[00:03:54.000 --> 00:03:57.000]  賜生命給一切有呼吸的活物
[00:03:57.000 --> 00:03:59.000]  賜生命給一切的植物
[00:03:59.000 --> 00:04:03.000]  賜定律給一切的物理
[00:04:03.000 --> 00:04:06.000]  所以這才是我們在講的上帝
[00:04:06.000 --> 00:04:08.000]  上帝本身就是上帝
[00:04:08.000 --> 00:04:12.000]  上帝本身就有他自己的意義
[00:04:12.000 --> 00:04:15.000]  在這裡既然我們很清楚明白了
[00:04:15.000 --> 00:04:18.000]  今天我要跟大家一起來探討
[00:04:18.000 --> 00:04:20.000]  在這麼熟悉的一段經文裡面
[00:04:20.000 --> 00:04:25.000]  我們還有幾樣重要的功課要彼此提醒的
[00:04:25.000 --> 00:04:27.000]  我們先看第一個
[00:04:27.000 --> 00:04:28.000]  謝謝Christine
[00:04:28.000 --> 00:04:34.000]  第一個就是人生的風暴可以來得很突然
[00:04:34.000 --> 00:04:37.000]  在這37節的時候我們看到
[00:04:37.000 --> 00:04:41.000]  聖經說忽然起了風暴
[00:04:41.000 --> 00:04:43.000]  我們都記得他們是要坐船
[00:04:43.000 --> 00:04:46.000]  還有其他船隻跟著耶穌的那艘船
[00:04:46.000 --> 00:04:50.000]  要過到加利利湖的另外一邊
[00:04:50.000 --> 00:04:51.000]  忽然起了風暴
[00:04:51.000 --> 00:04:53.000]  如果你去過以色列
[00:04:53.000 --> 00:04:55.000]  你肯定知道那加利利湖
[00:04:55.000 --> 00:04:57.000]  它不大也不小
[00:04:57.000 --> 00:05:01.000]  基本上看起來肯定像個海
[00:05:01.000 --> 00:05:04.000]  但是基本上嚴格的來說也不應該是海
[00:05:04.000 --> 00:05:07.000]  它是在整個內陸裡面的一個湖
[00:05:07.000 --> 00:05:09.000]  但是非常大的一個湖
[00:05:09.000 --> 00:05:11.000]  但是關鍵是什麼呢
[00:05:11.000 --> 00:05:15.000]  關鍵是怎麼會這麼的突然呢
[00:05:15.000 --> 00:05:19.000]  因為它三面都是山圍著
[00:05:19.000 --> 00:05:21.000]  然後就成了一個什麼呢
[00:05:21.000 --> 00:05:26.000]  一個很奇怪的逗留的效應
[00:05:26.000 --> 00:05:27.000]  Funnel Effect
[00:05:27.000 --> 00:05:29.000]  所以有冷空氣一吹過
[00:05:29.000 --> 00:05:32.000]  就很容易被吸到海面
[00:05:32.000 --> 00:05:35.000]  然後風一刮
[00:05:35.000 --> 00:05:39.000]  你本來是平靜如一面鏡子的湖
[00:05:39.000 --> 00:05:43.000]  在短時間裡面可以是波濤洶湧
[00:05:43.000 --> 00:05:46.000]  波濤洶湧到走過的船都會沈船
[00:05:46.000 --> 00:05:50.000]  所以是這麼的突然的一個情況
[00:05:50.000 --> 00:05:53.000]  我們再看下一頁
[00:05:53.000 --> 00:05:54.000]  弟兄姐妹
[00:05:54.000 --> 00:05:59.000]  你準備好面對人生的忽然風暴了嗎
[00:05:59.000 --> 00:06:01.000]  在我們人生裡面
[00:06:01.000 --> 00:06:03.000]  有很多忽然的風暴
[00:06:03.000 --> 00:06:05.000]  是你沒有預期的
[00:06:05.000 --> 00:06:08.000]  本來你有很多很好的規劃的
[00:06:08.000 --> 00:06:13.000]  決定幾歲要達到什麼目標
[00:06:13.000 --> 00:06:16.000]  決定什麼時候要去哪個國家工作
[00:06:16.000 --> 00:06:18.000]  或者申請哪一份工作
[00:06:18.000 --> 00:06:19.000]  讀什麼書
[00:06:19.000 --> 00:06:21.000]  然後家庭計劃做了之後
[00:06:21.000 --> 00:06:23.000]  還為自己的兒女來準備
[00:06:23.000 --> 00:06:25.000]  到底是去英國讀書
[00:06:25.000 --> 00:06:26.000]  還是去美國讀書
[00:06:26.000 --> 00:06:29.000]  什麼都準備好了
[00:06:29.000 --> 00:06:33.000]  沒有想到會來一場疫情
[00:06:33.000 --> 00:06:36.000]  把很多很多的計劃都打亂了
[00:06:36.000 --> 00:06:38.000]  開始的時候我們還以為
[00:06:38.000 --> 00:06:40.000]  那我們就多做一些準備
[00:06:40.000 --> 00:06:41.000]  後來就發現
