
[00:00:00.000 --> 00:00:02.000]  丁姐妹早晨
[00:00:02.000 --> 00:00:05.640]  大家有機會回到崇拜之前
[00:00:05.640 --> 00:00:07.640]  翻閱一下今天的《正道經文》
[00:00:07.640 --> 00:00:11.000]  很可能會發現又是講末世
[00:00:11.000 --> 00:00:15.520]  其實當我們用貼薩羅尼加前後書
[00:00:15.520 --> 00:00:19.840]  逐一安排崇拜港道的時候
[00:00:19.840 --> 00:00:21.840]  你就會發現這兩本書
[00:00:21.840 --> 00:00:25.640]  關於主載來的主題
[00:00:25.640 --> 00:00:27.640]  真的一再出現
[00:00:27.640 --> 00:00:30.720]  貼薩羅尼加前書的四章下半段
[00:00:30.720 --> 00:00:32.720]  五章上半段
[00:00:32.720 --> 00:00:34.720]  以至上一次Lam Sir
[00:00:34.720 --> 00:00:38.200]  幫我們分享的貼薩羅尼加後書第一章
[00:00:38.200 --> 00:00:42.000]  其實都是關於主載來的題目
[00:00:42.000 --> 00:00:44.000]  其實主載來是一個
[00:00:44.000 --> 00:00:47.560]  我相信需要我們每一個基督徒
[00:00:47.560 --> 00:00:50.320]  都真的去明白
[00:00:50.320 --> 00:00:53.120]  還有掌握裡面最核心
[00:00:53.120 --> 00:00:55.120]  需要知道的真理
[00:00:55.120 --> 00:00:58.440]  並且持定的一個期盼
[00:00:58.440 --> 00:01:00.440]  因為我們說
[00:01:00.440 --> 00:01:03.640]  我們都是蒙上帝的救恩
[00:01:03.640 --> 00:01:05.240]  來拯救
[00:01:05.240 --> 00:01:09.760]  不單是得著在地上赦免我們的罪
[00:01:09.760 --> 00:01:12.240]  聖靈鑄在我們的生命當中
[00:01:12.240 --> 00:01:13.640]  帶來改變
[00:01:13.640 --> 00:01:15.640]  同樣重要的是
[00:01:15.640 --> 00:01:19.520]  我們其實是等候耶穌再回來
[00:01:19.520 --> 00:01:22.200]  建立新天新地
[00:01:22.200 --> 00:01:25.120]  並且在那裡我們屬神的子民
[00:01:25.120 --> 00:01:30.400]  會在那裡真的能夠進入主永遠的國度
[00:01:30.400 --> 00:01:33.840]  其實由主耶穌第一次來到世間
[00:01:33.840 --> 00:01:37.360]  由祂降生、聖誕節
[00:01:37.360 --> 00:01:41.560]  以至釘在十字架上、復活
[00:01:41.560 --> 00:01:43.960]  其實由主成就救恩
[00:01:43.960 --> 00:01:45.360]  到主載來
[00:01:45.360 --> 00:01:47.640]  我們中間常常會理解
[00:01:47.640 --> 00:01:50.640]  這一段是一個末世的階段
[00:01:50.640 --> 00:01:55.000]  因為其實在聖經的歷史觀
[00:01:55.000 --> 00:01:59.960]  我們正在倒數這個世界的終結
[00:01:59.960 --> 00:02:02.240]  等待主的再來
[00:02:02.240 --> 00:02:04.400]  所以我們今天會繼續在
[00:02:04.400 --> 00:02:06.400]  《貼撒羅尼加》後書
[00:02:06.400 --> 00:02:10.920]  來認識關於主載來的課題
[00:02:10.920 --> 00:02:12.920]  主載來的課題
[00:02:12.920 --> 00:02:15.320]  為什麼在《貼撒羅尼加》前後書
[00:02:15.320 --> 00:02:17.320]  兩本書都是很短的
[00:02:17.320 --> 00:02:19.320]  沒有幾章的經文
[00:02:19.320 --> 00:02:21.320]  後書只有三章
[00:02:21.320 --> 00:02:24.520]  為什麼這麼密集地說呢?
[00:02:24.520 --> 00:02:26.920]  我相信與這班
[00:02:26.920 --> 00:02:29.520]  《貼撒羅尼加》頂姐妹的處境
[00:02:29.520 --> 00:02:32.520]  都有一個重要的關係
[00:02:32.520 --> 00:02:36.040]  我們在先前的講道
[00:02:36.040 --> 00:02:37.440]  大家都看到
[00:02:37.440 --> 00:02:40.240]  這班頂姐妹在《貼撒羅尼加》
[00:02:40.240 --> 00:02:44.400]  他們在保羅到他們當中
[00:02:44.400 --> 00:02:45.920]  來傳福音的時候
[00:02:45.920 --> 00:02:49.440]  保羅形容他們很認真地
[00:02:49.440 --> 00:02:52.440]  順從了保羅所說的福音
[00:02:52.440 --> 00:02:55.000]  不當它是人的道理
[00:02:55.000 --> 00:02:57.800]  真的當是神的道理來理解
[00:02:57.800 --> 00:03:00.800]  而保羅向他們傳福音的時候
[00:03:00.800 --> 00:03:05.560]  一定會包括和他們分享主載來
[00:03:05.560 --> 00:03:09.760]  特別是主耶穌自己親自作過的教導
[00:03:09.760 --> 00:03:12.800]  那個寄述在《馬太福音》24章
[00:03:12.800 --> 00:03:14.400]  《馬可福音》13章
[00:03:14.400 --> 00:03:16.640]  以至《路加福音》21章
[00:03:16.640 --> 00:03:18.640]  我們都可以找到
[00:03:18.640 --> 00:03:21.920]  並且這班在《貼撒羅尼加》的頂姐妹
[00:03:21.920 --> 00:03:25.640]  他們當時更加面對很多的患難
[00:03:25.640 --> 00:03:27.160]  很多的社會
[00:03:27.160 --> 00:03:30.080]  以至政治、宗教的壓迫下
[00:03:30.080 --> 00:03:32.760]  都依然選擇去信主
[00:03:32.760 --> 00:03:34.400]  並且信了之後
[00:03:34.400 --> 00:03:36.720]  還要持續在患難當中
[00:03:36.720 --> 00:03:38.280]  持守信仰
[00:03:38.280 --> 00:03:42.400]  再加上保羅因為在這個
[00:03:42.400 --> 00:03:44.280]  在這個迫不及待的處境下
[00:03:44.280 --> 00:03:45.480]  他沒有留得很久
[00:03:45.480 --> 00:03:47.080]  就很匆忙地離開
[00:03:47.080 --> 00:03:49.200]  根本沒有怎樣幫助他們
[00:03:49.200 --> 00:03:50.280]  教導牧羊
[00:03:50.280 --> 00:03:51.480]  或者回應他們
[00:03:51.480 --> 00:03:53.000]  關於主載來
[00:03:53.000 --> 00:03:54.360]  關於末世
[00:03:54.360 --> 00:03:56.480]  一些令他們很困惑
[00:03:56.480 --> 00:03:58.640]  他們本身是欺凌文化背景
[00:03:58.640 --> 00:04:00.640]  大概很多的觀念
[00:04:00.640 --> 00:04:01.720]  都是對於他們來說
[00:04:01.720 --> 00:04:03.080]  是第一次了解
[00:04:03.080 --> 00:04:05.080]  以至我們發現
[00:04:05.080 --> 00:04:06.760]  這班的頂姐妹
[00:04:06.760 --> 00:04:08.600]  在保羅離開之後
[00:04:08.600 --> 00:04:10.600]  他們盡量去記起
[00:04:10.600 --> 00:04:12.200]  盡量去消化
[00:04:12.200 --> 00:04:15.640]  但依然有他們的疑問
[00:04:15.640 --> 00:04:18.280]  來到《貼薩羅尼加口書》
[00:04:18.280 --> 00:04:21.480]  保羅又是將焦點放在
[00:04:21.480 --> 00:04:26.240]  處理他們當時出現的疑問
[00:04:26.240 --> 00:04:27.680]  不過這個疑問
[00:04:27.680 --> 00:04:29.920]  按照保羅的技術
[00:04:29.920 --> 00:04:31.720]  在《貼薩羅尼加口書》二章
[00:04:31.720 --> 00:04:32.720]  我們看到
[00:04:32.720 --> 00:04:33.920]  很大機會
[00:04:33.920 --> 00:04:36.320]  是不知在哪裏
[00:04:36.320 --> 00:04:41.040]  一些人講了一些錯誤的教導
[00:04:41.040 --> 00:04:42.480]  以致令到
[00:04:42.480 --> 00:04:44.800]  《貼薩羅尼加口書》的頂姐妹以為
[00:04:44.800 --> 00:04:46.000]  下柱的日子
[00:04:46.000 --> 00:04:47.200]  來了
[00:04:47.200 --> 00:04:48.000]  來了
[00:04:48.000 --> 00:04:49.600]  很快很快就來了
[00:04:49.600 --> 00:04:50.880]  可能明天後天
[00:04:50.880 --> 00:04:52.680]  下星期就會來了
[00:04:52.680 --> 00:04:54.720]  以致大家忍不住
[00:04:54.720 --> 00:04:55.880]  情緒很激動
[00:04:55.880 --> 00:04:58.800]  李子也失方寸
[00:04:58.800 --> 00:05:02.800]  當保羅知道他們有這樣的情況
