
[00:00:00.000 --> 00:00:06.200]  各位弟兄姐妹
[00:00:06.200 --> 00:00:07.440]  大家逐內平安
[00:00:07.440 --> 00:00:09.200]  復活節快樂
[00:00:09.200 --> 00:00:11.080]  非常感謝主
[00:00:11.080 --> 00:00:13.400]  今天讓我們再次的相聚
[00:00:13.400 --> 00:00:18.360]  我們今天要一起和大家來分享思考的主題
[00:00:18.360 --> 00:00:21.040]  是耶和華拉法
[00:00:21.040 --> 00:00:26.880]  那麼大家熟悉我近期這段時間和大家講到的題目
[00:00:26.880 --> 00:00:30.320]  大家熟悉到這段時間以後
[00:00:30.320 --> 00:00:33.040]  就會發現這段時間
[00:00:33.040 --> 00:00:37.120]  其實都是找了相關上帝的名字
[00:00:37.120 --> 00:00:39.680]  也和上帝的屬性相關
[00:00:39.680 --> 00:00:41.680]  來和大家來分享
[00:00:41.680 --> 00:00:44.160]  記得曾和大家分享過
[00:00:44.160 --> 00:00:46.160]  耶和華已樂
[00:00:46.160 --> 00:00:49.360]  我們看到我們的神必為我們預備
[00:00:49.360 --> 00:00:51.600]  也和大家分享過
[00:00:51.600 --> 00:00:53.600]  耶和華寧息
[00:00:53.600 --> 00:00:56.640]  我們看到神是我們得勝的標記
[00:00:56.640 --> 00:00:59.360]  今天我們要一起來思想的是
[00:00:59.360 --> 00:01:01.360]  耶和華拉法
[00:01:01.360 --> 00:01:02.800]  講到的是
[00:01:02.800 --> 00:01:04.800]  醫治我們的神
[00:01:04.800 --> 00:01:07.360]  邀請各位弟兄姐妹一起低頭閉目
[00:01:07.360 --> 00:01:09.360]  我們同心合一地禱告
[00:01:09.360 --> 00:01:13.360]  天父愛我們的主
[00:01:13.360 --> 00:01:14.960]  非常感恩
[00:01:14.960 --> 00:01:16.720]  在復活節的當日
[00:01:16.720 --> 00:01:19.760]  你讓我們眾弟兄姐妹一起相聚
[00:01:19.760 --> 00:01:21.760]  這是主你的恩典
[00:01:21.760 --> 00:01:23.760]  更是我們的福分
[00:01:24.240 --> 00:01:26.240]  我們也要把接下來這段
[00:01:26.240 --> 00:01:28.240]  聆聽主真道的時間
[00:01:28.240 --> 00:01:30.240]  交托在主的手中
[00:01:30.240 --> 00:01:33.200]  求主你親自打開我們的心扉
[00:01:33.200 --> 00:01:35.200]  讓主的話語
[00:01:35.200 --> 00:01:38.320]  充充滿滿地澆灌在我們的心靈當中
[00:01:38.320 --> 00:01:41.360]  以至我們生命被主你建立
[00:01:41.360 --> 00:01:43.360]  我們的生命不再一樣
[00:01:43.360 --> 00:01:46.000]  求主帶領和賜福
[00:01:46.000 --> 00:01:48.480]  同心禱告奉主名求
[00:01:48.480 --> 00:01:50.480]  Amen
[00:01:50.480 --> 00:01:52.480]  感謝神
[00:01:52.480 --> 00:01:55.040]  那麼講到耶和華拉法
[00:01:55.040 --> 00:01:58.880]  這段經文的記載來自於初埃及記
[00:01:58.880 --> 00:02:01.680]  那麼在15章的22節
[00:02:01.680 --> 00:02:04.080]  就把整個故事的背景
[00:02:04.080 --> 00:02:06.560]  人物 地點和時間
[00:02:06.560 --> 00:02:08.880]  都有一個概要性的介紹
[00:02:08.880 --> 00:02:11.360]  首先人物我們可以看到
[00:02:11.360 --> 00:02:13.760]  在摩西的帶領下
[00:02:13.760 --> 00:02:15.760]  帶著以色列的眾人
[00:02:15.760 --> 00:02:17.760]  地點我們可以看到
[00:02:17.760 --> 00:02:21.600]  過了紅海以後繼續走啊
[00:02:21.600 --> 00:02:24.480]  這個時候走到了蘇瓦的曠野
[00:02:24.480 --> 00:02:25.760]  這個時候呢
[00:02:25.760 --> 00:02:27.760]  還走了時間上
[00:02:27.760 --> 00:02:29.760]  還走了三天
[00:02:29.760 --> 00:02:31.760]  在這個後面我們
[00:02:31.760 --> 00:02:33.760]  從經文的記載看到
[00:02:33.760 --> 00:02:36.560]  以色列民歡欣快樂
[00:02:36.560 --> 00:02:38.880]  之前的經文還有記載
[00:02:38.880 --> 00:02:41.440]  有摩西之歌
[00:02:41.440 --> 00:02:44.240]  慶賀摩西的帶領
[00:02:44.240 --> 00:02:46.000]  慶賀大大的勝利
[00:02:46.000 --> 00:02:49.760]  上帝施下的點點滴滴的神跡
[00:02:49.760 --> 00:02:52.400]  還有摩西的姐姐
[00:02:52.400 --> 00:02:55.360]  女仙之米涅岸之歌
[00:02:55.360 --> 00:02:57.360]  大家一起在慶祝
[00:02:57.360 --> 00:02:59.360]  非常的感恩
[00:02:59.360 --> 00:03:01.360]  那麼在這裡我很
[00:03:01.360 --> 00:03:04.480]  很喜歡有一些試經學者
[00:03:04.480 --> 00:03:06.960]  他們在過程當中呢
[00:03:06.960 --> 00:03:09.600]  就會把這段的經歷
[00:03:09.600 --> 00:03:11.600]  講到的以色列民
[00:03:11.600 --> 00:03:13.600]  出了埃及
[00:03:13.600 --> 00:03:15.200]  進入曠野
[00:03:15.200 --> 00:03:18.320]  預備進入陰許地的這段過程呢
[00:03:18.320 --> 00:03:20.320]  把它比喻成為
[00:03:20.320 --> 00:03:22.320]  好像一個嬰孩
[00:03:22.320 --> 00:03:24.320]  剛剛出生
[00:03:24.320 --> 00:03:26.320]  獲得了新的生命
[00:03:26.320 --> 00:03:28.320]  在這段過程當中呢
[00:03:28.320 --> 00:03:30.320]  不斷地對世界
[00:03:30.320 --> 00:03:32.320]  對上帝
[00:03:32.320 --> 00:03:34.320]  認知的過程
[00:03:34.320 --> 00:03:36.320]  那麼同樣
