
[00:00:00.000 --> 00:00:05.000]  我沒有打錯字,有人問我,「嫉妒與毀謗」這個「可怕」為何是「可惡」呢?
[00:00:05.000 --> 00:00:09.000]  我真的覺得是「可惡」的,所以稍後會告訴大家原因
[00:00:09.000 --> 00:00:15.000]  「嫉妒」是一種很複雜的情緒,我們通常叫「妒忌」
[00:00:15.000 --> 00:00:25.000]  心理學家告訴我,嫉妒的來源通常是一個比較和競爭的心態
[00:00:25.000 --> 00:00:34.000]  裡面通常夾雜著羨慕、焦慮、憤怒和自卑的情緒
[00:00:34.000 --> 00:00:42.000]  而嫉妒往往發生在和我們周遭很親近和條件相若的人身上
[00:00:42.000 --> 00:00:49.000]  還有嫉妒在希伯來文的意思是「忌邪」,也可以譯作嫉妒、熱心或激動
[00:00:49.000 --> 00:00:53.000]  在希伯來文裡面並不是一個很負面的字眼
[00:00:53.000 --> 00:00:58.000]  而聖經也提到神也會嫉妒,不過在和學本也譯作「忌邪」
[00:00:58.000 --> 00:01:02.000]  神是一個忌邪的神,也可以譯作神是一個嫉妒的神
[00:01:02.000 --> 00:01:06.000]  不過神的嫉妒與我們不同,神是一個忌邪、嫉妒的神
[00:01:06.000 --> 00:01:12.000]  但祂不是出於自己的自私或惡意,而是出於祂聖潔的屬性
[00:01:12.000 --> 00:01:21.000]  希望引導人走向正確的道路,遠離邪惡和偏離真理的事物
[00:01:21.000 --> 00:01:28.000]  即是當我們偏離了祂,走向一些不合祂心意的偶像或事物的時候
[00:01:28.000 --> 00:01:33.000]  祂就有一種妒忌的心,想將人帶回來
[00:01:33.000 --> 00:01:38.000]  不過人的妒忌不同,人的妒忌是會讓你看到別人的成功
[00:01:38.000 --> 00:01:43.000]  而產生一種焦慮和不安的情緒
[00:01:43.000 --> 00:01:47.000]  並且這種焦慮和不安的情緒會佔滿你整個心
[00:01:47.000 --> 00:01:53.000]  佔滿你整個心的意思是你整天都很混亂,看到你心裡就不高興
[00:01:53.000 --> 00:02:00.000]  所以有人說嫉妒很像有一個人不停在你耳邊耳暗耳暗
[00:02:00.000 --> 00:02:06.000]  耳暗什麼呢?就說為什麼是他,為什麼不是我
[00:02:06.000 --> 00:02:09.000]  有好事就說為什麼是他,為什麼不是我
[00:02:09.000 --> 00:02:12.000]  不好事就說為什麼是我,不是他
[00:02:12.000 --> 00:02:17.000]  有沒有說過?為什麼他升職不是我?
[00:02:17.000 --> 00:02:20.000]  為什麼他拿滿分不是我?
[00:02:20.000 --> 00:02:26.000]  我讀大學的時候,有一次我的科目讀得不錯,我很開心
[00:02:26.000 --> 00:02:28.000]  我有一個同學很厲害,每次都拿A的
[00:02:28.000 --> 00:02:31.000]  不過那次他跟我說他失敗了,我說好吧,你失敗了
[00:02:31.000 --> 00:02:35.000]  我又拿得這麼高分,去責罵他
[00:02:35.000 --> 00:02:37.000]  我說怎麼樣?你看看我
[00:02:37.000 --> 00:02:44.000]  他說你這次不錯,我說可憐,得多你一分
[00:02:44.000 --> 00:02:48.000]  於是我心想,為什麼又是他,不是我
[00:02:48.000 --> 00:02:52.000]  當然這些是開玩笑的,但有時候在我們心裡我們真的會這樣說
[00:02:52.000 --> 00:02:54.000]  為什麼是他,不是我
[00:02:54.000 --> 00:03:00.000]  今天我們看這段經文,米利暗和亞倫正正將以上妒忌的定義
[00:03:00.000 --> 00:03:02.000]  很清楚地表露出來
[00:03:02.000 --> 00:03:07.000]  文宿的十二章第二節,米利暗說難道耶和華致與摩西說話嗎?
[00:03:07.000 --> 00:03:09.000]  他不也與我說話嗎?
[00:03:09.000 --> 00:03:13.000]  意思就是說,神只是跟摩西說話嗎?
[00:03:13.000 --> 00:03:14.000]  沒有跟我說話嗎?
[00:03:14.000 --> 00:03:16.000]  其實米利暗這個說話是有意思的
[00:03:16.000 --> 00:03:19.000]  因為他是一個女先知,亞倫是一個大祭司
[00:03:19.000 --> 00:03:21.000]  是一神都有跟他們說話
[00:03:21.000 --> 00:03:25.000]  其實他們的意思就是說,既然耶和華神又跟摩西說話
[00:03:25.000 --> 00:03:27.000]  又給我們聽到他的說話
[00:03:27.000 --> 00:03:31.000]  為什麼是他,不是我
[00:03:31.000 --> 00:03:34.000]  為什麼摩西是那個領袖
[00:03:34.000 --> 00:03:38.000]  為什麼站出來說話都是他,帶領著以色列人走路都是他
[00:03:38.000 --> 00:03:41.000]  不是我米利暗,又不是我亞倫
[00:03:41.000 --> 00:03:44.000]  為什麼是他,不是我
[00:03:44.000 --> 00:03:48.000]  是呀,是三兄弟姐妹,但這不是一個簡單的家庭不和事件
[00:03:48.000 --> 00:03:51.000]  不是三兄弟姐妹在家裡吵架,所以這樣的情況
[00:03:51.000 --> 00:03:57.000]  而是在整個以色列群體當中,兩位很重要的宗教領袖大祭司和先知
[00:03:57.000 --> 00:04:01.000]  對於神給另外一個領袖摩西特有權柄
[00:04:01.000 --> 00:04:04.000]  一個很重要的挑戰
[00:04:04.000 --> 00:04:08.000]  因為他們覺得既然我又是先知,我又是大祭司
[00:04:08.000 --> 00:04:14.000]  為什麼凡事都是摩西說了算
[00:04:14.000 --> 00:04:18.000]  為什麼是摩西做最重要的決定
[00:04:18.000 --> 00:04:22.000]  這次疾渡的原因可能是追溯於上一章所說的事件
[00:04:22.000 --> 00:04:24.000]  如果大家還記得,在上一章經文
[00:04:24.000 --> 00:04:29.000]  摩西根據耶華的吩咐將他的權力分了給七十個長老
[00:04:29.000 --> 00:04:32.000]  可能大家記得了
[00:04:32.000 --> 00:04:39.000]  當摩西根據耶華的吩咐將權力分給七十個長老
[00:04:39.000 --> 00:04:43.000]  可能在這樣的安排下,以往摩西處理不到
[00:04:43.000 --> 00:04:47.000]  或者摩西太忙有問題,那些人可能去到米利暗和亞倫那裡
[00:04:47.000 --> 00:04:50.000]  但是現在可能去了七十個長老那裡
[00:04:50.000 --> 00:04:54.000]  於是米利暗和亞倫就覺得
[00:04:54.000 --> 00:05:00.000]  為什麼我們的領導權被分化了,被矮化了
[00:05:00.000 --> 00:05:06.000]  於是權力慾的追求引發了妒忌疾渡的心
[00:05:06.000 --> 00:05:10.000]  米利暗和亞倫就起來
[00:05:10.000 --> 00:05:20.000]  希望奪取或者起碼和摩西平起平坐的位置
[00:05:20.000 --> 00:05:24.000]  米利暗和亞倫因為疾渡摩西被主使用而重傷他
[00:05:24.000 --> 00:05:27.000]  讓我們想起聖經當中一句這樣的經文
[00:05:27.000 --> 00:05:33.000]  心中安靜是肉體的生命,疾渡是骨中的瘤癩
[00:05:33.000 --> 00:05:36.000]  這段經文向我們提出一個警告
[00:05:36.000 --> 00:05:41.000]  疾渡這種情緒帶來非常嚴峻的負面影響
[00:05:41.000 --> 00:05:44.000]  這種藏在我們內心深處的罪惡
[00:05:44.000 --> 00:05:48.000]  慢慢會從隱藏內心深處的動機
[00:05:48.000 --> 00:05:54.000]  發展成為向外擴散的行動
[00:05:54.000 --> 00:06:02.000]  就是說內心的瘤癩慢慢從身體的表面走出來
[00:06:02.000 --> 00:06:05.000]  就是從人的行動當中呈現
[00:06:05.000 --> 00:06:07.000]  大家有沒有試過吃水果
[00:06:07.000 --> 00:06:08.000]  吃個蘋果很漂亮的
[00:06:08.000 --> 00:06:09.000]  咬下咬下
[00:06:09.000 --> 00:06:10.000]  再咬一口
[00:06:10.000 --> 00:06:12.000]  咦 為什麼是心爛的呢
[00:06:12.000 --> 00:06:14.000]  我就有個習慣
[00:06:14.000 --> 00:06:16.000]  當心爛我就拿個蘋果周圍看
[00:06:16.000 --> 00:06:18.000]  看哪裡有些洞
[00:06:18.000 --> 00:06:21.000]  可能已經被我咬了
[00:06:21.000 --> 00:06:23.000]  從裡面爛出來
[00:06:23.000 --> 00:06:28.000]  這個就是疾渡會出現的事情
[00:06:28.000 --> 00:06:29.000]  另外一個經文
[00:06:29.000 --> 00:06:31.000]  憤怒為殘忍
[00:06:31.000 --> 00:06:33.000]  怒氣為狂瀾
[00:06:33.000 --> 00:06:36.000]  唯有疾渡誰能敵得住呢
[00:06:36.000 --> 00:06:37.000]  這句經文的意思就是說
[00:06:37.000 --> 00:06:41.000]  憤怒和怒氣就好像巨大的風所吹動的海浪一樣
[00:06:41.000 --> 00:06:43.000]  很具有破壞性
[00:06:43.000 --> 00:06:44.000]  我想我們記得
[00:06:44.000 --> 00:06:45.000]  有一次打風
[00:06:45.000 --> 00:06:46.000]  吹海浪吹得很厲害
[00:06:46.000 --> 00:06:48.000]  連玻璃都吹爛
[00:06:48.000 --> 00:06:50.000]  連餐廳裡面的東西都吹爛了
[00:06:50.000 --> 00:06:51.000]  他說這些情況很可怕
[00:06:51.000 --> 00:06:52.000]  不過
[00:06:52.000 --> 00:06:55.000]  他說疾渡比憤怒和怒氣更加可怕
[00:06:55.000 --> 00:06:57.000]  因為兩者仍然可以抵擋
[00:06:57.000 --> 00:07:02.000]  但是疾渡卻具有無可抵擋的破壞力量
[00:07:02.000 --> 00:07:06.000]  米利安小時候
[00:07:06.000 --> 00:07:10.000]  摩西收在家裡三個月
[00:07:10.000 --> 00:07:11.000]  收不起來了
[00:07:11.000 --> 00:07:14.000]  因為法律要殺光所有男的猶太人
[00:07:14.000 --> 00:07:15.000]  希伯來人
[00:07:15.000 --> 00:07:17.000]  於是媽媽將三個月的摩西
[00:07:17.000 --> 00:07:20.000]  放在一個游了防水的箱子裡
[00:07:20.000 --> 00:07:21.000]  放在一個漏滴裡
[00:07:21.000 --> 00:07:22.000]  放在河裡
[00:07:22.000 --> 00:07:23.000]  看看有什麼情況
[00:07:23.000 --> 00:07:24.000]  聖經就說
[00:07:24.000 --> 00:07:26.000]  米利安很疼這個弟弟
[00:07:26.000 --> 00:07:27.000]  於是他跟著去看
[00:07:27.000 --> 00:07:30.000]  他想知道這個弟弟最後的結果是怎麼樣
[00:07:30.000 --> 00:07:31.000]  當他知道公主救了他
[00:07:31.000 --> 00:07:33.000]  馬上就出來跟公主說
[00:07:33.000 --> 00:07:35.000]  我找個希伯來的女人
[00:07:35.000 --> 00:07:36.000]  公主你這麼身嬌肉貴
[00:07:36.000 --> 00:07:37.000]  不會餵奶的
[00:07:37.000 --> 00:07:39.000]  我找個奶媽來幫你餵他
[00:07:39.000 --> 00:07:41.000]  接著就找了媽媽
[00:07:41.000 --> 00:07:43.000]  所以摩西的媽媽
[00:07:43.000 --> 00:07:44.000]  我相信每個人都想做
[00:07:44.000 --> 00:07:46.000]  因為照顧兒子是有錢收的
[00:07:46.000 --> 00:07:47.000]  真的很棒
[00:07:47.000 --> 00:07:49.000]  每個人都想做
[00:07:49.000 --> 00:07:50.000]  不過又不想做
[00:07:50.000 --> 00:07:53.000]  因為三年後交給公主就見不到他
