
[00:00:00.000 --> 00:00:05.000]  各位親愛的弟兄姊妹,大家好!
[00:00:05.000 --> 00:00:10.000]  很難得有機會來到廣東話崇拜,
[00:00:10.000 --> 00:00:13.000]  跟大家一起來分享神的話語。
[00:00:13.000 --> 00:00:17.000]  今天我要跟大家分享的主題是:
[00:00:17.000 --> 00:00:21.000]  「神真的和我們同在嗎?」
[00:00:21.000 --> 00:00:24.000]  如果我問你們這個問題,
[00:00:24.000 --> 00:00:27.000]  你會怎麼回答呢?
[00:00:27.000 --> 00:00:30.000]  你會很快地跟我說:
[00:00:30.000 --> 00:00:33.000]  「是啊,神和我同在。」
[00:00:33.000 --> 00:00:36.000]  還是你會考慮多一點,
[00:00:36.000 --> 00:00:40.000]  到底神真的和我們同在嗎?
[00:00:40.000 --> 00:00:45.000]  那麼今天我們要去看這個四十記。
[00:00:45.000 --> 00:00:48.000]  大家可以知道這個四十記,
[00:00:48.000 --> 00:00:52.000]  大家看到第六章已經很熟悉了一樣東西,
[00:00:52.000 --> 00:00:55.000]  就是四十記裡面的惡性循環。
[00:00:55.000 --> 00:00:58.000]  我相信大家都很熟悉了。
[00:00:58.000 --> 00:01:02.000]  每次這個以色列人他們犯罪作惡,
[00:01:02.000 --> 00:01:06.000]  上帝就會把他們交在敵人的手中。
[00:01:06.000 --> 00:01:09.000]  交在敵人的手中,他們就叫苦連天。
[00:01:09.000 --> 00:01:12.000]  叫苦連天之後,上帝就會動了雌性,
[00:01:12.000 --> 00:01:17.000]  就會興起一個的釋師來拯救他們。
[00:01:17.000 --> 00:01:20.000]  他們獲得了拯救之後,就非常的感恩。
[00:01:20.000 --> 00:01:23.000]  非常的感恩之後,他們就忘記了上帝。
[00:01:23.000 --> 00:01:26.000]  忘記了上帝之後,他們又再犯罪。
[00:01:26.000 --> 00:01:28.000]  這個循環就一直重複。
[00:01:28.000 --> 00:01:31.000]  我相信大家看到第六章的時候,
[00:01:31.000 --> 00:01:36.000]  都已經非常熟悉這個四十記的惡性循環了。
[00:01:36.000 --> 00:01:40.000]  這個惡性循環也提醒我們自己的生命是不是如此呢?
[00:01:40.000 --> 00:01:46.000]  我們自己的生命是不是常常讓上帝拯救了我們一次又一次之後,
[00:01:46.000 --> 00:01:51.000]  我們還是回到以前的那個光景呢?
[00:01:51.000 --> 00:01:55.000]  那麼,積澱的故事,我相信大家也不陌生。
[00:01:55.000 --> 00:01:59.000]  積澱是那時候興起的,在第六章興起的那個釋師。
[00:01:59.000 --> 00:02:01.000]  是哪一個釋師呢?
[00:02:01.000 --> 00:02:05.000]  我一講一個事例,大家就已經很熟悉了。
[00:02:05.000 --> 00:02:11.000]  就是那個要上帝用羊毛來告訴他,
[00:02:11.000 --> 00:02:14.000]  上帝與他同在的那個釋師。
[00:02:14.000 --> 00:02:19.000]  他跟上帝說,那個羊毛你們能不能夠讓它呢?
[00:02:19.000 --> 00:02:22.000]  羊毛是濕的,它周圍的環境都是乾的。
[00:02:22.000 --> 00:02:23.000]  這是一個神蹟。
[00:02:23.000 --> 00:02:27.000]  我一看到,我就知道上帝你真的與我同在啊!
[00:02:27.000 --> 00:02:30.000]  然後上帝為他做了這件事之後,
[00:02:30.000 --> 00:02:34.000]  他就說,上帝你可不可以再做多一次呢?
[00:02:34.000 --> 00:02:39.000]  你現在我要那個羊毛是濕的,其他地方是乾的。
[00:02:39.000 --> 00:02:45.000]  這個事例我一講出來,大家就記得這個積澱是誰了。
[00:02:45.000 --> 00:02:52.000]  就是那個釋師,就是要帶領以色列人來打敗壓制他們的米店人。
[00:02:52.000 --> 00:02:54.000]  然後上帝當然使用他,
[00:02:54.000 --> 00:02:58.000]  他就用很少的三百個人就打敗了很多的敵人,
[00:02:58.000 --> 00:03:01.000]  還創下了很多的神蹟。
[00:03:01.000 --> 00:03:06.000]  那麼這個講到的經文的內容很豐富的,
[00:03:06.000 --> 00:03:08.000]  但是我們的時間有限,
[00:03:08.000 --> 00:03:14.000]  我今天只是想把講到的焦點放在一樣事情,
[00:03:14.000 --> 00:03:18.000]  就是上帝真的與我們同在嗎?
[00:03:18.000 --> 00:03:22.000]  上帝真的與我們同在嗎?
[00:03:22.000 --> 00:03:25.000]  我們要怎麼樣想這個問題呢?
[00:03:25.000 --> 00:03:29.000]  如果我們是從真理的答案來想這個問題,
[00:03:29.000 --> 00:03:32.000]  我相信你想都不用想,你馬上告訴我,
[00:03:32.000 --> 00:03:36.000]  當然與我們同在,而且我告訴你你的答案是一百分,
[00:03:36.000 --> 00:03:40.000]  你的答案是正確的,上帝當然與我們同在。
[00:03:40.000 --> 00:03:43.000]  上帝與我們同在的證明太多了,
[00:03:43.000 --> 00:03:45.000]  耶穌基督是一個歷史人物,
[00:03:45.000 --> 00:03:47.000]  耶穌基督為我們實在實至假,
[00:03:47.000 --> 00:03:49.000]  我們自己看到上帝有很多的印證,
[00:03:49.000 --> 00:03:52.000]  聖經裡面充滿了這麼多的預言都發生了,
[00:03:52.000 --> 00:03:55.000]  發生的那些細節又那麼清楚,
[00:03:55.000 --> 00:03:58.000]  所以我們知道很清楚,從真理的角度,
[00:03:58.000 --> 00:04:03.000]  上帝真的與我們同在,這是無可質疑的。
[00:04:03.000 --> 00:04:08.000]  但是我想再一次的提醒弟兄姐妹,
[00:04:08.000 --> 00:04:12.000]  單單是真理不能夠改變人,
[00:04:12.000 --> 00:04:14.000]  只有活得出來的真理,
[00:04:14.000 --> 00:04:19.000]  只有你願意去實踐的真理,才能夠改變人。
[00:04:19.000 --> 00:04:24.000]  從真理的實踐,今天我們是要從真理的實踐來思考這個問題,
[00:04:24.000 --> 00:04:28.000]  神真的與我們同在嗎?
[00:04:28.000 --> 00:04:32.000]  我相信神真的與我同在嗎?
[00:04:32.000 --> 00:04:36.000]  我相信神真的與我同在嗎?
[00:04:36.000 --> 00:04:42.000]  在這裡,我們看到,
[00:04:42.000 --> 00:04:46.000]  在這裡,真理的實踐是我要問自己一個問題,
[00:04:46.000 --> 00:04:49.000]  我也請弟兄姐妹問自己一個問題,
[00:04:49.000 --> 00:04:53.000]  就是你真的相信神和我和你同在嗎?
[00:04:53.000 --> 00:04:57.000]  你真的是這麼相信,沒有一點的懷疑嗎?
[00:04:57.000 --> 00:05:02.000]  另外第二個問題就是,無論在怎樣的情況,
[00:05:02.000 --> 00:05:06.000]  你都相信神與你同在嗎?
[00:05:06.000 --> 00:05:09.000]  我是在說,當你家人有人生病了,
[00:05:09.000 --> 00:05:14.000]  當你不斷地禱告,都看不見有任何的進展,
[00:05:14.000 --> 00:05:18.000]  你還相信神與你同在嗎?
[00:05:18.000 --> 00:05:20.000]  當你很關心的那個母親,
[00:05:20.000 --> 00:05:23.000]  你一直想要她得到耶穌基督的救恩,
[00:05:23.000 --> 00:05:25.000]  你為她禱告了十幾年了,
[00:05:25.000 --> 00:05:28.000]  她好像不但是對信仰一點興趣都沒有,
[00:05:28.000 --> 00:05:31.000]  而且是不斷地跟你說,
[00:05:31.000 --> 00:05:35.000]  你不要再跟我講信仰了。
[00:05:35.000 --> 00:05:41.000]  在這些情況,你還相信上帝真的和你同在嗎?
[00:05:41.000 --> 00:05:46.000]  我相信這是積澱的故事,
[00:05:46.000 --> 00:05:48.000]  這也是我們需要思考的。
[00:05:48.000 --> 00:05:54.000]  積澱這個事實,它考慮到很多很多的事情。
[00:05:54.000 --> 00:06:00.000]  在這裡,我想跟大家提出兩個非常非常重要的前設。
[00:06:00.000 --> 00:06:06.000]  我們是否無論在怎樣的情況都相信上帝的同在呢?
[00:06:06.000 --> 00:06:11.000]  是在乎我們怎樣理解這兩個前設。
[00:06:11.000 --> 00:06:13.000]  一個前設是什麼呢?
[00:06:13.000 --> 00:06:16.000]  一個前設就是我們,
[00:06:16.000 --> 00:06:21.000]  一個前設就是神。
[00:06:21.000 --> 00:06:26.000]  我們會懷疑神。
[00:06:26.000 --> 00:06:30.000]  我們可以回去投影片嗎?
[00:06:30.000 --> 00:06:33.000]  我們會懷疑神。
[00:06:33.000 --> 00:06:35.000]  積澱他說,
[00:06:35.000 --> 00:06:40.000]  主啊!若主耶和華若與我們同在,
[00:06:40.000 --> 00:06:48.000]  我們何以遭遇這一切的事呢?
[00:06:48.000 --> 00:06:51.000]  在這裡我們看見,
[00:06:51.000 --> 00:06:54.000]  當耶和華出現在積澱面前的時候,
[00:06:54.000 --> 00:06:57.000]  當耶和華的使者來找積澱的時候,
[00:06:57.000 --> 00:07:01.000]  他呼召積澱來成為他的侍師,
[00:07:01.000 --> 00:07:06.000]  來帶領以色列人去打敗米澱人。
[00:07:06.000 --> 00:07:08.000]  積澱的第一句話他就是什麼呢?
[00:07:08.000 --> 00:07:12.000]  主啊!耶和華若與我們同在,
[00:07:12.000 --> 00:07:16.000]  我們何以遭遇這一切的事?
[00:07:16.000 --> 00:07:18.000]  意思就是說,
[00:07:18.000 --> 00:07:22.000]  到底我們的環境告訴我們的,
[00:07:22.000 --> 00:07:26.000]  好像跟我們要相信的神與我們同在,
[00:07:26.000 --> 00:07:28.000]  有一個落差。
[00:07:28.000 --> 00:07:32.000]  如果我們相信神與我們同在,
[00:07:32.000 --> 00:07:36.000]  這些事情為什麼會發生在我們身上呢?
[00:07:36.000 --> 00:07:40.000]  我相信如果我們真的要了解什麼是神與我們同在,
[00:07:40.000 --> 00:07:43.000]  而且要在我們的信仰中走得穩健,
[00:07:43.000 --> 00:07:45.000]  我們先要認識自己。
[00:07:45.000 --> 00:07:48.000]  我們有這個能力去懷疑神,
[00:07:48.000 --> 00:07:51.000]  我們也有這個習慣去懷疑神,
[00:07:51.000 --> 00:07:54.000]  特別是我們遇到一些困難的時候,
[00:07:54.000 --> 00:07:57.000]  我們的信心有沒有被打擊呢?
[00:07:57.000 --> 00:07:59.000]  弟兄姊妹,
[00:07:59.000 --> 00:08:03.000]  我們必須很誠實地先面對自己的這樣的情況,
[00:08:03.000 --> 00:08:06.000]  不然的話,一旦我們遇到什麼風浪,
[00:08:06.000 --> 00:08:09.000]  可能我們一下子就被打倒了。
[00:08:09.000 --> 00:08:13.000]  所以我們要很了解上帝照我們,
[00:08:13.000 --> 00:08:17.000]  我們自己有沒有這個懷疑神的心。
[00:08:17.000 --> 00:08:19.000]  如果我問你,弟兄姊妹,
[00:08:19.000 --> 00:08:22.000]  你在回想你過去的日子裡面,
[00:08:22.000 --> 00:08:25.000]  在遭遇到很大的困難的時候,
[00:08:25.000 --> 00:08:27.000]  你有沒有懷疑過上帝?
[00:08:27.000 --> 00:08:30.000]  在那些晚上,你在向祂禱告的時候,
[00:08:30.000 --> 00:08:34.000]  祂到底有沒有與你同在?
[00:08:34.000 --> 00:08:38.000]  讓我們真實地面對自己,盼望,
[00:08:38.000 --> 00:08:40.000]  當我們真實地面對自己之後,
[00:08:40.000 --> 00:08:44.000]  我們的信心是能夠更上一層樓。
[00:08:44.000 --> 00:08:49.000]  另外,我們也會懷疑我們自己的能力。
