
[00:00:00.000 --> 00:00:01.500]  天王姐妹平安
[00:00:01.500 --> 00:00:05.300]  感謝神我們又能夠一起來聆聽神的話語
[00:00:05.300 --> 00:00:08.880]  求神祝福我們在當中的心智
[00:00:08.880 --> 00:00:12.240]  我們一起先同心禱告
[00:00:12.240 --> 00:00:15.480]  親愛的天父 我們滿心感謝讚美祢
[00:00:15.480 --> 00:00:17.840]  祢是何等的愛我們
[00:00:17.840 --> 00:00:23.580]  主啊 我們只要真的是安靜的停下來
[00:00:23.580 --> 00:00:27.360]  好好的細想祢為我們做過的一切
[00:00:27.360 --> 00:00:30.480]  我們就知道世界上沒有一個人
[00:00:30.480 --> 00:00:32.920]  能夠像祢這樣的愛我們
[00:00:32.920 --> 00:00:34.320]  我們感謝祢
[00:00:34.320 --> 00:00:36.160]  我們願意我們的心
[00:00:36.160 --> 00:00:40.160]  好像耶穌說的比喻那樣的一片好土
[00:00:40.160 --> 00:00:41.700]  來聆聽祢的話語
[00:00:41.700 --> 00:00:44.760]  使祢的道能夠栽種在我們心裡
[00:00:44.760 --> 00:00:48.080]  結出三十倍、六十倍、一百倍的果子
[00:00:48.080 --> 00:00:49.140]  謝謝祢的愛
[00:00:49.140 --> 00:00:50.440]  與我們同在
[00:00:50.440 --> 00:00:51.880]  奉耶穌的名禱告
[00:00:51.880 --> 00:00:53.120]  Amen
[00:00:53.120 --> 00:00:57.240]  好 今天我們先想跟大家分享這個題目是
[00:00:57.240 --> 00:00:59.040]  安靜的人生
[00:00:59.040 --> 00:01:04.360]  為什麼要思想安靜人生呢?
[00:01:04.360 --> 00:01:06.120]  這個聖經裡面
[00:01:06.120 --> 00:01:10.160]  我們常常看見一個很重要的教導
[00:01:10.160 --> 00:01:14.560]  就是叫我們要學會放手
[00:01:14.560 --> 00:01:15.760]  安靜
[00:01:15.760 --> 00:01:17.360]  相信神
[00:01:17.360 --> 00:01:21.160]  在安靜中看見神的作為
[00:01:21.160 --> 00:01:23.680]  但是你會發現在這個世界
[00:01:23.680 --> 00:01:25.880]  要安靜不容易
[00:01:25.880 --> 00:01:27.200]  有人說
[00:01:27.200 --> 00:01:28.720]  我們的生命
[00:01:28.720 --> 00:01:33.080]  就好像一艘一直在行走的船
[00:01:33.080 --> 00:01:35.320]  想要它停下來的時候
[00:01:35.320 --> 00:01:37.480]  下面的水流
[00:01:37.480 --> 00:01:40.640]  就好代表我們生命中的各樣的事情
[00:01:40.640 --> 00:01:43.000]  不斷的還是向前推進
[00:01:43.000 --> 00:01:46.480]  你想靜下來都很難
[00:01:46.480 --> 00:01:49.600]  但是聖經卻常常教導我們
[00:01:49.600 --> 00:01:51.640]  要學會安靜
[00:01:51.640 --> 00:01:55.720]  這也是我們日益門訓的一部分
[00:01:55.720 --> 00:01:57.200]  我們說我們要
[00:01:57.200 --> 00:01:58.960]  日益的成為門徒
[00:01:58.960 --> 00:02:00.320]  不進則退
[00:02:00.320 --> 00:02:04.560]  我們要學會積極的刻意的去成長
[00:02:04.560 --> 00:02:08.360]  因為人的軟弱會使我們退步的
[00:02:08.360 --> 00:02:12.000]  魔鬼的詭計會使我們退步的
[00:02:12.000 --> 00:02:13.840]  我們不進則退
[00:02:13.840 --> 00:02:15.200]  耶穌的榜樣
[00:02:15.200 --> 00:02:18.480]  是叫我們要刻意的積極的
[00:02:18.480 --> 00:02:21.160]  向著神的方向去走
[00:02:21.160 --> 00:02:24.000]  向著神的關係去晉升
[00:02:24.000 --> 00:02:26.640]  所以我們是不進則退
[00:02:26.640 --> 00:02:29.400]  而日益門訓的其中一部分
[00:02:29.400 --> 00:02:33.400]  就是要怎麼樣日益的學會
[00:02:33.400 --> 00:02:35.480]  安靜
[00:02:35.480 --> 00:02:36.600]  信靠
[00:02:36.600 --> 00:02:38.600]  放手
[00:02:38.600 --> 00:02:42.120]  那麼這也是我最近的一些感動
[00:02:42.120 --> 00:02:44.080]  特別是因為大家都知道
[00:02:44.080 --> 00:02:46.560]  我去年放了安息年假
[00:02:46.560 --> 00:02:48.600]  在安息年假的過程中
[00:02:48.600 --> 00:02:52.400]  我刻意的去每天
[00:02:52.400 --> 00:02:54.800]  好好的花更長一點的時間
[00:02:54.800 --> 00:02:56.280]  親近神
[00:02:56.280 --> 00:02:58.680]  每天在我各樣的活動中
[00:02:58.680 --> 00:03:02.960]  更加的刻意的去留意神的帶領
[00:03:02.960 --> 00:03:06.920]  因為有一段安息年假的期間
[00:03:06.920 --> 00:03:10.480]  我就可以真的是比較自由的去
[00:03:10.480 --> 00:03:12.840]  跟隨神要我往哪裡去
[00:03:12.840 --> 00:03:13.840]  就往哪裡去
[00:03:13.840 --> 00:03:15.000]  要做什麼就做什麼
[00:03:15.000 --> 00:03:17.600]  來操練那種敏銳度
[00:03:17.600 --> 00:03:19.240]  那種親近神
[00:03:19.240 --> 00:03:22.040]  跟著神走的那種敏銳度
[00:03:22.040 --> 00:03:23.360]  然後我就覺得
[00:03:23.360 --> 00:03:25.040]  這是基督教信仰裡面
[00:03:25.040 --> 00:03:27.480]  一個非常重要的一環
[00:03:27.480 --> 00:03:31.280]  如果我們說我們要帶領弟兄姊妹成長
[00:03:31.280 --> 00:03:35.560]  這不能夠只是靠培訓、查經
[00:03:35.560 --> 00:03:38.560]  各種的服事的活動來成長
[00:03:38.560 --> 00:03:39.480]  我們也要知道
[00:03:39.480 --> 00:03:41.360]  上帝召我們整個人
[00:03:41.360 --> 00:03:43.480]  動有時靜有時
[00:03:43.480 --> 00:03:45.240]  如果動有時靜有時
[00:03:45.240 --> 00:03:47.840]  靜的這一塊要怎樣發生
[00:03:47.840 --> 00:03:49.400]  靜的這塊要怎麼做
[00:03:49.400 --> 00:03:52.640]  所以就有感動來做這個的分享
[00:03:52.640 --> 00:03:54.240]  今天的講道
[00:03:54.240 --> 00:03:56.640]  而我們就在
[00:03:56.640 --> 00:03:58.760]  剛上個月過去的
[00:03:58.760 --> 00:04:01.760]  3月22號的團契活動
[00:04:01.760 --> 00:04:03.320]  有一個團契活動
[00:04:03.320 --> 00:04:05.200]  參加團契的弟兄姊妹
[00:04:05.200 --> 00:04:06.840]  都可以報名參加
[00:04:06.840 --> 00:04:08.800]  我們就去了長洲的
[00:04:08.800 --> 00:04:10.920]  侍奉生命退休日
[00:04:10.920 --> 00:04:16.280]  這個就完全的是在那邊
[00:04:16.280 --> 00:04:18.920]  可以有一個時間是分別出來的
[00:04:18.920 --> 00:04:21.280]  我們說我們在長洲上了山
[00:04:21.280 --> 00:04:23.360]  然後我們就安靜時間
[00:04:23.360 --> 00:04:26.360]  而我們在開始一切的活動
[00:04:26.360 --> 00:04:28.040]  的第一件事情
[00:04:28.040 --> 00:04:30.000]  就是讓弟兄姊妹
[00:04:30.000 --> 00:04:31.920]  去找他們自己
[00:04:31.920 --> 00:04:34.240]  感覺到比較舒服的地方
[00:04:34.240 --> 00:04:36.640]  在那邊自己一個人
[00:04:36.640 --> 00:04:40.160]  安靜在神面前
[00:04:40.160 --> 00:04:43.320]  大概有20到30分鐘的時間
[00:04:43.320 --> 00:04:45.760]  很多弟兄姊妹回來了之後
[00:04:45.760 --> 00:04:47.640]  或者回到教會之後
[00:04:47.640 --> 00:04:51.600]  都跟我說很享受那段時間
[00:04:51.600 --> 00:04:54.280]  那段時間我們也沒有叫弟兄姊妹
[00:04:54.280 --> 00:04:56.200]  刻意要去想什麼
[00:04:56.200 --> 00:04:59.320]  就是一段時間來靜靜身
[00:04:59.320 --> 00:05:01.680]  有人跟我說什麼呢?
