
[00:00:00.000 --> 00:00:08.000]  希望姐妹平安,很開心能夠跟大家分享這個課題。
[00:00:08.000 --> 00:00:12.000]  這個課題今天是從所羅門來看,
[00:00:12.000 --> 00:00:16.000]  下一次是從摩西來看人生的意義。
[00:00:16.000 --> 00:00:21.000]  我想首先問大家一個不客氣的問題,
[00:00:21.000 --> 00:00:26.000]  你真的知道你活在這個世界上的意義嗎?
[00:00:26.000 --> 00:00:31.000]  你真的知道嗎?你為什麼會來到這個世界上嗎?
[00:00:31.000 --> 00:00:38.000]  我覺得這個問題困擾了我們人類好多個世紀,
[00:00:38.000 --> 00:00:43.000]  有不同的答案,但是真正的答案我相信就在聖經裡面。
[00:00:43.000 --> 00:00:48.000]  那麼今天我們有一個嘉賓,我們要做一個人物專訪。
[00:00:48.000 --> 00:00:54.000]  他是誰呢?他是所羅門王,不過我們沒有辦法把他請到這裡。
[00:00:54.000 --> 00:00:58.000]  我們就告訴大家他的資格。
[00:00:58.000 --> 00:01:04.000]  他是一個很有智慧的君王,當上帝問他,
[00:01:04.000 --> 00:01:09.000]  我給你一個選擇,你要求什麼我都會答應你。
[00:01:09.000 --> 00:01:12.000]  你要求什麼呢?所羅門王他求什麼呢?
[00:01:12.000 --> 00:01:17.000]  求你給我智慧,求你給我智慧管理百姓。
[00:01:17.000 --> 00:01:22.000]  他求這個,所以他就成了世界上最有智慧的君王。
[00:01:22.000 --> 00:01:31.000]  在他那個時期,世界各地的國家,那些君主都欣賞他,
[00:01:31.000 --> 00:01:37.000]  而且有些還大老遠跑到他那裡去聽他來解答問題。
[00:01:37.000 --> 00:01:43.000]  那麼他也是很了不起,是誰建立上帝的聖殿呢?
[00:01:43.000 --> 00:01:47.000]  就是他,所羅門王就建立了上帝的聖殿。
[00:01:47.000 --> 00:01:51.000]  你說人生有什麼成就嗎?這個成就了不起。
[00:01:51.000 --> 00:01:58.000]  建立上帝的聖殿,他也擁有一切,上帝很祝福他,
[00:01:58.000 --> 00:02:04.000]  他就真的是很有錢,然後就擁有一切。
[00:02:04.000 --> 00:02:09.000]  另外這些還不夠,他還花了很多很多的時間精力,
[00:02:09.000 --> 00:02:13.000]  去思考人生的意義,這個很符合我們的條件。
[00:02:13.000 --> 00:02:17.000]  我們是要找人生意義的專家,
[00:02:17.000 --> 00:02:21.000]  他就是,真的是思考人生意義的專家了。
[00:02:21.000 --> 00:02:25.000]  那麼今天我會簡單的跟大家分享,
[00:02:25.000 --> 00:02:30.000]  有傳道書裡面的六個觀察,到底我們要怎麼樣想這個問題,
[00:02:30.000 --> 00:02:34.000]  到底人生的意義是什麼,我們憑什麼知道這就是答案,
[00:02:34.000 --> 00:02:37.000]  到底我們要怎麼樣想這個問題。
[00:02:37.000 --> 00:02:42.000]  我從所羅門的傳道書裡面,我看到至少有六個主要的觀察,
[00:02:42.000 --> 00:02:44.000]  然後最後有一個結論。
[00:02:44.000 --> 00:02:48.000]  我們先看第一個觀察,字比較小,
[00:02:48.000 --> 00:02:52.000]  不過大意,我把它讀出來讓你們知道。
[00:02:52.000 --> 00:02:55.000]  基本上這裡我們看見,
[00:02:55.000 --> 00:02:58.000]  所羅門他在傳道書的第二章,
[00:02:58.000 --> 00:03:01.000]  他記載了他怎麼樣去尋找人生的意義。
[00:03:01.000 --> 00:03:07.000]  他就從享受、享樂,去尋找人生的意義。
[00:03:07.000 --> 00:03:11.000]  他也去透過了創建,建很多的土木工程,
[00:03:11.000 --> 00:03:15.000]  很了不起的、很雄偉的建築物,
[00:03:15.000 --> 00:03:17.000]  很多的工程他都完成了,
[00:03:17.000 --> 00:03:23.000]  來看看我的成就能不能帶給我明白人生有什麼意義。
[00:03:23.000 --> 00:03:27.000]  然後他還去累積很多很多的財富,
[00:03:27.000 --> 00:03:29.000]  來達到人生意義。
[00:03:29.000 --> 00:03:30.000]  聖經說什麼呢?
[00:03:30.000 --> 00:03:38.000]  他有很多的牛羊,買了很多的窟碑,大興土木。
[00:03:38.000 --> 00:03:43.000]  還有呢?這些還不夠,他還積蓄了很多的金銀,
[00:03:43.000 --> 00:03:47.000]  收集了各君王、各省份的財寶。
[00:03:47.000 --> 00:03:52.000]  還有什麼呢?這些還不夠,他還做一個文化人。
[00:03:52.000 --> 00:03:54.000]  在那邊看看有沒有人生的意義。
[00:03:54.000 --> 00:03:58.000]  他又為自己得男女歌手,
[00:03:58.000 --> 00:04:01.000]  男女歌手在聖經有這樣一句話,
[00:04:01.000 --> 00:04:04.000]  男女歌手還有世人所愛的物。
[00:04:04.000 --> 00:04:07.000]  所以你不要以為他只是有很多的物質,
[00:04:07.000 --> 00:04:12.000]  他也是一個大詩人,他也是一個作者,
[00:04:12.000 --> 00:04:16.000]  他也有在文化裡面很有成就的薰陶。
[00:04:16.000 --> 00:04:19.000]  所以不管是享樂,
[00:04:19.000 --> 00:04:24.000]  不管是興建很多的建築、財富、文化,
[00:04:24.000 --> 00:04:26.000]  他都嘗試過了。
[00:04:26.000 --> 00:04:28.000]  後面還說什麼呢?
[00:04:28.000 --> 00:04:31.000]  他還有一個又一個的賓妃,
[00:04:31.000 --> 00:04:33.000]  還娶了很多老婆。
[00:04:33.000 --> 00:04:36.000]  他嘗試了這一切所有所有的,
[00:04:36.000 --> 00:04:40.000]  他想找到人生的意義。
[00:04:40.000 --> 00:04:42.000]  但是他的答案是什麼呢?
[00:04:42.000 --> 00:04:43.000]  在11節他答案說,
[00:04:43.000 --> 00:04:47.000]  後來我回顧我手所經營的一切,
[00:04:47.000 --> 00:04:49.000]  和我所勞碌所做的功。
[00:04:49.000 --> 00:04:56.000]  他說,看哪,全是虛空,全是捕風,
[00:04:56.000 --> 00:04:59.000]  好像去抓那個風。
[00:04:59.000 --> 00:05:02.000]  他想,全是虛空,全是捕風,
[00:05:02.000 --> 00:05:07.000]  在日光之下毫無益處。
[00:05:07.000 --> 00:05:09.000]  如果我問你,你去問一個人,
[00:05:09.000 --> 00:05:10.000]  人生的意義是什麼,
[00:05:10.000 --> 00:05:12.000]  如果他沒有什麼成就,
[00:05:12.000 --> 00:05:15.000]  那可能你不會很相信他的答案。
[00:05:15.000 --> 00:05:16.000]  但是這個人呢,
[00:05:16.000 --> 00:05:20.000]  他的成就是超越幾乎所有人的。
[00:05:20.000 --> 00:05:22.000]  可是他的結論是什麼呢?
[00:05:22.000 --> 00:05:25.000]  不能滿足,是虛空。
[00:05:25.000 --> 00:05:29.000]  他做的這些其實跟我們今天很多人追求的,
[00:05:29.000 --> 00:05:31.000]  沒有什麼太大的分別,對不對?
[00:05:31.000 --> 00:05:34.000]  人生最需要的兩樣東西,
[00:05:34.000 --> 00:05:36.000]  你們知道是什麼嗎?
[00:05:36.000 --> 00:05:38.000]  人生最需要的兩樣東西,
[00:05:38.000 --> 00:05:40.000]  如果是普遍人類都共享的,
[00:05:40.000 --> 00:05:44.000]  一樣是尊重,一樣是被愛。
[00:05:44.000 --> 00:05:46.000]  他想要通過這些東西呢,
[00:05:46.000 --> 00:05:48.000]  來得到尊重被愛,
[00:05:48.000 --> 00:05:49.000]  後來他也發現,
[00:05:49.000 --> 00:05:54.000]  全部都是虛空的,全部都是虛空的。
