
[00:00:00.000 --> 00:00:02.000]  早晨 大家好
[00:00:02.000 --> 00:00:07.000]  我們會繼續我們的系列是講 Proverbs
[00:00:07.000 --> 00:00:14.000]  第一個 Sermon 記得講什麼嗎?
[00:00:14.000 --> 00:00:16.000]  我們怎樣有智慧?
[00:00:16.000 --> 00:00:21.000]  智慧是怎樣開始的?
[00:00:21.000 --> 00:00:23.000]  Wisdom How does wisdom begin?
[00:00:23.000 --> 00:00:25.000]  敬畏耶和華
[00:00:25.000 --> 00:00:28.000]  The fear of the Lord is the beginning of wisdom
[00:00:28.000 --> 00:00:30.000]  記不記得三個關鍵字
[00:00:30.000 --> 00:00:32.000]  我們怎樣有fear of the Lord
[00:00:32.000 --> 00:00:34.000]  敬畏耶和華
[00:00:34.000 --> 00:00:38.000]  第一是 哦 哇 神啊 你好偉大
[00:00:38.000 --> 00:00:42.000]  God you are so amazing
[00:00:42.000 --> 00:00:44.000]  第二 記不記得是什麼?
[00:00:44.000 --> 00:00:52.000]  Respect and Revere
[00:00:52.000 --> 00:00:56.000]  好像爸爸牽著兒子的手
[00:00:56.000 --> 00:00:58.000]  拉著他的手
[00:00:58.000 --> 00:01:00.000]  牽著爸爸的手
[00:01:00.000 --> 00:01:02.000]  我很想跟著爸爸
[00:01:02.000 --> 00:01:05.000]  爸爸很厲害
[00:01:05.000 --> 00:01:09.000]  我會去信任他
[00:01:09.000 --> 00:01:11.000]  無論他離開我 我都會相信我爸爸
[00:01:11.000 --> 00:01:13.000]  他會帶我去迪士尼
[00:01:13.000 --> 00:01:15.000]  我相信他
[00:01:15.000 --> 00:01:20.000]  第三 是認識神的權力
[00:01:20.000 --> 00:01:24.000]  我們認識神是創造這個世界
[00:01:24.000 --> 00:01:26.000]  這個世界是有法律的
[00:01:26.000 --> 00:01:30.000]  我們違反神的法律
[00:01:30.000 --> 00:01:34.000]  就會有後果
[00:01:34.000 --> 00:01:36.000]  有後果的
[00:01:36.000 --> 00:01:38.000]  違反神的法律
[00:01:38.000 --> 00:01:40.000]  我們選擇了罪
[00:01:40.000 --> 00:01:42.000]  我們會受苦
[00:01:42.000 --> 00:01:47.000]  上星期 瓦爾納醫生跟我們分享
[00:01:47.000 --> 00:01:50.000]  Wisdom to help the poor
[00:01:50.000 --> 00:01:52.000]  你們分組之後有沒有討論
[00:01:52.000 --> 00:01:56.000]  我們如何實際的幫助貧窮人
[00:01:56.000 --> 00:01:58.000]  有沒有討論
[00:01:58.000 --> 00:02:00.000]  沒有嗎
[00:02:00.000 --> 00:02:03.000]  去幫助貧窮人
[00:02:03.000 --> 00:02:05.000]  是需要有智慧的
[00:02:05.000 --> 00:02:09.000]  不是隨便扔錢給人就行了
[00:02:09.000 --> 00:02:16.000]  需要有智慧去幫助貧窮人
[00:02:16.000 --> 00:02:20.000]  Wisdom and foolishness
[00:02:20.000 --> 00:02:22.000]  我們每天都有選擇
[00:02:22.000 --> 00:02:24.000]  我們每天都要選擇
[00:02:24.000 --> 00:02:26.000]  去做智慧的事
[00:02:26.000 --> 00:02:28.000]  或是做愚蠢的事
[00:02:28.000 --> 00:02:30.000]  我們每天都有選擇
[00:02:30.000 --> 00:02:32.000]  我們每人都有選擇
[00:02:32.000 --> 00:02:40.000]  Wisdom is the straight and narrow path
[00:02:40.000 --> 00:02:44.000]  是光明和長久的路
[00:02:44.000 --> 00:02:50.000]  信教神的道路是直的
[00:02:50.000 --> 00:02:54.000]  真隨神的道路是正的
[00:02:54.000 --> 00:02:56.000]  下一個詞是
[00:02:56.000 --> 00:03:02.000]  上星期的早上冥想
[00:03:02.000 --> 00:03:04.000]  下一個詞
[00:03:04.000 --> 00:03:09.000]  The path of the righteous is like the morning sun
[00:03:09.000 --> 00:03:12.000]  Shining ever brighter till the full light of day
[00:03:12.000 --> 00:03:16.000]  But the way of the wicked is like the deep darkness
[00:03:16.000 --> 00:03:19.000]  They do not know what makes them stumble
[00:03:19.000 --> 00:03:21.000]  我們可以每天選擇
[00:03:21.000 --> 00:03:23.000]  跟隨神
[00:03:23.000 --> 00:03:25.000]  Trust in the Lord
[00:03:25.000 --> 00:03:27.000]  Be wise
[00:03:27.000 --> 00:03:29.000]  有智慧
[00:03:29.000 --> 00:03:31.000]  Or we can be foolish
[00:03:31.000 --> 00:03:33.000]  We can be foolish
[00:03:33.000 --> 00:03:37.000]  It leads to a path of darkness and destruction
[00:03:37.000 --> 00:03:40.000]  黑暗和destruction
[00:03:40.000 --> 00:03:42.000]  黑暗和destruction
[00:03:42.000 --> 00:03:46.000]  我們每天都有選擇
[00:03:46.000 --> 00:03:49.000]  我們選擇智慧的事
[00:03:49.000 --> 00:03:51.000]  還是愚蠢的事
[00:03:51.000 --> 00:03:56.000]  你們覺得你們多數選擇智慧的事
[00:03:56.000 --> 00:03:58.000]  還是愚蠢的事
[00:03:58.000 --> 00:04:00.000]  舉手
[00:04:00.000 --> 00:04:04.000]  誰覺得他們每天多數選擇智慧的事
[00:04:04.000 --> 00:04:06.000]  舉手
[00:04:06.000 --> 00:04:08.000]  Good, wise
[00:04:08.000 --> 00:04:13.000]  誰覺得他們每天多數選擇愚蠢的事
[00:04:13.000 --> 00:04:17.000]  Uncle Stanley, 為什麼你這麼愚蠢
[00:04:17.000 --> 00:04:20.000]  跟Hugo坐牢嗎
[00:04:20.000 --> 00:04:23.000]  跟Hugo坐牢是一個愚蠢的決定
[00:04:23.000 --> 00:04:27.000]  他搞到你不知道怎麼辦
[00:04:27.000 --> 00:04:29.000]  OK
[00:04:29.000 --> 00:04:32.000]  你聽過
[00:04:32.000 --> 00:04:34.000]  你每天做的事
[00:04:34.000 --> 00:04:38.000]  就變成你的habit
[00:04:38.000 --> 00:04:42.000]  你的habit變成你的生活風格
[00:04:42.000 --> 00:04:44.000]  或你的性格
[00:04:44.000 --> 00:04:46.000]  變成你自己
[00:04:46.000 --> 00:04:49.000]  所以我們每天做智慧的決定
[00:04:49.000 --> 00:04:51.000]  我們會變成一個
[00:04:51.000 --> 00:04:52.000]  智慧的男人
[00:04:52.000 --> 00:04:53.000]  智慧的女人
[00:04:53.000 --> 00:04:54.000]  智慧的女孩
[00:04:54.000 --> 00:04:55.000]  智慧的男孩
[00:04:55.000 --> 00:04:57.000]  我們每天做愚蠢的決定
[00:04:57.000 --> 00:04:59.000]  就會變成
[00:04:59.000 --> 00:05:01.000]  我們會變成愚蠢
[00:05:01.000 --> 00:05:03.000]  愚蠢的人
[00:05:03.000 --> 00:05:05.000]  好,今天我們會說
[00:05:05.000 --> 00:05:07.000]  Wise words
[00:05:07.000 --> 00:05:09.000]  為什麼說話
[00:05:09.000 --> 00:05:11.000]  有這麼重要呢
[00:05:11.000 --> 00:05:14.000]  Why are words so important
[00:05:14.000 --> 00:05:16.000]  Why are words so important
[00:05:16.000 --> 00:05:19.000]  你記不記得我們以前做過
[00:05:19.000 --> 00:05:23.000]  5 love languages
[00:05:23.000 --> 00:05:27.000]  有沒有人記不記得5 love languages是什麼
[00:05:27.000 --> 00:05:28.000]  Gifts
[00:05:28.000 --> 00:05:30.000]  給gift人
[00:05:30.000 --> 00:05:31.000]  誰覺得他
[00:05:31.000 --> 00:05:34.000]  Receive love through gifts
[00:05:34.000 --> 00:05:35.000]  誰
[00:05:35.000 --> 00:05:38.000]  誰收到禮物很開心
[00:05:38.000 --> 00:05:40.000]  新波鞋
[00:05:40.000 --> 00:05:42.000]  有人請你吃飯
[00:05:42.000 --> 00:05:44.000]  Elias很喜歡請人吃飯
[00:05:44.000 --> 00:05:46.000]  不是,是給人請的
[00:05:46.000 --> 00:05:48.000]  經常叫Uncle Stanley
