
[00:00:00.000 --> 00:00:02.000]  謝謝你們平安
[00:00:02.000 --> 00:00:05.000]  在我開始進入訊息之前
[00:00:05.000 --> 00:00:08.000]  我想跟大家說一個小故事
[00:00:08.000 --> 00:00:10.000]  在我之前讀神學的時候
[00:00:10.000 --> 00:00:12.000]  其中有一天上課
[00:00:12.000 --> 00:00:15.000]  我隔壁的同學突然問我
[00:00:15.000 --> 00:00:20.000]  Karen 你可不可以借一塊眼鏡布給我擦眼鏡
[00:00:20.000 --> 00:00:24.000]  我剛剛在不知何處拿到一塊贈品眼鏡布
[00:00:24.000 --> 00:00:26.000]  我就給她說這個給你了
[00:00:26.000 --> 00:00:28.000]  她擦完之後
[00:00:28.000 --> 00:00:32.000]  她就說 哇 世界突然變得很清楚
[00:00:32.000 --> 00:00:36.000]  她說 哇 世界突然變得很清楚
[00:00:36.000 --> 00:00:38.000]  那時候我心想
[00:00:38.000 --> 00:00:40.000]  你平時是怎樣看東西的
[00:00:40.000 --> 00:00:42.000]  但是這樣想之後
[00:00:42.000 --> 00:00:45.000]  我就有一個更深的想法
[00:00:45.000 --> 00:00:50.000]  其實有很多時候我們眼睛看到的東西
[00:00:50.000 --> 00:00:52.000]  以為是很真實
[00:00:52.000 --> 00:00:54.000]  也是事實的全部
[00:00:54.000 --> 00:00:56.000]  不過是不是呢
[00:00:56.000 --> 00:00:58.000]  原來一個很簡單的蒙眼鏡
[00:00:58.000 --> 00:01:02.000]  已經可以扭曲我們的視覺
[00:01:02.000 --> 00:01:05.000]  所以我想藉著這個
[00:01:05.000 --> 00:01:09.000]  跟大家今天開眼睛 視我看見的分享
[00:01:09.000 --> 00:01:11.000]  看我們今天所看到的
[00:01:11.000 --> 00:01:12.000]  以為是事實
[00:01:12.000 --> 00:01:15.000]  是不是一定是全部的事實呢
[00:01:15.000 --> 00:01:17.000]  在我們今天所看的經文裡
[00:01:17.000 --> 00:01:18.000]  啟示錄
[00:01:18.000 --> 00:01:20.000]  若看見一個異象
[00:01:20.000 --> 00:01:22.000]  那一刻的若看
[00:01:22.000 --> 00:01:25.000]  就好像被帶離開這個世界
[00:01:25.000 --> 00:01:26.000]  升到天上
[00:01:26.000 --> 00:01:28.000]  而若看的讀者
[00:01:28.000 --> 00:01:29.000]  當代的讀者和我們
[00:01:29.000 --> 00:01:33.000]  也同時跟著他一起升到天上
[00:01:33.000 --> 00:01:35.000]  從天空上看下來
[00:01:35.000 --> 00:01:37.000]  現在的世界
[00:01:37.000 --> 00:01:39.000]  若看他在異象裡
[00:01:39.000 --> 00:01:42.000]  看到一個像人質一樣的人
[00:01:42.000 --> 00:01:43.000]  揭示給他看
[00:01:43.000 --> 00:01:47.000]  在當時羅馬統治的逼迫之下
[00:01:47.000 --> 00:01:49.000]  如果從神的視覺
[00:01:49.000 --> 00:01:51.000]  從上面看下來
[00:01:51.000 --> 00:01:55.000]  究竟是真正發生什麼事情呢
[00:01:55.000 --> 00:01:58.000]  而若看所看到的東西
[00:01:58.000 --> 00:02:01.000]  今天又如何幫助我們呢
[00:02:01.000 --> 00:02:04.000]  我們看的經文
[00:02:04.000 --> 00:02:06.000]  分了三個段落
[00:02:06.000 --> 00:02:08.000]  是三個不同的看見
[00:02:08.000 --> 00:02:09.000]  不同的向度的看見
[00:02:09.000 --> 00:02:11.000]  第一個就是若看
[00:02:11.000 --> 00:02:14.000]  在異象當中看到榮耀的主
[00:02:14.000 --> 00:02:16.000]  在不同的空間裡
[00:02:16.000 --> 00:02:17.000]  第二個就是
[00:02:17.000 --> 00:02:18.000]  在綜合的角度
[00:02:18.000 --> 00:02:20.000]  看回當時的處境
[00:02:20.000 --> 00:02:23.000]  在時間性不同的角度
[00:02:23.000 --> 00:02:24.000]  第三個就是
[00:02:24.000 --> 00:02:25.000]  從已不鎖教會
[00:02:25.000 --> 00:02:27.000]  重新去看起初的愛
[00:02:27.000 --> 00:02:30.000]  在其他教會側面的角度去看
[00:02:30.000 --> 00:02:34.000]  我們來看第一個段落
[00:02:34.000 --> 00:02:36.000]  若看在異象當中
[00:02:36.000 --> 00:02:37.000]  看到榮耀的主
[00:02:37.000 --> 00:02:40.000]  我們一起讀出啟示錄
[00:02:40.000 --> 00:02:42.000]  一章九節到十一節
[00:02:42.000 --> 00:02:44.000]  好 預備 起
[00:02:44.000 --> 00:02:47.000]  若看就是你們的弟兄
[00:02:47.000 --> 00:02:50.000]  和你們在耶穌的患難
[00:02:50.000 --> 00:02:53.000]  國度 忍耐裡一同有份
[00:02:53.000 --> 00:02:54.000]  為神的道
[00:02:54.000 --> 00:02:57.000]  並為給耶穌作的見證
[00:02:57.000 --> 00:03:01.000]  曾在那名叫拔摩的海島上
[00:03:01.000 --> 00:03:02.000]  當主日
[00:03:02.000 --> 00:03:04.000]  我被聖靈感動
[00:03:04.000 --> 00:03:08.000]  聽見在我後面有大聲音如吹號說
[00:03:08.000 --> 00:03:11.000]  你所看見的當寫在書上
[00:03:11.000 --> 00:03:13.000]  達與以弗所
[00:03:13.000 --> 00:03:14.000]  是每難
[00:03:14.000 --> 00:03:15.000]  別加摩
[00:03:15.000 --> 00:03:17.000]  推也推拿
[00:03:17.000 --> 00:03:18.000]  撒丁
[00:03:18.000 --> 00:03:19.000]  飛拉鐵飛
[00:03:19.000 --> 00:03:20.000]  奴隸家
[00:03:20.000 --> 00:03:23.000]  那七個教會
[00:03:23.000 --> 00:03:27.000]  約翰說和讀者一起在患難
[00:03:27.000 --> 00:03:30.000]  國度和忍耐裡有份
[00:03:30.000 --> 00:03:33.000]  嘗試和他們產生一份共鳴
[00:03:33.000 --> 00:03:34.000]  在新約裡
[00:03:34.000 --> 00:03:37.000]  患難很多時形容末世的磨難
[00:03:37.000 --> 00:03:40.000]  而對於當時在羅馬帝國
[00:03:40.000 --> 00:03:42.000]  小亞細亞的基督徒來說
[00:03:42.000 --> 00:03:45.000]  這包括流放
[00:03:45.000 --> 00:03:46.000]  坐牢
[00:03:46.000 --> 00:03:48.000]  被社會排斥
[00:03:48.000 --> 00:03:49.000]  經濟剝削
[00:03:49.000 --> 00:03:51.000]  暴力對待等等
[00:03:51.000 --> 00:03:53.000]  約翰當時是他自己
[00:03:53.000 --> 00:03:56.000]  因為傳神的道
[00:03:56.000 --> 00:03:58.000]  為耶穌作見證
[00:03:58.000 --> 00:04:00.000]  而被流放在拔摩
[00:04:00.000 --> 00:04:03.000]  和他的讀者一起在患難中
[00:04:03.000 --> 00:04:05.000]  面對患難
[00:04:05.000 --> 00:04:07.000]  很直接的回應
[00:04:07.000 --> 00:04:09.000]  就是要忍耐
[00:04:09.000 --> 00:04:11.000]  忍耐就是抵擋世界的試探
[00:04:11.000 --> 00:04:14.000]  而且在不信任的人的迫不及待下
[00:04:14.000 --> 00:04:16.000]  堅定不移
[00:04:16.000 --> 00:04:17.000]  但很特別的是
