
[00:00:00.000 --> 00:00:02.000]  我們一起先做個禱告
[00:00:02.000 --> 00:00:04.000]  天父我們感謝贊美你
[00:00:04.000 --> 00:00:08.000]  讓我們能夠真的是每次來到你的聚會
[00:00:08.000 --> 00:00:10.000]  都得著你自己話語的祝福
[00:00:10.000 --> 00:00:12.000]  我們謝謝你
[00:00:12.000 --> 00:00:14.000]  我們願你的話語被打開
[00:00:14.000 --> 00:00:16.000]  我們的心就被你眺望
[00:00:16.000 --> 00:00:17.000]  更愛你
[00:00:17.000 --> 00:00:19.000]  我們禱告奉主耶穌的名祈求
[00:00:19.000 --> 00:00:20.000]  Amen
[00:00:20.000 --> 00:00:21.000]  好
[00:00:21.000 --> 00:00:26.000]  我們來到了馬可福音的講道系列的第十一講
[00:00:26.000 --> 00:00:31.000]  今天我們要看的是耶穌教導門徒撒種的比喻
[00:00:31.000 --> 00:00:34.000]  這個是大家很熟悉的一段經文
[00:00:34.000 --> 00:00:39.000]  記載在馬可福音第四章第一到二十五節
[00:00:39.000 --> 00:00:44.000]  我先跟大家簡單地看看這段經文的分段
[00:00:44.000 --> 00:00:49.000]  我們可以大概分成四段來瞭解這段經文
[00:00:49.000 --> 00:00:53.000]  第一段就是耶穌說了撒種的比喻
[00:00:53.000 --> 00:00:56.000]  是第一到第九節
[00:00:56.000 --> 00:01:01.000]  第二段就是耶穌解釋他講比喻的原因
[00:01:01.000 --> 00:01:03.000]  他為什麼要用比喻來教導呢?
[00:01:03.000 --> 00:01:04.000]  他做瞭解釋
[00:01:04.000 --> 00:01:07.000]  就在第十節到第十二節
[00:01:07.000 --> 00:01:12.000]  第三段就是耶穌解釋撒種的比喻
[00:01:12.000 --> 00:01:14.000]  第一段他是說了撒種的比喻
[00:01:14.000 --> 00:01:18.000]  第三段他是解釋撒種的比喻
[00:01:18.000 --> 00:01:22.000]  第四段是耶穌說了撒種的比喻
[00:01:22.000 --> 00:01:29.000]  第五段是耶穌說了燈還有亮氣的比喻
[00:01:29.000 --> 00:01:31.000]  這一段我發現很少人
[00:01:31.000 --> 00:01:36.000]  把它放在撒種的比喻來一起看
[00:01:36.000 --> 00:01:40.000]  我們先看第一段經文
[00:01:40.000 --> 00:01:43.000]  我請弟兄姐妹幫我把它念出來好嗎?
[00:01:43.000 --> 00:01:45.000]  一二起
[00:01:45.000 --> 00:01:57.000]  (弟兄姐妹念經文)
[00:01:57.000 --> 00:02:00.000]  弟兄姐妹應該這段經文都會背了
[00:02:00.000 --> 00:02:03.000]  所以我站在中間沒有離開
[00:02:03.000 --> 00:02:05.000]  因為你看不到你也會背了
[00:02:05.000 --> 00:02:08.000]  這段經文基本上大家都很熟悉了
[00:02:08.000 --> 00:02:11.000]  已經聽過很多次了
[00:02:11.000 --> 00:02:14.000]  有幾種土地啊?
[00:02:14.000 --> 00:02:16.000]  四種土地啊!
[00:02:16.000 --> 00:02:17.000]  有信心一點啊!
[00:02:17.000 --> 00:02:18.000]  幾種土地啊?
[00:02:18.000 --> 00:02:20.000]  四種土地啊!
[00:02:20.000 --> 00:02:24.000]  第一種土地是路旁
[00:02:24.000 --> 00:02:28.000]  第二種是前土
[00:02:28.000 --> 00:02:31.000]  第三種在經紀
[00:02:31.000 --> 00:02:33.000]  第四種就是好土
[00:02:33.000 --> 00:02:38.000]  耶穌就突然間講了這個比喻給門徒聽
[00:02:38.000 --> 00:02:40.000]  這個我們就很熟悉了
[00:02:40.000 --> 00:02:45.000]  在這裡大家已經把剛才四種土地講出來了
[00:02:45.000 --> 00:02:48.000]  我要你趁這個機會
[00:02:48.000 --> 00:02:51.000]  既然你聽過這段經文這麼多次了
[00:02:51.000 --> 00:02:52.000]  趁這個機會
[00:02:52.000 --> 00:02:55.000]  你可不可以把它記在你的心裡呢?
[00:02:55.000 --> 00:02:57.000]  背在你的心裡
[00:02:57.000 --> 00:03:01.000]  不要看經文你都記得這四種土地
[00:03:01.000 --> 00:03:02.000]  第一種是什麼呢?
[00:03:02.000 --> 00:03:05.000]  你就自己背,自己逼自己背起來
[00:03:05.000 --> 00:03:07.000]  晝夜思想神的話語
[00:03:07.000 --> 00:03:10.000]  以致你等一下會更瞭解
[00:03:10.000 --> 00:03:13.000]  等一下我們要講的重要的屬靈的功課
[00:03:13.000 --> 00:03:15.000]  可以背了嗎?
[00:03:15.000 --> 00:03:16.000]  有信心了嗎?
[00:03:16.000 --> 00:03:18.000]  可以跟旁邊的同學說
[00:03:18.000 --> 00:03:19.000]  同學不是同學
[00:03:19.000 --> 00:03:21.000]  跟旁邊的弟兄姐妹說
[00:03:21.000 --> 00:03:23.000]  我已經會背了嗎?
[00:03:23.000 --> 00:03:25.000]  那請你跟他說啊
[00:03:25.000 --> 00:03:27.000]  我已經會背了啊
[00:03:27.000 --> 00:03:29.000]  肯定啊
[00:03:29.000 --> 00:03:34.000]  我們這裡是多了一個博士啊
[00:03:34.000 --> 00:03:35.000]  也會背了啊
[00:03:35.000 --> 00:03:38.000]  四種土地大家都會背了
[00:03:38.000 --> 00:03:40.000]  耶穌還沒解釋
[00:03:40.000 --> 00:03:42.000]  所以我們暫時也不解釋
[00:03:42.000 --> 00:03:44.000]  耶穌在這個時候還沒解釋
[00:03:44.000 --> 00:03:46.000]  祂只講了這四種土地
[00:03:46.000 --> 00:03:48.000]  耶穌很喜歡用比喻呢
[00:03:48.000 --> 00:03:50.000]  跟當時的人說話呢
[00:03:50.000 --> 00:03:52.000]  其中一個明顯的理由呢
[00:03:52.000 --> 00:03:54.000]  是很容易明白
[00:03:54.000 --> 00:03:55.000]  印象很深刻
[00:03:55.000 --> 00:03:59.000]  因為常常都是他們生活的一些例子
[00:03:59.000 --> 00:04:01.000]  他們生活是農耕社會
[00:04:01.000 --> 00:04:05.000]  他們就清楚地知道撒種這個東西
[00:04:05.000 --> 00:04:08.000]  種子他們就這樣撒
[00:04:08.000 --> 00:04:14.000]  有些是落在不同的土地上面的
[00:04:14.000 --> 00:04:16.000]  種類的土地上面的
[00:04:16.000 --> 00:04:18.000]  那麼我們再看啊
[00:04:18.000 --> 00:04:19.000]  在這裡呢
[00:04:19.000 --> 00:04:24.000]  我們要快快地進去耶穌解釋祂講比喻的原因
[00:04:24.000 --> 00:04:26.000]  這一段我們要細心思想了
[00:04:26.000 --> 00:04:28.000]  因為這一段經文呢
[00:04:28.000 --> 00:04:31.000]  常常都是我們覺得很難理解的
[00:04:31.000 --> 00:04:33.000]  我們看一下啊
[00:04:33.000 --> 00:04:34.000]  這裡就說呢
[00:04:34.000 --> 00:04:36.000]  沒有人的時候 無人的時候呢
[00:04:36.000 --> 00:04:39.000]  跟隨耶穌的人和十二個門徒呢
[00:04:39.000 --> 00:04:41.000]  問祂這個比喻的意思
[00:04:41.000 --> 00:04:43.000]  耶穌呢就對他們說
[00:04:43.000 --> 00:04:46.000]  神國的奧秘只叫你們知道
[00:04:46.000 --> 00:04:48.000]  若是對外人講呢
