
[00:00:00.000 --> 00:00:04.480]  好 今天我講的講題是「知恩與知罪」
[00:00:04.480 --> 00:00:10.400]  是《路加福音》的17章11-19節和19章的1-10節
[00:00:10.400 --> 00:00:14.200]  都是一個大家都耳熟能詳的故事
[00:00:14.200 --> 00:00:20.680]  在開始之前就講起關於我們關於「知恩與知罪」
[00:00:20.680 --> 00:00:22.880]  就是知道我們的罪的時候
[00:00:22.880 --> 00:00:25.280]  不知道大家會想起什麼呢
[00:00:25.280 --> 00:00:28.880]  就是我們人生究竟有沒有多一次機會呢
[00:00:28.880 --> 00:00:34.280]  好像有一個問題上個星期Johnny有篇道去講
[00:00:34.280 --> 00:00:38.280]  當我們知道我們作為基督徒有這個信仰
[00:00:38.280 --> 00:00:39.720]  我們去上天堂
[00:00:39.720 --> 00:00:44.320]  去問的時候究竟罪人或者犯過罪的人
[00:00:44.320 --> 00:00:48.160]  他究竟有沒有這個機會去上天堂呢
[00:00:48.160 --> 00:00:50.360]  是不是我們成為了基督徒
[00:00:50.360 --> 00:00:53.280]  或者我們成為了基督徒之後
[00:00:53.280 --> 00:00:55.080]  我們被人犯錯就會立刻落地獄呢
[00:00:55.080 --> 00:00:59.120]  究竟神的恩典以及他的mercy
[00:00:59.120 --> 00:01:05.080]  以及這個罪究竟是怎樣帶給我們一個信仰的體驗呢
[00:01:05.080 --> 00:01:07.920]  究竟神是不是只是說關於我們
[00:01:07.920 --> 00:01:09.800]  只是做好事就一定要上天堂呢
[00:01:09.800 --> 00:01:11.240]  是不是做壞事那一刻
[00:01:11.240 --> 00:01:14.280]  我們就會立刻被人判了去地獄呢
[00:01:14.280 --> 00:01:15.400]  但聖經不是這樣說
[00:01:15.400 --> 00:01:19.120]  聖經說當我們每個人死了之後
[00:01:19.120 --> 00:01:21.080]  我們都會面對那個trial
[00:01:21.080 --> 00:01:22.960]  那個審判的時候
[00:01:22.960 --> 00:01:25.400]  全部都是我們內心
[00:01:25.400 --> 00:01:30.160]  在這個現世我們去活出來的那一份
[00:01:30.160 --> 00:01:33.160]  我們怎樣去活到主的信仰呢
[00:01:33.160 --> 00:01:37.280]  我們內心的義和神的關係是什麼呢
[00:01:37.280 --> 00:01:40.840]  今天就會說這兩個的故事
[00:01:40.840 --> 00:01:42.360]  讓大家去思索一下
[00:01:42.360 --> 00:01:47.080]  究竟我們要怎樣去知道自己的罪
[00:01:47.080 --> 00:01:50.360]  同時又要知道怎樣去將感恩獻給神
[00:01:50.360 --> 00:01:53.880]  用我們今天去體驗我們整個生命的時候
[00:01:53.880 --> 00:01:55.960]  我們今天可以有些什麼得著
[00:01:55.960 --> 00:01:58.640]  在這兩個記載裡面
[00:01:58.640 --> 00:02:04.440]  好,那我邀請大家一起讀
[00:02:04.440 --> 00:02:06.560]  大家看到橙色highlight了嗎
[00:02:06.560 --> 00:02:08.560]  就是這個,有沒有看到
[00:02:08.560 --> 00:02:10.080]  13字是橙色highlight了
[00:02:10.080 --> 00:02:13.280]  那橙色highlight了是想你們讀的
[00:02:13.280 --> 00:02:14.440]  那其餘的就我讀了
[00:02:14.440 --> 00:02:15.240]  預備了
[00:02:15.240 --> 00:02:17.040]  他進入了一個村子
[00:02:17.040 --> 00:02:19.840]  有十個麻風病人迎面而來
[00:02:19.840 --> 00:02:21.280]  遠遠地站著
[00:02:21.280 --> 00:02:28.200]  耶穌看見他們就跟他們說
[00:02:28.200 --> 00:02:31.480]  你們去把身體給祭司檢查
[00:02:31.480 --> 00:02:33.880]  他們靜去的時候就潔淨了
[00:02:33.880 --> 00:02:36.120]  其中有一個見自己已經好了
[00:02:36.120 --> 00:02:38.920]  就回來大聲歸榮耀給上帝
[00:02:38.920 --> 00:02:41.040]  又俯伏在耶穌前感謝他
[00:02:41.040 --> 00:02:42.840]  這人是撒瑪利亞人
[00:02:42.840 --> 00:02:43.800]  耶穌回答說
[00:02:43.800 --> 00:02:46.000]  潔淨了的不是十個人嗎
[00:02:46.000 --> 00:02:47.800]  那九個在哪裡呢
[00:02:47.800 --> 00:02:50.520]  除了這外族人再沒有別人回來
[00:02:50.520 --> 00:02:52.520]  歸榮耀給上帝嗎
[00:02:52.520 --> 00:02:58.760]  在這個很簡單的
[00:02:58.760 --> 00:03:01.520]  勞駕福音17章11至19節
[00:03:01.520 --> 00:03:04.640]  很簡單的一個內容
[00:03:04.640 --> 00:03:06.080]  大家都聽過了
[00:03:06.080 --> 00:03:09.800]  就是說耶穌去一個村子醫治十個麻風病人
[00:03:09.800 --> 00:03:11.920]  只有一個回來感謝神
[00:03:11.920 --> 00:03:14.440]  其餘的九個是不知所蹤
[00:03:14.440 --> 00:03:17.880]  當我們細著這個經文更多細節的時候
[00:03:17.880 --> 00:03:21.840]  我們可以看到一個很特別的細節
[00:03:21.840 --> 00:03:27.720]  為什麼他們要站在這麼遠叫耶穌呢
[00:03:27.720 --> 00:03:29.400]  原來在麻風病人裡面
[00:03:29.400 --> 00:03:31.560]  大家如果記得Pastor Carmen所說的
[00:03:31.560 --> 00:03:34.440]  麻風病人是因為他們的皮膚病
[00:03:34.440 --> 00:03:36.640]  是一個傳染性的皮膚病
[00:03:36.640 --> 00:03:40.840]  最重要的是他們象徵著他們的不潔症
[00:03:40.840 --> 00:03:43.520]  不潔症就是犯了罪
[00:03:43.520 --> 00:03:46.120]  又或者是與神隔絕的一個情況
[00:03:46.120 --> 00:03:48.240]  雖然聖經沒有詳細記載
[00:03:48.240 --> 00:03:50.720]  到底這十個人犯了什麼罪
[00:03:50.720 --> 00:03:54.520]  令他們有麻風病
[00:03:54.520 --> 00:03:58.280]  但是當你發現那個人身上有這個病的時候
[00:03:58.280 --> 00:04:00.360]  你覺得那些人會怎麼想呢
[00:04:00.360 --> 00:04:01.760]  情況就很簡單
[00:04:01.760 --> 00:04:03.600]  大家有經歷過疫情
[00:04:03.600 --> 00:04:05.800]  你幻想一下自己有一天起床
[00:04:05.800 --> 00:04:06.720]  Test
[00:04:06.720 --> 00:04:08.720]  你有兩條線
[00:04:08.720 --> 00:04:09.480]  不僅如此
[00:04:09.480 --> 00:04:11.160]  你還要走出街跟別人說
[00:04:11.160 --> 00:04:12.400]  我中了
[00:04:12.400 --> 00:04:13.400]  我中了COVID
[00:04:13.400 --> 00:04:14.640]  大概就是這樣
[00:04:14.640 --> 00:04:17.600]  因為當時的情況就是要這樣
[00:04:17.600 --> 00:04:19.280]  有麻風病的病人
[00:04:19.280 --> 00:04:21.280]  他們是要告訴別人
[00:04:21.280 --> 00:04:22.360]  我是不潔症的
[00:04:22.360 --> 00:04:23.720]  我是不潔症
[00:04:23.720 --> 00:04:26.720]  他要告訴別人你要遠離我
[00:04:26.720 --> 00:04:27.920]  而你想一下
[00:04:27.920 --> 00:04:29.560]  你作為患了病的人
[00:04:29.560 --> 00:04:31.400]  你會有什麼感受
[00:04:31.400 --> 00:04:32.920]  你失去了很多東西
[00:04:32.920 --> 00:04:36.520]  失去了別人對你的尊重
[00:04:36.520 --> 00:04:41.760]  失去了別人看你一個正常的眼光
[00:04:41.760 --> 00:04:43.480]  你已經失去了
[00:04:43.480 --> 00:04:44.720]  又或者相反
[00:04:44.720 --> 00:04:47.520]  你跟一班朋友去聚會完
[00:04:47.520 --> 00:04:49.160]  你的朋友跟你說
[00:04:49.160 --> 00:04:51.040]  我中了
[00:04:51.040 --> 00:04:54.760]  那時候你的心會很忐忑
[00:04:54.760 --> 00:04:55.560]  你會想一下
[00:04:55.560 --> 00:04:58.080]  那我是不是也會有
[00:04:58.080 --> 00:05:00.400]  但是你馬上檢查你又不會知道
[00:05:00.400 --> 00:05:02.200]  因為有潛伏期
[00:05:02.200 --> 00:05:05.920]  去到你病發或者你一直檢查的時候
[00:05:05.920 --> 00:05:07.880]  你都不會知道究竟
[00:05:07.880 --> 00:05:10.320]  你會不會是中了COVID的那一個
[00:05:10.320 --> 00:05:13.320]  而當我們用這個視覺去代入他們的時候
[00:05:13.320 --> 00:05:16.680]  我們就會明白到他們正在經歷什麼
[00:05:16.680 --> 00:05:17.840]  他們在耶穌
[00:05:17.840 --> 00:05:19.600]  他們當見到耶穌的時候
