
[00:00:00.000 --> 00:00:02.000]  鄧小姐早安
[00:00:02.000 --> 00:00:07.600]  今天我們在主日送拜裡面
[00:00:07.600 --> 00:00:11.360]  特別來到繼續延續我們過去
[00:00:11.360 --> 00:00:17.000]  我們看啟示錄的訊息
[00:00:17.000 --> 00:00:22.080]  我們今天看到會去到啟示錄
[00:00:22.080 --> 00:00:25.800]  已經是去到終結的一個部分
[00:00:25.800 --> 00:00:31.040]  關於三輪審判的異象
[00:00:31.040 --> 00:00:34.120]  帶出的一個訊息給我們知道
[00:00:34.120 --> 00:00:36.720]  讓我們的心都在神的面前
[00:00:36.720 --> 00:00:41.920]  有這一份的專注
[00:00:41.920 --> 00:00:44.320]  今天這個世代雖然很混亂
[00:00:44.320 --> 00:00:45.920]  是很複雜
[00:00:45.920 --> 00:00:49.200]  也在科技可以說一日千里
[00:00:49.200 --> 00:00:51.520]  但正正也是這個時代
[00:00:51.520 --> 00:00:52.880]  要我們做的
[00:00:52.880 --> 00:00:54.200]  是警醒
[00:00:54.200 --> 00:00:56.400]  我們必須要很專注
[00:00:56.400 --> 00:00:58.200]  回到聖經的說話
[00:00:58.200 --> 00:01:01.000]  啟示錄是一個很特別的書卷
[00:01:01.000 --> 00:01:06.000]  讓我們來到一個很遠
[00:01:06.000 --> 00:01:09.800]  但也來得很近的一個視角
[00:01:09.800 --> 00:01:12.000]  這麼遠那麼近
[00:01:12.000 --> 00:01:13.600]  是因為我們裡頭
[00:01:13.600 --> 00:01:14.600]  我們有聖靈
[00:01:14.600 --> 00:01:17.800]  有主耶穌給過我們的說話
[00:01:17.800 --> 00:01:20.000]  我們知道這位歷史的主
[00:01:20.000 --> 00:01:22.800]  確實讓我們有前瞻性
[00:01:22.800 --> 00:01:24.000]  可以看見
[00:01:24.000 --> 00:01:27.200]  將會人類歷史在終結之前
[00:01:27.200 --> 00:01:29.400]  要發生一幕又一幕
[00:01:29.400 --> 00:01:32.200]  這些情景這些災禍
[00:01:32.200 --> 00:01:34.400]  背後其實是神的審判
[00:01:34.400 --> 00:01:36.200]  但神審判的背後
[00:01:36.200 --> 00:01:38.400]  是想人回轉
[00:01:38.400 --> 00:01:41.200]  不過可惜的是那些
[00:01:41.200 --> 00:01:44.800]  是真的到死都不肯悔改的人
[00:01:44.800 --> 00:01:48.400]  這是令我們心裡最難過的事
