
[00:00:00.000 --> 00:00:04.200]  趙: 《心靈記》第八章,第一到第四節是這樣記載
[00:00:04.200 --> 00:00:07.040]  趙: 耶和華吩咐摩西說你要吩咐亞倫對他說
[00:00:07.040 --> 00:00:11.080]  趙: 點燈的時候七盞燈都要照亮燈台前面
[00:00:11.080 --> 00:00:15.560]  趙: 亞倫就照樣做了,他點燈照亮了燈台的前面
[00:00:15.560 --> 00:00:18.360]  趙: 正如耶和華所吩咐摩西的
[00:00:18.360 --> 00:00:22.200]  趙: 燈台是這樣做的,燈台是用金打出來的
[00:00:22.200 --> 00:00:29.240]  趙: 連座帶花都是打出來的,整個沒有任何的配件加下去
[00:00:29.240 --> 00:00:35.480]  趙: 摩西照著耶和華所吩咐的樣式,做了燈台
[00:00:35.480 --> 00:00:42.120]  趙: 文訴記第七章,詳細記載了回望奉獻禮的詳情
[00:00:42.120 --> 00:00:44.440]  趙: 有時候我們看這章經文,我們通常都是這樣的
[00:00:44.440 --> 00:00:46.960]  趙: 看一看下面的都差不多,讀完一段就停了
[00:00:46.960 --> 00:00:49.520]  趙: 因為覺得下面說的東西都是差不多
[00:00:49.520 --> 00:00:55.040]  趙: 但上次林牧師告訴我們為什麼聖經要這樣記載十二次
[00:00:55.040 --> 00:00:58.920]  趙: 回望的奉獻代表了聖所器具的啟用
[00:00:58.920 --> 00:01:02.880]  趙: 也是祭司侍奉的開始
[00:01:02.880 --> 00:01:05.280]  趙: 所以按中埃及記三十七章的記載
[00:01:05.280 --> 00:01:08.080]  趙: 聖所裡面安神的命令
[00:01:08.080 --> 00:01:13.440]  趙: 有祭壇、香壇、燈台和公桌
[00:01:13.440 --> 00:01:18.440]  趙: 公桌就是放陳設餅的那張桌子
[00:01:18.440 --> 00:01:22.880]  趙: 祭壇和香壇在前一章以色列十二支派的領袖
[00:01:22.880 --> 00:01:29.000]  趙: 來到回望作出奉獻的時候,如果我們細心留意已經啟用了
[00:01:29.000 --> 00:01:31.400]  趙: 但在祭司進入回望侍奉之前
[00:01:31.400 --> 00:01:35.040]  趙: 燈台和桌子也都要被啟用
[00:01:35.040 --> 00:01:37.800]  趙: 就是說所有的器物要先被啟用
[00:01:37.800 --> 00:01:41.320]  趙: 然後祭司才進入回望
[00:01:41.320 --> 00:01:48.240]  趙: 燈台的火被點著之後,聖經告訴我們要永遠都點著
[00:01:48.240 --> 00:01:52.760]  趙: 港督堂崇拜完了,四堂崇拜之後這裡的燈就熄了
[00:01:52.760 --> 00:01:56.200]  趙: 但在回望裡面不是,不是祭司進去之前才點
[00:01:56.200 --> 00:02:02.240]  趙: 沒得省的,一點就要永遠點下去,不能夠讓它熄滅
[00:02:02.240 --> 00:02:04.560]  趙: 尼米的二十四章第二第三節告訴我們
[00:02:04.560 --> 00:02:08.360]  趙: 這個這麼重要的職責是由大祭司負責
[00:02:08.360 --> 00:02:14.800]  趙: 他每天都要看一下油夠不夠,讓這盞燈不會熄滅
[00:02:14.800 --> 00:02:19.200]  趙: 而桌子當中的陳設餅也都要由祭司定期更換
[00:02:19.200 --> 00:02:22.200]  趙: 相信是一個星期換一次
[00:02:22.200 --> 00:02:25.080]  趙: 而這層設餅只有祭司可以吃
[00:02:25.080 --> 00:02:29.680]  趙: 我想七天之後好不好吃的呢?不知道
[00:02:29.680 --> 00:02:33.680]  趙: 不過聖經裡面告訴我們還有人吃過的,記不記得是誰?大衛
[00:02:33.680 --> 00:02:39.240]  趙: 但按聖經這裡說,在聖經的教導裡面只有祭司可以吃
[00:02:39.240 --> 00:02:43.760]  趙: 當回望一切的器皿完成啟用禮之後,回望就可以用了
[00:02:43.760 --> 00:02:49.520]  趙: 不過硬件預備好了,軟件也是不能怠慢
[00:02:49.520 --> 00:02:58.480]  趙: 所以接下來就是利美人進入預備承擔服事之責的潔淨儀式
[00:02:58.480 --> 00:03:02.880]  趙: 利美人是十二支派之一,大神將他們分別出來
[00:03:02.880 --> 00:03:06.400]  趙: 代替以色列人當中的長子
[00:03:06.400 --> 00:03:09.040]  趙: 在民俗的第三章十一到十三節是這樣記載的
[00:03:09.040 --> 00:03:14.960]  趙: 他說,吩咐摩西雪漢,我從以色列人中選了利美人
[00:03:14.960 --> 00:03:19.120]  趙: 代替以色列人中所有投胎的長子
[00:03:19.120 --> 00:03:22.920]  趙: 利美人要歸我,因為凡投生的是我的
[00:03:22.920 --> 00:03:28.400]  趙: 我在埃及地擊殺所有投生的那一日,就把以色列中所有投生的
[00:03:28.400 --> 00:03:32.960]  趙: 無論是人或牲畜,都分別遺姓歸我
[00:03:32.960 --> 00:03:36.720]  趙: 他們定要屬我,我是耶和華
[00:03:36.720 --> 00:03:42.560]  趙: 我相信大家記得的,所有以色列的家庭門徽門框抹了血之後
[00:03:42.560 --> 00:03:47.680]  趙: 奪命的天使就越過去,以至這些以色列房屋裡面的長子無被殺
[00:03:47.680 --> 00:03:51.600]  趙: 但神說以後這些長子是屬於我的
[00:03:51.600 --> 00:03:56.640]  趙: 對於這一班被分別出來服侍他的人,在進入會幕之先
[00:03:56.640 --> 00:03:59.520]  趙: 神說他們要先進行一個潔淨的禮儀
[00:03:59.520 --> 00:04:07.200]  趙: 這個禮儀的目的,是要把利美人從世界當中分別出來獻給神
[00:04:07.200 --> 00:04:10.800]  趙: 所以神說你要從以色列人中選出利美人來潔淨他們
[00:04:10.800 --> 00:04:14.520]  趙: 我們知道入到迦南地,神說利美人沒有地沒有田
[00:04:14.520 --> 00:04:19.400]  趙: 沒有屬於他們的財產,因為他們是被選召出來服侍神的人
[00:04:19.400 --> 00:04:24.360]  趙: 其他的人就會將他們的奉獻奉獻到會幕或聖殿的時候
[00:04:24.360 --> 00:04:33.000]  趙: 這班利美人就從當中,從他們的侍奉裡面來得到他們的公認
[00:04:33.000 --> 00:04:36.120]  趙: 我們知道利美人原本是以色列十二個支派之一
[00:04:36.120 --> 00:04:42.440]  趙: 但神吩咐他們將這班人分別出來幫助祭司亞倫
[00:04:42.440 --> 00:04:51.280]  趙: 和祂的兒子在會幕面前執行任務辦理帳目的事
[00:04:51.280 --> 00:04:55.680]  趙: 神很清楚地說出祂揀選利美人的原因
[00:04:55.680 --> 00:04:58.760]  趙: 這裡是重複說的,剛才第三章我們已經看到了
[00:04:58.760 --> 00:05:01.440]  趙: 但在第八章這裡神再說一次,在十六到十九節
[00:05:01.440 --> 00:05:05.320]  趙: 祂說因為他們是從以色列人當中傳言獻給我的
[00:05:05.320 --> 00:05:09.680]  趙: 我選他們歸我代替以色列人中所有投胎的長子
[00:05:09.680 --> 00:05:14.720]  趙: 因為以色列人中凡投生的無論是人或牲畜都是我的
[00:05:14.720 --> 00:05:17.360]  趙: 我在埃及地擊殺所有投生的那一天
[00:05:17.360 --> 00:05:20.120]  趙: 已經將他們分別為姓歸我
[00:05:20.120 --> 00:05:23.880]  趙: 我選利美人代替以色列人中所有投生的
[00:05:23.880 --> 00:05:31.280]  趙: 我從以色列人中將利美人給亞倫和他的兒子作為賞賜
[00:05:31.280 --> 00:05:36.720]  趙: 在會幕中為以色列人侍奉,又為以色列人贖罪
