
[00:00:00.000 --> 00:00:04.400]  我今天講題就是Ready Player One
[00:00:04.400 --> 00:00:09.080]  我這個講題就是參考了一套電影
[00:00:09.080 --> 00:00:10.880]  不知道大家有沒有看過
[00:00:10.880 --> 00:00:15.200]  就是香港英雄役造挑戰者一號
[00:00:15.200 --> 00:00:18.280]  這套電影已經有一段時間了
[00:00:18.280 --> 00:00:22.000]  裡面其實講到有一個遊戲設計師
[00:00:22.000 --> 00:00:25.800]  他開發了一款很受歡迎的遊戲
[00:00:25.800 --> 00:00:29.880]  這款遊戲就因為全世界很多人都有玩
[00:00:29.880 --> 00:00:33.800]  所以它的市值也有差不多
[00:00:33.800 --> 00:00:37.600]  有一天這個遊戲的設計師就死了
[00:00:37.600 --> 00:00:40.440]  然後他就發佈了一條影片說
[00:00:40.440 --> 00:00:46.080]  接下來我會在我設計遊戲有三個關卡
[00:00:46.080 --> 00:00:49.480]  當有一個人成功完成這個關卡
[00:00:49.480 --> 00:00:52.080]  就可以擁有這款遊戲
[00:00:52.080 --> 00:00:54.280]  當你擁有了這款遊戲
[00:00:54.280 --> 00:00:57.080]  你當然就有很多的資產
[00:00:57.080 --> 00:01:02.000]  裡面有很多不同的人都很想去挑戰這些關卡
[00:01:02.000 --> 00:01:08.680]  電影裡面的主角就經歷了很多重重的挑戰之後
[00:01:08.680 --> 00:01:12.600]  就成功完成這三個的挑戰
[00:01:12.600 --> 00:01:18.880]  在電影的最後他就見到一個遊戲設計師
[00:01:18.880 --> 00:01:20.400]  類似是分身的樣子
[00:01:20.400 --> 00:01:23.800]  就跟他說多謝你玩我這款遊戲
[00:01:23.800 --> 00:01:27.880]  他最後就見到那個遊戲開發者
[00:01:27.880 --> 00:01:32.200]  就見到他達成了他想要的目標
[00:01:32.200 --> 00:01:36.080]  今個月的主題就是Let me see Jesus
[00:01:36.080 --> 00:01:40.480]  上星期Pastor Tim就跟我們分享了
[00:01:40.480 --> 00:01:42.480]  我們有時候見到上帝的情景
[00:01:42.480 --> 00:01:46.680]  就不像一些大火一樣很轟烈很爆
[00:01:46.680 --> 00:01:51.000]  有時候就可能小小聲地跟我們說話
[00:01:51.000 --> 00:01:55.680]  而今日的講題就是Ready Player One
[00:01:55.680 --> 00:02:02.280]  不知道大家是不是真的準備好去見上帝呢?
[00:02:02.280 --> 00:02:07.880]  我們今天的經文就是出自這個約伯記
[00:02:07.880 --> 00:02:12.800]  如果我不知道大家想起見到上帝的心情是怎樣
[00:02:12.800 --> 00:02:16.480]  你可能會很開心?很緊張?
[00:02:16.480 --> 00:02:19.480]  你很害怕?還是很興奮?
[00:02:19.480 --> 00:02:23.280]  但如果你問今天的主角約伯
[00:02:23.280 --> 00:02:25.080]  其實他見到上帝
[00:02:25.080 --> 00:02:31.280]  他的心情是很複雜、很不敢交集
[00:02:31.280 --> 00:02:35.480]  而約伯記的一開始就說到
[00:02:35.480 --> 00:02:39.880]  約伯是一個完全正直的人
[00:02:39.880 --> 00:02:42.480]  這個世界沒有其他人像他這樣
[00:02:42.480 --> 00:02:45.080]  是完全正直地敬畏上帝
[00:02:45.080 --> 00:02:47.680]  而上帝就跟撒旦說
[00:02:47.680 --> 00:02:51.080]  你有沒有見過這個人約伯?
[00:02:51.080 --> 00:02:52.480]  撒旦就說
[00:02:52.480 --> 00:02:55.680]  他這樣做怎會沒有原因
[00:02:55.680 --> 00:02:57.080]  因為你對他好
[00:02:57.080 --> 00:03:00.080]  他才對你好的
[00:03:00.080 --> 00:03:02.280]  如果你把他所有的東西都拿走
[00:03:02.280 --> 00:03:06.080]  約伯就不會對你那麼好
[00:03:06.080 --> 00:03:10.480]  而上帝就沒有攔阻撒旦的行為
[00:03:10.480 --> 00:03:17.480]  之後撒旦就經歷了三件他非常痛苦的事情
[00:03:17.480 --> 00:03:21.680]  首先他失去了他的兒女
[00:03:21.680 --> 00:03:25.280]  第二他失去了他的財產
[00:03:25.280 --> 00:03:30.480]  第三他渾身都塞滿了毒瘡
[00:03:30.480 --> 00:03:32.080]  面對這樣的情景
[00:03:32.080 --> 00:03:33.280]  不要說三件事
[00:03:33.280 --> 00:03:38.080]  可能其中一件事已經足夠令我們崩潰
[00:03:38.080 --> 00:03:40.280]  你可以試想像一下
[00:03:40.280 --> 00:03:42.880]  如果你身邊有很多朋友親人
[00:03:42.880 --> 00:03:45.680]  都突然離開這個世界
[00:03:45.680 --> 00:03:49.280]  又或者你很辛苦儲下的財產
[00:03:49.280 --> 00:03:51.880]  一夜之間就沒有了
[00:03:51.880 --> 00:03:55.880]  或者在一個平時你覺得很健康的情況下
[00:03:55.880 --> 00:03:57.680]  突然之間你確診
[00:03:57.680 --> 00:04:00.080]  患上一些很嚴重的疾病
[00:04:00.080 --> 00:04:03.680]  當你遇見這三件其中一種的情況
[00:04:03.680 --> 00:04:08.480]  就已經覺得非常非常痛苦
[00:04:08.480 --> 00:04:12.280]  而約伯要經歷這三件事
[00:04:12.280 --> 00:04:16.080]  當然他都覺得很辛苦
[00:04:16.080 --> 00:04:22.080]  而今日我選擇的經文就是約伯記的二十三章
[00:04:22.080 --> 00:04:25.680]  裏面就說到約伯他自己覺得
[00:04:25.680 --> 00:04:27.080]  他很想見到上帝
[00:04:27.080 --> 00:04:29.080]  他很想和上帝說
[00:04:29.080 --> 00:04:32.080]  如果我見到你的話
[00:04:32.080 --> 00:04:35.280]  這一刻我最需要就是想和你說
[00:04:35.280 --> 00:04:39.080]  為什麼我會遇到這些事
[00:04:39.080 --> 00:04:43.480]  而約伯記的二十三章三字是這樣提到
[00:04:43.480 --> 00:04:48.680]  惟願我能知道在那裏可以尋見上帝
[00:04:48.680 --> 00:04:51.680]  能在他的台前
[00:04:51.680 --> 00:04:55.080]  約伯他這種說很想見上帝
[00:04:55.080 --> 00:04:59.080]  其實他不是一種很有盼望很想見到上帝
[00:04:59.080 --> 00:05:02.480]  而是有些覺得很無望無希望
[00:05:02.480 --> 00:05:07.880]  但又很想在無希望裏面那種小小的渴望
[00:05:07.880 --> 00:05:12.080]  神呢,他沒有辦法好像Church GPT那樣
[00:05:12.080 --> 00:05:13.680]  你叫他就出現
[00:05:13.680 --> 00:05:16.480]  我們現在經常都會用Church GPT
[00:05:16.480 --> 00:05:18.480]  你可能一天有三千個信用卡
[00:05:18.480 --> 00:05:20.080]  你很想有東西馬上問
[00:05:20.080 --> 00:05:21.880]  很想馬上有結果
[00:05:21.880 --> 00:05:24.080]  可能你選擇一部手機
[00:05:24.080 --> 00:05:25.480]  選擇一部相機
[00:05:25.480 --> 00:05:26.480]  你不懂得選擇
[00:05:26.480 --> 00:05:28.480]  你很想問Church GPT
[00:05:28.480 --> 00:05:29.880]  他就給你一個答案
[00:05:29.880 --> 00:05:31.880]  你就很快就解決了
[00:05:31.880 --> 00:05:35.480]  但神並不是Church GPT
[00:05:35.480 --> 00:05:38.680]  他沒有辦法我們按一個信息
[00:05:38.680 --> 00:05:39.680]  他就馬上出現
[00:05:39.680 --> 00:05:41.280]  就回答我們的問題
[00:05:41.280 --> 00:05:44.280]  約伯他自己都知道這一點
[00:05:44.280 --> 00:05:46.880]  他都知道就算他講什麼都好
[00:05:46.880 --> 00:05:49.480]  他都沒有辦法間眼見到神出來
[00:05:49.480 --> 00:05:52.080]  但約伯仍然他決心
[00:05:52.080 --> 00:05:55.080]  去上帝講自己有什麼訴求
[00:05:55.080 --> 00:05:58.480]  就是他想尋見見到上帝
[00:05:58.480 --> 00:06:00.680]  在約伯記的開頭講了
[00:06:00.680 --> 00:06:02.880]  約伯是一個完全正直的人
[00:06:02.880 --> 00:06:06.880]  我們這個世界都很難找到像他這樣的人
[00:06:06.880 --> 00:06:09.880]  所以來到第四至七節的內容
[00:06:09.880 --> 00:06:13.080]  其實都很難可以像約伯那樣講
