
[00:00:00.000 --> 00:00:03.000]  港福堂的弟兄姊妹,逐日早安。
[00:00:03.000 --> 00:00:10.000]  非常抱歉,我不會講廣東話,所以麻煩各位了。
[00:00:10.000 --> 00:00:17.000]  今天先代表世界華服中心,謝謝港福堂一起來對華服運動的支持。
[00:00:17.000 --> 00:00:21.000]  今天要講的題目叫做「走一條新路」。
[00:00:21.000 --> 00:00:28.000]  我想問大家一下,如果可以選你喜歡走新路的,可以舉一下你的手嗎?
[00:00:28.000 --> 00:00:38.000]  我是超愛的,但結婚之後,當太太在旁邊的時候,我就比較不敢走新路。
[00:00:38.000 --> 00:00:45.000]  昨天收到林承鑫牧師的信息,他很貼心,就問我說
[00:00:45.000 --> 00:00:53.000]  「董牧師,今天來港福堂,講到你知不知道怎麼走,需不需要我派弟兄去接你?」
[00:00:53.000 --> 00:01:00.000]  其實我每一次來都是有人帶我來的,但這一次我就想,我的題目叫做「走一條新路」。
[00:01:00.000 --> 00:01:08.000]  我就憑著信心跟林牧師說,林牧師沒事的,我來過幾次,應該可以我自己來。
[00:01:08.000 --> 00:01:16.000]  所以今天早上我就拎著我的行李箱,從油麻地走一條新路來到這裡。
[00:01:16.000 --> 00:01:21.000]  很多人喜歡走舊路,因為舊路有安全感。
[00:01:21.000 --> 00:01:31.000]  我們熟悉,我們知道,有些人喜歡走新路,因為在新路當中似乎是有新鮮的事情發生。
[00:01:31.000 --> 00:01:38.000]  但其實本質上,我們都喜歡走比較安全的路。
[00:01:38.000 --> 00:01:42.000]  如果我們覺得這條新路不安全,我們大概不會走。
[00:01:42.000 --> 00:01:48.000]  如果我們覺得這條舊路已經也不安全了,我們可能也想找新路。
[00:01:48.000 --> 00:01:55.000]  所以在新路跟舊路的背後,根本的問題是我們的安全感到底建立在什麼之上?
[00:01:55.000 --> 00:02:04.000]  在我們今天讀的經文,明書記第九章,講到的是以色列人,他們在上帝的拯救下離開了埃及。
[00:02:04.000 --> 00:02:11.000]  他們要去到上帝應許他們的迦南美地,他們要走一條他們沒有走過的路。
[00:02:11.000 --> 00:02:21.000]  如果你打開地圖,你會看到其實從埃及到迦南地,就是今天的以色列,距離其實不太遠,還蠻近的。
[00:02:21.000 --> 00:02:27.000]  我估計如果我來走,一個月一定走得到。
[00:02:27.000 --> 00:02:35.000]  就好像今天早上從油麻地走來這裡,我估計如果有人可以走的通道的話,應該一天一定走得到。
[00:02:35.000 --> 00:02:42.000]  再怎麼慢,一天大概也走,划船可能都可以,是來得到的。
[00:02:42.000 --> 00:02:54.000]  可是上帝卻帶以色列百姓走了四十年,上帝為什麼帶上帝的百姓繞道在曠野走了四十年呢?
[00:02:54.000 --> 00:02:59.000]  在一個生活在講求效率的香港,我想我們都很困惑對不對?
[00:02:59.000 --> 00:03:04.000]  如果老闆交辦的事情一個月可以做完,你做了四十年。
[00:03:04.000 --> 00:03:11.000]  我想你大概等不到走完的那一天了,你就已經被let go。
[00:03:11.000 --> 00:03:15.000]  我們從小也被教導說要贏在起跑線。
[00:03:15.000 --> 00:03:26.000]  我們的社會,我們的文化,整個世界全球資本主義的大環境都不斷的在告訴我們,效率,效率,效率。
[00:03:26.000 --> 00:03:33.000]  我有一個朋友在美國的科技業矽谷工作,他跟我說他們的公司這幾年叫做效率之年。
[00:03:33.000 --> 00:03:42.000]  意思是什麼呢?意思就是沒有效率的就準備裁員,效率似乎把我們推著走。
[00:03:42.000 --> 00:03:54.000]  但是面對以色列的百姓要進到上帝應許他們的迦南地,上帝更看重的不是效率,上帝更看重什麼呢?
[00:03:54.000 --> 00:04:00.000]  上帝更看重他的百姓是成為怎麼樣的一群人。
[00:04:00.000 --> 00:04:05.000]  以色列人在埃及其實要進到迦南地之前已經住了幾百年的時間。
[00:04:05.000 --> 00:04:13.000]  坦白講在埃及的當中,他們已經很習慣埃及的偶像崇拜的生活了,那是他們的日常。
[00:04:13.000 --> 00:04:25.000]  事實上就在今天讀的經文不久之前,以色列人才因為找不到摩西,就為自己雕刻了一個金牛堵。
[00:04:25.000 --> 00:04:31.000]  然後跟人說,看啊,這就是帶我們出埃及的耶和華上帝。
[00:04:31.000 --> 00:04:39.000]  今天的我們何嘗不是如此,很多時候我們以為我們信主之後,我們就在敬拜上帝。
[00:04:39.000 --> 00:04:47.000]  但是會不會很多時候我們跟當年的以色列百姓一樣,我們只不過是把過去敬拜的東西換了一個名字而已。
[00:04:47.000 --> 00:04:57.000]  我有一個好朋友在台灣的偏鄉牧羊教會,那裡是偶像崇拜非常盛行的。
[00:04:57.000 --> 00:05:05.000]  而且在台灣的偏鄉其實信主的比例可能不到0.1%,傳福音是非常困難的。
[00:05:05.000 --> 00:05:13.000]  當我有一次跟這位牧者在聊天的時候,我問他說在偏鄉傳福音最關鍵的是什麼的時候,
[00:05:13.000 --> 00:05:17.000]  他跟我說是要認識上帝的話,我很驚訝。
[00:05:17.000 --> 00:05:26.000]  但是這位牧者他跟我說,因為在偏鄉偶像崇拜民間宗教太普遍了,
[00:05:26.000 --> 00:05:34.000]  以至於如果他們只是來教會受洗的話,很多人只是把過去拜媽祖關公的那一套現在來拜耶穌而已。
[00:05:34.000 --> 00:05:42.000]  除非認識上帝的話,認識上帝是怎麼樣的一位上帝,生命才能夠真正的更新。
[00:05:42.000 --> 00:05:54.000]  因此相較於多快可以走到應許之地,上帝更在意的是怎麼樣在這個旅程當中改變、轉化上帝的百姓。
[00:05:54.000 --> 00:06:04.000]  在明初紀第九章一開始一節到十四節的時候,其實上帝在先告訴以色列百姓要怎麼守愉悅節,
[00:06:04.000 --> 00:06:11.000]  怎麼守一個敬拜的生活,然後在講完了怎麼過敬拜的生活之後,第十五節,
[00:06:11.000 --> 00:06:22.000]  立起帳目的那日,有雲彩遮蓋帳目,就是法櫃,或者一般講叫約櫃,我用的是和本修訂本,就是法櫃的帳目。
[00:06:22.000 --> 00:06:36.000]  從晚上到早晨,雲彩在帳目上,形狀如火,經常都是這樣,雲彩遮蓋帳目,夜間雲彩形狀如火。
[00:06:36.000 --> 00:06:43.000]  在要啟行的時候,上帝最在意的首先要建立是以色列百姓的敬拜生活,
[00:06:43.000 --> 00:06:50.000]  首先教導他們怎麼過愉悅節,然後立起帳目,帳目是什麼?帳目是上帝同在的地方。
[00:06:50.000 --> 00:06:56.000]  帳目是什麼?帳目是上帝同在的可見的印記。
[00:06:56.000 --> 00:07:01.000]  為什麼立帳目這件事情在啟行的時候這麼重要呢?
[00:07:01.000 --> 00:07:08.000]  因為不要忘記在不久之前,以色列百姓才為自己造了一個金有土犯罪得罪的上帝。
[00:07:08.000 --> 00:07:18.000]  因此上帝本來是說,摩西你帶他們去就好了,我不跟你們去,我派我的使者保證你們安安穩穩的進到應許之地,
[00:07:18.000 --> 00:07:24.000]  但是我不要與你們同去,免得這個百姓背逆犯罪,我看不下去。
[00:07:24.000 --> 00:07:30.000]  可是摩西不斷的為百姓代求,我們也看到上帝是有恩典、有憐憫的上帝。
[00:07:30.000 --> 00:07:39.000]  因此最後當上帝說我要與你們同在,當帳目立起,雲彩降下,遮蓋的時候,意思是什麼?
[00:07:39.000 --> 00:07:42.000]  意思是上帝選擇饒恕他的百姓。
[00:07:42.000 --> 00:07:46.000]  意思是什麼?意思是上帝的同在不離不棄。
[00:07:46.000 --> 00:07:51.000]  意思是什麼?意思是上帝的恩典比我們的過犯更大。
[00:07:51.000 --> 00:07:56.000]  我很喜歡的一位牧師是美國的提摩泰凱勒牧師,他已經過世了。
[00:07:56.000 --> 00:08:05.000]  他在生前有一次說,如果用簡單一句話來總結福音是什麼的話,他是這樣總結的。
[00:08:05.000 --> 00:08:16.000]  他說福音就是我們比我們敢想像的更糟糕,而上帝比我們敢想像的更愛我們。
[00:08:16.000 --> 00:08:22.000]  什麼意思?就是不論你覺得你是多糟糕的一個人,對不起你對自己的認識還不夠深刻。
[00:08:22.000 --> 00:08:28.000]  不論我覺得我是一個多壞的人,對不起我對我的壞的理解還太膚淺。
[00:08:28.000 --> 00:08:38.000]  我們比我們想像的更糟糕,然而上帝卻比我們敢想像的更愛我們。
[00:08:38.000 --> 00:08:45.000]  因此當我們犯罪的時候,因此當我們感到自己離上帝很遠的時候,不論是什麼事情,
[00:08:45.000 --> 00:08:56.000]  我們要記得一件事情,上帝的愛提醒我們,我們在最終不是要逃離上帝,而是要逃向上帝。
[00:08:56.000 --> 00:09:01.000]  不是逃離上帝,而是逃向上帝。
[00:09:01.000 --> 00:09:07.000]  當立起帳目的那日,雲彩遮蓋了帳目,就提醒了上帝的百姓一件事情是,
[00:09:07.000 --> 00:09:18.000]  上帝的同在在祂的百姓的當中,在一群有罪的百姓當中,可是上帝的恩典大過我們的罪。
[00:09:18.000 --> 00:09:29.000]  而當這個雲彩降下之後,接著第十七節,雲彩幾時從帳目上升,以色列人就幾時起行,
[00:09:29.000 --> 00:09:38.000]  要起行了,要啟程了,終於要啟程了,雲彩在哪裡停住,以色列人就在哪裡安穩。
[00:09:38.000 --> 00:09:41.000]  蠻好的,有啟程有安穩。
[00:09:41.000 --> 00:09:50.000]  以色列人遵照耶和華的指示啟行,也遵照耶和華的指示安穩,聽起來都很好,但後面就不太好了。
