
[00:00:00.000 --> 00:00:01.760]  娘姐妹,平安!
[00:00:01.760 --> 00:00:04.260]  感恩我們又能夠在神的家
[00:00:04.260 --> 00:00:06.220]  一起來聽祂的道
[00:00:06.220 --> 00:00:08.060]  求上帝幫助我們
[00:00:08.060 --> 00:00:09.980]  那麼這個系列我們講過了
[00:00:09.980 --> 00:00:11.980]  世界是不穩定的
[00:00:11.980 --> 00:00:14.680]  那麼只有永恆不變的上帝
[00:00:14.680 --> 00:00:17.660]  才是我們人生真正的依靠
[00:00:17.660 --> 00:00:19.900]  這一點我們一定要記住
[00:00:19.900 --> 00:00:22.340]  回到教會經常被提醒
[00:00:22.340 --> 00:00:24.300]  以致我們不會徬徨
[00:00:24.300 --> 00:00:26.540]  就去亂亂抓其他的事情
[00:00:26.540 --> 00:00:28.580]  來成為我們的依靠
[00:00:28.580 --> 00:00:31.020]  那麼上帝的創造
[00:00:31.020 --> 00:00:32.980]  連在數學裡面
[00:00:32.980 --> 00:00:34.580]  都能夠看到祂的規律
[00:00:34.580 --> 00:00:36.720]  可以是永恆不變的
[00:00:36.720 --> 00:00:38.940]  所以有些學者說
[00:00:38.940 --> 00:00:42.660]  數學是最漂亮的言語
[00:00:42.660 --> 00:00:44.360]  非常的漂亮、工整
[00:00:44.360 --> 00:00:46.620]  然後喜歡研究數學的人
[00:00:46.620 --> 00:00:49.180]  看到更多裡面的奧秘
[00:00:49.180 --> 00:00:51.980]  那麼一加一等於二
[00:00:51.980 --> 00:00:54.220]  這個是祂的定律
[00:00:54.220 --> 00:00:55.660]  不會改變
[00:00:55.660 --> 00:00:58.940]  別擔心如果你是第一次聽這個講道系列
[00:00:58.940 --> 00:01:00.980]  那麼我們不是講很深奧的數學
[00:01:00.980 --> 00:01:03.980]  我們現在在講上帝的數學定律
[00:01:03.980 --> 00:01:06.780]  跟這個定律在這宇宙之中
[00:01:06.780 --> 00:01:09.660]  跟人生的定律的關係
[00:01:09.660 --> 00:01:12.980]  那麼我們上一次講了兩講
[00:01:12.980 --> 00:01:16.260]  第一講我們是說零加零
[00:01:16.260 --> 00:01:17.500]  等於什麼
[00:01:17.500 --> 00:01:18.900]  等於零
[00:01:18.900 --> 00:01:21.780]  那麼那時候我們看的經文是
[00:01:21.780 --> 00:01:24.340]  聖經說人種的是什麼
[00:01:24.340 --> 00:01:26.860]  人收的也是什麼
[00:01:26.860 --> 00:01:31.380]  你不要在家裡沒有種友善
[00:01:31.380 --> 00:01:34.260]  也就是希望在家裡得到友善
[00:01:34.260 --> 00:01:38.780]  你不要在家裡沒有在那邊種寬容的心
[00:01:38.780 --> 00:01:42.220]  你希望家裡的成員每個人都要寬容
[00:01:42.220 --> 00:01:44.540]  你種什麼就收什麼
[00:01:44.540 --> 00:01:46.580]  你不種就是零
[00:01:46.580 --> 00:01:47.900]  零加零
[00:01:47.900 --> 00:01:50.260]  你讓它自然的自然去收成
[00:01:50.260 --> 00:01:51.620]  它還是零
[00:01:51.620 --> 00:01:54.500]  所以上次我們第一講是講到這個
[00:01:54.500 --> 00:01:58.900]  那麼第二講我們是講對等規律
[00:01:58.900 --> 00:02:01.980]  A加B等於B加A
[00:02:01.980 --> 00:02:04.900]  它只要它的元素是在那裡的
[00:02:04.900 --> 00:02:06.980]  它不管它的次序是怎麼樣的
[00:02:06.980 --> 00:02:09.020]  它的元素是在那裡
[00:02:09.020 --> 00:02:11.380]  那麼我們看的是耶穌說的
[00:02:11.380 --> 00:02:13.660]  黃金法則
[00:02:13.660 --> 00:02:16.580]  你們願意人怎麼樣待你們
[00:02:16.580 --> 00:02:19.100]  你們也要怎樣待人
[00:02:19.100 --> 00:02:20.860]  這個黃金法則
[00:02:20.860 --> 00:02:25.140]  看到我們彼此相待是那麼的對等的
[00:02:25.140 --> 00:02:28.660]  但是到最後我們第二講的時候我們看到
[00:02:28.660 --> 00:02:31.300]  我們如果是一個僵局
[00:02:31.300 --> 00:02:34.300]  比如說彼此之間已經有了矛盾
[00:02:34.300 --> 00:02:36.700]  人際關係產生了矛盾
[00:02:36.700 --> 00:02:41.740]  那麼上帝是向屬於他的人說的
[00:02:41.740 --> 00:02:43.900]  你願意怎樣待
[00:02:43.900 --> 00:02:44.780]  人家怎麼待你
[00:02:44.780 --> 00:02:45.940]  你就怎樣待人
[00:02:45.940 --> 00:02:47.820]  你是有信仰的
[00:02:47.820 --> 00:02:49.660]  你是屬於神的
[00:02:49.660 --> 00:02:55.380]  你是可以做有力量做那個第一個去和解的
[00:02:55.380 --> 00:02:56.980]  去解決這個衝突的
[00:02:56.980 --> 00:02:58.500]  因為你是誰
[00:02:58.500 --> 00:03:00.220]  你是屬於上帝的
[00:03:00.220 --> 00:03:01.260]  你有那個能力
[00:03:01.260 --> 00:03:05.540]  或者基督徒之間如果有了一些矛盾
[00:03:05.540 --> 00:03:07.140]  產生了一個僵局
[00:03:07.140 --> 00:03:08.740]  那個你是誰
[00:03:08.740 --> 00:03:10.820]  那個你是愛主
[00:03:10.820 --> 00:03:12.820]  你是屬靈比較成熟的
[00:03:12.820 --> 00:03:14.580]  屬靈生命比較成熟的
[00:03:14.580 --> 00:03:15.900]  你聽到這句話
[00:03:15.900 --> 00:03:17.620]  你知道該怎麼做
[00:03:17.620 --> 00:03:20.100]  兩個人都不願意踏出那第一步
[00:03:20.100 --> 00:03:22.140]  是永遠僵在那裡
[00:03:22.140 --> 00:03:24.460]  可以是五年、十年
[00:03:24.460 --> 00:03:26.380]  一輩子家人都不見面
[00:03:26.380 --> 00:03:28.140]  那種情況的
[00:03:28.140 --> 00:03:31.100]  那麼今天我們講第三講
[00:03:31.100 --> 00:03:33.740]  就是正直乘以負直
[00:03:33.740 --> 00:03:35.380]  就是等於負直
[00:03:35.380 --> 00:03:42.180]  今天我們要去認識跟尊重負直的力量
[00:03:42.180 --> 00:03:44.020]  負直的力量
[00:03:44.020 --> 00:03:46.020]  不要小看它
[00:03:46.020 --> 00:03:50.060]  因為你再怎麼樣的有正面的價值都好
[00:03:50.060 --> 00:03:52.620]  這裡寫了一個一百萬
[00:03:52.620 --> 00:03:55.380]  只要你來了一個負直
[00:03:55.380 --> 00:03:59.180]  乘以一個減五
[00:03:59.180 --> 00:04:01.620]  負五的這個數值
[00:04:01.620 --> 00:04:04.020]  就乘以負五百萬
[00:04:04.020 --> 00:04:06.620]  所以今天要看的經文就是
[00:04:06.620 --> 00:04:09.020]  你們這自誇是不好的
[00:04:09.020 --> 00:04:13.980]  豈不知一點面教能使全團發起來嗎
[00:04:13.980 --> 00:04:18.180]  讓我們一起同心禱告
[00:04:18.180 --> 00:04:20.500]  天父上帝
[00:04:20.500 --> 00:04:24.700]  我們現在要聽你的話語
[00:04:24.700 --> 00:04:28.540]  我們求你預備我們的心
[00:04:28.540 --> 00:04:30.980]  以致你的真道
[00:04:30.980 --> 00:04:36.940]  能夠不被我們內心太多的其他的聲音來阻擋
[00:04:36.940 --> 00:04:41.620]  能夠更多的領受從你那裡而來的話語
[00:04:41.620 --> 00:04:47.940]  以致我們的生命是由你的真理建立起來的
[00:04:47.940 --> 00:04:50.660]  主啊 求你幫助我們每個人
[00:04:50.660 --> 00:04:52.820]  都能夠真的是看見
[00:04:52.820 --> 00:04:56.460]  聽見你對我們自己說的話
[00:04:56.460 --> 00:04:58.980]  禱告奉主耶穌基督聖名祈求
[00:04:58.980 --> 00:05:00.620]  Amen
[00:05:00.620 --> 00:05:02.740]  好 那麼第一我們要看一下
[00:05:02.740 --> 00:05:06.860]  這個聖經到底給我們什麼亮光
[00:05:06.860 --> 00:05:10.140]  那麼今天這段經文大家剛才一起讀了
[00:05:10.140 --> 00:05:12.380]  你們這樣自誇是不好的
[00:05:12.380 --> 00:05:16.340]  豈不知一點的面教使得全團發起來
[00:05:16.340 --> 00:05:19.660]  那麼這段經文它是寫給誰的呢?
[00:05:19.660 --> 00:05:21.180]  誰寫的呢?
[00:05:21.180 --> 00:05:26.740]  它是寫給當時候一個地方叫哥靈多
[00:05:26.740 --> 00:05:29.660]  那裡的教會的弟兄姐妹的
[00:05:29.660 --> 00:05:31.780]  哥靈多到今天還在
[00:05:31.780 --> 00:05:34.900]  如果你今天去意大利
[00:05:34.900 --> 00:05:37.580]  不是 去瑞 去希臘
[00:05:37.580 --> 00:05:41.740]  你就會有機會去到哥靈多 他也在
[00:05:41.740 --> 00:05:43.540]  那麼是誰寫的呢?
[00:05:43.540 --> 00:05:45.380]  是保羅
[00:05:45.380 --> 00:05:48.500]  保羅他以前是反對基督教的
[00:05:48.500 --> 00:05:50.220]  他怎麼反對呢?
[00:05:50.220 --> 00:05:54.700]  他就是要為了猶太教把基督徒全部抓起來
[00:05:54.700 --> 00:05:59.780]  結果怎麼知道他在追捕基督徒的過程中
[00:05:59.780 --> 00:06:02.580]  遇到了耶穌
[00:06:02.580 --> 00:06:05.340]  耶穌在光裡面向他顯現
[00:06:05.340 --> 00:06:08.020]  但是他看不見 他只聽到聲音
