
[00:00:00.000 --> 00:00:02.000]  好 大家早安
[00:00:02.000 --> 00:00:04.000]  今天我們一起去看
[00:00:04.000 --> 00:00:06.000]  看什麼?
[00:00:06.000 --> 00:00:10.000]  我們繼續去看八福這個系列
[00:00:10.000 --> 00:00:12.000]  可能有人會好奇
[00:00:12.000 --> 00:00:14.000]  之前說完什麼?
[00:00:14.000 --> 00:00:16.000]  說完呼叫呼叫
[00:00:16.000 --> 00:00:18.000]  不是開新的系列嗎?
[00:00:18.000 --> 00:00:20.000]  想解答
[00:00:20.000 --> 00:00:22.000]  其實我們很想在暑假之前
[00:00:22.000 --> 00:00:24.000]  有人已經放暑假
[00:00:24.000 --> 00:00:28.000]  不過七八月之前我們想完結這個系列
[00:00:28.000 --> 00:00:32.000]  因為我、Karen Lee和Irene
[00:00:32.000 --> 00:00:35.000]  我們主要是專注在這個系列
[00:00:35.000 --> 00:00:38.000]  然後盼望在七月之前完成
[00:00:38.000 --> 00:00:40.000]  我就沒有自己再開新的系列
[00:00:40.000 --> 00:00:42.000]  很快了 想大家
[00:00:42.000 --> 00:00:44.000]  我們直接入主題
[00:00:44.000 --> 00:00:46.000]  讀今天的經文
[00:00:46.000 --> 00:00:48.000]  就是中間的白色字
[00:00:48.000 --> 00:00:50.000]  一節的經文
[00:00:50.000 --> 00:00:52.000]  我們一起讀 預備起
[00:00:52.000 --> 00:00:59.000]  連文人的人有福了 因為他們必蒙連文
[00:00:59.000 --> 00:01:02.000]  很開心 今天只讀一節
[00:01:02.000 --> 00:01:05.000]  只看一節 很快完成
[00:01:05.000 --> 00:01:07.000]  究竟說什麼呢?
[00:01:07.000 --> 00:01:12.000]  我們要從八福的背景去再回顧一下
[00:01:12.000 --> 00:01:15.000]  我們來到第五個福
[00:01:15.000 --> 00:01:17.000]  是八福
[00:01:17.000 --> 00:01:19.000]  有八種
[00:01:19.000 --> 00:01:23.000]  我們已經看到 上星期是第四 今個星期是第五
[00:01:23.000 --> 00:01:27.000]  上星期是說基學無二的人有福
[00:01:27.000 --> 00:01:30.000]  如果大家還記得 Karen 所說
[00:01:30.000 --> 00:01:34.000]  他說這個八福可以分開兩個group
[00:01:34.000 --> 00:01:36.000]  即是兩個category
[00:01:36.000 --> 00:01:38.000]  頭四個福是一個group
[00:01:38.000 --> 00:01:41.000]  下四個 最後四個是一個group
[00:01:41.000 --> 00:01:44.000]  頭四個是內心
[00:01:44.000 --> 00:01:46.000]  一些態度
[00:01:46.000 --> 00:01:48.000]  一些inner quality
[00:01:48.000 --> 00:01:50.000]  後面的四個
[00:01:50.000 --> 00:01:55.000]  可以說是一些外顯的行為
[00:01:55.000 --> 00:01:58.000]  一些對外的行動
[00:01:58.000 --> 00:02:01.000]  一個是講品格 一個是對外
[00:02:01.000 --> 00:02:05.000]  例如今天這樣說 是連文人
[00:02:05.000 --> 00:02:08.000]  或者我們之後會看到 使人和睦
[00:02:08.000 --> 00:02:10.000]  就是對外的行為
[00:02:10.000 --> 00:02:12.000]  我們問大家
[00:02:12.000 --> 00:02:15.000]  究竟今天所看的連文
[00:02:15.000 --> 00:02:18.000]  對你來說 什麼叫做連文呢?
[00:02:18.000 --> 00:02:20.000]  我過來問問大家
[00:02:20.000 --> 00:02:22.000]  什麼叫做連文?
[00:02:22.000 --> 00:02:24.000]  不要找坐在最前的人
[00:02:24.000 --> 00:02:26.000]  這麼乖
[00:02:26.000 --> 00:02:29.000]  對你來說 什麼叫做連文?
[00:02:29.000 --> 00:02:31.000]  麥克風突然之間
[00:02:31.000 --> 00:02:33.000]  很久沒見了
[00:02:33.000 --> 00:02:35.000]  連文是甚麼?
[00:02:35.000 --> 00:02:37.000]  如果有些人
[00:02:37.000 --> 00:02:42.000]  身處在你沒那麼好的環境
[00:02:42.000 --> 00:02:45.000]  或者任何事都沒那麼好的時候
[00:02:45.000 --> 00:02:47.000]  你會連文他嗎?
[00:02:47.000 --> 00:02:48.000]  非常好
[00:02:48.000 --> 00:02:50.000]  給點掌聲
[00:02:50.000 --> 00:02:52.000]  不是負差
[00:02:52.000 --> 00:02:54.000]  什麼叫做連文呢?
[00:02:54.000 --> 00:02:56.000]  先看你這邊
[00:02:56.000 --> 00:02:57.000]  再說一次
[00:02:57.000 --> 00:02:59.000]  什麼?我沒說什麼
[00:02:59.000 --> 00:03:00.000]  她剛剛說了一些東西
[00:03:00.000 --> 00:03:02.000]  什麼叫做連文?
[00:03:02.000 --> 00:03:06.000]  示範一下
[00:03:06.000 --> 00:03:08.000]  什麼叫做連文?
[00:03:08.000 --> 00:03:10.000]  empathy
[00:03:10.000 --> 00:03:12.000]  empathy
[00:03:12.000 --> 00:03:13.000]  不單止是sympathy
[00:03:13.000 --> 00:03:15.000]  給點掌聲
[00:03:15.000 --> 00:03:17.000]  馬上醒了
[00:03:17.000 --> 00:03:19.000]  這裡讓我們想起一件事
[00:03:19.000 --> 00:03:22.000]  就是我們中國人有句說話
[00:03:22.000 --> 00:03:24.000]  叫做什麼?
[00:03:24.000 --> 00:03:26.000]  惻隱之心
[00:03:26.000 --> 00:03:28.000]  惻隱之心
[00:03:28.000 --> 00:03:30.000]  empathy 同理心
[00:03:30.000 --> 00:03:31.000]  很好
[00:03:31.000 --> 00:03:34.000]  對於有遭遇不幸的人
[00:03:34.000 --> 00:03:36.000]  產生一些同情
[00:03:36.000 --> 00:03:38.000]  或者是sympathy
[00:03:38.000 --> 00:03:40.000]  empathy 可能也是
[00:03:40.000 --> 00:03:42.000]  剛才大家看到了
[00:03:42.000 --> 00:03:45.000]  我就上網去問Google大神
[00:03:45.000 --> 00:03:47.000]  劍橋的字典就說
[00:03:47.000 --> 00:03:49.000]  連文是甚麼呢?
[00:03:49.000 --> 00:03:51.000]  就是一個feeling of sadness
[00:03:51.000 --> 00:03:53.000]  or sympathy for someone else
[00:03:53.000 --> 00:03:54.000]  的unhappiness
[00:03:54.000 --> 00:03:56.000]  或者difficult situation
[00:03:56.000 --> 00:03:58.000]  都差不多
[00:03:58.000 --> 00:04:00.000]  英文就是pity
[00:04:00.000 --> 00:04:01.000]  mercy
[00:04:01.000 --> 00:04:03.000]  和compassion
[00:04:03.000 --> 00:04:05.000]  現在流行什麼?
[00:04:05.000 --> 00:04:07.000]  AI
[00:04:07.000 --> 00:04:09.000]  我又問AI
[00:04:09.000 --> 00:04:11.000]  究竟這個data裏面
[00:04:11.000 --> 00:04:13.000]  連文是什麼?
[00:04:13.000 --> 00:04:15.000]  我問他連文是什麼?
[00:04:15.000 --> 00:04:16.000]  他就說
[00:04:16.000 --> 00:04:18.000]  連文是一種同情心
[00:04:18.000 --> 00:04:21.000]  以及人性的美好品質
[00:04:21.000 --> 00:04:26.000]  體現在我們能夠理解他人的痛苦和困難
[00:04:26.000 --> 00:04:28.000]  叫我們想要提供幫助
[00:04:28.000 --> 00:04:31.000]  或者是施與援手的情感
[00:04:31.000 --> 00:04:33.000]  而且連文是包括幾樣東西
[00:04:33.000 --> 00:04:35.000]  同理心
[00:04:35.000 --> 00:04:36.000]  善意關懷
[00:04:36.000 --> 00:04:38.000]  無私奉獻
[00:04:38.000 --> 00:04:40.000]  以及寬容體諒
[00:04:40.000 --> 00:04:42.000]  AI現在很厲害
[00:04:42.000 --> 00:04:44.000]  教你怎樣做
[00:04:44.000 --> 00:04:48.000]  所以似乎連文不單止是一個感覺
[00:04:48.000 --> 00:04:52.000]  在這四樣東西裏面
[00:04:52.000 --> 00:04:54.000]  我們發現連文也是一個行動
[00:04:54.000 --> 00:04:56.000]  都是一個action
[00:04:56.000 --> 00:04:58.000]  按這個定義
[00:04:58.000 --> 00:04:59.000]  我想問大家
[00:04:59.000 --> 00:05:01.000]  你自己去rank
[00:05:01.000 --> 00:05:03.000]  1至10
[00:05:03.000 --> 00:05:06.000]  你覺得自己是一個很merciful
[00:05:06.000 --> 00:05:09.000]  是一個很compassionate的人嗎?
[00:05:09.000 --> 00:05:11.000]  10就是最有連文的人
[00:05:11.000 --> 00:05:13.000]  0就沒有了
[00:05:13.000 --> 00:05:14.000]  那就不要負了
[00:05:14.000 --> 00:05:15.000]  希望不是負
