
[00:00:00.000 --> 00:00:03.000]  大家好, 各位姐妹早安
[00:00:03.000 --> 00:00:10.000]  很高興和感恩可以再次在此跟大家分享上帝自己的話語
[00:00:10.000 --> 00:00:15.000]  今天我們已經來到「貼薩羅尼加」後書最後一章的經文
[00:00:15.000 --> 00:00:22.000]  在最後一個段落, 究竟保羅對貼薩羅尼加信徒有最後的什麼活了的話
[00:00:22.000 --> 00:00:24.000]  還有最後的什麼祝福呢?
[00:00:24.000 --> 00:00:28.000]  讓我們一起先讀第一段經文吧
[00:00:28.000 --> 00:00:30.000]  1、2、3
[00:00:30.000 --> 00:00:34.000]  「沒了,弟兄們,請你們為我們禱告,
[00:00:34.000 --> 00:00:39.000]  好讓主的道快快傳開,得著榮耀,
[00:00:39.000 --> 00:00:46.000]  正如在你們中間一樣,也讓我們能脫離無理和邪惡人的手,
[00:00:46.000 --> 00:00:52.000]  因為不是人人都有信仰,但主是信實的,
[00:00:52.000 --> 00:00:57.000]  他要兼顧你們,保護你們脫離那邪惡者。
[00:00:57.000 --> 00:01:02.000]  我們靠主對你們有信心,你們現在遵行,
[00:01:02.000 --> 00:01:12.000]  以後也必遵行我們所吩咐的,願主引導你們的心去愛神,並學基督的忍耐。」
[00:01:12.000 --> 00:01:17.000]  今天第一個段落是祝福、禱告
[00:01:17.000 --> 00:01:22.000]  雖然我今天定的主題是默默耕耘
[00:01:22.000 --> 00:01:26.000]  耕耘這兩個字好像我們要學匠農夫一樣
[00:01:26.000 --> 00:01:30.000]  要播種、插秧、灌溉、收割等等
[00:01:30.000 --> 00:01:35.000]  好像硬是要出去,出去做些什麼,為主服侍
[00:01:35.000 --> 00:01:39.000]  但保羅在這裡先提醒我們,祝福我們
[00:01:39.000 --> 00:01:44.000]  很有可能基督徒第一件事要學習的不是出去服侍
[00:01:44.000 --> 00:01:47.000]  不是為主做什麼偉大的事工
[00:01:47.000 --> 00:01:51.000]  而是要先學懂常常舉起聖潔的手
[00:01:51.000 --> 00:01:55.000]  隨時多方禱告祈求
[00:01:55.000 --> 00:02:00.000]  而事實上默默的禱告其實也可以是默默耕耘的一種
[00:02:00.000 --> 00:02:06.000]  這也是保羅在貼薩羅尼加前書所說的不住的禱告
[00:02:06.000 --> 00:02:11.000]  大家記得吧?不住禱告我稱之為默默禱告
[00:02:11.000 --> 00:02:13.000]  大家還記得這個吧?
[00:02:13.000 --> 00:02:17.000]  如果我們更加認真去翻查聖經的時候
[00:02:17.000 --> 00:02:24.000]  會發現原來保羅的確身體力行地實踐不住禱告的功課
[00:02:24.000 --> 00:02:26.000]  默默禱告的功課
[00:02:26.000 --> 00:02:31.000]  在短短加起來前後只有八章的貼薩羅尼加前後書
[00:02:31.000 --> 00:02:33.000]  我不說其他書信了
[00:02:33.000 --> 00:02:36.000]  保羅是多次多番提到禱告
[00:02:36.000 --> 00:02:39.000]  除了剛剛我們說的不住禱告這一段之外
[00:02:39.000 --> 00:02:42.000]  其實在兩卷書的起手,保羅也是這樣寫
[00:02:42.000 --> 00:02:46.000]  他為著眾人常常的感謝神
[00:02:46.000 --> 00:02:49.000]  甚至在禱告的時候提到你們
[00:02:49.000 --> 00:02:52.000]  而在整個書信行文當中
[00:02:52.000 --> 00:02:55.000]  保羅也很自然地寫了一些記掛的東西
[00:02:55.000 --> 00:02:58.000]  要祝福的事情
[00:02:58.000 --> 00:03:00.000]  直接將它寫成禱文
[00:03:00.000 --> 00:03:02.000]  而在這兩封書信的結尾
[00:03:02.000 --> 00:03:05.000]  同樣地,保羅兩次都這樣寫
[00:03:05.000 --> 00:03:09.000]  請弟兄,請你們為我們禱告
[00:03:09.000 --> 00:03:13.000]  很明顯,貼薩羅尼加我們看到保羅
[00:03:13.000 --> 00:03:16.000]  保羅很疼愛貼薩羅尼加的信徒
[00:03:16.000 --> 00:03:18.000]  很記掛他們的需要
[00:03:18.000 --> 00:03:20.000]  但與此同時,我們也要發現
[00:03:20.000 --> 00:03:23.000]  其實保羅和上帝之間的關係
[00:03:23.000 --> 00:03:25.000]  是多麼密切
[00:03:25.000 --> 00:03:29.000]  當保羅感恩的時候,他做什麼?
[00:03:29.000 --> 00:03:30.000]  禱告
[00:03:30.000 --> 00:03:33.000]  當保羅想起弟兄姊妹的時候
[00:03:33.000 --> 00:03:35.000]  他又禱告
[00:03:35.000 --> 00:03:40.000]  當他希望信徒要信心堅固,靈命成長
[00:03:40.000 --> 00:03:41.000]  保羅怎麼做?
[00:03:41.000 --> 00:03:43.000]  繼續禱告
[00:03:43.000 --> 00:03:46.000]  面對患難,面對迫不及待的時候
[00:03:46.000 --> 00:03:49.000]  保羅更直接呼求主
[00:03:49.000 --> 00:03:51.000]  而他不單單獨自禱告
[00:03:51.000 --> 00:03:53.000]  或與自己的團隊禱告
[00:03:53.000 --> 00:03:56.000]  他更邀請信徒一起為他禱告
[00:03:56.000 --> 00:03:59.000]  即使他們只是初信的信徒
[00:03:59.000 --> 00:04:01.000]  有人說,初信是嗎?
[00:04:01.000 --> 00:04:02.000]  是的
[00:04:02.000 --> 00:04:06.000]  貼薩羅尼加教會其實只有兩到三年的歷史
[00:04:06.000 --> 00:04:09.000]  不過他們卻是兩樣,保羅很安慰
[00:04:09.000 --> 00:04:11.000]  因為他們在第一章的時候
[00:04:11.000 --> 00:04:13.000]  我們看到他們已經作了馬其頓
[00:04:13.000 --> 00:04:16.000]  和阿該亞所有信主之人的榜樣
[00:04:16.000 --> 00:04:19.000]  而這次來到信件的結尾
[00:04:19.000 --> 00:04:23.000]  他一開手就邀請信徒為他們一起禱告
[00:04:23.000 --> 00:04:25.000]  第一件事要做什麼呢?
[00:04:25.000 --> 00:04:26.000]  怎麼禱告呢?
[00:04:26.000 --> 00:04:27.000]  他說
[00:04:27.000 --> 00:04:29.000]  應該在這裡
[00:04:29.000 --> 00:04:33.000]  「沒了弟兄們,請你們為我們禱告
[00:04:33.000 --> 00:04:36.000]  好讓主的道快快傳開
[00:04:36.000 --> 00:04:39.000]  得著榮耀正如在你們中間一樣」
[00:04:39.000 --> 00:04:41.000]  我highlight了,即是減低了
[00:04:41.000 --> 00:04:44.000]  「好讓主的道快快傳開」
[00:04:44.000 --> 00:04:47.000]  如果你看回舊版的和合版
[00:04:47.000 --> 00:04:49.000]  可能你會發現是這樣寫的
[00:04:49.000 --> 00:04:52.000]  「主的道快快行開」
[00:04:52.000 --> 00:04:54.000]  我們會說,主的道快點行開
[00:04:54.000 --> 00:04:55.000]  很怪
[00:04:55.000 --> 00:04:57.000]  但其實不是這樣解釋
[00:04:57.000 --> 00:05:01.000]  「行開」這個字詞表明的意思是什麼呢?
[00:05:01.000 --> 00:05:03.000]  很動態
[00:05:03.000 --> 00:05:06.000]  他要行動,要行出去,要action
[00:05:06.000 --> 00:05:08.000]  傳福音不只是在教會裡面
[00:05:08.000 --> 00:05:10.000]  要action,要出去
[00:05:10.000 --> 00:05:13.000]  這就正正好像耶穌臨升天那樣說
[00:05:13.000 --> 00:05:16.000]  信徒要從耶路撒冷到猶大全地
[00:05:16.000 --> 00:05:18.000]  直到撒瑪利亞,去到地極
[00:05:18.000 --> 00:05:20.000]  作他的見證
[00:05:20.000 --> 00:05:22.000]  傳福音要行出去
[00:05:22.000 --> 00:05:26.000]  以至主的道要快快行開,傳開
[00:05:26.000 --> 00:05:29.000]  但保羅在這裡,他不單單自己走了出去
[00:05:29.000 --> 00:05:31.000]  不單單和宣教團隊走出去
[00:05:31.000 --> 00:05:35.000]  他更加發現需要教會的弟兄姊妹
[00:05:35.000 --> 00:05:37.000]  一起為他和宣教團隊禱告
[00:05:37.000 --> 00:05:39.000]  一起去守望
[00:05:39.000 --> 00:05:40.000]  為什麼呢?
[00:05:40.000 --> 00:05:44.000]  因為他清楚知道主的道得而快快傳開
[00:05:44.000 --> 00:05:45.000]  得著榮耀
[00:05:45.000 --> 00:05:48.000]  靠的不是他們走得快,很世界
[00:05:48.000 --> 00:05:51.000]  靠的也不是他們的宣講多有能力
[00:05:51.000 --> 00:05:53.000]  他們的講論多有說服力
[00:05:53.000 --> 00:05:55.000]  而是唯獨依靠主
[00:05:55.000 --> 00:05:57.000]  唯獨依靠聖靈
[00:05:57.000 --> 00:05:59.000]  唯獨依靠禱告
[00:05:59.000 --> 00:06:03.000]  雖然我們看到經文只是很短的寫了一句
[00:06:03.000 --> 00:06:06.000]  但我深信,收到信的貼上來的信徒
[00:06:06.000 --> 00:06:10.000]  的確他們真的會為保羅禱告
[00:06:10.000 --> 00:06:15.000]  而當他們使用禱告的權柄的時候
[00:06:15.000 --> 00:06:19.000]  這些信徒,他們就一起在宣教服事當中
[00:06:19.000 --> 00:06:21.000]  一起默默耕耘
[00:06:21.000 --> 00:06:24.000]  一起去見證上帝的工作
[00:06:24.000 --> 00:06:27.000]  也一起去見證上帝
[00:06:27.000 --> 00:06:29.000]  經歷上帝自己那份榮美
[00:06:29.000 --> 00:06:31.000]  自己那份榮耀
[00:06:31.000 --> 00:06:35.000]  不知道弟兄姊妹你們有沒有祈禱?
[00:06:35.000 --> 00:06:37.000]  有吧,馬上有吧
[00:06:37.000 --> 00:06:39.000]  有使用禱告的權柄
[00:06:39.000 --> 00:06:43.000]  我相信港福家大部分的弟兄姊妹
[00:06:43.000 --> 00:06:44.000]  大家都有禱告
[00:06:44.000 --> 00:06:46.000]  我自己很感恩
[00:06:46.000 --> 00:06:50.000]  其實教會服事大概一年多兩年的時間
[00:06:50.000 --> 00:06:53.000]  在服事當中,我自己靈明地發現
[00:06:53.000 --> 00:06:55.000]  都有點長進了
