
[00:00:00.000 --> 00:00:03.000]  好 各位弟兄姊妹 大家主內平安
[00:00:03.000 --> 00:00:06.980]  感謝主的恩典 讓我們今天來看
[00:00:06.980 --> 00:00:10.240]  試探與小信的這樣一個主題
[00:00:10.240 --> 00:00:11.240]  主題
[00:00:11.240 --> 00:00:15.120]  那麼 這樣的一段
[00:00:15.120 --> 00:00:18.140]  經文呢 也是非常
[00:00:18.140 --> 00:00:20.340]  扎心的一個提醒
[00:00:20.340 --> 00:00:22.800]  看到了法利塞人
[00:00:22.800 --> 00:00:25.920]  和薩都該人的用心險惡
[00:00:25.920 --> 00:00:29.080]  也看到了門徒始終
[00:00:29.080 --> 00:00:31.940]  不能夠明白耶穌基督
[00:00:31.940 --> 00:00:33.440]  祂的教導和用心
[00:00:33.440 --> 00:00:36.600]  那麼同樣也來提醒我們
[00:00:36.600 --> 00:00:39.740]  今天的門徒應該怎麼樣
[00:00:39.740 --> 00:00:42.780]  回應這個世代 如何的
[00:00:42.780 --> 00:00:45.780]  可以很好的跟隨我們的救主
[00:00:45.780 --> 00:00:46.780]  耶穌基督
[00:00:46.780 --> 00:00:50.240]  那麼切合五月的講道呢 我分別有
[00:00:50.240 --> 00:00:53.240]  兩次的講題啊 分別在
[00:00:53.240 --> 00:00:56.240]  之前講過了 恩典與真理
[00:00:56.240 --> 00:00:59.220]  這樣的一個視角呢 是看向於
[00:00:59.220 --> 00:01:02.700]  神來講的恩典與真理
[00:01:02.700 --> 00:01:05.680]  今天要和大家分享的呢 試探
[00:01:05.680 --> 00:01:08.600]  與小信啊 是站在人的視角
[00:01:08.600 --> 00:01:11.300]  你會看到
[00:01:11.300 --> 00:01:13.860]  人的罪信與不堪
[00:01:13.860 --> 00:01:17.860]  還有人的小信與軟弱
[00:01:17.860 --> 00:01:21.820]  從其中的這兩個特點呢
[00:01:21.820 --> 00:01:25.220]  分別來自於今天這個段落的
[00:01:25.220 --> 00:01:28.540]  第一節 和第八節
[00:01:28.540 --> 00:01:31.780]  第一節呢 就看到第一個群體啊
[00:01:31.780 --> 00:01:34.280]  要來試探耶穌了
[00:01:34.280 --> 00:01:37.640]  第八節呢 反而是耶穌要責備
[00:01:37.640 --> 00:01:40.920]  祂的門徒 你們這小信的人啊
[00:01:40.920 --> 00:01:42.980]  所以就成為了今天
[00:01:42.980 --> 00:01:45.260]  講道的題目
[00:01:45.260 --> 00:01:49.140]  那麼如果按照聖經的分段呢
[00:01:49.140 --> 00:01:52.140]  今天的一段的經文呢 可以分成
[00:01:52.140 --> 00:01:55.080]  兩大段落啊 分別是
[00:01:55.080 --> 00:01:58.180]  兩個大的群體 和耶穌之間
[00:01:58.180 --> 00:02:00.980]  互動的事件
[00:02:00.980 --> 00:02:04.480]  第一個群體呢 就是
[00:02:04.480 --> 00:02:07.120]  法利塞人和撒都該人
[00:02:07.120 --> 00:02:11.120]  來試探耶穌 是一到四節
[00:02:11.120 --> 00:02:14.540]  從第五節到第十二節呢
[00:02:14.540 --> 00:02:17.060]  就是耶穌和門徒之間的互動
[00:02:17.060 --> 00:02:20.700]  看似呢 是兩個相對於
[00:02:20.700 --> 00:02:21.920]  分開的事件
[00:02:22.300 --> 00:02:25.400]  但是呢 這兩個事件之間呢 卻有一定的
[00:02:25.400 --> 00:02:26.400]  關聯
[00:02:26.400 --> 00:02:30.480]  卻足以讓我們去警醒和警示
[00:02:30.480 --> 00:02:33.820]  這樣的一個事件背景呢 也是
[00:02:33.820 --> 00:02:35.180]  耶穌基督
[00:02:35.180 --> 00:02:38.880]  越來越走近十字架了 預備要去
[00:02:38.880 --> 00:02:40.340]  盯十字架
[00:02:40.340 --> 00:02:43.360]  要去成就救恩的這段路
[00:02:43.360 --> 00:02:47.220]  那麼今天也帶出的這段教訓呢 我也願意
[00:02:47.220 --> 00:02:48.220]  從
[00:02:48.220 --> 00:02:51.360]  三個大的方面 來給我們
[00:02:51.360 --> 00:02:53.880]  一起來思想其中的提醒
[00:02:53.880 --> 00:02:57.100]  而且其間呢 包含了有三個警醒
[00:02:57.100 --> 00:03:00.000]  還有有三個行動
[00:03:00.000 --> 00:03:02.200]  也讓我們一起有禱告
[00:03:02.200 --> 00:03:07.560]  親愛的天父 感謝祢的恩典帶領
[00:03:07.560 --> 00:03:10.520]  謝謝主 祢陪伴我們經歷
[00:03:10.520 --> 00:03:13.260]  生命中各樣的高山低谷
[00:03:13.260 --> 00:03:15.860]  謝謝主 祢在我們在最
[00:03:15.860 --> 00:03:18.880]  狼狽不堪的時候 都願意提醒
[00:03:18.880 --> 00:03:21.660]  並且扶持我們 主啊
[00:03:21.660 --> 00:03:23.500]  我們實在是軟弱
[00:03:23.500 --> 00:03:27.760]  但是主 祢的恩典是如此的巨大
[00:03:27.760 --> 00:03:30.880]  主啊 我們也看到世界有各樣的
[00:03:30.880 --> 00:03:32.500]  隱憂和挑戰
[00:03:32.500 --> 00:03:36.260]  謝謝主 祢也借用祢的教導
[00:03:36.260 --> 00:03:38.980]  祢的扶持 來讓我們走在
[00:03:38.980 --> 00:03:40.900]  主祢的真道當中
[00:03:40.900 --> 00:03:44.120]  謝謝主 讓我們今天繼續相聚在
[00:03:44.120 --> 00:03:47.060]  祢的殿當中 讓我們不單
[00:03:47.060 --> 00:03:49.800]  將一切的榮耀和讚美
[00:03:49.800 --> 00:03:52.860]  歸予我們的天父 也求主
[00:03:52.860 --> 00:03:55.840]  祢的話語 來提醒和警醒
[00:03:55.840 --> 00:03:57.280]  我們的生命
[00:03:57.280 --> 00:04:00.760]  也讓我們每一位弟兄姊妹
[00:04:00.760 --> 00:04:04.400]  都以最謙卑 最誠摯的態度
[00:04:04.400 --> 00:04:07.580]  來到父神的面前 與主
[00:04:07.580 --> 00:04:08.740]  來親近
[00:04:08.740 --> 00:04:12.160]  主啊 願我口中的言語
[00:04:12.160 --> 00:04:15.080]  眾弟兄姊妹的心懷意念
[00:04:15.080 --> 00:04:17.780]  都得蒙天父上帝祢的怨吶
[00:04:17.780 --> 00:04:21.520]  同心禱告 奉主明求 阿們
[00:04:21.520 --> 00:04:25.000]  好的 要講到第一點呢
[00:04:25.000 --> 00:04:26.000]  第一個重點啊
[00:04:26.000 --> 00:04:27.400]  就是
[00:04:27.400 --> 00:04:30.860]  若不敬畏上帝
[00:04:30.860 --> 00:04:33.760]  就無法經歷蜀天的奇妙
[00:04:33.760 --> 00:04:37.000]  從第一節我們看到了這兩個
[00:04:37.000 --> 00:04:39.820]  不懷好意的群體 來了
[00:04:39.820 --> 00:04:43.040]  找耶穌 不單是找耶穌
[00:04:43.040 --> 00:04:46.800]  而且是來怎麼 試探耶穌
[00:04:46.800 --> 00:04:49.900]  要請祂 顯個來
[00:04:49.900 --> 00:04:52.740]  來自天上的神蹟
[00:04:52.740 --> 00:04:54.060]  給他們看
[00:04:54.060 --> 00:04:57.200]  他們找的呢 不單他們期望的
[00:04:57.200 --> 00:05:00.040]  是一個大能的上帝啊
[00:05:00.040 --> 00:05:03.080]  在他們的一個目標預測呢
[00:05:03.080 --> 00:05:06.140]  是基本上是要找一個
[00:05:06.140 --> 00:05:07.560]  魔術師
[00:05:07.560 --> 00:05:11.060]  或者是找一個魔法師
[00:05:11.480 --> 00:05:14.500]  隨時按照他們的要求
[00:05:14.500 --> 00:05:16.280]  都可以變一套戲法
[00:05:16.280 --> 00:05:19.100]  讓他們可以幸福
[00:05:19.100 --> 00:05:22.680]  但是呢 主權在神
[00:05:22.680 --> 00:05:25.620]  神卻用了其他的回應
