
[00:00:00.000 --> 00:00:05.840]  (主持人:很高興能夠見到大家)
[00:00:05.840 --> 00:00:07.080]  (主持人:回到神的殿)
[00:00:07.080 --> 00:00:09.280]  (主持人:我們一起有這份敬拜)
[00:00:09.280 --> 00:00:12.200]  (主持人:我們今天在神的面前)
[00:00:12.200 --> 00:00:15.880]  (主持人:繼續會來看這個時思記)
[00:00:15.880 --> 00:00:17.800]  (主持人:如果大家記得上星期)
[00:00:17.800 --> 00:00:19.160]  (主持人:我們有兩位傳道)
[00:00:19.160 --> 00:00:22.000]  (主持人:就是Terry和Jenny傳道)
[00:00:22.000 --> 00:00:24.200]  (主持人:跟我們都很詳細地)
[00:00:24.200 --> 00:00:27.560]  (主持人:交代了這個時思記的序言)
[00:00:27.560 --> 00:00:29.640]  (主持人:但這個序言其實有兩部分)
[00:00:29.640 --> 00:00:30.920]  (主持人:不單止是第一章)
[00:00:30.920 --> 00:00:32.200]  (主持人:還有第二章)
[00:00:32.200 --> 00:00:33.080]  (主持人:為甚麼呢?)
[00:00:33.080 --> 00:00:35.640]  (主持人:我等一下會跟大家分享)
[00:00:35.640 --> 00:00:38.040]  (主持人:我們都先一起祈禱)
[00:00:38.040 --> 00:00:40.280]  (主持人:天父上帝我們願意仰望祢)
[00:00:40.280 --> 00:00:41.240]  (主持人:依靠祢)
[00:00:41.240 --> 00:00:44.280]  (主持人:因為在這個令人困惑)
[00:00:44.280 --> 00:00:48.960]  (主持人:甚至令人擔憂的年代)
[00:00:48.960 --> 00:00:51.920]  (主持人:讓祢自己的子民能夠得力)
[00:00:51.920 --> 00:00:54.960]  (主持人:而且有真正的平靜安穩的心)
[00:00:54.960 --> 00:00:57.640]  (主持人:是因為我們願意回到祢自己面前)
[00:00:57.640 --> 00:01:00.800]  (主持人:願意真正的聖靈開啟祢自己的說話)
[00:01:00.800 --> 00:01:04.040]  (主持人:讓我們有一個受教的耳朵和心)
[00:01:04.040 --> 00:01:09.160]  (主持人:更加願意我們的生命能夠實踐祢自己)
[00:01:09.160 --> 00:01:10.920]  (主持人:給予我們教導)
[00:01:10.920 --> 00:01:14.520]  (主持人:讓我們的人生有祢自己的使用)
[00:01:14.520 --> 00:01:19.480]  (主持人:來祝福列國萬族都能歸入祢自己的名下)
[00:01:19.480 --> 00:01:22.920]  (主持人:在祢自己永恆的旨意和角度裏面)
[00:01:22.920 --> 00:01:24.360]  (主持人:我們一起有份)
[00:01:24.360 --> 00:01:27.200]  (主持人:我們同心合意的祈禱奉主名求)
[00:01:27.200 --> 00:01:29.000]  (主持人:阿們)
[00:01:29.040 --> 00:01:30.320]  上星期
[00:01:30.320 --> 00:01:31.760]  特別是Jenny傳到
[00:01:31.760 --> 00:01:35.720]  她有很詳細的講解這本書的背景
[00:01:35.720 --> 00:01:38.600]  我借用了她兩張的slide
[00:01:38.600 --> 00:01:40.760]  就是她開始講的時候
[00:01:40.760 --> 00:01:43.200]  這本書的大綱
[00:01:43.200 --> 00:01:45.120]  大家在這個序言已經看到
[00:01:45.120 --> 00:01:46.920]  第一章到二章五節
[00:01:46.920 --> 00:01:50.560]  講到以色列支派德地爭戰的妥協
[00:01:50.560 --> 00:01:54.240]  是一個軍事上他們的成績表
[00:01:54.240 --> 00:01:56.120]  不過是不合格的
[00:01:56.120 --> 00:01:59.080]  原因是今天第二章的交代
[00:01:59.080 --> 00:02:01.640]  以色列人因為拜愛邦的神
[00:02:01.640 --> 00:02:05.720]  這是屬靈的一個很重要的失敗的原因
[00:02:05.720 --> 00:02:10.400]  不過我們會詳細一點再查考第二章的信息
[00:02:10.400 --> 00:02:13.000]  第三章七節到十六章三十一節
[00:02:13.000 --> 00:02:16.280]  羅列了六個主要的事司
[00:02:16.280 --> 00:02:17.960]  這六個事司
[00:02:17.960 --> 00:02:19.280]  六個judges
[00:02:19.280 --> 00:02:22.760]  他們都各有各的神的命定
[00:02:22.760 --> 00:02:25.040]  要他們在他們的生命裏面
[00:02:25.040 --> 00:02:29.320]  因為他們有未講出的加南人的外族
[00:02:29.320 --> 00:02:32.520]  神要興起事司去拯救他們的子民
[00:02:32.520 --> 00:02:35.040]  但是很可惜我們仍然看到
[00:02:35.040 --> 00:02:37.440]  神的百姓是屢次
[00:02:37.440 --> 00:02:39.600]  是蒙拯救蒙恩典之後
[00:02:39.600 --> 00:02:41.520]  但他們竟然是忘恩
[00:02:41.520 --> 00:02:43.520]  而且繼續墮落
[00:02:43.520 --> 00:02:46.800]  這是一個循環式的一個境況
[00:02:46.800 --> 00:02:48.680]  更加悲哀我們看到
[00:02:48.680 --> 00:02:51.800]  最後在書卷的章節
[00:02:51.800 --> 00:02:53.480]  十七到二十一章
[00:02:53.480 --> 00:02:56.880]  我們看到宗教和道德的淪亡
[00:02:56.880 --> 00:03:00.880]  我們看到這個圖表也讓我們引以為鑒
[00:03:00.880 --> 00:03:03.480]  由犯罪到受苦
[00:03:03.480 --> 00:03:06.760]  他們有六次的這種境況向神呼求
[00:03:06.760 --> 00:03:09.960]  也是再一次蒙上帝的恩典
[00:03:09.960 --> 00:03:12.760]  神往往都是讓我們看到
[00:03:12.760 --> 00:03:16.840]  祂的恩典真的大過一切
[00:03:16.840 --> 00:03:19.080]  幾博奕的神的子民
[00:03:19.080 --> 00:03:22.480]  原來上帝都好像我們天上的阿爸父一樣
[00:03:22.480 --> 00:03:25.480]  等待浪子回頭
[00:03:25.480 --> 00:03:27.680]  我們今天如果能夠捕捉到
[00:03:27.680 --> 00:03:32.000]  上帝在祂的心懷和祂的永恆的角度
[00:03:32.000 --> 00:03:35.880]  眼光去看這個日光下的逝世的時候
[00:03:35.880 --> 00:03:41.080]  你不需要為你眼前各樣的困境
[00:03:41.080 --> 00:03:44.480]  過分的憂慮或者是擔心
[00:03:44.480 --> 00:03:48.480]  你需要的就是堅定不移的去依靠上主
[00:03:48.480 --> 00:03:53.080]  我們祈求上帝祂自己的恩典公義慈愛
[00:03:53.080 --> 00:03:56.080]  臨到人世間
[00:03:56.080 --> 00:04:00.080]  雙重的引言其實是代表一個因果的關係
[00:04:00.080 --> 00:04:02.280]  《事實記》第一章其實正是
[00:04:02.280 --> 00:04:06.080]  用以色列民的角度去看他們軍事上的缺失
[00:04:06.080 --> 00:04:08.880]  這個就是他們攻佔迦南地
[00:04:08.880 --> 00:04:10.480]  但是沒有完全攻佔
[00:04:10.480 --> 00:04:13.280]  沒有把那些外族人完全趕走
[00:04:13.280 --> 00:04:16.080]  這個失敗用一個扇形的方式
[00:04:16.080 --> 00:04:18.880]  就是歷史的進程這個時間
[00:04:18.880 --> 00:04:21.880]  來讓我們看見他們的妥協
[00:04:21.880 --> 00:04:24.280]  但是第二章我們就看到
[00:04:24.280 --> 00:04:28.880]  用神的角度去指出他們屬靈上的失敗
[00:04:28.880 --> 00:04:33.280]  是一個循環的方式呈現他們的墮落
[00:04:33.280 --> 00:04:35.680]  正如我們今天說一個球賽
[00:04:35.680 --> 00:04:38.280]  無論你上半場打得多精彩也好
[00:04:38.280 --> 00:04:40.880]  如果你下半場是失敗的話
[00:04:40.880 --> 00:04:43.080]  這個賽果就是失敗的
[00:04:43.080 --> 00:04:45.280]  我們今天要謹慎
[00:04:45.280 --> 00:04:49.280]  不要以為自己一定可以堅定不移
[00:04:49.280 --> 00:04:51.880]  我們能夠站穩
[00:04:51.880 --> 00:04:54.680]  原來在末世的末期
[00:04:54.680 --> 00:04:57.680]  這個世界有很多似是而非的道理
[00:04:57.680 --> 00:04:59.680]  甚至是敵基督
[00:04:59.680 --> 00:05:04.480]  甚至將來在耶穌回來之前
[00:05:04.480 --> 00:05:07.480]  這個世界有很多混亂的事
[00:05:07.480 --> 00:05:09.080]  更加的明顯
[00:05:09.080 --> 00:05:11.080]  我們作為神的兒女
[00:05:11.080 --> 00:05:13.080]  你必須回到一個原點
[00:05:13.080 --> 00:05:15.480]  就是你信仰的基礎上
[00:05:15.480 --> 00:05:18.080]  你必須是很好的
[00:05:18.080 --> 00:05:21.880]  認真鄭重地去熟讀神的話
[00:05:21.880 --> 00:05:25.680]  我們等人在第二章逐一拆解
[00:05:25.680 --> 00:05:27.680]  他們失敗的原因
[00:05:27.680 --> 00:05:30.480]  是很值得我們引以為鑑的
[00:05:30.480 --> 00:05:35.480]  事司祭確是一個令人很悲哀的歷史
[00:05:35.480 --> 00:05:37.880]  你說那時候很混亂也很妥當
[00:05:37.880 --> 00:05:41.480]  但是更加我們在波金這個事件裏面
[00:05:41.480 --> 00:05:44.280]  你就會看到那個問題的所在
[00:05:44.280 --> 00:05:46.280]  甚麼是波金事件呢
[00:05:46.280 --> 00:05:48.880]  歷史往往都會用一些地方
[00:05:48.880 --> 00:05:50.680]  發生了一些事的時候
[00:05:50.680 --> 00:05:52.680]  是要警惕我們的
[00:05:52.680 --> 00:05:55.480]  我們先一起讀頭五節
[00:05:55.480 --> 00:05:57.680]  我們先了解一下波金是甚麼
[00:05:57.680 --> 00:05:58.680]  我們一起讀
[00:05:58.680 --> 00:06:03.080]  「耶和華的使者從吉格上到波金說
[00:06:03.080 --> 00:06:05.480]  我領你們從埃及上來
[00:06:05.480 --> 00:06:07.880]  帶你們到我向你們列祖
[00:06:07.880 --> 00:06:09.480]  起誓應許之地
[00:06:09.480 --> 00:06:13.280]  我曾說:我永不廢棄我與你們的約
[00:06:13.280 --> 00:06:16.480]  你們不可與這地的居民納約
[00:06:16.480 --> 00:06:18.880]  要拆毀他們的祭壇
[00:06:18.880 --> 00:06:21.480]  你們竟沒有聽從我的話
[00:06:21.480 --> 00:06:23.480]  你們為何這樣做呢
[00:06:23.480 --> 00:06:28.480]  因此我說:我必不將他們從你們面前說出
[00:06:28.480 --> 00:06:31.280]  他們必作你們立下的荊棘
[00:06:31.280 --> 00:06:34.680]  他們的神明必成為你們的圈套
[00:06:34.680 --> 00:06:37.680]  耶和華的使者向以色列眾人
[00:06:37.680 --> 00:06:39.680]  說這些話的時候
[00:06:39.680 --> 00:06:41.680]  百姓放聲大哭
[00:06:41.680 --> 00:06:45.680]  於是他們給那地方起名叫波金
[00:06:45.680 --> 00:06:49.080]  並在那裡向耶和華獻祭」
[00:06:49.080 --> 00:06:53.680]  這段經文提到耶和華的使者
[00:06:53.680 --> 00:06:56.080]  由吉格這個地方去到波金
[00:06:56.080 --> 00:06:59.680]  吉格就是約書亞時代他們會幕的所在之處
[00:06:59.680 --> 00:07:04.680]  是神的子民和上帝敬拜的一個中心之地
[00:07:04.680 --> 00:07:08.680]  這段經文就是要我們看到
[00:07:08.680 --> 00:07:14.080]  上帝是訴諸於他與以色列民的列祖
[00:07:14.080 --> 00:07:16.880]  由出埃及那個年代
[00:07:16.880 --> 00:07:18.880]  說到神與他們起誓
[00:07:18.880 --> 00:07:21.880]  神永遠不會廢棄他的約
[00:07:21.880 --> 00:07:23.880]  神是守約思慈愛的
[00:07:23.880 --> 00:07:26.080]  祂說得出他們也做得到
[00:07:26.080 --> 00:07:29.680]  祂將這個流瀾與密子地賜給以色列民
[00:07:29.680 --> 00:07:32.280]  成為他們永久的居業
[00:07:32.280 --> 00:07:34.880]  可惜的是神的百姓
[00:07:34.880 --> 00:07:37.880]  只是領受約的那份應許
[00:07:37.880 --> 00:07:39.480]  很多人都是這樣的
[00:07:39.480 --> 00:07:41.680]  信耶穌 信主
[00:07:41.680 --> 00:07:44.880]  你只是以為當然有福氣
[00:07:44.880 --> 00:07:47.880]  但原來信耶穌還有另一方面
[00:07:47.880 --> 00:07:50.680]  神是要求我們在他的聖約下
[00:07:50.680 --> 00:07:53.680]  你要來清除偶像
[00:07:53.680 --> 00:07:56.880]  專心一而去跟隨神 侍奉神
[00:07:56.880 --> 00:07:58.880]  神是公義的審判者
[00:07:59.080 --> 00:08:02.880]  神說你們竟沒有聽從我的話
[00:08:02.880 --> 00:08:04.880]  所以在波金這個地方
[00:08:04.880 --> 00:08:07.880]  上帝透過他的使者作這個宣告
[00:08:07.880 --> 00:08:11.280]  百姓一聽到 他們就放聲大哭
[00:08:11.280 --> 00:08:14.880]  波金的原文的意思就是哀哭
[00:08:14.880 --> 00:08:17.080]  哀哭 這個歷史
[00:08:17.080 --> 00:08:20.480]  是事司祭在第二個序言裏面
[00:08:20.480 --> 00:08:23.480]  要告訴我們是一個預告
[00:08:23.480 --> 00:08:26.680]  原來整卷事司祭的歷史
[00:08:26.680 --> 00:08:31.280]  就是讓我們看到神的子民不斷重複墮落
[00:08:31.280 --> 00:08:34.680]  這個墮落裏面 但神都沒有厭棄他們
[00:08:34.680 --> 00:08:38.280]  神多次興起事司 詬拔他們
[00:08:38.280 --> 00:08:41.480]  但到最後他們在這本書的末了
[00:08:41.480 --> 00:08:46.680]  竟然出現了這個辯雅敏的支派
[00:08:46.680 --> 00:08:49.880]  差點兒被他其他的
[00:08:49.880 --> 00:08:54.080]  那十一個支派的以色列人殲滅了
[00:08:54.080 --> 00:08:58.480]  這個幾乎是滅絕一個支派的危機
[00:08:58.480 --> 00:09:01.480]  但是他們在那個地方
[00:09:01.480 --> 00:09:04.680]  他們在伯特利去哀哭
[00:09:04.680 --> 00:09:07.080]  這種哀哭讓我們看見
[00:09:07.080 --> 00:09:10.880]  由事司祭的序言 到事司祭的終結
[00:09:10.880 --> 00:09:13.480]  都其實是一個哀哭的歷史
[00:09:13.480 --> 00:09:16.680]  今天我們有沒有為自己的軟弱
[00:09:16.680 --> 00:09:18.680]  為自己的沉淪
[00:09:18.680 --> 00:09:22.480]  甚至一種習慣性的跌倒
[00:09:22.480 --> 00:09:24.080]  你有沒有哀哭過
[00:09:24.080 --> 00:09:28.880]  你必須要在神面前做一個誠心實意的悔罪者
[00:09:28.880 --> 00:09:31.280]  否則 你很難看見
[00:09:31.280 --> 00:09:33.880]  你怎樣可以專心去侍奉神
[00:09:33.880 --> 00:09:36.480]  我們看一看這個歷史
[00:09:36.480 --> 00:09:39.280]  就是讓我們看見神的子民
[00:09:39.280 --> 00:09:41.480]  他第一樣墮落的原因
[00:09:41.480 --> 00:09:43.680]  是他不聽從神的話
[00:09:43.680 --> 00:09:46.080]  他沒有忠心來到去
[00:09:46.080 --> 00:09:50.080]  是照著上帝和他的列祖所守的約
[00:09:50.080 --> 00:09:52.280]  所命定的那個要求
[00:09:52.280 --> 00:09:54.080]  來遵守
[00:09:54.080 --> 00:09:56.680]  他是一個背弱的子民
[00:09:56.680 --> 00:09:59.080]  這是不是我們今天的寫照呢
[00:09:59.080 --> 00:10:00.880]  我們思想一下
[00:10:00.880 --> 00:10:04.080]  你今天要讀事司祭的話
[00:10:04.080 --> 00:10:05.680]  你不是為別人去讀
[00:10:05.680 --> 00:10:06.680]  你為自己
[00:10:06.680 --> 00:10:08.880]  你首先問自己這個問題
[00:10:08.880 --> 00:10:12.080]  我們在事司祭裏面有三處的地方
[00:10:12.080 --> 00:10:16.080]  也看見神和他的子民的對質
[00:10:16.080 --> 00:10:19.280]  剛剛讀完第一節到第五節
[00:10:19.280 --> 00:10:21.480]  就是神差遣他的使者
[00:10:21.480 --> 00:10:24.680]  在波金這個地方向他們說話
[00:10:24.680 --> 00:10:28.680]  就是你們不要聽從我的話
[00:10:28.680 --> 00:10:32.080]  這是一個很嚴重的指控
[00:10:32.080 --> 00:10:35.080]  到了第六章第七到第十節
[00:10:35.080 --> 00:10:37.680]  神差遣他的先知
[00:10:37.680 --> 00:10:39.680]  去責備他的子民
[00:10:39.680 --> 00:10:43.280]  當時他們是被米顛人圍困
[00:10:43.280 --> 00:10:46.080]  他們在苦難裏面又再一次向神呼求
[00:10:46.080 --> 00:10:51.880]  神興起事司機殿來拯救他們
[00:10:51.880 --> 00:10:54.480]  但他們也是在這個循環底下
[00:10:54.480 --> 00:10:57.680]  又再次獲得神的恩典又墮落
[00:10:57.680 --> 00:10:59.280]  到第十章是甚麼呢
[00:10:59.280 --> 00:11:00.480]  就是他們面對
[00:11:00.480 --> 00:11:03.880]  非利士人和阿滿人那種的圍困
[00:11:03.880 --> 00:11:06.680]  在苦難裏面再次向神呼求
[00:11:06.680 --> 00:11:09.280]  結果神這次是差遣誰
[00:11:09.280 --> 00:11:10.880]  神差遣他自己
[00:11:10.880 --> 00:11:14.480]  神親自向他們說話
[00:11:14.480 --> 00:11:17.480]  說你們是違約的一班子民
[00:11:17.480 --> 00:11:19.680]  你們沒有聽從我的話
[00:11:19.680 --> 00:11:21.280]  去侍奉別國的神明
[00:11:21.280 --> 00:11:24.280]  三段經文共通的地方
[00:11:24.280 --> 00:11:26.080]  都是同一的指控
[00:11:26.080 --> 00:11:29.680]  這是和上帝所說的聖約
[00:11:29.680 --> 00:11:32.880]  由亞伯拉罕到約書亞的那個年代
[00:11:32.880 --> 00:11:34.480]  是一脈相承
[00:11:34.480 --> 00:11:36.480]  這成為我們去認識舊約
[00:11:36.480 --> 00:11:38.280]  聖經的啟示
[00:11:38.280 --> 00:11:39.880]  接續到新約
[00:11:39.880 --> 00:11:42.480]  耶穌基督為我們所成就救恩
[00:11:42.480 --> 00:11:44.480]  一脈相承
[00:11:44.480 --> 00:11:46.480]  耶穌為我們眾人的罪
[00:11:46.480 --> 00:11:47.680]  寫在十字架上
[00:11:47.680 --> 00:11:49.880]  正正就是這個神的羔羊
[00:11:49.880 --> 00:11:53.080]  祂能夠作任何人作不到的事
[00:11:53.080 --> 00:11:55.880]  沒有地上任何一個人
[00:11:55.880 --> 00:11:57.880]  是能夠完完全全
[00:11:57.880 --> 00:12:01.280]  去行上帝的心意和要求
[00:12:01.280 --> 00:12:04.680]  我們需要不斷在我們的人生裏面
[00:12:04.680 --> 00:12:07.280]  你要正視你心中的偶像
[00:12:07.280 --> 00:12:11.880]  你要除掉你內心的仇恨或者黑暗
[00:12:11.880 --> 00:12:14.880]  我們需要被上帝光照的時候
[00:12:14.880 --> 00:12:16.480]  你要誠實
[00:12:16.480 --> 00:12:18.880]  當他們進入迦南地之後
[00:12:18.880 --> 00:12:20.880]  這一群神的子民
[00:12:20.880 --> 00:12:23.080]  是將他們的迦南地
[00:12:23.080 --> 00:12:26.680]  很多的城鎮以愛邦賈神來命名的
[00:12:26.680 --> 00:12:29.080]  例如我們讀到舊約很出名的
[00:12:29.080 --> 00:12:31.680]  其中一個城市叫做「伯氏密」
[00:12:31.680 --> 00:12:33.880]  「伯氏密」這個名詞
[00:12:33.880 --> 00:12:37.080]  其實代表著他們迦南人敬拜的那個戰神
[00:12:37.080 --> 00:12:38.880]  「伯雅納」
[00:12:38.880 --> 00:12:41.680]  在推羅和西頓這些大的地方
[00:12:41.680 --> 00:12:44.680]  他們是很盛行去拜巴力的
[00:12:44.680 --> 00:12:48.280]  所以神清楚嚴厲的在罪言
[00:12:48.280 --> 00:12:50.080]  第二個罪言的警告
