
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 大家主內平安
[00:00:03.000 --> 00:00:08.000]  非常感恩 今天我們再一次在教會當中相聚
[00:00:08.000 --> 00:00:12.000]  也要和大家一起來思考這樣一個
[00:00:12.000 --> 00:00:16.000]  不容易的功課 學會饒恕
[00:00:16.000 --> 00:00:19.000]  讓我們一起先以禱告
[00:00:19.000 --> 00:00:22.000]  來開始我們今天的學習
[00:00:22.000 --> 00:00:26.000]  天父上帝 你是何等的愛我們
[00:00:26.000 --> 00:00:31.000]  愛我們的每一個 你讓我們有永恆的盼望
[00:00:31.000 --> 00:00:35.000]  更加盼望我們在世上能夠活出
[00:00:35.000 --> 00:00:40.000]  主你的樣式 得享天國的榮耀來
[00:00:40.000 --> 00:00:43.000]  但是主啊 我們又是何等的渺小
[00:00:43.000 --> 00:00:47.000]  世界又充滿著各樣的捆綁和罪惡
[00:00:47.000 --> 00:00:51.000]  我們有的時候覺得自己真的很辛苦
[00:00:51.000 --> 00:00:56.000]  其中就有這種不會饒恕的心
[00:00:56.000 --> 00:01:02.000]  主啊 你是滿有憐憫又願意幫助世人的主
[00:01:02.000 --> 00:01:04.000]  就讓我們今天相聚
[00:01:04.000 --> 00:01:07.000]  透過主你的話語和大能力
[00:01:07.000 --> 00:01:09.000]  讓我們一起來學習
[00:01:09.000 --> 00:01:15.000]  也學會這樣一個人生當中重要的功課
[00:01:15.000 --> 00:01:20.000]  主啊 禰的愛是我們每一個人的最大幸福
[00:01:20.000 --> 00:01:23.000]  主啊 讓我們每位弟兄姊妹
[00:01:23.000 --> 00:01:28.000]  都可以打開心扉 向主禰敞開
[00:01:28.000 --> 00:01:31.000]  求主禰那甘甜的話語
[00:01:31.000 --> 00:01:35.000]  就充充滿滿地澆灌在我們的心田當中
[00:01:35.000 --> 00:01:39.000]  以致我們以前的傷口被主醫治
[00:01:39.000 --> 00:01:42.000]  我們的生命就得到主的建立
[00:01:42.000 --> 00:01:45.000]  我們的生命就不再改變
[00:01:45.000 --> 00:01:49.000]  我們的群體就更加蒙主禰的祝福
[00:01:49.000 --> 00:01:54.000]  我們也把接下來我們聆聽主真道的時間
[00:01:54.000 --> 00:01:57.000]  恭敬交托在主的手中
[00:01:57.000 --> 00:01:59.000]  願我口中的言語
[00:01:59.000 --> 00:02:02.000]  眾弟兄姊妹的心懷意念
[00:02:02.000 --> 00:02:05.000]  都得蒙天父上帝你的悅納
[00:02:05.000 --> 00:02:10.000]  同心禱告奉主明求 阿們
[00:02:10.000 --> 00:02:13.000]  那麼各位弟兄姊妹
[00:02:13.000 --> 00:02:15.000]  我們在人生的過程當中
[00:02:15.000 --> 00:02:18.000]  其實都是一個成長的過程
[00:02:18.000 --> 00:02:21.000]  也是一個學習的過程
[00:02:21.000 --> 00:02:25.000]  我們每一個階段都在不斷地去尋求
[00:02:25.000 --> 00:02:28.000]  而且去更新
[00:02:28.000 --> 00:02:30.000]  不一樣了 我才學得會
[00:02:30.000 --> 00:02:32.000]  我才可以成長得到
[00:02:32.000 --> 00:02:34.000]  但是有一些東西
[00:02:34.000 --> 00:02:38.000]  有一些學問和生命之宿呢
[00:02:38.000 --> 00:02:40.000]  你不去學
[00:02:40.000 --> 00:02:43.000]  你就永遠學不到
[00:02:43.000 --> 00:02:45.000]  就包括我們今天的主題
[00:02:45.000 --> 00:02:49.000]  或者是你沒有找到一個正確的學習的方法和途徑
[00:02:49.000 --> 00:02:52.000]  你永遠在徘徊
[00:02:52.000 --> 00:02:55.000]  我們永遠看不到那種得勝的生命
[00:02:55.000 --> 00:02:59.000]  得著弟兄和神緊密的相連
[00:02:59.000 --> 00:03:01.000]  那種的容美
[00:03:01.000 --> 00:03:02.000]  所以呢
[00:03:02.000 --> 00:03:05.000]  我們在成長的過程裡邊
[00:03:05.000 --> 00:03:08.000]  爸爸媽媽教我們每一個
[00:03:08.000 --> 00:03:10.000]  包括生命之宿
[00:03:10.000 --> 00:03:12.000]  每一科的學習
[00:03:12.000 --> 00:03:14.000]  一些的品格
[00:03:14.000 --> 00:03:17.000]  他們都在引領和教導我們
[00:03:17.000 --> 00:03:19.000]  百般的呵護
[00:03:19.000 --> 00:03:22.000]  生怕我們穿多了熱著
[00:03:22.000 --> 00:03:24.000]  穿少了被凍著
[00:03:24.000 --> 00:03:28.000]  以至於我們在成長的路上
[00:03:28.000 --> 00:03:31.000]  有的時候偏離了
[00:03:31.000 --> 00:03:33.000]  迷惑了
[00:03:33.000 --> 00:03:35.000]  父母非常的擔憂
[00:03:35.000 --> 00:03:38.000]  那種心痛的感覺
[00:03:38.000 --> 00:03:43.000]  他就是想我們能夠走到正路上
[00:03:43.000 --> 00:03:46.000]  那麼我記得有一次
[00:03:46.000 --> 00:03:49.000]  我和爸爸媽媽其實已經約了一個地方
[00:03:49.000 --> 00:03:51.000]  在香港一個地方可以相聚
[00:03:51.000 --> 00:03:53.000]  那個時候他們才來幾天
[00:03:53.000 --> 00:03:56.000]  也沒有特別的給他們置辦電話卡
[00:03:56.000 --> 00:03:58.000]  我們就約定時間
[00:03:58.000 --> 00:04:00.000]  大家在那裡相聚了
[00:04:00.000 --> 00:04:03.000]  那麼我們都提早了時間
[00:04:03.000 --> 00:04:05.000]  到了那個原定的地方
[00:04:05.000 --> 00:04:09.000]  不過爸爸媽媽就在遠的地方再來看
[00:04:09.000 --> 00:04:12.000]  他們見到我就從那裡路過
[00:04:12.000 --> 00:04:14.000]  沒有停下來等他們
[00:04:14.000 --> 00:04:16.000]  繼續再走
[00:04:16.000 --> 00:04:17.000]  走過了
[00:04:17.000 --> 00:04:20.000]  那個時候爸爸非常擔心
[00:04:20.000 --> 00:04:22.000]  他也顧忌不了旁邊我們的教堂
[00:04:22.000 --> 00:04:25.000]  正在舉行著崇拜和聚會
[00:04:25.000 --> 00:04:27.000]  大聲的呼喊
[00:04:27.000 --> 00:04:30.000]  大人 這裡 這裡
[00:04:30.000 --> 00:04:33.000]  你為什麼走偏了
[00:04:33.000 --> 00:04:36.000]  那麼這樣一個事情就讓我想到
[00:04:36.000 --> 00:04:38.000]  每當我們人生的路上
[00:04:38.000 --> 00:04:42.000]  其實很多很多次的機會
[00:04:42.000 --> 00:04:45.000]  父母都在奮身的疾呼
[00:04:45.000 --> 00:04:49.000]  害怕我們走偏了路
[00:04:49.000 --> 00:04:51.000]  其中的擔憂呢
[00:04:51.000 --> 00:04:55.000]  就代表了父母的那種的愛
[00:04:55.000 --> 00:04:57.000]  所以也有一句話呢
[00:04:57.000 --> 00:04:59.000]  經常被人用來形容
[00:04:59.000 --> 00:05:02.000]  形容父母和孩子的關係
[00:05:02.000 --> 00:05:05.000]  叫做
[00:05:05.000 --> 00:05:07.000]  養兒一百
[00:05:07.000 --> 00:05:09.000]  然後呢
[00:05:09.000 --> 00:05:11.000]  長週九十九啊
[00:05:11.000 --> 00:05:14.000]  哇 好像一直在擔心孩子
[00:05:14.000 --> 00:05:16.000]  在孩子成長的過程裡面
[00:05:16.000 --> 00:05:18.000]  只要他是你的爸爸啊
[00:05:18.000 --> 00:05:21.000]  你就永遠都是個孩子
[00:05:21.000 --> 00:05:24.000]  哪怕你到了九十九歲了
[00:05:24.000 --> 00:05:27.000]  哪怕你這個已經很大了
[00:05:27.000 --> 00:05:28.000]  很成熟了
[00:05:28.000 --> 00:05:31.000]  他還會各樣的擔心
[00:05:31.000 --> 00:05:33.000]  在我小的時候老是覺得
[00:05:33.000 --> 00:05:36.000]  哎呀 不至於吧
[00:05:36.000 --> 00:05:39.000]  怎麼就把一點點就聯想的
[00:05:39.000 --> 00:05:42.000]  好像世界末日一樣
[00:05:42.000 --> 00:05:44.000]  世界末日一樣
[00:05:44.000 --> 00:05:47.000]  但是當我做了父親以後才明白
[00:05:47.000 --> 00:05:49.000]  其實那個是出自於
[00:05:49.000 --> 00:05:52.000]  父母的那種的愛
[00:05:52.000 --> 00:05:55.000]  他沒有一點點的可能性
[00:05:55.000 --> 00:05:57.000]  讓你去出錯的
[00:05:57.000 --> 00:05:59.000]  這樣一種的機會發生了
[00:05:59.000 --> 00:06:01.000]  他擔心害怕
[00:06:01.000 --> 00:06:03.000]  以至於呢 各樣的情況
[00:06:03.000 --> 00:06:07.000]  都想把你網羅在他的一個愛當中
[00:06:07.000 --> 00:06:12.000]  可以指引你 為你遮風擋雨
[00:06:12.000 --> 00:06:15.000]  當然人都是有局限的
[00:06:15.000 --> 00:06:18.000]  很多時候這些擔憂啊 憂慮啊
[00:06:18.000 --> 00:06:21.000]  變成了大家的負擔
[00:06:21.000 --> 00:06:23.000]  甚至變成了關係的傷害
[00:06:23.000 --> 00:06:25.000]  也為什麼我們會有這個
[00:06:25.000 --> 00:06:29.000]  生命恩權 親子的教育團契
[00:06:29.000 --> 00:06:31.000]  大家怎麼樣去學習
[00:06:31.000 --> 00:06:33.000]  看到自己的不足夠
[00:06:33.000 --> 00:06:36.000]  要讓一個真正的掌權者
[00:06:36.000 --> 00:06:41.000]  既引領父母 又引領孩子
[00:06:41.000 --> 00:06:47.000]  建立屬於神的親密的親子關係
[00:06:47.000 --> 00:06:50.000]  講到父母對孩子的憂慮啊
[00:06:50.000 --> 00:06:53.000]  看到父母對孩子的愛
[00:06:53.000 --> 00:06:56.000]  那麼在今天的這段經文當中
[00:06:56.000 --> 00:07:02.000]  其實上帝的靈也會擔憂的我
[00:07:02.000 --> 00:07:04.000]  也會擔憂
[00:07:04.000 --> 00:07:07.000]  特別他在一個更高的維度
[00:07:07.000 --> 00:07:11.000]  當我們在一個生命的旅途當中
[00:07:11.000 --> 00:07:15.000]  有偏離的時候 有迷失的時候
[00:07:15.000 --> 00:07:18.000]  甚至各種的痛苦重擔
[00:07:18.000 --> 00:07:20.000]  哎呀 自己要去承受
[00:07:20.000 --> 00:07:23.000]  活不出神的榮耀來的時候
[00:07:23.000 --> 00:07:29.000]  上帝的靈 他就在其中擔憂了
[00:07:29.000 --> 00:07:31.000]  其中還告訴我們
[00:07:31.000 --> 00:07:33.000]  你們原是受了印記
[00:07:33.000 --> 00:07:35.000]  我們是屬於主的
[00:07:35.000 --> 00:07:39.000]  但是呢 我們卻沒有活出
[00:07:39.000 --> 00:07:41.000]  那種真正的示範
[00:07:41.000 --> 00:07:44.000]  我們沒有完全的掌握住了真理
[00:07:44.000 --> 00:07:49.000]  以至於痛苦 傷害
[00:07:49.000 --> 00:07:53.000]  各樣的紛爭就會在當中
[00:07:53.000 --> 00:07:56.000]  那麼在其中呢 上帝的擔憂呢
[00:07:56.000 --> 00:07:58.000]  有很幾個方面
[00:07:58.000 --> 00:08:02.000]  看到人 看到群體
[00:08:02.000 --> 00:08:06.000]  特別是看到屬神的群體
[00:08:06.000 --> 00:08:08.000]  他們在裡面經歷什麼呢
[00:08:08.000 --> 00:08:10.000]  剛才主席帶領我們讀了
[00:08:10.000 --> 00:08:12.000]  經歷了各樣的
[00:08:12.000 --> 00:08:18.000]  苦毒 惱恨 憤怒 染惱 毀謗
[00:08:18.000 --> 00:08:22.000]  並一切的惡毒
[00:08:22.000 --> 00:08:25.000]  他上帝就開始擔憂了
[00:08:25.000 --> 00:08:27.000]  因為在這個背後呢
[00:08:27.000 --> 00:08:31.000]  我們更加呢 也不會懂得去饒恕
[00:08:31.000 --> 00:08:33.000]  讓這些的情緒啊
[00:08:33.000 --> 00:08:36.000]  不斷不斷地在心裡面
[00:08:36.000 --> 00:08:38.000]  發酵又發酵
[00:08:38.000 --> 00:08:40.000]  傷害自己又傷害自己
[00:08:40.000 --> 00:08:43.000]  傷害群體又傷害群體
[00:08:43.000 --> 00:08:47.000]  讓上帝的靈呢 越來越擔憂啊
[00:08:47.000 --> 00:08:49.000]  那麼如果大家看到
[00:08:49.000 --> 00:08:51.000]  好像這些比較嚴重
[00:08:51.000 --> 00:08:53.000]  其實不是啊
[00:08:53.000 --> 00:08:54.000]  其實上帝呢
[00:08:54.000 --> 00:08:57.000]  在我們犯了一些小錯的時候
[00:08:57.000 --> 00:08:59.000]  他就開始擔憂了
[00:08:59.000 --> 00:09:01.000]  他就開始在警醒我們
[00:09:01.000 --> 00:09:04.000]  讓我們要警惕
[00:09:04.000 --> 00:09:07.000]  其中因為這些小的細節啊
[00:09:07.000 --> 00:09:09.000]  小的點啊
[00:09:09.000 --> 00:09:15.000]  就會給魔鬼留了地步
[00:09:15.000 --> 00:09:18.000]  我覺得那惡者真的是充滿各樣的狡詐
[00:09:18.000 --> 00:09:20.000]  在各樣的環境當中
[00:09:20.000 --> 00:09:24.000]  他就找你生命裡面的各樣的破口
[00:09:24.000 --> 00:09:28.000]  要破壞你和你自己的關係
[00:09:28.000 --> 00:09:32.000]  你都沒辦法原諒自己
[00:09:32.000 --> 00:09:34.000]  就逃避
[00:09:34.000 --> 00:09:36.000]  就連自己都放棄了自己
[00:09:36.000 --> 00:09:39.000]  甚至破壞群體的關係
[00:09:39.000 --> 00:09:42.000]  大家互相攻擊
[00:09:42.000 --> 00:09:44.000]  互相傷害
[00:09:44.000 --> 00:09:48.000]  還要破壞我們和上帝的關係
[00:09:48.000 --> 00:09:50.000]  就逃避主的面啊
[00:09:50.000 --> 00:09:52.000]  遠離他
[00:09:52.000 --> 00:09:54.000]  慢慢慢慢地遠離
[00:09:54.000 --> 00:09:56.000]  在這些點的後面
[00:09:56.000 --> 00:09:58.000]  我們可以看到
[00:09:58.000 --> 00:10:00.000]  有很多小的細節在經文裡面
[00:10:00.000 --> 00:10:02.000]  也提醒我們
[00:10:02.000 --> 00:10:07.000]  會給魔鬼留下了各樣的地步
[00:10:07.000 --> 00:10:10.000]  謊言
[00:10:10.000 --> 00:10:12.000]  大家互相的欺騙了
[00:10:12.000 --> 00:10:17.000]  然後生氣導致的犯罪
[00:10:17.000 --> 00:10:19.000]  還有就是偷竊
[00:10:19.000 --> 00:10:23.000]  然後就是誤會的言語
[00:10:23.000 --> 00:10:25.000]  等等等等都在當中
[00:10:25.000 --> 00:10:28.000]  當然這些會變成破口
[00:10:28.000 --> 00:10:31.000]  讓這些破口越拉越大
