
[00:00:00.000 --> 00:00:01.800]  好 鼎姐妹平安
[00:00:01.800 --> 00:00:06.200]  今日我們所看的經文是啟示錄九章的十三到二十一節
[00:00:06.200 --> 00:00:10.400]  我們先一齊讀這幾節的經文
[00:00:10.400 --> 00:00:13.400]  我們十三節開始 一二三
[00:00:13.400 --> 00:00:16.000]  第六位天使吹號
[00:00:16.000 --> 00:00:19.480]  我就聽見有聲音從上帝面前
[00:00:19.480 --> 00:00:21.680]  金壇的四角出來
[00:00:21.680 --> 00:00:25.400]  吩咐那吹號的第六位天使說
[00:00:25.400 --> 00:00:31.800]  把那捆綁在幽法拉底大河的四個使者釋放了
[00:00:31.800 --> 00:00:34.800]  那四個使者就被釋放
[00:00:34.800 --> 00:00:37.200]  他們原事預備好了
[00:00:37.200 --> 00:00:42.800]  到某年某月某日某時要殺人的三分之一
[00:00:42.800 --> 00:00:44.800]  馬軍有二萬萬
[00:00:44.800 --> 00:00:48.200]  他們的數目我聽見了
[00:00:48.200 --> 00:00:52.600]  我在異象中看見那些馬和騎馬的
[00:00:52.600 --> 00:00:56.000]  騎馬的胸前有甲如火
[00:00:56.000 --> 00:00:58.600]  與子馬腦並流黃
[00:00:58.600 --> 00:01:01.200]  馬的頭好像獅子頭
[00:01:01.200 --> 00:01:06.000]  有火有煙有流黃從馬的口中出來
[00:01:06.000 --> 00:01:09.800]  口中所出來的火與煙並流黃
[00:01:09.800 --> 00:01:14.400]  這三樣災殺了人的三分之一
[00:01:14.400 --> 00:01:18.600]  這馬的能力是在口裡和尾巴上
[00:01:18.600 --> 00:01:20.800]  因這尾巴像蛇
[00:01:20.800 --> 00:01:23.600]  並且有頭用耳害人
[00:01:23.600 --> 00:01:27.600]  其餘未曾被這些災所殺的人
[00:01:27.600 --> 00:01:31.400]  仍舊不悔改自己手所做的
[00:01:31.400 --> 00:01:35.400]  還是去拜鬼魔和那些不能看
[00:01:35.400 --> 00:01:41.200]  不能聽不能走金銀銅木的偶像
[00:01:41.200 --> 00:01:44.800]  又不悔改他們那些兇殺
[00:01:44.800 --> 00:01:48.600]  邪術奸淫偷竊的事
[00:01:48.600 --> 00:01:50.400]  這個是第六號
[00:01:50.400 --> 00:01:52.800]  當我們想到吹號的時候
[00:01:52.800 --> 00:01:54.200]  不知道大家有沒有想過
[00:01:54.200 --> 00:01:56.000]  就好像在我們香港
[00:01:56.000 --> 00:02:00.200]  如果發現八號風球要來臨之前
[00:02:00.200 --> 00:02:04.600]  通常電視機就會有聲音出來
[00:02:04.600 --> 00:02:06.200]  要警告我們
[00:02:06.200 --> 00:02:09.200]  或者要一些所謂溫馨的提示
[00:02:09.200 --> 00:02:12.600]  就是要我們留意一些事情要發生
[00:02:12.600 --> 00:02:14.800]  當然第六號再吹的時候
[00:02:14.800 --> 00:02:19.000]  就是要留意九章到十三和二十一節裏面
[00:02:19.000 --> 00:02:21.000]  要我們留意的一些事情
[00:02:21.000 --> 00:02:22.600]  是一個很重要
[00:02:22.600 --> 00:02:26.200]  或者是很想我們更加放心機
[00:02:26.200 --> 00:02:28.800]  在裏面去理解這段經文
[00:02:28.800 --> 00:02:31.600]  當然在我們看的經文裏面的第一節裏面
[00:02:31.600 --> 00:02:33.600]  有一句我覺得很重要
[00:02:33.600 --> 00:02:35.200]  也是值得我們去思考的
[00:02:35.200 --> 00:02:37.200]  就是第十三節裏面
[00:02:37.200 --> 00:02:40.000]  為什麼會聽到有聲音
[00:02:40.000 --> 00:02:43.000]  在金潭的四角出來的呢
[00:02:43.000 --> 00:02:45.800]  這個問題我想都值得我們去思考
[00:02:45.800 --> 00:02:47.600]  為什麼會有聲音會出來
[00:02:47.600 --> 00:02:51.200]  還有為什麼會在這個潭的四角的位置呢
[00:02:51.200 --> 00:02:54.600]  當然當我們繼續去思考
[00:02:54.600 --> 00:02:57.400]  這個祭壇的處境的時候
[00:02:57.400 --> 00:02:58.800]  如果我們回到前面
[00:02:58.800 --> 00:03:00.400]  特別是六章九節那裏
[00:03:00.400 --> 00:03:03.400]  其實那裏就提到在祭壇下面
[00:03:03.400 --> 00:03:07.400]  就有一班為信仰所犧牲的信徒
[00:03:07.400 --> 00:03:10.600]  他們在那裏祈禱要去伸冤
[00:03:10.600 --> 00:03:14.400]  就是當他們被信仰的遠故犧牲的時候
[00:03:14.400 --> 00:03:18.400]  這些聲音就在這個祭壇裏面發出
[00:03:18.400 --> 00:03:21.400]  並且去到八章二到三節那裏
[00:03:21.400 --> 00:03:23.400]  其實都提過有一個天使
[00:03:23.400 --> 00:03:26.400]  就在提這個信徒的禱告
[00:03:26.400 --> 00:03:29.400]  就在這個祭壇的面前
[00:03:29.400 --> 00:03:33.000]  當你留意到這兩個不同的上文的時候
[00:03:33.000 --> 00:03:37.000]  你就很感受到其實這裏的聲音出來
[00:03:37.000 --> 00:03:39.000]  不只是一個審判
[00:03:39.000 --> 00:03:43.400]  而是在說的是神他回應祈禱
[00:03:43.400 --> 00:03:46.400]  他為那些祈禱的信徒
[00:03:46.400 --> 00:03:49.400]  他為那些因為信仰而犧牲的信徒
[00:03:49.400 --> 00:03:51.400]  來到去伸冤
[00:03:51.400 --> 00:03:55.400]  我們知道在啟示錄的讀者
[00:03:55.400 --> 00:03:58.400]  這一班讀者他們當時是面對著
[00:03:58.400 --> 00:04:01.400]  不同信仰所帶來的逼迫
[00:04:01.400 --> 00:04:03.400]  無論是社會上對他們的挑戰
[00:04:03.400 --> 00:04:07.400]  或者是政府對他們的一些壓力
[00:04:07.400 --> 00:04:08.400]  甚至乎是迫害等等
[00:04:08.400 --> 00:04:11.400]  所以都可以想像在這一班信徒的時候
[00:04:11.400 --> 00:04:14.400]  很難去堅持
[00:04:14.400 --> 00:04:16.400]  他們會想一個問題就是
