
[00:00:00.000 --> 00:00:02.000]  (字幕提供:Sarah)
[00:00:02.000 --> 00:00:05.000]  為耶穌拆了房頂
[00:00:05.000 --> 00:00:14.000]  弟兄姊妹,今天我要跟大家分享的題目是為耶穌拆了房頂
[00:00:14.000 --> 00:00:19.000]  我們繼續馬可福音的講道系列
[00:00:19.000 --> 00:00:24.000]  在前面我們已經講了四講了
[00:00:24.000 --> 00:00:27.000]  第一講我們講了耶穌是誰
[00:00:27.000 --> 00:00:31.000]  第二講我們講耶穌給世人的使命
[00:00:31.000 --> 00:00:35.000]  第三講我們講耶穌在加百農的侍奉
[00:00:35.000 --> 00:00:40.000]  第四講我們講了耶穌醫治被社會遺棄的人
[00:00:40.000 --> 00:00:44.000]  今天我們要繼續看馬可福音的第二章
[00:00:44.000 --> 00:00:46.000]  第一到第十二節
[00:00:46.000 --> 00:00:52.000]  今天我們要看的是為耶穌拆了房頂
[00:00:52.000 --> 00:00:55.000]  相信大家都很熟悉這個題目
[00:00:55.000 --> 00:00:59.000]  讓我們先來看看今天的經文
[00:00:59.000 --> 00:01:03.000]  如果你看得到螢幕,讓我讀給大家聽
[00:01:03.000 --> 00:01:06.000]  今天這段講道的經文
[00:01:06.000 --> 00:01:11.000]  馬可福音第二章第一到十二節
[00:01:11.000 --> 00:01:15.000]  過了些日子,耶穌又進了加百農
[00:01:15.000 --> 00:01:19.000]  人聽見他在房子裡
[00:01:19.000 --> 00:01:25.000]  就有許多人聚集,甚至連門前都沒有空地
[00:01:25.000 --> 00:01:29.000]  耶穌就對他們講道
[00:01:29.000 --> 00:01:33.000]  有人帶著一個攤子來見耶穌
[00:01:33.000 --> 00:01:36.000]  是用四個人抬來的
[00:01:36.000 --> 00:01:39.000]  因為人多,不得進錢
[00:01:39.000 --> 00:01:44.000]  就把耶穌所在的房子拆了房頂
[00:01:44.000 --> 00:01:52.000]  既拆通了,就把攤子連所躺臥的路子也都墜下來
[00:01:52.000 --> 00:01:55.000]  耶穌見他們的信心
[00:01:55.000 --> 00:02:01.000]  就對攤子說:小子,你的罪赦了
[00:02:01.000 --> 00:02:03.000]  第六節
[00:02:03.000 --> 00:02:06.000]  有幾個文士坐在那裡
[00:02:06.000 --> 00:02:11.000]  心裡議論說:這個人為什麼這樣說呢?
[00:02:11.000 --> 00:02:13.000]  他說健忘的話
[00:02:13.000 --> 00:02:18.000]  除了神以外,誰能赦罪呢?
[00:02:18.000 --> 00:02:22.000]  耶穌心中知道他們心裡這樣議論
[00:02:22.000 --> 00:02:26.000]  就說:你們心裡為什麼這樣議論呢?
[00:02:26.000 --> 00:02:30.000]  或對攤子說:你的罪赦了
[00:02:30.000 --> 00:02:34.000]  或說:起來,拿你的路子行走
[00:02:34.000 --> 00:02:36.000]  哪一樣容易呢?
[00:02:36.000 --> 00:02:42.000]  但要叫你們知道,人只在地上有赦罪的權柄
[00:02:42.000 --> 00:02:49.000]  所以,耶穌說:我吩咐你,起來,拿你的路子回家去吧
