
[00:00:00.000 --> 00:00:02.000]  各位頂展會平安
[00:00:02.000 --> 00:00:06.640]  今天很高興再次和大家一起學習上帝的話語
[00:00:06.640 --> 00:00:11.760]  雖然因著未來進修聖經研究的緣故要暫別
[00:00:11.760 --> 00:00:15.520]  但我相信在上帝所安排的時間裡
[00:00:15.520 --> 00:00:19.720]  我們必然有機會再次一同在上帝的話語裡
[00:00:19.720 --> 00:00:22.800]  一同學習和去到長進
[00:00:22.800 --> 00:00:27.160]  今天我們繼續啟示錄的港島是一個門訓的系列
[00:00:27.160 --> 00:00:30.040]  當年今天的經文是比較短的
[00:00:30.040 --> 00:00:34.240]  只有五至六節
[00:00:34.240 --> 00:00:35.640]  十五至十九節
[00:00:35.640 --> 00:00:38.200]  其實這幾節雖然短
[00:00:38.200 --> 00:00:43.760]  雖然好像和前面我們說的兩個小見證人
[00:00:43.760 --> 00:00:46.840]  和後面的段落有些分別
[00:00:46.840 --> 00:00:52.480]  但這段經文其實是扮演一個丞相啟客的作用
[00:00:52.480 --> 00:00:53.720]  為什麼這樣說呢
[00:00:53.720 --> 00:00:56.400]  這裡要有一個概覽
[00:00:56.400 --> 00:01:01.400]  其實啟示錄裡有七印
[00:01:01.400 --> 00:01:03.360]  七號和七碗
[00:01:03.360 --> 00:01:06.560]  我們今天看的是七號的結尾
[00:01:06.560 --> 00:01:11.320]  大家會留意七號和七碗是相隔了這幾章
[00:01:11.320 --> 00:01:14.160]  即是十一到十四章
[00:01:14.160 --> 00:01:16.320]  上一次的門訓系列港島
[00:01:16.320 --> 00:01:19.880]  我們討論過十一章的一到十四節
[00:01:19.880 --> 00:01:24.480]  其實那是見證人和地上人的爭戰
[00:01:24.480 --> 00:01:29.080]  今天看的幾節經文是第七號的內容
[00:01:29.080 --> 00:01:30.880]  但這裡劇透了一件事
[00:01:30.880 --> 00:01:34.840]  第七號不是一個審判的元素
[00:01:34.840 --> 00:01:37.920]  但並不是審判的內容
[00:01:37.920 --> 00:01:40.840]  反而是一個讚美
[00:01:40.840 --> 00:01:44.840]  如果我們放遠一點我們的眼睛去看
[00:01:44.840 --> 00:01:49.720]  十二和十三章就去到一個爭戰的部分
[00:01:49.720 --> 00:01:53.840]  十二章是婦人和大恐龍的爭戰
[00:01:53.840 --> 00:02:00.880]  十三章是兩隻獸和拜祭祂的人之間的爭戰
[00:02:00.880 --> 00:02:05.000]  第十四章一到五節又是另一個很小的插曲
[00:02:05.000 --> 00:02:07.520]  同樣是很短的經文
[00:02:07.520 --> 00:02:11.720]  但這個同樣是一個讚美
[00:02:11.720 --> 00:02:18.400]  雖然由七號到七碗之間有幾章的對抗
[00:02:18.400 --> 00:02:23.280]  但約翰在中間提醒我們
[00:02:23.280 --> 00:02:27.200]  兩個敬拜和讚美的片段
[00:02:27.200 --> 00:02:30.120]  好像一頭一尾包著中間
[00:02:30.120 --> 00:02:32.120]  即是我們接下來會看十二和十三章
[00:02:32.120 --> 00:02:34.840]  一個比較激烈的對抗
[00:02:34.840 --> 00:02:40.040]  似乎約翰提醒我們神已經去到得勝
[00:02:40.040 --> 00:02:43.280]  其實我們不是用一個很害怕的角度去看
[00:02:43.280 --> 00:02:46.360]  因為如果我們看下幾個禮拜的經文
[00:02:46.360 --> 00:02:49.240]  內容聽起來好像很害怕
[00:02:49.240 --> 00:02:55.320]  但約翰提醒我們焦點並不是對抗的激烈
[00:02:55.320 --> 00:02:59.800]  而是結局早已寫明
[00:02:59.800 --> 00:03:02.160]  所以如果用今天的劇情角度來說
[00:03:02.160 --> 00:03:03.760]  這套電視劇並不太好看
[00:03:03.760 --> 00:03:05.360]  因為你猜到結局
[00:03:05.360 --> 00:03:07.680]  但對當時的人以至我們來說
[00:03:07.680 --> 00:03:11.600]  這是一個非常重要的提醒
[00:03:11.600 --> 00:03:15.320]  當然如果我們仔細看這幾節的經文
[00:03:15.320 --> 00:03:18.280]  如果大家手上有聖經都可以一同去看
[00:03:18.280 --> 00:03:22.680]  十一章十五節其實是一個自成段落的部分
[00:03:22.680 --> 00:03:26.640]  是天使第七號的內容
[00:03:26.640 --> 00:03:31.600]  而十六到十八節是二十四個長老的回應
[00:03:31.600 --> 00:03:32.920]  雖然他們去讚美
[00:03:32.920 --> 00:03:36.440]  但其實是一個對天使的回應
[00:03:36.440 --> 00:03:40.560]  而十九章就提到神在天上的聖殿開了
[00:03:40.560 --> 00:03:46.080]  這是神對長老們的敬拜和第七號的回應
[00:03:46.080 --> 00:03:49.120]  當然這是用對話的角度去理解
[00:03:49.120 --> 00:03:51.960]  但如果我們用主題的角度去說
[00:03:51.960 --> 00:03:53.760]  正如我剛才所提及
[00:03:53.760 --> 00:03:57.880]  其實長老們的讚美是一個回應
[00:03:57.880 --> 00:04:00.560]  所以十一章十五到十七節
[00:04:00.560 --> 00:04:04.000]  某程度上字眼會看得很類似
[00:04:04.000 --> 00:04:07.080]  是天使和長老互相唱和
[00:04:07.080 --> 00:04:10.640]  好像對唱一樣去回應
[00:04:10.640 --> 00:04:12.560]  而十八到十九節
[00:04:12.560 --> 00:04:17.040]  就是長老在讚美中說神要準備做些什麼
[00:04:17.040 --> 00:04:22.080]  而十九章是神準備開展他的審判
[00:04:22.080 --> 00:04:25.600]  所以這段經文對我們
[00:04:25.600 --> 00:04:28.480]  在這個時間我們仍然等待耶穌再來的時候
[00:04:28.480 --> 00:04:30.880]  其實是有一個重要的提醒
[00:04:30.880 --> 00:04:32.760]  所以我們先看第一個主題
[00:04:32.760 --> 00:04:37.000]  我們用主題的角度去看這幾節的經文
[00:04:37.000 --> 00:04:38.800]  第一個主題是剛才提及的
[00:04:38.800 --> 00:04:42.000]  是神掌權的時刻
