
[00:00:00.000 --> 00:00:02.000]  我們一起去遇見上帝
[00:00:02.000 --> 00:00:07.000]  很開心再一次跟大家分享上帝的說話
[00:00:07.000 --> 00:00:11.000]  今天我們繼續看馬福音第六章的經文
[00:00:11.000 --> 00:00:13.000]  在幾個星期前
[00:00:13.000 --> 00:00:15.000]  聶文耀博士和林牧師
[00:00:15.000 --> 00:00:19.000]  分別和我們講解了第六章頭幾個部分
[00:00:19.000 --> 00:00:22.000]  今天我們會看餘下的段落
[00:00:22.000 --> 00:00:25.000]  我們會看第六章的第一部分
[00:00:25.000 --> 00:00:30.000]  讓大家看看字體會否稍為小了一點
[00:00:30.000 --> 00:00:32.000]  辛苦大家了
[00:00:32.000 --> 00:00:35.000]  為今天的講題定了這個題目
[00:00:35.000 --> 00:00:38.000]  叫做認清自己的盲點
[00:00:38.000 --> 00:00:40.000]  剛才開始崇拜之先
[00:00:40.000 --> 00:00:43.000]  有目者問這個盲點
[00:00:43.000 --> 00:00:45.000]  今天是否要測試我們的色盲呢
[00:00:45.000 --> 00:00:46.000]  戴著這樣的領帶
[00:00:46.000 --> 00:00:49.000]  究竟在說什麼盲點呢
[00:00:49.000 --> 00:00:51.000]  在開始的時候我們就想
[00:00:51.000 --> 00:00:53.000]  問大家一個問題
[00:00:53.000 --> 00:00:54.000]  很想問一下
[00:00:54.000 --> 00:00:58.000]  大家覺得基督徒一月經歷神的話
[00:00:58.000 --> 00:01:01.000]  是否等於他對神更加有信心
[00:01:01.000 --> 00:01:03.000]  更加想認識他呢
[00:01:03.000 --> 00:01:06.000]  即是基督徒月多經歷神的時候
[00:01:06.000 --> 00:01:09.000]  是否會更加想認識他
[00:01:09.000 --> 00:01:13.000]  也對他更加有信心呢
[00:01:13.000 --> 00:01:15.000]  這個答案不用和我說
[00:01:15.000 --> 00:01:17.000]  有人點頭也有人點頭
[00:01:17.000 --> 00:01:20.000]  大家可以把答案放在心裏
[00:01:20.000 --> 00:01:21.000]  我們帶著這個答案
[00:01:21.000 --> 00:01:23.000]  一起去看今天的經文
[00:01:23.000 --> 00:01:25.000]  今天的經文是六章四十五節
[00:01:25.000 --> 00:01:28.000]  馬福音六章四十五到五十六節
[00:01:28.000 --> 00:01:31.000]  我們先讀四十五到五十二節
[00:01:31.000 --> 00:01:32.000]  有請頂字門
[00:01:32.000 --> 00:01:33.000]  預備起
[00:01:33.000 --> 00:01:37.000]  耶穌隨即催門徒上船
[00:01:37.000 --> 00:01:39.000]  先渡到對岸
[00:01:39.000 --> 00:01:41.000]  到白菜大去
[00:01:41.000 --> 00:01:43.000]  等他叫眾人散去
[00:01:43.000 --> 00:01:45.000]  先渡到對岸
[00:01:45.000 --> 00:01:47.000]  到白菜大去
[00:01:47.000 --> 00:01:49.000]  等他叫眾人散去
[00:01:49.000 --> 00:01:50.000]  是
[00:01:51.000 --> 00:01:53.000]  等他叫眾人散去
[00:01:53.000 --> 00:01:55.000]  等他叫眾人散去
[00:01:55.000 --> 00:01:57.000]  等他叫眾人散去
[00:01:57.000 --> 00:01:59.000]  等他叫眾人散去
[00:01:59.000 --> 00:02:01.000]  等他叫眾人散去
[00:02:01.000 --> 00:02:03.000]  等他叫眾人散去
[00:02:03.000 --> 00:02:05.000]  等他叫眾人散去
[00:02:05.000 --> 00:02:07.000]  等他叫眾人散去
[00:02:07.000 --> 00:02:09.000]  等他叫眾人散去
[00:02:09.000 --> 00:02:11.000]  等他叫眾人散去
[00:02:11.000 --> 00:02:13.000]  等他叫眾人散去
[00:02:13.000 --> 00:02:15.000]  等他叫眾人散去
[00:02:15.000 --> 00:02:17.000]  等他叫眾人散去
[00:02:17.000 --> 00:02:19.000]  等他叫眾人散去
[00:02:19.000 --> 00:02:21.000]  等他叫眾人散去
[00:02:21.000 --> 00:02:23.000]  等他叫眾人散去
[00:02:23.000 --> 00:02:25.000]  等他叫眾人散去
