
[00:00:00.000 --> 00:00:02.000]  主持人:各位姐妹早晨
[00:00:02.000 --> 00:00:11.500]  今天我的講題是接續上星期兩位聖女的傳道
[00:00:11.500 --> 00:00:13.500]  嘉芬和志輝
[00:00:13.500 --> 00:00:19.000]  他們上星期講彼得前書三章八至十六節
[00:00:19.000 --> 00:00:21.000]  講得非常好
[00:00:21.000 --> 00:00:25.000]  而且是將我們作為跟隨耶穌基督
[00:00:25.000 --> 00:00:28.000]  我們應該怎樣來在世生活
[00:00:28.000 --> 00:00:37.000]  我特別在這裡引用成熙傳道上集的主題
[00:00:37.000 --> 00:00:41.000]  上一次講到的大綱
[00:00:41.000 --> 00:00:43.000]  作主門徒的兩大標記
[00:00:43.000 --> 00:00:46.000]  我們要彌惡行善和為義受苦
[00:00:46.000 --> 00:00:48.000]  承接著這個前文
[00:00:48.000 --> 00:00:50.000]  我今天會和大家繼續看
[00:00:50.000 --> 00:00:56.000]  為義受苦我們怎樣來彰顯基督的復活德性
[00:00:56.000 --> 00:00:59.000]  在今天這一段經文裏面
[00:00:59.000 --> 00:01:01.000]  其實我們很清楚看見
[00:01:01.000 --> 00:01:04.000]  耶穌基督因行善而受苦
[00:01:04.000 --> 00:01:07.000]  這個成為一個很重要的例證
[00:01:07.000 --> 00:01:10.000]  但這件事也成為我們的鼓勵
[00:01:10.000 --> 00:01:13.000]  就是現世的信徒我們怎樣在人生裏面
[00:01:13.000 --> 00:01:20.000]  我們好好地來活出耶穌這種榜樣
[00:01:20.000 --> 00:01:23.000]  上一次我在這裡和大家分享
[00:01:23.000 --> 00:01:25.000]  二章那段經文的時候
[00:01:25.000 --> 00:01:29.000]  我們看見我們要跟隨耶穌基督的腳踵行
[00:01:29.000 --> 00:01:33.000]  因為祂為我們這班異鄉人
[00:01:33.000 --> 00:01:35.000]  我們在地上寄居客類
[00:01:35.000 --> 00:01:39.000]  但我們應該要效法主這種模樣
[00:01:39.000 --> 00:01:43.000]  我們在這個不信的世界
[00:01:43.000 --> 00:01:46.000]  很多人不認識上帝的救恩面前
[00:01:46.000 --> 00:01:52.000]  我們更加要來到在我們的說話行事為人裏面
[00:01:52.000 --> 00:01:55.000]  來彰顯耶穌基督生命各樣的美善
[00:01:55.000 --> 00:01:59.000]  上一次我們看到耶穌基督的受死是帶來救贖的
[00:01:59.000 --> 00:02:02.000]  但這次我們這段經文說到
[00:02:02.000 --> 00:02:05.000]  不單止基督的受死受苦
[00:02:05.000 --> 00:02:08.000]  是說到耶穌基督的待贖
[00:02:08.000 --> 00:02:10.000]  義的代替不義
[00:02:10.000 --> 00:02:13.000]  他更加強調基督的復活和德性
[00:02:13.000 --> 00:02:15.000]  也都是因為這件事
[00:02:15.000 --> 00:02:19.000]  成為我們今天在苦難裏面
[00:02:19.000 --> 00:02:22.000]  我們歷世歷代的神的兒女們
[00:02:22.000 --> 00:02:26.000]  我們都要忠於去跟隨耶穌的腳踵
[00:02:26.000 --> 00:02:28.000]  我們需要來面對
[00:02:28.000 --> 00:02:30.000]  無論在人生不同的階段
[00:02:30.000 --> 00:02:33.000]  或者在社會不同的場景
[00:02:33.000 --> 00:02:34.000]  我們的工作
[00:02:34.000 --> 00:02:35.000]  我們的家庭
[00:02:35.000 --> 00:02:37.000]  我們和人際的關係等等
[00:02:37.000 --> 00:02:39.000]  我們面對受苦
[00:02:39.000 --> 00:02:44.000]  究竟這個受苦是怎樣來產生的呢?
[00:02:44.000 --> 00:02:46.000]  我們先來看看
[00:02:46.000 --> 00:02:48.000]  在今天的經文第一個段落
[00:02:48.000 --> 00:02:50.000]  我請大家跟我一起讀出來
[00:02:50.000 --> 00:02:52.000]  第三章17到18節
[00:02:52.000 --> 00:02:57.000]  「神的旨意若是要你們因行善受苦
[00:02:57.000 --> 00:03:00.000]  者總比因行惡受苦好
[00:03:00.000 --> 00:03:04.000]  因為基督也曾一次為罪受苦
[00:03:04.000 --> 00:03:07.000]  就是義的代替不義
[00:03:07.000 --> 00:03:10.000]  為要引領你們到神面前」
[00:03:10.000 --> 00:03:13.000]  彼得在這裏開宗明義
[00:03:13.000 --> 00:03:14.000]  要跟我們說
[00:03:14.000 --> 00:03:16.000]  神的旨意
[00:03:16.000 --> 00:03:20.000]  不是一個所謂虐待我們
[00:03:20.000 --> 00:03:23.000]  作為他兒女的一個天賦
[00:03:23.000 --> 00:03:25.000]  神的心意是說
[00:03:25.000 --> 00:03:28.000]  若果我們要受苦的話
[00:03:28.000 --> 00:03:30.000]  不是因為行惡受苦
[00:03:30.000 --> 00:03:31.000]  這個很清楚
[00:03:31.000 --> 00:03:33.000]  說到苦難的性質
[00:03:33.000 --> 00:03:37.000]  如果我們今天是行惡而受苦的話
[00:03:37.000 --> 00:03:40.000]  我們廣東人說這個就是甚麼?
[00:03:40.000 --> 00:03:42.000]  活該
[00:03:42.000 --> 00:03:44.000]  普通話叫做甚麼?
[00:03:44.000 --> 00:03:49.000]  活該
[00:03:49.000 --> 00:03:51.000]  跟活該是一樣的
[00:03:51.000 --> 00:03:55.000]  今天如果你面對受苦
[00:03:55.000 --> 00:03:57.000]  是你自己拿來壞
[00:03:57.000 --> 00:04:01.000]  是你自己行在一個不對的路上
[00:04:01.000 --> 00:04:03.000]  以及作惡
[00:04:03.000 --> 00:04:05.000]  犯罪
[00:04:05.000 --> 00:04:06.000]  是罪有應得的
[00:04:06.000 --> 00:04:08.000]  但是神的旨意是甚麼?
[00:04:08.000 --> 00:04:12.000]  原來我們一班跟隨上帝的兒子的人
[00:04:12.000 --> 00:04:16.000]  我們願意來行善受苦
[00:04:16.000 --> 00:04:18.000]  這個更加美麗
[00:04:18.000 --> 00:04:19.000]  行善
[00:04:19.000 --> 00:04:21.000]  但是竟然要受苦
[00:04:21.000 --> 00:04:26.000]  因為這個世界是對於很多跟隨忠心
[00:04:26.000 --> 00:04:28.000]  至死忠心跟隨主的人
[00:04:28.000 --> 00:04:31.000]  作出很多不公平
[00:04:31.000 --> 00:04:34.000]  甚至是逼迫的對待
[00:04:34.000 --> 00:04:37.000]  十八字給我們這個例證
[00:04:37.000 --> 00:04:39.000]  因為基督有一層
[00:04:39.000 --> 00:04:40.000]  一次
[00:04:40.000 --> 00:04:41.000]  聖經很清楚
[00:04:41.000 --> 00:04:42.000]  不是多次
[00:04:42.000 --> 00:04:43.000]  是一次
[00:04:43.000 --> 00:04:45.000]  這一次是說哪一次?
[00:04:45.000 --> 00:04:48.000]  就是上十字架
[00:04:48.000 --> 00:04:50.000]  為罪受苦
[00:04:50.000 --> 00:04:51.000]  看清楚
[00:04:51.000 --> 00:04:52.000]  是不是耶穌有罪?
[00:04:52.000 --> 00:04:54.000]  所以為罪受苦?
[00:04:54.000 --> 00:04:55.000]  不是
[00:04:55.000 --> 00:04:57.000]  他跟著下文說得很清楚
[00:04:57.000 --> 00:04:59.000]  是二的代替不二
[00:04:59.000 --> 00:05:01.000]  二是單數
[00:05:01.000 --> 00:05:02.000]  是指一個人
[00:05:02.000 --> 00:05:08.000]  這個二就是古往今來沒有一個人是二者
[00:05:08.000 --> 00:05:09.000]  只有耶穌
[00:05:09.000 --> 00:05:10.000]  只此一人
[00:05:10.000 --> 00:05:13.000]  這是我們福音的精髓
[00:05:13.000 --> 00:05:18.000]  就是因為我們全人類歷史裡面沒有一個人沒有犯過罪
[00:05:18.000 --> 00:05:20.000]  只有這個二者
[00:05:20.000 --> 00:05:21.000]  耶穌
[00:05:21.000 --> 00:05:23.000]  是聖潔無有瑕疵的
[00:05:23.000 --> 00:05:26.000]  祂才有資格代替我們這群不二
[00:05:26.000 --> 00:05:27.000]  就是眾數的
[00:05:27.000 --> 00:05:28.000]  我們全人類
[00:05:28.000 --> 00:05:29.000]  我們所有的人
[00:05:29.000 --> 00:05:32.000]  為要引領我們到神面前
[00:05:32.000 --> 00:05:36.000]  為要叫我們能夠得著上帝的救恩
[00:05:36.000 --> 00:05:37.000]  那個恩典
[00:05:37.000 --> 00:05:41.000]  所以這是一個袋贖的功勞
[00:05:41.000 --> 00:05:43.000]  既然如此
[00:05:43.000 --> 00:05:44.000]  我們今天說
[00:05:44.000 --> 00:05:46.000]  我們在這個地上
[00:05:46.000 --> 00:05:48.000]  作為耶穌的門徒
[00:05:48.000 --> 00:05:51.000]  我們要跟隨祂的腳踪行
[00:05:51.000 --> 00:05:53.000]  這個腳踪很肯定
[00:05:53.000 --> 00:05:56.000]  是預了我們會有苦難的
[00:05:56.000 --> 00:05:59.000]  你說我們犯罪而得?
[00:05:59.000 --> 00:06:00.000]  不是
[00:06:00.000 --> 00:06:02.000]  是我們因為行善
[00:06:02.000 --> 00:06:06.000]  而也要來承受這些苦難
[00:06:06.000 --> 00:06:10.000]  甚至有些人是專針對教徒
[00:06:10.000 --> 00:06:13.000]  來作出很多的挑釁
[00:06:13.000 --> 00:06:18.000]  最近我相信大家都有看巴黎的奧運會
[00:06:18.000 --> 00:06:20.000]  很多賽事都非常的
[00:06:20.000 --> 00:06:27.000]  各國的建議都是竭盡所能來爭取獎牌
[00:06:27.000 --> 00:06:29.000]  四年一屆
[00:06:29.000 --> 00:06:32.000]  但一開幕禮的時候就搞了一個大風波
[00:06:32.000 --> 00:06:35.000]  大家記得這個情景
[00:06:35.000 --> 00:06:38.000]  基本上我現在的年紀
[00:06:38.000 --> 00:06:43.000]  半夜三更要起床看奧運會開幕禮
[00:06:43.000 --> 00:06:44.000]  我就不會了
[00:06:44.000 --> 00:06:47.000]  除非我是真的有教會的事
[00:06:47.000 --> 00:06:49.000]  或者福音的聖功
[00:06:49.000 --> 00:06:51.000]  我就衝下去
[00:06:51.000 --> 00:06:54.000]  我衝到三、四點都可以
[00:06:54.000 --> 00:06:57.000]  但那些不是天天這樣
[00:06:57.000 --> 00:06:59.000]  是偶一而知
[00:06:59.000 --> 00:07:01.000]  為了一個不時的需要
[00:07:01.000 --> 00:07:03.000]  我很感謝神
[00:07:03.000 --> 00:07:07.000]  我們今天是因為有神的話
[00:07:07.000 --> 00:07:09.000]  以致我們不會迷失
[00:07:09.000 --> 00:07:13.000]  但今天這個時代是一個大迷失的年代
[00:07:13.000 --> 00:07:15.000]  而且可以說是大迷惑
[00:07:15.000 --> 00:07:22.000]  將很多正確的人生價值觀都顛倒了
[00:07:22.000 --> 00:07:27.000]  在奧運會開幕禮的導演叫Thomas Jolie
[00:07:27.000 --> 00:07:28.000]  他是一個猶太人
[00:07:28.000 --> 00:07:30.000]  但是一個同性戀者
[00:07:30.000 --> 00:07:34.000]  他鼓吹的是聖的自由開放
[00:07:34.000 --> 00:07:37.000]  他其中的開幕禮有一個片段
[00:07:37.000 --> 00:07:41.000]  是被人特別群起而攻之的
[00:07:41.000 --> 00:07:47.000]  全世界有幾億個天主教和基督教的信徒批評
[00:07:47.000 --> 00:07:54.000]  說他是褻瀆和針對我們耶穌基督的最後晚餐
[00:07:54.000 --> 00:07:58.000]  說他是參考了達文西的最後晚餐的圖畫
[00:07:58.000 --> 00:08:00.000]  這是有根據的
[00:08:00.000 --> 00:08:02.000]  我因為沒有看直播
[00:08:02.000 --> 00:08:04.000]  我嘗試之後看片段
[00:08:04.000 --> 00:08:06.000]  亦上網找這些資料
[00:08:06.000 --> 00:08:10.000]  很清楚他是有根據到這個最後晚餐
[00:08:10.000 --> 00:08:14.000]  所以他那個所謂變裝的皇后
[00:08:14.000 --> 00:08:16.000]  是一個女士
[00:08:16.000 --> 00:08:20.000]  和耶穌是一個男士是剛好相反的
[00:08:20.000 --> 00:08:26.000]  你看見我們無意去批評女性
[00:08:26.000 --> 00:08:29.000]  但他是刻意這樣做的
[00:08:29.000 --> 00:08:33.000]  更加問題很離譜
[00:08:33.000 --> 00:08:35.000]  他後來被人訪問的時候
[00:08:35.000 --> 00:08:37.000]  因為太多輿論反對
[00:08:37.000 --> 00:08:40.000]  結果他說我們沒有參考最後晚餐
[00:08:40.000 --> 00:08:42.000]  後來被記者爆出來
[00:08:42.000 --> 00:08:45.000]  原來開幕禮之前有人訪問過他們的團隊
[00:08:45.000 --> 00:08:49.000]  證實了他們真的參考了最後晚餐
[00:08:49.000 --> 00:08:53.000]  但同樣給一些很細心觀察的評論員
[00:08:53.000 --> 00:08:57.000]  亦發覺他們不是參考最後晚餐
[00:08:57.000 --> 00:08:59.000]  而是參考諸神的盛宴
[00:08:59.000 --> 00:09:05.000]  這個諸神的盛宴是說希臘的神話故事裏
[00:09:05.000 --> 00:09:07.000]  拜很多神明
[00:09:07.000 --> 00:09:17.000]  其中一個你發覺後來化妝成一個男人
[00:09:17.000 --> 00:09:21.000]  差不多整個身體裸露的男性
[00:09:21.000 --> 00:09:25.000]  半躺臥在一張椅子前
[00:09:25.000 --> 00:09:28.000]  在最後晚餐前
[00:09:28.000 --> 00:09:30.000]  他後來出場就是這樣
[00:09:30.000 --> 00:09:32.000]  他說我們只是參考那個
[00:09:32.000 --> 00:09:34.000]  參考那個還糟糕
[00:09:34.000 --> 00:09:38.000]  又被人發現如果你是參考諸神的盛宴
[00:09:38.000 --> 00:09:42.000]  其實結論是他兩幅名畫都有參考過
[00:09:42.000 --> 00:09:47.000]  而這個諸神的盛宴是希臘人敬拜的酒神
[00:09:47.000 --> 00:09:50.000]  前面那個男人就是酒神
[00:09:50.000 --> 00:09:53.000]  他們是拜那些神明後
[00:09:53.000 --> 00:09:57.000]  他們狂歡飲酒醉酒
[00:09:57.000 --> 00:10:00.000]  有集體性愛是男女
[00:10:00.000 --> 00:10:02.000]  甚至是男女和女
[00:10:02.000 --> 00:10:05.000]  甚至是男女和野獸來交合
[00:10:05.000 --> 00:10:09.000]  這是一個完全是集交狂歡後
[00:10:09.000 --> 00:10:12.000]  這樣的性自由解放
[00:10:12.000 --> 00:10:15.000]  請問這件事跟奧運精神
[00:10:15.000 --> 00:10:17.000]  跟開幕禮有什麼關係呢
[00:10:17.000 --> 00:10:19.000]  他說這個是藝術表達
[00:10:19.000 --> 00:10:23.000]  藝術表達可以這麼離譜嗎
[00:10:23.000 --> 00:10:28.000]  難怪全世界的信徒來群起而攻之
[00:10:28.000 --> 00:10:32.000]  但另外我們經過了第一個星期的奧運會
[00:10:32.000 --> 00:10:35.000]  我們心裏也有很多不安的事
[00:10:35.000 --> 00:10:40.000]  就是中國的乒乓球手王楚蔭
[00:10:40.000 --> 00:10:43.000]  他在這個混雙的乒乓球賽
[00:10:43.000 --> 00:10:46.000]  和他的女拍檔拿了金牌之後
[00:10:46.000 --> 00:10:50.000]  竟然把球拍放在牆邊
[00:10:50.000 --> 00:10:52.000]  即是教練席那裏
[00:10:52.000 --> 00:10:55.000]  竟然一堆記者湧上來
[00:10:55.000 --> 00:10:57.000]  說幫他拍照
[00:10:57.000 --> 00:10:59.000]  拿著國旗
[00:10:59.000 --> 00:11:01.000]  隨後他拿回琴拍
[00:11:01.000 --> 00:11:05.000]  原來已經被人示意毀壞了
[00:11:05.000 --> 00:11:07.000]  那支球拍已經不能打了
[00:11:07.000 --> 00:11:09.000]  這是很可惜的一件事
[00:11:09.000 --> 00:11:12.000]  這是完全影響他餘下的所有比賽
[00:11:12.000 --> 00:11:15.000]  如果你是懂得打乒乓球
[00:11:15.000 --> 00:11:18.000]  我不知道這裏有多少人懂得打乒乓球
[00:11:18.000 --> 00:11:20.000]  可否舉手給我看看
[00:11:20.000 --> 00:11:22.000]  這些是武林高手
[00:11:22.000 --> 00:11:24.000]  我知道Victor也是
[00:11:24.000 --> 00:11:29.000]  我們教會也有很多這些乒乓球的高手
[00:11:29.000 --> 00:11:33.000]  我不敢說我現在是武林高手
[00:11:33.000 --> 00:11:35.000]  但我小時候
[00:11:35.000 --> 00:11:40.000]  我在教會有一段時間
[00:11:40.000 --> 00:11:43.000]  每個星期日下午回教會打乒乓球
[00:11:43.000 --> 00:11:45.000]  打到離台
[00:11:45.000 --> 00:11:47.000]  四五呎我們是對抽的
[00:11:47.000 --> 00:11:50.000]  那時是莊則棟的年代
[00:11:50.000 --> 00:11:52.000]  亦後來是乒乓外交
[00:11:52.000 --> 00:11:55.000]  中美開始交好的時候
[00:11:55.000 --> 00:11:57.000]  你們知道我的歲數吧
[00:11:57.000 --> 00:12:01.000]  其實我很明白
[00:12:01.000 --> 00:12:05.000]  你一直用的球拍是你的生命的一部份
[00:12:05.000 --> 00:12:07.000]  突然被人
[00:12:07.000 --> 00:12:09.000]  在這麼高質量的比賽中
[00:12:09.000 --> 00:12:14.000]  被人故意踩爛踩斷了
[00:12:14.000 --> 00:12:16.000]  這個球拍很離譜
[00:12:16.000 --> 00:12:21.000]  國際奧委會現在還在調查當中
[00:12:21.000 --> 00:12:22.000]  他可否查到呢
[00:12:22.000 --> 00:12:24.000]  我真的不知道
[00:12:24.000 --> 00:12:27.000]  但亦有圖有片懷疑
[00:12:27.000 --> 00:12:31.000]  甚至當中有記者做這件事
[00:12:31.000 --> 00:12:36.000]  另外一個就是香港的三鐵運動員
[00:12:36.000 --> 00:12:38.000]  這個好手伍太龍
[00:12:38.000 --> 00:12:42.000]  他在第一個項目就出事了
[00:12:42.000 --> 00:12:44.000]  下水後只游了兩分鐘
[00:12:44.000 --> 00:12:50.000]  就被競爭對手抓爛了他的泳衣
[00:12:50.000 --> 00:12:52.000]  他的泳衣不是這樣的
[00:12:52.000 --> 00:12:54.000]  你以為他是露背嗎
[00:12:54.000 --> 00:12:57.000]  他原本有一條拉鏈拉到上身
[00:12:57.000 --> 00:12:58.000]  是整個密封
[00:12:58.000 --> 00:13:00.000]  讓他沒有阻力
[00:13:00.000 --> 00:13:01.000]  可以游得快
[00:13:01.000 --> 00:13:02.000]  但很可惜
[00:13:02.000 --> 00:13:04.000]  因為這件衣服爛了
[00:13:04.000 --> 00:13:11.000]  他勉強游完千多米的泳賽
[00:13:11.000 --> 00:13:15.000]  他接著就要踩單車
[00:13:15.000 --> 00:13:17.000]  繞了兩個圈之後
[00:13:17.000 --> 00:13:20.000]  他知道他沒有辦法再參賽下去
[00:13:20.000 --> 00:13:22.000]  他很心傷
[00:13:22.000 --> 00:13:24.000]  他說四年的準備
[00:13:24.000 --> 00:13:26.000]  兩分鐘就已經被毀了
[00:13:26.000 --> 00:13:29.000]  他一生的一個夢想
[00:13:29.000 --> 00:13:32.000]  他甚至說我究竟還是不是奧運選手呢
[00:13:32.000 --> 00:13:35.000]  我說你仍然是奧運選手
[00:13:35.000 --> 00:13:37.000]  我們給他一點掌聲鼓勵
[00:13:37.000 --> 00:13:41.000]  我們其實香港每一個運動員
[00:13:41.000 --> 00:13:43.000]  不是因為拿到獎牌
[00:13:43.000 --> 00:13:48.000]  我們才要來鼓掌鼓勵他們
[00:13:48.000 --> 00:13:50.000]  其實每一個人的心路歷程
[00:13:50.000 --> 00:13:53.000]  和他們付出的代價是非常高的
[00:13:53.000 --> 00:13:55.000]  我們今天要欣賞的
[00:13:55.000 --> 00:13:57.000]  就是他們那種拼勁
[00:13:57.000 --> 00:13:59.000]  那種盡全力
[00:13:59.000 --> 00:14:01.000]  所以我們今天說
[00:14:01.000 --> 00:14:04.000]  其實人在作天在看
[00:14:04.000 --> 00:14:06.000]  只要我們於心無愧
[00:14:06.000 --> 00:14:09.000]  我們不是來犯任何的規
[00:14:09.000 --> 00:14:11.000]  我們就可以很好的
[00:14:11.000 --> 00:14:15.000]  無愧地去面對這個世界
[00:14:15.000 --> 00:14:18.000]  中國在今年的奧運
[00:14:18.000 --> 00:14:22.000]  特別是被很多國家來針對
[00:14:22.000 --> 00:14:28.000]  美國傳媒甚至將獎牌數目
[00:14:28.000 --> 00:14:30.000]  重新排列
[00:14:30.000 --> 00:14:33.000]  他不是用金牌來排列
[00:14:33.000 --> 00:14:37.000]  他是用拿到多少個水蓋來排列
[00:14:37.000 --> 00:14:40.000]  所以他說美國拿最多獎牌
[00:14:40.000 --> 00:14:42.000]  為了要超越中國
