
[00:00:00.000 --> 00:00:02.000]  各位靈姐妹早安
[00:00:02.000 --> 00:00:06.000]  我們先去看一看和重讀今次的經文
[00:00:06.000 --> 00:00:10.000]  彼得後書一章十六到十九節
[00:00:10.000 --> 00:00:12.000]  和二章一至三節預備起
[00:00:12.000 --> 00:00:21.000]  事實上,我們從前把我們主耶穌基督的大能和他來臨的事告訴你們
[00:00:21.000 --> 00:00:26.000]  並不是服從精心編造的無稽傳說
[00:00:26.000 --> 00:00:31.000]  相反,我們就是他威榮的見證人
[00:00:31.000 --> 00:00:36.000]  因為他從父神那裡接受尊貴榮耀的時候
[00:00:36.000 --> 00:00:42.000]  從極威榮的榮耀中有這樣的聲音發出來
[00:00:42.000 --> 00:00:47.000]  對他說:這是我的愛子,我喜愛他
[00:00:47.000 --> 00:00:53.000]  這從天上發出來的聲音,我們也親耳聽見了
[00:00:53.000 --> 00:00:57.000]  當時我們跟他一起在聖山上
[00:00:57.000 --> 00:01:01.000]  而且我們有更確鑿的東西
[00:01:01.000 --> 00:01:06.000]  就是先知的話,你們務必留心先知的話
[00:01:06.000 --> 00:01:11.000]  好像留心在黑暗處發亮的燈一樣
[00:01:11.000 --> 00:01:16.000]  直到天亮,神星在你們心中升起的時候
[00:01:16.000 --> 00:01:25.000]  最重要的是,你們要知道聖經所有的預言都不是先知自己的見解
[00:01:25.000 --> 00:01:31.000]  因為預言從來都不是按人的心意發出來的
[00:01:31.000 --> 00:01:39.000]  相反,這是人被聖靈感動從神那裡得著訊息而說出來的
[00:01:39.000 --> 00:01:46.000]  2:不過,從前有假先知在民眾中間出現
[00:01:46.000 --> 00:01:50.000]  同樣,你們中間也將會有假教師
[00:01:50.000 --> 00:01:55.000]  他們會暗中引進使人滅亡的學說
[00:01:55.000 --> 00:02:01.000]  甚至否認買熟他們的主,使自己迅速滅亡
[00:02:01.000 --> 00:02:05.000]  許多人會隨從他們淫蕩的行為
[00:02:05.000 --> 00:02:11.000]  於是真理的道路就因為他們的緣故而遭到毀謗
[00:02:11.000 --> 00:02:18.000]  他們因為貪婪就用虛構的話在你們身上打主意
[00:02:18.000 --> 00:02:23.000]  對他們的審判自古以來未曾放鬆
[00:02:23.000 --> 00:02:26.000]  他們的滅亡也必然來臨
[00:02:26.000 --> 00:02:32.000]  這幾次的經文我特別選用了新漢語譯本
[00:02:32.000 --> 00:02:35.000]  因為它會比較淺白
[00:02:35.000 --> 00:02:40.000]  也將原文的重要字眼都譯出來
[00:02:40.000 --> 00:02:46.000]  所以我會選用這個版本和大家分享神話
[00:02:46.000 --> 00:02:54.000]  在這篇經文中,我分了兩個很明顯的段落
[00:02:54.000 --> 00:02:57.000]  我們一讀的時候就能看到
[00:02:57.000 --> 00:03:00.000]  第一個是認清真理的部分
[00:03:00.000 --> 00:03:04.000]  就是一章16至21節的部分
[00:03:04.000 --> 00:03:07.000]  第二個部分就是慎防二端的部分
[00:03:07.000 --> 00:03:09.000]  就是二章1至3節的部分
[00:03:09.000 --> 00:03:12.000]  先看看這個表,先看細分
[00:03:12.000 --> 00:03:15.000]  因為細分讓我們更加明白
[00:03:15.000 --> 00:03:17.000]  為什麼我們會這樣做
[00:03:17.000 --> 00:03:20.000]  原來第一個標題認清真理的部分
[00:03:20.000 --> 00:03:26.000]  彼得是想信徒認清主耶穌基督的事實
[00:03:26.000 --> 00:03:27.000]  我會再解釋
[00:03:27.000 --> 00:03:29.000]  他用了兩個見證
[00:03:29.000 --> 00:03:34.000]  一個是使徒彼得親身的見證
[00:03:34.000 --> 00:03:37.000]  一個是舊約先知的話
[00:03:37.000 --> 00:03:40.000]  然後第十二十到二十一節
[00:03:40.000 --> 00:03:47.000]  其實是解釋主在來或先知的話的重要性和權威性
[00:03:47.000 --> 00:03:50.000]  第二個分題就是慎防二端
[00:03:50.000 --> 00:03:53.000]  很明顯是二章一到三節的部分
[00:03:53.000 --> 00:03:57.000]  假先知假教師的學說出現的時候
[00:03:57.000 --> 00:04:02.000]  影響當時的信徒的信心
[00:04:02.000 --> 00:04:05.000]  會不會得到,會不會動搖呢?
[00:04:05.000 --> 00:04:09.000]  為什麼會有這樣的分段呢?
[00:04:09.000 --> 00:04:11.000]  我們很清楚再看這個表
[00:04:11.000 --> 00:04:14.000]  如果我們去看這個表的時候
[00:04:14.000 --> 00:04:17.000]  我會更加清晰的告訴大家
[00:04:17.000 --> 00:04:24.000]  原來這個十六節和二十一節是一個平衡的句子
[00:04:24.000 --> 00:04:27.000]  當中帶出了一個很重要的重點
[00:04:27.000 --> 00:04:32.000]  就是彼得在當中想討論的一個重點
[00:04:32.000 --> 00:04:35.000]  也是一個護教的信息
[00:04:35.000 --> 00:04:38.000]  我們看這個平衡句是怎麼做的呢?
[00:04:38.000 --> 00:04:40.000]  原來在十六節裡面
[00:04:40.000 --> 00:04:44.000]  我們看到事實上這個字眼
[00:04:44.000 --> 00:04:46.000]  其實在和合本是沒有出現過的
[00:04:46.000 --> 00:04:51.000]  希臘文的字眼就是因為或者因此的意思
[00:04:51.000 --> 00:04:55.000]  和二十一節的因為開始也是平衡的
[00:04:55.000 --> 00:04:57.000]  那他講的是什麼呢?
[00:04:57.000 --> 00:04:58.000]  因為什麼事呢?
[00:04:58.000 --> 00:05:00.000]  二十一節就講那個預言
[00:05:00.000 --> 00:05:02.000]  那個預言是什麼呢?
[00:05:02.000 --> 00:05:08.000]  就是有關十六節主耶穌基督再來的事的討論
[00:05:08.000 --> 00:05:10.000]  接著下面並不是
[00:05:10.000 --> 00:05:14.000]  二十一節就說從來都不是
[00:05:14.000 --> 00:05:15.000]  什麼意思呢?
[00:05:15.000 --> 00:05:21.000]  就是說預言從來都不是人由人心裡面發出來的
[00:05:21.000 --> 00:05:26.000]  而當中去討論主再來的問題裡面
[00:05:26.000 --> 00:05:29.000]  彼得就告訴你並不是
[00:05:29.000 --> 00:05:33.000]  服從那些精心編造的無稽的傳說
[00:05:33.000 --> 00:05:38.000]  不是那些假教師假先知所要提出的所謂的學說
[00:05:38.000 --> 00:05:44.000]  去反駁基督教的主再來的預象
[00:05:44.000 --> 00:05:46.000]  接著相反的是什麼呢?
[00:05:46.000 --> 00:05:48.000]  相反的是一些正的問題
[00:05:48.000 --> 00:05:50.000]  就是彼得想說的問題
[00:05:50.000 --> 00:05:52.000]  相反就是說原來那些預言
[00:05:52.000 --> 00:05:55.000]  原來主再來的預言是什麼呢?
[00:05:55.000 --> 00:05:59.000]  是被聖靈感動從神那裡的訊息
[00:05:59.000 --> 00:06:02.000]  而那個討論的問題
[00:06:02.000 --> 00:06:04.000]  那個相反是什麼呢?
[00:06:04.000 --> 00:06:07.000]  就是說我們就是他威榮的見證人
[00:06:07.000 --> 00:06:09.000]  原來彼得很想告訴我們
[00:06:09.000 --> 00:06:12.000]  原來他們在討論一個什麼問題呢?
[00:06:12.000 --> 00:06:17.000]  一個關於基督教的信仰的核心問題
[00:06:17.000 --> 00:06:20.000]  就是主再來的這個問題
[00:06:20.000 --> 00:06:22.000]  好 我們繼續看下去
[00:06:22.000 --> 00:06:25.000]  在十六節到二十一節當中
[00:06:25.000 --> 00:06:29.000]  其實是出現了四次的預言這個字
[00:06:29.000 --> 00:06:35.000]  預言這個字在這麼短短的幾個經文當中
[00:06:35.000 --> 00:06:36.000]  出現了四次
[00:06:36.000 --> 00:06:39.000]  而十六節和二十一節
[00:06:39.000 --> 00:06:44.000]  二十一節就解釋了預言是在說什麼話題
[00:06:44.000 --> 00:06:47.000]  就是在說主再來的話題的時候
[00:06:47.000 --> 00:06:49.000]  也都是告訴我們
[00:06:49.000 --> 00:06:53.000]  在這個馬太福音說主再來的情景
[00:06:53.000 --> 00:06:56.000]  主再來的情景是什麼情景呢?
[00:06:56.000 --> 00:06:58.000]  原來主再來的時候
[00:06:58.000 --> 00:07:00.000]  人只會帶著能力
[00:07:00.000 --> 00:07:01.000]  帶著大榮耀
[00:07:01.000 --> 00:07:04.000]  駕著雲這樣回來
[00:07:04.000 --> 00:07:08.000]  這個在馬太福音也有同樣的記載
[00:07:08.000 --> 00:07:12.000]  人只會帶著大能力和榮耀這樣回來
[00:07:12.000 --> 00:07:16.000]  和十六節的主題
[00:07:16.000 --> 00:07:20.000]  原來我們從前把主耶穌基督的大能
[00:07:20.000 --> 00:07:22.000]  和祂降臨的時候
[00:07:22.000 --> 00:07:23.000]  我們要告訴你
[00:07:23.000 --> 00:07:27.000]  原來彼得由這個段落開始
[00:07:27.000 --> 00:07:32.000]  很想苦口婆心地告訴那些信徒
[00:07:32.000 --> 00:07:36.000]  主再來這個預言其實是一個事實
[00:07:36.000 --> 00:07:39.000]  是一個的的確確的事實
[00:07:39.000 --> 00:07:42.000]  所以在當中我們又會明白
[00:07:42.000 --> 00:07:45.000]  或者我們又要問一條問題
[00:07:45.000 --> 00:07:47.000]  如果這個是事實
[00:07:47.000 --> 00:07:52.000]  為什麼有一群人說這是精心編造的傳說呢?
[00:07:52.000 --> 00:07:55.000]  彼得為什麼要這樣去高興呢?
[00:07:55.000 --> 00:08:01.000]  除了剛才說有些假教師和假先知去說這件事的時候
[00:08:01.000 --> 00:08:06.000]  其實在彼得後書後面的章節裡
[00:08:06.000 --> 00:08:07.000]  都說得很清楚
[00:08:07.000 --> 00:08:10.000]  也一直在探討這個問題
[00:08:10.000 --> 00:08:15.000]  特別在彼得後書三章三到四節裡說
[00:08:15.000 --> 00:08:19.000]  最重要的是你們要知道幕後的日子
[00:08:19.000 --> 00:08:21.000]  必然有好幾笑的人
[00:08:21.000 --> 00:08:23.000]  有一群人會笑你
[00:08:23.000 --> 00:08:24.000]  笑什麼呢?
[00:08:24.000 --> 00:08:27.000]  就是笑主在彌林的英許在哪裡呢?
[00:08:27.000 --> 00:08:29.000]  你們經常說主在彌
[00:08:29.000 --> 00:08:31.000]  主在彌林的英許在哪裡呢?
[00:08:31.000 --> 00:08:32.000]  我都看不到
[00:08:32.000 --> 00:08:33.000]  其實自古以來
[00:08:33.000 --> 00:08:35.000]  由創造到現在
[00:08:35.000 --> 00:08:37.000]  其實這個世界都沒有變過
[00:08:37.000 --> 00:08:38.000]  都會是一樣
[00:08:38.000 --> 00:08:39.000]  現在是這樣
[00:08:39.000 --> 00:08:40.000]  將來都是這樣
[00:08:40.000 --> 00:08:41.000]  是不是這樣呢?
[00:08:41.000 --> 00:08:46.000]  我們知道主在來是一定會回來的
[00:08:46.000 --> 00:08:50.000]  所以彼得在第五和第五至第七節的時候
[00:08:50.000 --> 00:08:54.000]  他說到給那群的譏笑的人聽
[00:08:54.000 --> 00:09:00.000]  主在來的日子就是那些不敬虔的人的審判日子
[00:09:00.000 --> 00:09:05.000]  彼得強調那群人強調這個世界不會變
[00:09:05.000 --> 00:09:06.000]  所以他們不信
[00:09:06.000 --> 00:09:09.000]  也不認同主在來的說法
[00:09:09.000 --> 00:09:12.000]  他們認為主在來這個預言
[00:09:12.000 --> 00:09:14.000]  是精心編造的一個故事
[00:09:14.000 --> 00:09:16.000]  一個傳說
[00:09:16.000 --> 00:09:17.000]  是捏造的
[00:09:17.000 --> 00:09:19.000]  是騙人的伎倆和手法
[00:09:19.000 --> 00:09:23.000]  甚至他們會覺得這個是恐嚇他們的一個說法
[00:09:23.000 --> 00:09:26.000]  因為他們不相信主會回來
[00:09:26.000 --> 00:09:29.000]  所以他們覺得如果主回來審判我們的話
[00:09:29.000 --> 00:09:31.000]  他們覺得這個是恐嚇
[00:09:31.000 --> 00:09:34.000]  所以他們就會笑那群的基督徒
[00:09:34.000 --> 00:09:36.000]  你們就是傻傻的
[00:09:36.000 --> 00:09:38.000]  都是在等主回來
[00:09:38.000 --> 00:09:40.000]  其實主回來在哪裡呢?
[00:09:40.000 --> 00:09:42.000]  那個應許在哪裡呢?
[00:09:42.000 --> 00:09:50.000]  這個也都反映當時期的一些社會的狀況
[00:09:50.000 --> 00:09:56.000]  和當時期的教會面對的一些問題
[00:09:56.000 --> 00:09:59.000]  其實在耶穌的時代已經有了
[00:09:59.000 --> 00:10:02.000]  在馬克福音12:18說到
[00:10:02.000 --> 00:10:05.000]  撒多哥人常說沒有復活的事
[00:10:05.000 --> 00:10:07.000]  林前保羅又說
[00:10:07.000 --> 00:10:13.000]  有人傳基督死了是沒有復活的
[00:10:13.000 --> 00:10:17.000]  既然傳基督是從死裡復活的話
[00:10:17.000 --> 00:10:20.000]  為什麼中間有人說沒有復活這件事呢?
[00:10:20.000 --> 00:10:22.000]  提後又這樣說
[00:10:22.000 --> 00:10:25.000]  他說復活的事已經過去了
[00:10:25.000 --> 00:10:31.000]  保羅說這些是一些偏離正道的事
[00:10:31.000 --> 00:10:33.000]  偏離真理的事
[00:10:33.000 --> 00:10:37.000]  彼得後書彼得更加說主尼林的應許
[00:10:37.000 --> 00:10:41.000]  那群人說主尼林的應許在哪裡呢?
[00:10:41.000 --> 00:10:44.000]  其實無論在彼得、保羅、耶穌的時代
[00:10:44.000 --> 00:10:46.000]  即是初代教會的時代
[00:10:46.000 --> 00:10:49.000]  一些人、一些學說
[00:10:49.000 --> 00:10:51.000]  甚至可以說是一些異端
[00:10:51.000 --> 00:10:54.000]  這是和合本所說的翻譯
[00:10:54.000 --> 00:10:57.000]  他們反對基督教的時候
[00:10:57.000 --> 00:11:02.000]  去說出這些反對信仰核心的問題
[00:11:02.000 --> 00:11:05.000]  當然在初代教會面臨這些事的時候
