
[00:00:00.000 --> 00:00:02.000]  (字幕提供:Skyen)
[00:00:02.000 --> 00:00:07.000]  很高興又看到大家
[00:00:07.000 --> 00:00:11.000]  很高興能夠在神的家裡面
[00:00:11.000 --> 00:00:13.000]  跟大家一起敬拜上帝
[00:00:13.000 --> 00:00:16.000]  這是何等的蒙福的一件事情
[00:00:16.000 --> 00:00:21.000]  我們還在耶路撒冷聖殿那裡
[00:00:21.000 --> 00:00:23.000]  我們上一回是講到
[00:00:23.000 --> 00:00:27.000]  耶穌是降人所泣的石頭這段經文
[00:00:27.000 --> 00:00:30.000]  我們一起來學習了幾個功課
[00:00:30.000 --> 00:00:32.000]  我們看到人的罪
[00:00:32.000 --> 00:00:35.000]  通過那些葡萄園的緣戶
[00:00:35.000 --> 00:00:36.000]  大家記得嗎?
[00:00:36.000 --> 00:00:40.000]  罪真的是能夠使人改變初心
[00:00:40.000 --> 00:00:42.000]  罪能夠使人越陷越深
[00:00:42.000 --> 00:00:45.000]  罪也能夠使人喪失理性
[00:00:45.000 --> 00:00:48.000]  甚至罪使人家心中沒有神
[00:00:48.000 --> 00:00:50.000]  我們是屬神的人
[00:00:50.000 --> 00:00:53.000]  是更在乎神的接納
[00:00:53.000 --> 00:00:55.000]  今天我們要一起看
[00:00:55.000 --> 00:00:58.000]  馬可福音的講道系列第39講
[00:00:58.000 --> 00:01:00.000]  我們的題目是
[00:01:00.000 --> 00:01:03.000]  耶穌所教導的上帝與凱撒論
[00:01:03.000 --> 00:01:08.000]  經文是出自於馬可福音12章13到17節
[00:01:08.000 --> 00:01:11.000]  讓我們一起來禱告
[00:01:11.000 --> 00:01:16.000]  天父上帝我們真的是求你
[00:01:16.000 --> 00:01:18.000]  使天窗打開
[00:01:18.000 --> 00:01:21.000]  將你的話語賜下來
[00:01:21.000 --> 00:01:24.000]  來祝福跟塑造我們的生命
[00:01:24.000 --> 00:01:28.000]  我們發現人活著真的不是單靠食物
[00:01:28.000 --> 00:01:31.000]  而是靠你口裡每一句話
[00:01:31.000 --> 00:01:33.000]  主啊我們多麼渴望你的話語
[00:01:33.000 --> 00:01:36.000]  能夠在我們的生命裡面動工
[00:01:36.000 --> 00:01:38.000]  提醒我們 修正我們
[00:01:38.000 --> 00:01:41.000]  以致我們真的是越來越有你的形象
[00:01:41.000 --> 00:01:43.000]  我們感謝讚美你
[00:01:43.000 --> 00:01:46.000]  禱告感恩奉主耶穌基督的聖名祈求
[00:01:46.000 --> 00:01:48.000]  Amen
[00:01:48.000 --> 00:01:52.000]  我們今天來到這段經文
[00:01:52.000 --> 00:02:00.000]  首先我們看到經文一開始就講到後來發生了一些事情
[00:02:00.000 --> 00:02:03.000]  我們當然知道後來是講到
[00:02:03.000 --> 00:02:06.000]  之後又有幾個法利塞人和西律黨的人
[00:02:06.000 --> 00:02:09.000]  去到耶穌那裡想要陷害他
[00:02:09.000 --> 00:02:17.000]  前面已經講到是長老 文士這些人
[00:02:17.000 --> 00:02:22.000]  他們想要用辦法套住耶穌的話
[00:02:22.000 --> 00:02:23.000]  不成功了
[00:02:23.000 --> 00:02:25.000]  不成功了之後
[00:02:25.000 --> 00:02:27.000]  沒有停在那裡
[00:02:27.000 --> 00:02:32.000]  反而是又打發了法利塞人和西律黨的人去到耶穌那裡
[00:02:32.000 --> 00:02:36.000]  所以你就感覺到在兩千年前的巴勒斯坦
[00:02:36.000 --> 00:02:38.000]  有不同的組別的人
[00:02:38.000 --> 00:02:41.000]  他們都成為了耶穌的敵人
[00:02:41.000 --> 00:02:43.000]  特別是那些有權有勢的
[00:02:43.000 --> 00:02:45.000]  在這裡你看到法利塞人
[00:02:45.000 --> 00:02:47.000]  他們的地位就是被人家尊重
[00:02:47.000 --> 00:02:51.000]  因為他們很看重舊約的律法
[00:02:51.000 --> 00:02:54.000]  而且要很嚴謹地
[00:02:54.000 --> 00:02:56.000]  要字面的意義來行出來
[00:02:56.000 --> 00:02:58.000]  以呈現他們是多麼有道德人
[00:02:58.000 --> 00:03:02.000]  但是耶穌常常指出他們是說得到做不到
[00:03:02.000 --> 00:03:04.000]  假冒為善
[00:03:04.000 --> 00:03:06.000]  把這種他們做不到
[00:03:06.000 --> 00:03:09.000]  但是又要逼人家去做的這種擔子
[00:03:09.000 --> 00:03:14.000]  加在那些有心追求神的人身上
[00:03:14.000 --> 00:03:22.000]  西律黨的人是比較親當時候的西律皇室那裡的一些權貴
[00:03:22.000 --> 00:03:27.000]  這些人本來他們都是不喜歡大家的
[00:03:27.000 --> 00:03:29.000]  但是為了抵擋耶穌
[00:03:29.000 --> 00:03:34.000]  他們竟然能夠走在一起
[00:03:34.000 --> 00:03:37.000]  所以耶穌的出現真的是讓他們發現
[00:03:37.000 --> 00:03:43.000]  他們本來享受的那種權力、權威、人的尊重
[00:03:43.000 --> 00:03:45.000]  慢慢被剝削了
[00:03:45.000 --> 00:03:48.000]  因為真的領袖來了
[00:03:48.000 --> 00:03:51.000]  其他的人就會慢慢發現
[00:03:51.000 --> 00:03:53.000]  他講的話是有權柄的
[00:03:53.000 --> 00:03:55.000]  他講的話是帶來生命的
[00:03:55.000 --> 00:03:56.000]  所以不一樣
[00:03:56.000 --> 00:03:59.000]  但是我要弟兄姊妹今天留意的是
[00:03:59.000 --> 00:04:02.000]  經文一開始就講後來
[00:04:02.000 --> 00:04:05.000]  給你一個什麼感覺呢?
[00:04:05.000 --> 00:04:07.000]  就是前面已經有了很多的試探
[00:04:07.000 --> 00:04:09.000]  但是不成功、失敗了
[00:04:09.000 --> 00:04:11.000]  但是又來
[00:04:11.000 --> 00:04:12.000]  又來的感覺
[00:04:12.000 --> 00:04:15.000]  我不知道你有沒有跟我一樣同樣的感覺呢?
[00:04:15.000 --> 00:04:19.000]  就是這數靈征戰是怎樣呢?
[00:04:19.000 --> 00:04:23.000]  是要令我們要學會要時常的警醒
[00:04:23.000 --> 00:04:28.000]  因為敵人是不會鬆懈的
[00:04:28.000 --> 00:04:30.000]  我再說一遍
[00:04:30.000 --> 00:04:35.000]  如果人生我們基督徒知道我們面對的是數靈征戰
[00:04:35.000 --> 00:04:38.000]  那我們要清楚一樣事情就是
[00:04:38.000 --> 00:04:41.000]  敵人是不會鬆懈的
[00:04:41.000 --> 00:04:45.000]  他等著這次的機會你勝過了
[00:04:45.000 --> 00:04:48.000]  他下次還會再來的
[00:04:48.000 --> 00:04:52.000]  記不記得主耶穌來到世上受洗之後
[00:04:52.000 --> 00:04:54.000]  第一件事是什麼呢?
[00:04:54.000 --> 00:04:55.000]  去到曠野
[00:04:55.000 --> 00:04:57.000]  去到曠野怎樣呢?
[00:04:57.000 --> 00:05:00.000]  受試探
[00:05:00.000 --> 00:05:03.000]  受試探那裡受試探
[00:05:03.000 --> 00:05:05.000]  魔鬼一次又一次
[00:05:05.000 --> 00:05:09.000]  那三次是代表不斷地來試探
[00:05:09.000 --> 00:05:13.000]  你的生命和我的生命何嘗不是這樣呢?
[00:05:13.000 --> 00:05:16.000]  我們以為過了第一次的試探就沒事了
[00:05:16.000 --> 00:05:19.000]  但是下一次很快就來了
[00:05:19.000 --> 00:05:20.000]  不是從這個途徑
[00:05:20.000 --> 00:05:24.000]  就是從那個途徑來試探我們
[00:05:24.000 --> 00:05:26.000]  所以我們能鬆懈嗎?
[00:05:26.000 --> 00:05:28.000]  我們不能鬆懈
[00:05:28.000 --> 00:05:31.000]  我們要常常緊緊依靠神
[00:05:31.000 --> 00:05:33.000]  彼得他講得好
[00:05:33.000 --> 00:05:35.000]  我們看一下彼得前書第五章這裡
[00:05:35.000 --> 00:05:36.000]  他講什麼呢?
[00:05:36.000 --> 00:05:39.000]  他教導我們要警醒、要警守
[00:05:39.000 --> 00:05:42.000]  勿要警守、警醒
[00:05:42.000 --> 00:05:47.000]  因為你們的仇敵魔鬼如同吼叫的獅子
[00:05:47.000 --> 00:05:51.000]  遍地遊行尋找可吞吃的人
[00:05:51.000 --> 00:05:54.000]  有沒有人喜歡看動物世界這些節目
[00:05:54.000 --> 00:05:56.000]  我知道唐南傳道喜歡看
[00:05:56.000 --> 00:05:59.000]  有一次他講到他說過了
[00:05:59.000 --> 00:06:00.000]  你可能不喜歡看
[00:06:00.000 --> 00:06:03.000]  但是你看過一些的視頻也知道
[00:06:03.000 --> 00:06:13.000]  那些獅子常常都是在那邊瞄準那些落單的一隻羊、一隻鹿
[00:06:13.000 --> 00:06:17.000]  原來在動物世界裡面的那些野獸
[00:06:17.000 --> 00:06:19.000]  他們也會精打細算的
[00:06:19.000 --> 00:06:24.000]  哪一個是我最有勝算可以得手的
[00:06:24.000 --> 00:06:26.000]  我就要去攻擊那一個
[00:06:26.000 --> 00:06:29.000]  哪一些是在群體裡面落單的呢?
[00:06:29.000 --> 00:06:35.000]  魔鬼就最容易來令到你越來越孤單
[00:06:35.000 --> 00:06:41.000]  按著你自己生命中的一些破口或者是軟弱來攻擊你
[00:06:41.000 --> 00:06:43.000]  比如說你缺乏愛
[00:06:43.000 --> 00:06:48.000]  魔鬼就不斷地讓你想到你是沒有愛的
[00:06:48.000 --> 00:06:50.000]  沒有人愛你、沒有人重視你的
