
[00:00:00.000 --> 00:00:07.000]  我今天跟大家說的題目是
[00:00:07.000 --> 00:00:15.000]  海中上來的獸 揭開狄吉都的煙沙
[00:00:15.000 --> 00:00:23.000]  今天我們說的這張也是非常重要
[00:00:23.000 --> 00:00:30.000]  這兩個獸的影響很大
[00:00:30.000 --> 00:00:41.000]  它的出現可以說是人類歷史的終局開始倒數
[00:00:41.000 --> 00:00:44.000]  這個獸是什麼獸呢?
[00:00:44.000 --> 00:00:46.000]  第一個就是海中上來的獸
[00:00:46.000 --> 00:00:49.000]  下個禮拜應該是地獸
[00:00:49.000 --> 00:00:54.000]  我們香港人很多時候罵人
[00:00:54.000 --> 00:00:57.000]  有沒有罵人是獸?
[00:00:57.000 --> 00:01:00.000]  說人家是禽獸都不如
[00:01:00.000 --> 00:01:02.000]  有些是過份的
[00:01:02.000 --> 00:01:04.000]  不過有些真的
[00:01:04.000 --> 00:01:06.000]  有些人的造作
[00:01:06.000 --> 00:01:09.000]  有些人的行事為人
[00:01:09.000 --> 00:01:12.000]  你發覺真的禽獸不如
[00:01:12.000 --> 00:01:14.000]  你看現在的新聞
[00:01:14.000 --> 00:01:19.000]  怎麼可能將人殺了
[00:01:19.000 --> 00:01:23.000]  將頭放在壓力鍋裡煮呢?
[00:01:23.000 --> 00:01:27.000]  怎麼可能將父母殺呢?
[00:01:27.000 --> 00:01:29.000]  殺父母
[00:01:29.000 --> 00:01:32.000]  看見這些新聞你會很恐怖
[00:01:32.000 --> 00:01:37.000]  上帝說的獸其實是一個人
[00:01:37.000 --> 00:01:43.000]  人應該有上帝原初創造的這種樣式
[00:01:43.000 --> 00:01:46.000]  上帝安著他的樣式來做我們
[00:01:46.000 --> 00:01:49.000]  有聖既公義慈愛
[00:01:49.000 --> 00:01:53.000]  但是現在人不像人
[00:01:53.000 --> 00:01:55.000]  今天這個世代
[00:01:55.000 --> 00:01:59.000]  其實現在都來到一個罪惡冠型的世代
[00:01:59.000 --> 00:02:01.000]  我在加拿大
[00:02:01.000 --> 00:02:03.000]  你們在香港
[00:02:03.000 --> 00:02:07.000]  加拿大首先就是同性婚姻合法化
[00:02:07.000 --> 00:02:11.000]  這些打針屋
[00:02:11.000 --> 00:02:15.000]  還有大麻合法化
[00:02:15.000 --> 00:02:19.000]  現在你看見那些政府
[00:02:19.000 --> 00:02:22.000]  去鼓勵人去變性
[00:02:22.000 --> 00:02:25.000]  你想生孩子他沒有資金給你
[00:02:25.000 --> 00:02:29.000]  但你想變性他給你
[00:02:29.000 --> 00:02:32.000]  父母不可以干預你的子女
[00:02:32.000 --> 00:02:35.000]  說你應該做男孩子
[00:02:35.000 --> 00:02:36.000]  應該做女人
[00:02:36.000 --> 00:02:40.000]  如果你被政府知道
[00:02:40.000 --> 00:02:45.000]  你要面對罪行刑事起訴
[00:02:45.000 --> 00:02:48.000]  真是荒謬
[00:02:48.000 --> 00:02:50.000]  荒謬這個世代
[00:02:50.000 --> 00:02:54.000]  以光為暗 以暗為光
[00:02:54.000 --> 00:02:57.000]  以苦為甜 以甜為苦
[00:02:57.000 --> 00:02:59.000]  這個世代有禍了
[00:02:59.000 --> 00:03:02.000]  其實今天我們看見這個獸
[00:03:02.000 --> 00:03:08.000]  其實神不是正正是誇張
[00:03:08.000 --> 00:03:11.000]  因為有些人我們罵人是誇張了
[00:03:11.000 --> 00:03:13.000]  上帝一點都不誇張
[00:03:13.000 --> 00:03:14.000]  這個是大罪人
[00:03:14.000 --> 00:03:16.000]  這個是沒有靈性的
[00:03:16.000 --> 00:03:19.000]  聖經提到這個是不法之人
[00:03:19.000 --> 00:03:24.000]  他的出現將會給我們看到
[00:03:24.000 --> 00:03:29.000]  這個世代已經來到一個極度邪惡的境地
[00:03:29.000 --> 00:03:31.000]  兇殘
[00:03:31.000 --> 00:03:34.000]  他稱叫做enter Christ
[00:03:34.000 --> 00:03:36.000]  敵基督
[00:03:36.000 --> 00:03:40.000]  敵基督是敵對耶穌基督
[00:03:40.000 --> 00:03:42.000]  但enter也有另一個意思
[00:03:42.000 --> 00:03:45.000]  代替耶穌基督
[00:03:45.000 --> 00:03:47.000]  我才是救世主
[00:03:47.000 --> 00:03:49.000]  不是耶穌
[00:03:49.000 --> 00:03:52.000]  有人說敵基督是一個組織
[00:03:52.000 --> 00:03:53.000]  有可能的
[00:03:53.000 --> 00:03:56.000]  是一個意識形態
[00:03:56.000 --> 00:03:59.000]  但你要知道這種所謂的意識形態
[00:03:59.000 --> 00:04:01.000]  就是魔鬼一直以來
[00:04:01.000 --> 00:04:05.000]  亞當犯罪之後一直是來影響人
[00:04:05.000 --> 00:04:07.000]  來污染人
[00:04:07.000 --> 00:04:12.000]  讓人是一個敵神的一種系統
[00:04:12.000 --> 00:04:15.000]  一種方向
[00:04:15.000 --> 00:04:21.000]  所以歷代都有很多這些敵基督的楷模
[00:04:21.000 --> 00:04:23.000]  好像你看希特拉
[00:04:23.000 --> 00:04:25.000]  史太林
[00:04:25.000 --> 00:04:29.000]  殺人是完全不見血的
[00:04:29.000 --> 00:04:31.000]  有些遇象
[00:04:31.000 --> 00:04:37.000]  所以其實約翰在提到敵基督的時候
[00:04:37.000 --> 00:04:39.000]  有人一書都提到
[00:04:39.000 --> 00:04:41.000]  在二章十八節我們一起讀
[00:04:41.000 --> 00:04:44.000]  小子們如今是末時
[00:04:44.000 --> 00:04:47.000]  你們曾聽見說那敵基督的要來
[00:04:47.000 --> 00:04:51.000]  現在已經有好些敵基督出來了
[00:04:51.000 --> 00:04:54.000]  從此我們就知道如今是末時了
[00:04:54.000 --> 00:04:57.000]  誰是說謊話的呢
[00:04:57.000 --> 00:05:01.000]  不是那不認耶穌為基督的嗎
[00:05:01.000 --> 00:05:03.000]  不認父與子的
[00:05:03.000 --> 00:05:06.000]  這就是敵基督
[00:05:06.000 --> 00:05:09.000]  所以今天我要和大家
[00:05:09.000 --> 00:05:12.000]  真的要看看這個敵基督
[00:05:12.000 --> 00:05:14.000]  其實我的領袖
[00:05:14.000 --> 00:05:17.000]  其實他已經在這裡
[00:05:17.000 --> 00:05:20.000]  不過他還沒有出現
[00:05:20.000 --> 00:05:22.000]  一會兒我會解釋
[00:05:22.000 --> 00:05:25.000]  我們今天看這個獸
[00:05:25.000 --> 00:05:28.000]  我要揭開他的面紗
[00:05:28.000 --> 00:05:30.000]  有三個很重要的重點
[00:05:30.000 --> 00:05:32.000]  第一個就是
[00:05:32.000 --> 00:05:34.000]  這十節聖經我會說
[00:05:34.000 --> 00:05:39.000]  就是他的面紗的六方面
[00:05:39.000 --> 00:05:40.000]  然後我就highlight
[00:05:40.000 --> 00:05:43.000]  其實他的敵基督的行徑
[00:05:43.000 --> 00:05:45.000]  也都有六方面
[00:05:45.000 --> 00:05:47.000]  都是六
[00:05:47.000 --> 00:05:50.000]  最後就是敵基督要控制全人類
[00:05:50.000 --> 00:05:52.000]  他最厲害的武器
[00:05:52.000 --> 00:05:53.000]  你逃不掉的
[00:05:53.000 --> 00:05:55.000]  你違反他你不拜他
[00:05:55.000 --> 00:05:59.000]  你不去馴服他
[00:05:59.000 --> 00:06:02.000]  他會追殺你
[00:06:02.000 --> 00:06:06.000]  這個六六六就是他最厲害的武器
[00:06:06.000 --> 00:06:08.000]  今天我們先看
[00:06:08.000 --> 00:06:10.000]  他的面紗第一方面
[00:06:10.000 --> 00:06:12.000]  他的出處在哪裡
[00:06:12.000 --> 00:06:15.000]  聖經裡面在第一節裡面是這麼說
[00:06:15.000 --> 00:06:16.000]  我在齊道
[00:06:16.000 --> 00:06:19.000]  我又看見一個獸從海上上來
[00:06:19.000 --> 00:06:21.000]  有十個七頭
[00:06:21.000 --> 00:06:24.000]  在十角上戴著十個冠冕
[00:06:24.000 --> 00:06:27.000]  七頭上有七個褻瀆的名號
[00:06:27.000 --> 00:06:29.000]  從海上上來
[00:06:29.000 --> 00:06:32.000]  這個海上上來是什麼意思呢
[00:06:32.000 --> 00:06:34.000]  地中海
[00:06:34.000 --> 00:06:37.000]  其實原來他是有這樣的背景
[00:06:37.000 --> 00:06:40.000]  這個地獸和海獸
[00:06:40.000 --> 00:06:45.000]  有解經家說他是地中海
[00:06:45.000 --> 00:06:51.000]  所以敵基督不是猶太人
[00:06:51.000 --> 00:06:53.000]  這個地是指以色列地
[00:06:53.000 --> 00:06:56.000]  這個地獸可能是以色列人
[00:06:56.000 --> 00:06:58.000]  猶太人也不一定
[00:06:58.000 --> 00:06:59.000]  不過不知道
[00:06:59.000 --> 00:07:04.000]  事件發展你才知道100%清晰
[00:07:04.000 --> 00:07:08.000]  聖經也提到他是從無底坑上來
[00:07:08.000 --> 00:07:11.000]  這個十七章第一節說的
[00:07:11.000 --> 00:07:14.000]  我看見一獸先前有如今沒有
[00:07:14.000 --> 00:07:17.000]  將要從無底坑上來
[00:07:17.000 --> 00:07:21.000]  為什麼獸應該是從海上無底坑上來呢
[00:07:21.000 --> 00:07:27.000]  可能敵基督的人是屬於這個範圍出來
[00:07:27.000 --> 00:07:29.000]  但是從無底坑上來
[00:07:29.000 --> 00:07:32.000]  是這個敵基督的靈
[00:07:32.000 --> 00:07:35.000]  邪靈進入人的身上
[00:07:35.000 --> 00:07:37.000]  然後產生這種power
[00:07:37.000 --> 00:07:41.000]  這種power ranger
[00:07:41.000 --> 00:07:43.000]  完全歸為一體
[00:07:43.000 --> 00:07:45.000]  所以他是很有能力
[00:07:45.000 --> 00:07:48.000]  以致令到很多人被迷惑
[00:07:48.000 --> 00:07:50.000]  連選民也被迷惑
[00:07:50.000 --> 00:07:54.000]  這個就是他的出處
[00:07:54.000 --> 00:07:59.000]  這個出處在十七章第八節有提到
[00:07:59.000 --> 00:08:01.000]  坐在水上
[00:08:01.000 --> 00:08:03.000]  坐在重水上
[00:08:03.000 --> 00:08:04.000]  也有提到重水
[00:08:04.000 --> 00:08:06.000]  他要歸於沉淪
[00:08:06.000 --> 00:08:08.000]  第二方面我們看他的特徵
[00:08:08.000 --> 00:08:09.000]  有什麼特徵呢
[00:08:09.000 --> 00:08:10.000]  有三個特徵
[00:08:10.000 --> 00:08:15.000]  第一個是十角七頭
[00:08:15.000 --> 00:08:20.000]  裡面說過海中上來的獸有十角七頭
[00:08:20.000 --> 00:08:25.000]  似乎和這個龍的特徵有點相似
[00:08:25.000 --> 00:08:28.000]  不過形容有些不同
[00:08:28.000 --> 00:08:32.000]  龍是七頭十角
[00:08:32.000 --> 00:08:35.000]  而他就是十角七頭
[00:08:35.000 --> 00:08:39.000]  我覺得這種形容
[00:08:39.000 --> 00:08:40.000]  聖經這樣形容
[00:08:40.000 --> 00:08:43.000]  約翰斯和約翰斯這樣形容是有意思的
[00:08:43.000 --> 00:08:47.000]  原本這個七頭是惡者
[00:08:47.000 --> 00:08:51.000]  魔鬼頭要做的
[00:08:51.000 --> 00:08:55.000]  上星期你聽林牧師的分享第十二章
[00:08:55.000 --> 00:08:57.000]  這個婦人
[00:08:57.000 --> 00:09:01.000]  這個婦人就是以色列人
[00:09:01.000 --> 00:09:08.000]  一直以來魔鬼要來吞噬
[00:09:08.000 --> 00:09:11.000]  以色列不存在
[00:09:11.000 --> 00:09:12.000]  他就對了
[00:09:12.000 --> 00:09:15.000]  但以色列是神的選民
[00:09:15.000 --> 00:09:18.000]  神已經定了
[00:09:18.000 --> 00:09:25.000]  基督救世主是從他而出
[00:09:25.000 --> 00:09:30.000]  當然後來基督真的從以色列而出
[00:09:30.000 --> 00:09:32.000]  但一出了之後
[00:09:32.000 --> 00:09:34.000]  撒旦也不會放過他
[00:09:34.000 --> 00:09:36.000]  一直追殺他
[00:09:36.000 --> 00:09:38.000]  一會兒我會再解釋這件事
[00:09:38.000 --> 00:09:43.000]  所以是他的計劃
[00:09:43.000 --> 00:09:45.000]  是他先去計劃
[00:09:45.000 --> 00:09:47.000]  然後有十角
[00:09:47.000 --> 00:09:49.000]  十角就是支持
[00:09:49.000 --> 00:09:54.000]  繼續將這個七頭
[00:09:54.000 --> 00:10:01.000]  這個七頭其實是七個不同的政治體系
[00:10:01.000 --> 00:10:07.000]  而十角就是由迪基督去實現
[00:10:07.000 --> 00:10:12.000]  去執行這個魔鬼頭的計劃
[00:10:12.000 --> 00:10:14.000]  他是一個零
[00:10:14.000 --> 00:10:18.000]  他不能進入世界來污染人
[00:10:18.000 --> 00:10:21.000]  實際找一個來的話
[00:10:21.000 --> 00:10:25.000]  他就找一個人
[00:10:25.000 --> 00:10:29.000]  然後用他的零來充滿他
[00:10:29.000 --> 00:10:31.000]  使他成為一個政治的強人
[00:10:31.000 --> 00:10:33.000]  去統治這個世界
[00:10:33.000 --> 00:10:35.000]  所以聖經說形容這個獸
[00:10:35.000 --> 00:10:37.000]  第一個特徵
[00:10:37.000 --> 00:10:38.000]  第二個特徵
[00:10:38.000 --> 00:10:41.000]  十角就是十角冠冕
[00:10:41.000 --> 00:10:44.000]  十角其實是十個國家
[00:10:44.000 --> 00:10:47.000]  這個七頭是沒有冠冕的
[00:10:47.000 --> 00:10:49.000]  這個迪基督
[00:10:49.000 --> 00:10:53.000]  但是這個零的七頭是有冠冕的
[00:10:53.000 --> 00:10:57.000]  當然是由他開始
[00:10:57.000 --> 00:11:00.000]  十角就是十個冠冕
[00:11:00.000 --> 00:11:02.000]  是要來操控十個國家
[00:11:02.000 --> 00:11:06.000]  這個迪基督將來就要操控這十個國家
[00:11:06.000 --> 00:11:09.000]  七頭就是七個的政權
[00:11:09.000 --> 00:11:14.000]  一直以來魔鬼就是要迫害神的選民
[00:11:14.000 --> 00:11:16.000]  這個親政治的體系
[00:11:16.000 --> 00:11:18.000]  我們可以看到的
[00:11:18.000 --> 00:11:20.000]  埃及
[00:11:20.000 --> 00:11:24.000]  所有的兩歲以下的男嬰
[00:11:24.000 --> 00:11:26.000]  全部要殺掉
[00:11:26.000 --> 00:11:27.000]  滅族
[00:11:27.000 --> 00:11:29.000]  亞述很殘忍
[00:11:29.000 --> 00:11:30.000]  巴比倫
[00:11:30.000 --> 00:11:31.000]  馬代波斯
