
[00:00:00.000 --> 00:00:05.000]  謝謝李慧,也謝謝剛才Wendy帶領我們的敬拜,
[00:00:05.000 --> 00:00:10.000]  還有Tim對我們的很美麗的音樂。
[00:00:10.000 --> 00:00:13.000]  每次來這邊一起敬拜,感覺不一樣。
[00:00:13.000 --> 00:00:18.000]  真的是上帝設立一個地方,一個時間點,
[00:00:18.000 --> 00:00:22.000]  神的百姓一起聚集在一起,
[00:00:22.000 --> 00:00:25.000]  祂的靈跟我們同在的時候,
[00:00:25.000 --> 00:00:27.000]  一起的來敬拜是不一樣的,對不對?
[00:00:27.000 --> 00:00:29.000]  感謝讚美神啊!
[00:00:29.000 --> 00:00:33.000]  我們願意今天祂的崇拜,祂要得到榮耀。
[00:00:33.000 --> 00:00:35.000]  Amen!
[00:00:35.000 --> 00:00:44.000]  今天要跟大家一起講最後一個題目了。
[00:00:44.000 --> 00:00:50.000]  我們進入摩西五經的最後一講,
[00:00:50.000 --> 00:00:53.000]  從生命紀看神對人的期許。
[00:00:53.000 --> 00:00:58.000]  我們一共有五個講道系列,
[00:00:58.000 --> 00:01:01.000]  我們再簡單的回顧一下。
[00:01:01.000 --> 00:01:04.000]  從創世紀我們看神對人的心意,
[00:01:04.000 --> 00:01:07.000]  我們看到上帝真的是愛我們,
[00:01:07.000 --> 00:01:10.000]  祂真的是只有一個目的,
[00:01:10.000 --> 00:01:12.000]  那個目的讓我們從創世紀看到什麼呢?
[00:01:12.000 --> 00:01:14.000]  祂對人的心意是什麼呢?
[00:01:14.000 --> 00:01:17.000]  祝福,就是要祝福。
[00:01:17.000 --> 00:01:21.000]  憑著祂的愛,因著祂的愛,祂造了我們,
[00:01:21.000 --> 00:01:23.000]  祂就是要祝福我們,
[00:01:23.000 --> 00:01:27.000]  然後祂給了我們權柄,能夠管理大地。
[00:01:27.000 --> 00:01:30.000]  所以我們目前手上所做的工作,
[00:01:30.000 --> 00:01:34.000]  不管是在家裡的,是在職場的,不要小看,
[00:01:34.000 --> 00:01:38.000]  那個是上帝賦予你的一個責任,也是一個權柄,
[00:01:38.000 --> 00:01:41.000]  你要管理的,我們每個人貢獻一點點,
[00:01:41.000 --> 00:01:45.000]  是在管理上帝所創造的這個世界。
[00:01:45.000 --> 00:01:48.000]  另外一個祂給我們的祝福是什麼呢?
[00:01:48.000 --> 00:01:52.000]  祂是按著祂的形象造人,造男造女,
[00:01:52.000 --> 00:01:53.000]  每一個人站出來,
[00:01:53.000 --> 00:01:57.000]  都應該讓萬物看見上帝的形象。
[00:01:57.000 --> 00:02:01.000]  這是基督徒特別應有的權柄,
[00:02:01.000 --> 00:02:04.000]  因為我們明白祂的道,我們知道怎麼活,
[00:02:04.000 --> 00:02:10.000]  我們的言談舉止要怎麼樣反映祂的人愛、公義。
[00:02:10.000 --> 00:02:13.000]  所以我們每個人有這樣的一個權柄,
[00:02:13.000 --> 00:02:16.000]  要反映神的榮耀,這是上帝給我們的祝福,
[00:02:16.000 --> 00:02:19.000]  讓我們也看到,人也出現了很多問題,
[00:02:19.000 --> 00:02:23.000]  罪一進入世界,人就有很多很多的麻煩問題了,
[00:02:23.000 --> 00:02:25.000]  但是上帝要拯救,
[00:02:25.000 --> 00:02:29.000]  當人進入,當以色列民進入埃及的時候,
[00:02:29.000 --> 00:02:34.000]  他們代表的是進入一種奴役,沒有自由,
[00:02:34.000 --> 00:02:38.000]  連要去哪裡敬拜神都不准去,
[00:02:38.000 --> 00:02:39.000]  但是神怎麼樣呢?
[00:02:39.000 --> 00:02:42.000]  神不會永遠撇下他們不顧,
[00:02:42.000 --> 00:02:45.000]  我們從出埃及自己看見神對人的看顧,
[00:02:45.000 --> 00:02:46.000]  神怎麼樣呢?
[00:02:46.000 --> 00:02:53.000]  祂聽見,祂看見,祂記得,祂也要拯救。
[00:02:53.000 --> 00:02:58.000]  那麼我們看到,神把以色列人救脫離埃及之後,
[00:02:58.000 --> 00:03:01.000]  不是要救他們脫離一種環境,
[00:03:01.000 --> 00:03:05.000]  而是要救他們的生命進入一種新的心境。
[00:03:05.000 --> 00:03:11.000]  所以上帝在從利未姬那邊,讓我們看見神對人的救贖,
[00:03:11.000 --> 00:03:16.000]  祂教他們要怎麼樣來活,才能夠親近神。
[00:03:16.000 --> 00:03:19.000]  所以人要處理生命中很多的罪惡,
[00:03:19.000 --> 00:03:23.000]  人要學會怎麼樣獻祭來親近神。
[00:03:23.000 --> 00:03:26.000]  然後從明書記,我們上個禮拜看見,
[00:03:26.000 --> 00:03:28.000]  神與人的同行,
[00:03:28.000 --> 00:03:33.000]  神怎麼樣帶領人走了很多很多的不同的片段,
[00:03:33.000 --> 00:03:38.000]  在那曠野的40年,原來我們所熟悉的一段歷史,
[00:03:38.000 --> 00:03:40.000]  是出埃及,然後應許之地。
[00:03:40.000 --> 00:03:45.000]  我們常常忘記了這中間40年,到底發生了什麼事情。
[00:03:45.000 --> 00:03:47.000]  明書記讓我們看見這40年裡面,
[00:03:47.000 --> 00:03:51.000]  有很多很多人要向上帝學習的,
[00:03:51.000 --> 00:03:57.000]  然後我們就看見有10個站,看見一個人生的藍圖。
[00:03:57.000 --> 00:04:04.000]  今天我們要從生命記,要看神對人的期許。
[00:04:04.000 --> 00:04:07.000]  我不知道你什麼時候學游泳,
[00:04:07.000 --> 00:04:09.000]  我是在小學的時候學游泳。
[00:04:09.000 --> 00:04:13.000]  因為在新加坡,在我們那個時候,
[00:04:13.000 --> 00:04:15.000]  每個小學生都要學游泳。
[00:04:15.000 --> 00:04:18.000]  所以我們大概三年級的時候,
[00:04:18.000 --> 00:04:21.000]  就會給老師帶到游泳池去,
[00:04:21.000 --> 00:04:23.000]  然後那邊有一個教練,就在那邊。
[00:04:23.000 --> 00:04:26.000]  我們什麼都不會,其實有點害怕的。
[00:04:26.000 --> 00:04:29.000]  我記得我那個教練不知道為什麼這麼大膽,
[00:04:29.000 --> 00:04:31.000]  就叫我們跳下去。
[00:04:31.000 --> 00:04:37.000]  我跳下去,我就發現那個是一個跳水池。
[00:04:37.000 --> 00:04:41.000]  跳水池是4.5米那麼的深。
[00:04:41.000 --> 00:04:45.000]  所以我們每個人都怕得緊緊的坐在那個邊緣,
[00:04:45.000 --> 00:04:48.000]  不敢動,然後慢慢就學習。
[00:04:48.000 --> 00:04:50.000]  但是學得還不是很好的時候,
[00:04:50.000 --> 00:04:52.000]  這個過程有一次,
[00:04:52.000 --> 00:04:56.000]  有一次我的爸爸媽媽就帶我們去游泳。
[00:04:56.000 --> 00:04:59.000]  然後我不知道怎樣,
[00:04:59.000 --> 00:05:04.000]  那時候我發現我其實沒有試過游很遠的。
[00:05:04.000 --> 00:05:08.000]  我當時我記得我游了十幾下,
[00:05:08.000 --> 00:05:10.000]  我就會停下來了。
[00:05:10.000 --> 00:05:16.000]  那麼我爸爸那時候就站在游泳池旁邊看我,
