
[00:00:00.000 --> 00:00:03.000]  大家早晨
[00:00:03.000 --> 00:00:04.000]  早晨
[00:00:04.000 --> 00:00:06.000]  大聲點 好像真的像一堆人
[00:00:06.000 --> 00:00:08.000]  嚇死我了 看了不知有鬼
[00:00:08.000 --> 00:00:14.000]  今天我們來到馬學福音最後幾個篇幅的段落
[00:00:14.000 --> 00:00:18.000]  我們說了差不多一年的馬學福音
[00:00:18.000 --> 00:00:20.000]  我們終於來到尾聲的部分
[00:00:20.000 --> 00:00:22.000]  今天我們看的段落
[00:00:22.000 --> 00:00:26.000]  我相信如果你是從小就翻譯和主日學
[00:00:26.000 --> 00:00:28.000]  你都幾熟悉的
[00:00:28.000 --> 00:00:30.000]  如果你不是經常回來
[00:00:30.000 --> 00:00:33.000]  或者你是回來不久的朋友
[00:00:33.000 --> 00:00:35.000]  就算你不熟悉也好
[00:00:35.000 --> 00:00:38.000]  你聽過耶穌釘十字架這件事
[00:00:38.000 --> 00:00:41.000]  當然今天還沒說到耶穌釘十字架這件事
[00:00:41.000 --> 00:00:47.000]  但我們會說耶穌釘十字架之前發生了什麼事情
[00:00:47.000 --> 00:00:51.000]  今天將題目叫做耶穌受難眾生上
[00:00:51.000 --> 00:00:58.000]  我想問誰有考DSE 誰考過DSE
[00:00:58.000 --> 00:01:01.000]  誰現在中學是在讀中文的
[00:01:01.000 --> 00:01:03.000]  因為我知道有些人讀法文 讀不知什麼文
[00:01:03.000 --> 00:01:06.000]  有沒有人讀中文的 現在中學還在讀
[00:01:06.000 --> 00:01:09.000]  我知道有人不是讀中文的
[00:01:09.000 --> 00:01:12.000]  我想問一個中文問題
[00:01:12.000 --> 00:01:15.000]  大家知不知道眾生上是什麼
[00:01:15.000 --> 00:01:17.000]  不知道
[00:01:17.000 --> 00:01:19.000]  應該考DSE的同學
[00:01:19.000 --> 00:01:22.000]  考過的人應該知道是什麼
[00:01:22.000 --> 00:01:24.000]  不關事
[00:01:24.000 --> 00:01:29.000]  因為我以前考公開試的時候
[00:01:29.000 --> 00:01:31.000]  他沒有下一張slide
[00:01:31.000 --> 00:01:35.000]  麻煩後面幫我控制
[00:01:35.000 --> 00:01:38.000]  我那時候考公開試的時候
[00:01:38.000 --> 00:01:41.000]  通常讀中文的人
[00:01:41.000 --> 00:01:44.000]  要準備考中文考試 考作文
[00:01:44.000 --> 00:01:48.000]  考作文裡面有一個題材
[00:01:48.000 --> 00:01:51.000]  叫做描述文
[00:01:51.000 --> 00:01:53.000]  或者描寫文
[00:01:53.000 --> 00:01:55.000]  我不知道現在是不是這樣用
[00:01:55.000 --> 00:01:57.000]  可能還沒讀到
[00:01:57.000 --> 00:01:59.000]  描寫文是什麼呢
[00:01:59.000 --> 00:02:02.000]  顧名思義就是你看著事情發生什麼
[00:02:02.000 --> 00:02:04.000]  例如我前面坐著五個人
[00:02:04.000 --> 00:02:06.000]  裡面有三個人拿著手機打機
[00:02:06.000 --> 00:02:08.000]  打得很開心
[00:02:08.000 --> 00:02:10.000]  這個就是描寫文
[00:02:10.000 --> 00:02:12.000]  是在描寫的情況
[00:02:12.000 --> 00:02:14.000]  這個就是描寫文
[00:02:14.000 --> 00:02:16.000]  我想考DSE的朋友考過
[00:02:16.000 --> 00:02:19.000]  因為我知道這幾年沒有出什麼眾生相
[00:02:19.000 --> 00:02:21.000]  但在我那個年代
[00:02:21.000 --> 00:02:23.000]  也不是很久 雖然也有一點距離
[00:02:23.000 --> 00:02:27.000]  例如那些叫做火警演習眾生相
[00:02:27.000 --> 00:02:29.000]  例如作文題目是這樣
[00:02:29.000 --> 00:02:32.000]  考試題目就是你要寫一次火警演習裡面
[00:02:32.000 --> 00:02:34.000]  學校裡面的人有什麼反應
[00:02:34.000 --> 00:02:36.000]  有什麼形容
[00:02:36.000 --> 00:02:38.000]  這個是描述文
[00:02:38.000 --> 00:02:40.000]  當年叫眾生相就是因為
[00:02:40.000 --> 00:02:42.000]  一個人或者一對不同的人
[00:02:42.000 --> 00:02:44.000]  在面對同一件事的時候
[00:02:44.000 --> 00:02:46.000]  有他自己不同的反應
[00:02:46.000 --> 00:02:49.000]  所以眾生相的意思就是
[00:02:49.000 --> 00:02:51.000]  很多人他們在同一個場景下
[00:02:51.000 --> 00:02:53.000]  有時候他們有不同的反應
[00:02:53.000 --> 00:02:56.000]  不同的說話和不同的行為
[00:02:56.000 --> 00:02:58.000]  正如現在大家坐在這裡
[00:02:58.000 --> 00:03:00.000]  有些人可能很專心
[00:03:00.000 --> 00:03:02.000]  如果我嘗試當作文這樣作
[00:03:02.000 --> 00:03:04.000]  有人聚精會神地在聽
[00:03:04.000 --> 00:03:06.000]  有人看著在說話的人
[00:03:06.000 --> 00:03:08.000]  有些人在揮手
[00:03:08.000 --> 00:03:10.000]  有些人就在後面吹水
[00:03:10.000 --> 00:03:12.000]  或者有人在打瞌睡
[00:03:12.000 --> 00:03:14.000]  或者有人在玩手指
[00:03:14.000 --> 00:03:16.000]  這個就是我們寫描寫文這樣寫的
[00:03:16.000 --> 00:03:19.000]  我不是要說那些人睡覺有什麼問題
[00:03:19.000 --> 00:03:22.000]  這個只是描寫文的一個做法
[00:03:22.000 --> 00:03:24.000]  中文科就上完了
[00:03:24.000 --> 00:03:27.000]  今天我們不是上中文科
[00:03:27.000 --> 00:03:29.000]  我們是講聖經
[00:03:29.000 --> 00:03:32.000]  所以聖經其實有很多地方
[00:03:32.000 --> 00:03:35.000]  都可以改名叫做什麼眾生相
[00:03:35.000 --> 00:03:37.000]  因為聖經不是著重
[00:03:37.000 --> 00:03:39.000]  只是描寫一個主角
[00:03:39.000 --> 00:03:42.000]  更加描寫主角旁邊很多人
[00:03:42.000 --> 00:03:45.000]  他們會發生什麼事情
[00:03:45.000 --> 00:03:47.000]  以致帶出作者
[00:03:47.000 --> 00:03:50.000]  透過這些不同的人給我們一些訊息
[00:03:50.000 --> 00:03:52.000]  很多時候對主角
[00:03:52.000 --> 00:03:54.000]  可能我們未必有共鳴
[00:03:54.000 --> 00:03:55.000]  我直接舉個例子
[00:03:55.000 --> 00:03:57.000]  今天我們講耶穌
[00:03:57.000 --> 00:03:59.000]  我們對耶穌的受難和犧牲
[00:03:59.000 --> 00:04:02.000]  雖然我們都會明白和學習
[00:04:02.000 --> 00:04:03.000]  要去思考
[00:04:03.000 --> 00:04:04.000]  但的確有些地方
[00:04:04.000 --> 00:04:06.000]  你會覺得比較遠的距離
[00:04:06.000 --> 00:04:08.000]  因為始終耶穌是神
[00:04:08.000 --> 00:04:10.000]  耶穌真的很偉大
[00:04:10.000 --> 00:04:12.000]  可能對我們來說
[00:04:12.000 --> 00:04:14.000]  更加容易認同的是我們身邊
[00:04:14.000 --> 00:04:16.000]  即是耶穌身邊那些人
[00:04:16.000 --> 00:04:18.000]  他們到底對耶穌的受難
[00:04:18.000 --> 00:04:21.000]  對耶穌的受苦有什麼反應
[00:04:21.000 --> 00:04:23.000]  因為那些真的是人
[00:04:23.000 --> 00:04:26.000]  他們真的和我們一樣是普通的人
[00:04:26.000 --> 00:04:28.000]  即使待會說到那些人
[00:04:28.000 --> 00:04:29.000]  不是好像很強大
[00:04:29.000 --> 00:04:30.000]  好像很厲害
[00:04:30.000 --> 00:04:31.000]  他都是一個人
[00:04:31.000 --> 00:04:33.000]  所以和我們更加貼近
[00:04:33.000 --> 00:04:35.000]  讓我們在當中看到
[00:04:35.000 --> 00:04:38.000]  原來我們都可以和他們有共鳴
[00:04:38.000 --> 00:04:40.000]  今天看的例子
[00:04:40.000 --> 00:04:41.000]  基本上都不是很正面的
[00:04:41.000 --> 00:04:43.000]  都要事先講明
[00:04:43.000 --> 00:04:44.000]  不是太正面的例子
[00:04:44.000 --> 00:04:47.000]  但可能這些不是太正面的例子
[00:04:47.000 --> 00:04:49.000]  就最符合我們
[00:04:49.000 --> 00:04:52.000]  很多時候在生活上會經歷的事情
[00:04:52.000 --> 00:04:54.000]  以下講三個人物
[00:04:54.000 --> 00:04:55.000]  三種人物來講
[00:04:55.000 --> 00:04:57.000]  好,先講第一種人
[00:04:57.000 --> 00:05:00.000]  你猜第一種人
[00:05:00.000 --> 00:05:01.000]  我很想說誰呢
[00:05:01.000 --> 00:05:03.000]  如果就這樣看這幅圖
[00:05:03.000 --> 00:05:05.000]  可能要看電視的那些
[00:05:05.000 --> 00:05:07.000]  不是說法理賽人
[00:05:07.000 --> 00:05:09.000]  法理賽人沒什麼好說的
[00:05:09.000 --> 00:05:10.000]  和我們有些距離
[00:05:10.000 --> 00:05:12.000]  第一個人是什麼人呢
[00:05:12.000 --> 00:05:18.000]  這幅是一幅其實是一個畫家畫一個很經典的情節
[00:05:18.000 --> 00:05:22.000]  就是彼得三次不認耶穌
[00:05:22.000 --> 00:05:24.000]  彼得三次不認耶穌
[00:05:24.000 --> 00:05:26.000]  我們有些人聽過
[00:05:26.000 --> 00:05:28.000]  可能已經相對熟悉
[00:05:28.000 --> 00:05:30.000]  所以今天我想和大家看的
[00:05:30.000 --> 00:05:33.000]  未必是看劇情本身
[00:05:33.000 --> 00:05:38.000]  而是嘗試思考彼得當時的心境和反應
[00:05:38.000 --> 00:05:41.000]  如果你不太熟悉彼得是誰
[00:05:41.000 --> 00:05:43.000]  那我很簡單地說
[00:05:43.000 --> 00:05:45.000]  彼得是耶穌的大弟子
[00:05:45.000 --> 00:05:47.000]  他大弟子又如何呢
[00:05:47.000 --> 00:05:49.000]  他好像覺得自己很厲害
[00:05:49.000 --> 00:05:51.000]  有時候會搶著做頭
[00:05:51.000 --> 00:05:54.000]  有時候又會說一些比較蠢的話
[00:05:54.000 --> 00:05:56.000]  就是有些認叻的話
[00:05:56.000 --> 00:05:59.000]  但在耶穌被捉之前
[00:05:59.000 --> 00:06:01.000]  他最經典說過一句話
[00:06:01.000 --> 00:06:03.000]  就是我要和耶穌一起去死
[00:06:03.000 --> 00:06:07.000]  因為耶穌的預言自己會去到受難
[00:06:07.000 --> 00:06:09.000]  於是彼得的反應就是
[00:06:09.000 --> 00:06:11.000]  我一起死都願意
[00:06:11.000 --> 00:06:13.000]  好像很厲害
[00:06:13.000 --> 00:06:15.000]  要跳就跳的那些朋友
[00:06:15.000 --> 00:06:17.000]  但是我們去到這裡
[00:06:17.000 --> 00:06:20.000]  好了,耶穌真的可能死了
[00:06:20.000 --> 00:06:22.000]  雖然這一刻還沒有死
[00:06:22.000 --> 00:06:24.000]  但是在經文的技術裡面
[00:06:24.000 --> 00:06:27.000]  耶穌已經被捉去審了
[00:06:27.000 --> 00:06:31.000]  彼得看到耶穌被那些祭司
[00:06:31.000 --> 00:06:33.000]  法尼祭就說這個人該死
[00:06:33.000 --> 00:06:36.000]  已經看到耶穌被綁住
[00:06:36.000 --> 00:06:38.000]  不斷地打他那些
[00:06:38.000 --> 00:06:40.000]  你猜彼得有什麼反應呢
[00:06:40.000 --> 00:06:42.000]  如果他真的那麼厲害
[00:06:42.000 --> 00:06:43.000]  我一起死
[00:06:43.000 --> 00:06:45.000]  那很自然就衝出去
[00:06:45.000 --> 00:06:47.000]  抱著耶穌那些
[00:06:47.000 --> 00:06:50.000]  但是經文的技術是說
[00:06:50.000 --> 00:06:53.000]  彼得是很遠地看著耶穌
[00:06:53.000 --> 00:06:55.000]  就是什麼呢
[00:06:55.000 --> 00:06:57.000]  他在耶穌旁邊
[00:06:57.000 --> 00:06:59.000]  經文的技術是說
[00:06:59.000 --> 00:07:02.000]  他和那些兵兵在一起
[00:07:02.000 --> 00:07:04.000]  在火中取暖
[00:07:04.000 --> 00:07:07.000]  所以他在扮演一個普通人
[00:07:07.000 --> 00:07:09.000]  但是當有人認出他
[00:07:09.000 --> 00:07:12.000]  有一個人就跟他說
[00:07:12.000 --> 00:07:15.000]  你好像是跟耶穌的
[00:07:15.000 --> 00:07:17.000]  你跟耶穌的
[00:07:17.000 --> 00:07:19.000]  彼得的反應已經是
[00:07:19.000 --> 00:07:21.000]  我不知道你在說什麼
[00:07:21.000 --> 00:07:23.000]  你在說誰,我不懂
[00:07:24.000 --> 00:07:26.000]  我們會覺得有沒有搞錯
[00:07:26.000 --> 00:07:28.000]  你之前才說要和耶穌一起死
[00:07:28.000 --> 00:07:30.000]  你轉過頭就不認他
[00:07:30.000 --> 00:07:34.000]  但是如果從他自己的處境去想
[00:07:34.000 --> 00:07:37.000]  跟一個原來跟著耶穌是這樣的
[00:07:37.000 --> 00:07:40.000]  如果跟著耶穌是被人打
[00:07:40.000 --> 00:07:41.000]  被人抓
[00:07:41.000 --> 00:07:43.000]  甚至可能要殺了他
[00:07:43.000 --> 00:07:44.000]  可能他真的害怕
[00:07:44.000 --> 00:07:46.000]  很自然的反應就是害怕
[00:07:46.000 --> 00:07:48.000]  所以這裡說彼得
[00:07:48.000 --> 00:07:50.000]  不只說我不認識他
[00:07:50.000 --> 00:07:52.000]  他還有一個行動
[00:07:52.000 --> 00:07:54.000]  彼得一邊說我不認識他
[00:07:54.000 --> 00:07:56.000]  一邊在動
[00:07:56.000 --> 00:07:58.000]  越走越遠
[00:07:58.000 --> 00:08:00.000]  如果耶穌在那裡
[00:08:00.000 --> 00:08:02.000]  那人就說你和他在一起
[00:08:02.000 --> 00:08:04.000]  不是,我不認識
[00:08:04.000 --> 00:08:07.000]  基文就說他一邊走
[00:08:07.000 --> 00:08:09.000]  去了前院
[00:08:09.000 --> 00:08:10.000]  什麼意思呢?
[00:08:10.000 --> 00:08:12.000]  就是去到門口的位置
[00:08:12.000 --> 00:08:14.000]  那為什麼要去到門口的位置?
[00:08:14.000 --> 00:08:15.000]  就是要走
[00:08:15.000 --> 00:08:17.000]  有事起來就馬上走
[00:08:17.000 --> 00:08:19.000]  有事起來就馬上
[00:08:19.000 --> 00:08:20.000]  如果真的被人抓
[00:08:20.000 --> 00:08:22.000]  就馬上走
[00:08:22.000 --> 00:08:25.000]  所以彼得無論他口說的事情
[00:08:25.000 --> 00:08:26.000]  以至他的行為
[00:08:26.000 --> 00:08:28.000]  其實反映出他害怕
[00:08:28.000 --> 00:08:32.000]  而且是很害怕和耶穌有關係
[00:08:32.000 --> 00:08:33.000]  這個其實
[00:08:33.000 --> 00:08:34.000]  你想想
[00:08:34.000 --> 00:08:36.000]  耶穌是大弟子
[00:08:36.000 --> 00:08:38.000]  原來耶穌傳道三年都很失敗
[00:08:38.000 --> 00:08:39.000]  十二個弟子
[00:08:39.000 --> 00:08:41.000]  最大的都這樣
[00:08:41.000 --> 00:08:42.000]  其他人都走了
[00:08:42.000 --> 00:08:43.000]  基文說
[00:08:43.000 --> 00:08:45.000]  彼得簡直是這樣
[00:08:45.000 --> 00:08:46.000]  他有跟耶穌
[00:08:46.000 --> 00:08:48.000]  不過就越跟越遠
[00:08:48.000 --> 00:08:50.000]  但不止一次
[00:08:50.000 --> 00:08:52.000]  不止一次
[00:08:52.000 --> 00:08:53.000]  一次也算了
[00:08:53.000 --> 00:08:55.000]  可能只是一時害怕
[00:08:55.000 --> 00:08:56.000]  基文不是說一次
[00:08:56.000 --> 00:08:58.000]  基文第二次
[00:08:58.000 --> 00:08:59.000]  有人就說
[00:08:59.000 --> 00:09:01.000]  咦?你和他們在一起
[00:09:01.000 --> 00:09:03.000]  你真的和他們在一起
