
[00:00:00.000 --> 00:00:11.640]  今天我們就來到希望、盼望和末世最後一個系列的講道
[00:00:11.640 --> 00:00:17.400]  這兩個月我們講了很多關於盼望和審判的事情
[00:00:17.400 --> 00:00:22.760]  雖然現在大家在用Zoom,我先看看大家的樣子
[00:00:22.760 --> 00:00:40.120]  如果大家覺得自己很有盼望,可以用Zoom 做一個emoji出來
[00:00:40.120 --> 00:00:44.040]  或者你可以打字也行
[00:00:44.040 --> 00:00:46.920]  我看到有人舉手指
[00:00:46.920 --> 00:00:59.400]  可能有些人未感到,可能你覺得自己沒有盼望,或者你不太想這樣
[00:00:59.400 --> 00:01:03.320]  這也不要緊,這個問題也不是要回答給我聽
[00:01:03.320 --> 00:01:07.520]  而是你自己去想,今天我們說信耶穌的時候
[00:01:07.520 --> 00:01:15.440]  到底我們有沒有真正的盼望,有沒有信心去面對挑戰
[00:01:15.440 --> 00:01:21.960]  在今天講道之前,也簡單recap一下之前的內容
[00:01:21.960 --> 00:01:25.920]  巴塞·艾倫在第一個星期講馬夏福音
[00:01:25.920 --> 00:01:29.160]  講上帝的來臨有很多徵兆
[00:01:29.160 --> 00:01:33.960]  但最後也不是要知道什麼時候會發生末世
[00:01:33.960 --> 00:01:39.480]  而是我們要清楚耶穌必然會再來的事實
[00:01:39.480 --> 00:01:46.000]  巴塞·加芬提到末世有很多混亂的事情
[00:01:46.000 --> 00:01:47.960]  可以下一張slide
[00:01:47.960 --> 00:01:51.520]  末世有很多混亂的事情
[00:01:51.520 --> 00:01:59.000]  我們很需要從神的話語去面對
[00:01:59.200 --> 00:02:05.080]  再下一張就是上星期巴塞·約翰跟我們說過
[00:02:05.080 --> 00:02:09.560]  在Revelation裡面有很多教會面對的挑戰
[00:02:09.560 --> 00:02:14.800]  他們跟我們今天的處境也很相似
[00:02:14.800 --> 00:02:19.160]  下一張slide就是recap
[00:02:19.160 --> 00:02:22.200]  這個表大家上星期應該會見過
[00:02:22.200 --> 00:02:28.000]  這些挑戰也是我們教會很需要面對的挑戰
[00:02:28.000 --> 00:02:31.480]  或者對我們基督徒來說
[00:02:31.480 --> 00:02:34.000]  我們說面對審判
[00:02:34.000 --> 00:02:37.120]  審判好像是跟不信的事情有關
[00:02:37.120 --> 00:02:37.840]  當然是的
[00:02:37.840 --> 00:02:42.520]  審判很多時候是對不信的人來說是一個懲罰
[00:02:42.520 --> 00:02:43.920]  但對我們基督徒來說
[00:02:43.920 --> 00:02:47.360]  審判本身對我們有什麼意義呢?
[00:02:47.360 --> 00:02:50.920]  我們今天被耶穌基督拯救之後
[00:02:50.920 --> 00:02:55.520]  是不是安心坐在家裡等著耶穌來就不用做呢?
[00:02:55.520 --> 00:02:58.320]  說到安心這件事
[00:02:58.320 --> 00:03:00.520]  不知道大家最近看新聞
[00:03:00.520 --> 00:03:03.120]  或者不知道有沒有人用過這個app
[00:03:03.120 --> 00:03:07.040]  我們鄭人士就經常討論安心出行這個app
[00:03:07.040 --> 00:03:10.360]  當然我們面對著很反覆的疫情
[00:03:10.360 --> 00:03:14.440]  很多時候我們都會想怎樣去減低感染的風險
[00:03:14.440 --> 00:03:17.680]  最好知道你去過的地方有沒有人去過
[00:03:17.680 --> 00:03:22.000]  無論這個app本身有很多的討論也好
[00:03:22.000 --> 00:03:26.120]  但某程度上它都反映當我們面對疫情的威脅的時候
[00:03:26.120 --> 00:03:28.920]  我們會嘗試做一些precaution
[00:03:28.920 --> 00:03:32.760]  做一些預防或者想怎樣去面對
[00:03:32.760 --> 00:03:37.320]  今天我們面對耶穌要再來的時候
[00:03:37.320 --> 00:03:42.120]  其實我們說到底我們是不是就這樣坐在這裡等呢?
[00:03:42.120 --> 00:03:44.480]  我們是不是每天回教會
[00:03:44.480 --> 00:03:45.760]  每個星期回教會
[00:03:45.760 --> 00:03:49.200]  只回到耶穌再來那一天就可以呢?
[00:03:49.560 --> 00:03:53.400]  今天我們會一起去看一段新約的經文
[00:03:53.400 --> 00:03:57.920]  在潔薩諾尼加前書第五章第一至十一節去想
[00:03:57.920 --> 00:04:00.800]  我們其實有什麼可以去
[00:04:00.800 --> 00:04:03.520]  在預備自己的上面有什麼可以做
[00:04:03.520 --> 00:04:06.760]  潔薩諾尼加教會
[00:04:06.760 --> 00:04:12.840]  這間教會本身其實是保羅在宣教旅程去建立的一間教會
[00:04:12.840 --> 00:04:15.760]  這間教會其實主要是外邦人為主的
[00:04:16.480 --> 00:04:21.280]  而在《使徒行傳》裡面也說保羅在這間教會的時間並不是很長
[00:04:21.280 --> 00:04:23.720]  所以這封書信
[00:04:23.720 --> 00:04:26.280]  就是這封潔薩諾尼加前書
[00:04:26.280 --> 00:04:28.960]  是保羅寫給這間教會的一些
[00:04:28.960 --> 00:04:33.560]  有很多在生活上和信仰上的指引
[00:04:33.560 --> 00:04:36.760]  我們今天看的段落主要是第五章
[00:04:36.760 --> 00:04:38.040]  在第五章之前
[00:04:38.040 --> 00:04:42.080]  其實第四章第十三至十七節是
[00:04:42.080 --> 00:04:47.960]  說一些關於一些叫做碎了的人
[00:04:47.960 --> 00:04:50.320]  當然這裡說碎了的人其實是
[00:04:50.320 --> 00:04:53.320]  學者說一些死了的人
[00:04:53.320 --> 00:04:56.840]  所以其實前面已經在討論一些活世的事情
[00:04:56.840 --> 00:04:59.240]  就是死了的人會發生什麼事
[00:04:59.240 --> 00:05:02.560]  當然今天我們沒有時間去覆蓋這個範疇
[00:05:02.560 --> 00:05:05.200]  有興趣可以看相關的經文
[00:05:05.200 --> 00:05:07.600]  死了的人之後
[00:05:07.600 --> 00:05:12.200]  其實保羅更加關注的是我們這些在生的人
[00:05:12.200 --> 00:05:20.560]  沒錯,死了的人有時會讓他們能夠復活
[00:05:20.560 --> 00:05:22.560]  但是對我們在生的人
[00:05:22.560 --> 00:05:26.080]  我們聽了很多盼望、審判的時候
[00:05:26.080 --> 00:05:30.600]  其實他如何影響到我們今天的生活呢?
[00:05:30.600 --> 00:05:36.680]  我們今天會分兩點去討論
[00:05:36.680 --> 00:05:42.560]  第一點就是要認清我們身邊的世界是怎樣
[00:05:42.560 --> 00:05:47.080]  第二點就是要認清我們自己有什麼身份
[00:05:47.080 --> 00:05:53.560]  每世如何影響我們去看整個世界的視野呢?
[00:05:53.560 --> 00:05:56.880]  所以我們就從第一點開始
[00:05:56.880 --> 00:06:00.160]  就是要認清身邊的世界是怎樣
[00:06:00.160 --> 00:06:05.520]  接下來是前書第五章一到三節
[00:06:05.520 --> 00:06:10.440]  我想請Karen幫我們讀中文
[00:06:10.440 --> 00:06:12.440]  第五章一到三節
[00:06:13.440 --> 00:06:18.720]  弟兄們論到時候日期不用寫信給你們
[00:06:18.720 --> 00:06:23.880]  因為你們明明自己明明曉得主的日子來到
[00:06:23.880 --> 00:06:25.880]  好像夜間的賊一樣
[00:06:25.880 --> 00:06:29.400]  人正說平安穩妥的時候
[00:06:29.400 --> 00:06:31.400]  災禍忽然臨到他們
[00:06:31.400 --> 00:06:35.240]  如同慘難臨到懷胎的主人一樣
[00:06:35.240 --> 00:06:37.240]  他們絕不能逃脫
[00:06:37.240 --> 00:06:41.240]  多謝Karen幫我們讀這段經文
[00:06:41.240 --> 00:06:49.040]  其實我們之前的訊息都說了很多耶穌在來會發生什麼事
[00:06:49.040 --> 00:06:51.040]  當然這裡就不重複了
[00:06:51.040 --> 00:06:55.200]  但最後就算說了很多徵兆
[00:06:55.200 --> 00:06:58.960]  到底主的日子來到
[00:06:58.960 --> 00:07:00.960]  就是耶穌在來的日子是什麼時候呢?
[00:07:00.960 --> 00:07:03.640]  其實是沒有人知道的
[00:07:03.640 --> 00:07:05.640]  只有確實的日子才知道
[00:07:05.640 --> 00:07:08.640]  這裡用了一個叫賊的比喻
[00:07:08.640 --> 00:07:18.240]  賊就不會在偷東西之前通知你
[00:07:18.240 --> 00:07:22.280]  WhatsApp你或者看Facebook或IG的訊息
[00:07:22.280 --> 00:07:24.280]  說我要偷你的東西
[00:07:24.280 --> 00:07:26.280]  賊是不會這樣做的
[00:07:26.280 --> 00:07:31.560]  賊是趁著你不防備的時候才會去
[00:07:31.560 --> 00:07:34.760]  所以可以下下一張沙
[00:07:34.760 --> 00:07:40.280]  所以有些人或新聞說
[00:07:40.280 --> 00:07:42.280]  末世在哪一天哪一月來到
[00:07:42.280 --> 00:07:48.400]  下面有一張是說新聞
[00:07:48.400 --> 00:07:56.400]  有這類的預言
[00:07:56.400 --> 00:08:00.000]  通常你會發現每年都會有這樣的預言
[00:08:00.000 --> 00:08:05.440]  有哪一月哪一天會有更大的災難
[00:08:05.440 --> 00:08:08.960]  如果按聖經的說法
[00:08:08.960 --> 00:08:14.640]  這些新聞的說法當然是不對的
[00:08:14.640 --> 00:08:17.400]  因為賊是告訴你什麼時候來到的
[00:08:17.400 --> 00:08:20.520]  換言之神的日子什麼時候來到
[00:08:20.520 --> 00:08:22.520]  可能是更像是
[00:08:22.520 --> 00:08:25.800]  好像下一張沙
[00:08:25.800 --> 00:08:27.800]  就像賊的樣子
[00:08:27.800 --> 00:08:35.000]  下一張是Sly Karen
[00:08:35.000 --> 00:08:38.600]  就像這樣的賊
[00:08:38.600 --> 00:08:46.200]  就像這樣的賊才會在你沒有防備的時候出現
[00:08:46.200 --> 00:08:53.120]  其實某程度上這個世界是以色列
[00:08:53.120 --> 00:08:56.400]  所以保羅在這裡就要強調
[00:08:56.400 --> 00:08:59.640]  這個日子是可以很突然的來到
[00:08:59.640 --> 00:09:01.640]  在性質上
[00:09:01.640 --> 00:09:05.960]  末世的性質是很必然的會來到
[00:09:05.960 --> 00:09:07.960]  但其實它什麼時候來到
[00:09:07.960 --> 00:09:13.680]  時間上就不會像有一個天才少年說哪一月哪一天會出現
[00:09:13.680 --> 00:09:16.960]  而是在神預定的時間出現
[00:09:16.960 --> 00:09:19.960]  也是沒有人能夠預計到的
[00:09:20.200 --> 00:09:23.640]  所以保羅在這裡說這個世界是以色列
[00:09:23.640 --> 00:09:28.360]  在經文裡面保羅就會叫這個世界做黑暗之子
[00:09:28.360 --> 00:09:32.560]  黑暗之子是什麼意思呢?
[00:09:32.560 --> 00:09:40.320]  其實在經文裡面黑暗之子是指一群人對耶穌再臨的事情
[00:09:40.320 --> 00:09:41.840]  他們完全沒有意識
[00:09:41.840 --> 00:09:46.160]  也不會去準備自己去面對這件事情
[00:09:46.160 --> 00:09:51.600]  換言之這個世界對耶穌再臨這件事可以理解為很遲鈍
[00:09:51.600 --> 00:09:55.120]  甚至是不會理會這件事情
[00:09:55.120 --> 00:09:58.320]  經文一節三節才說
[00:09:58.320 --> 00:10:01.520]  一些不信的人當他們以為生活一切如常的時候
[00:10:01.520 --> 00:10:04.720]  災禍就會忽然來到他們的身上
[00:10:04.720 --> 00:10:11.040]  在傑瑟·萊利加前書第五章第七至第八節
[00:10:11.040 --> 00:10:17.120]  保羅用了一節經文去形容這些人是多麼沒有意識
[00:10:17.120 --> 00:10:22.560]  可以展示一下經文的下一章
[00:10:22.560 --> 00:10:27.440]  就是這一句
[00:10:27.440 --> 00:10:30.080]  因為睡了的人士在夜間睡
[00:10:30.080 --> 00:10:32.080]  醉了的人士在夜間醉
[00:10:32.080 --> 00:10:39.520]  換言之睡覺的人是不會意識到有危險來到
[00:10:39.520 --> 00:10:43.840]  而醉了的人士喝醉了自然沒有道德判斷力
[00:10:43.840 --> 00:10:45.280]  沒有控制的能力
[00:10:45.280 --> 00:10:49.040]  所以這裡說的是無論無知也好
[00:10:49.040 --> 00:10:50.720]  放縱也好
[00:10:50.720 --> 00:10:53.600]  很多時候不信的人在神的眼中
[00:10:53.600 --> 00:10:56.160]  黑暗之子就是這兩個特徵
[00:10:56.160 --> 00:10:59.120]  無知對神的事情不知道
[00:10:59.120 --> 00:11:05.760]  放縱不會去留意自己的行為
[00:11:05.760 --> 00:11:09.200]  當然今天這一刻耶穌還沒有來到
[00:11:09.200 --> 00:11:13.520]  所以我們還沒有看到這些人有什麼結果
[00:11:13.520 --> 00:11:20.720]  但是人類本身無知和放縱的後果是很嚴重的
[00:11:20.720 --> 00:11:23.040]  這裡可以舉很多例子
[00:11:23.040 --> 00:11:26.240]  但這裡舉一個例子應該也很足夠
[00:11:26.240 --> 00:11:29.040]  舉個例子
[00:11:29.040 --> 00:11:37.680]  今年我們受到肺炎的影響
[00:11:37.680 --> 00:11:39.680]  這裡已經展示了
[00:11:39.680 --> 00:11:45.360]  最多一個死亡和案例新增的國家是什麼國家呢?
[00:11:45.360 --> 00:11:49.680]  我想大家也未必需要猜
[00:11:49.680 --> 00:11:50.960]  或者大家都知道了
[00:11:50.960 --> 00:11:52.960]  本身就是美國
[00:11:52.960 --> 00:11:56.560]  其實在今年大約二三月期間
[00:11:56.560 --> 00:11:58.560]  疫情開始蔓延的時候
[00:11:58.560 --> 00:12:01.040]  如果大家有留意新聞
[00:12:01.040 --> 00:12:03.600]  當時的美國總統特朗普
[00:12:03.600 --> 00:12:08.720]  他問到疫情是怎樣的時候
[00:12:08.720 --> 00:12:11.920]  在二月三日的時候就說是流感
[00:12:11.920 --> 00:12:13.920]  只是流感
[00:12:13.920 --> 00:12:15.920]  當然這裡有很多句子
[00:12:15.920 --> 00:12:18.960]  就是媒體不斷問他如何應對疫情
[00:12:18.960 --> 00:12:22.160]  我就是回答這些句子
[00:12:22.160 --> 00:12:26.960]  某程度上這件事是很難理解的
[00:12:26.960 --> 00:12:30.160]  因為只有總統他有的知識
[00:12:30.160 --> 00:12:33.680]  他身邊的顧問或科學顧問
[00:12:33.680 --> 00:12:35.680]  都會告訴他事情是怎樣
[00:12:35.680 --> 00:12:42.560]  但他的說法是讓很多人對疫情掉以輕心
[00:12:42.560 --> 00:12:44.560]  那會怎樣呢?
[00:12:44.560 --> 00:12:46.560]  怎樣掉以輕心呢?
[00:12:46.560 --> 00:12:48.560]  怎樣無知呢?
[00:12:48.560 --> 00:12:51.280]  如果大家有留意新聞
[00:12:51.280 --> 00:12:56.800]  就會發現在其他國家有很多針對防疫措施的示威
[00:12:56.800 --> 00:12:58.320]  下一張
[00:12:58.320 --> 00:13:01.760]  這個是全年
[00:13:01.760 --> 00:13:05.680]  很多人會去示威
[00:13:05.680 --> 00:13:06.800]  示威什麼呢?
[00:13:06.800 --> 00:13:10.160]  他們覺得疫情只是一個假新聞
[00:13:10.160 --> 00:13:13.200]  你會看到這裡有些英文的句子
[00:13:13.200 --> 00:13:15.200]  假的新聞
[00:13:15.200 --> 00:13:18.800]  認為這是騙人的措施
[00:13:18.800 --> 00:13:22.000]  疫情只是媒體的陰謀論
[00:13:22.720 --> 00:13:28.720]  所以人的無知會令人掉以輕心
[00:13:28.720 --> 00:13:30.720]  不會去做任何事情
[00:13:30.720 --> 00:13:35.280]  你看到這裡的人基本上都沒有戴口罩
[00:13:35.280 --> 00:13:39.600]  或者人的放縱會令很多人
[00:13:39.600 --> 00:13:43.120]  就算見到社會有疫情爆發
[00:13:43.120 --> 00:13:47.600]  放縱都會令人拒絕在生活上去做改變
[00:13:48.080 --> 00:13:50.080]  甚至在不同的國家
[00:13:50.080 --> 00:13:54.000]  例如在美國、德國、法國等地方
