
[00:00:00.000 --> 00:00:01.080]  兄姐妹平安
[00:00:01.080 --> 00:00:04.920]  開始的時候我想問大家猜猜一個歌星
[00:00:04.920 --> 00:00:07.960]  猜得到他是誰嗎
[00:00:07.960 --> 00:00:09.880]  我很醜
[00:00:09.880 --> 00:00:11.960]  可是我很溫柔
[00:00:11.960 --> 00:00:13.880]  外表冷漠
[00:00:13.880 --> 00:00:15.040]  內心狂熱
[00:00:15.040 --> 00:00:16.160]  那就是我
[00:00:16.160 --> 00:00:17.760]  是誰
[00:00:17.760 --> 00:00:19.680]  趙傳
[00:00:19.680 --> 00:00:22.760]  不是那時候傳的趙傳
[00:00:22.760 --> 00:00:24.040]  是姓趙
[00:00:24.040 --> 00:00:25.440]  名字單字一個傳
[00:00:25.640 --> 00:00:30.640]  那些知道的人都應該年紀跟我差不多
[00:00:30.640 --> 00:00:34.960]  他就是趙傳
[00:00:34.960 --> 00:00:37.360]  那首歌非常的轟動
[00:00:37.360 --> 00:00:40.200]  不僅是那種的嘶喊的力量
[00:00:40.200 --> 00:00:43.320]  而是那歌詞很吸引人
[00:00:43.320 --> 00:00:46.760]  很少在那個時候之前很少聽到有歌星
[00:00:46.760 --> 00:00:48.240]  講自己很醜
[00:00:48.240 --> 00:00:50.360]  然後他說但是我很溫柔
[00:00:50.360 --> 00:00:53.280]  那首歌就非常非常的紅了
[00:00:53.280 --> 00:00:54.560]  那麼弟兄姐妹
[00:00:55.560 --> 00:00:57.520]  你是一個溫柔的人嗎
[00:00:57.520 --> 00:00:59.720]  快點搖頭
[00:00:59.720 --> 00:01:00.720]  搖這麼快
[00:01:00.720 --> 00:01:02.680]  你是一個溫柔
[00:01:02.680 --> 00:01:04.120]  你們都很兇的嗎
[00:01:04.120 --> 00:01:06.320]  別嚇我好不好
[00:01:06.320 --> 00:01:06.920]  好
[00:01:06.920 --> 00:01:07.760]  好
[00:01:07.760 --> 00:01:09.800]  大家是不是一個溫柔的人
[00:01:09.800 --> 00:01:14.360]  那麼我們今天要來看我們的講道
[00:01:14.360 --> 00:01:16.920]  我們一直在講一個講道系列
[00:01:16.920 --> 00:01:19.280]  就是聖靈的果子的講道系列
[00:01:19.280 --> 00:01:20.680]  加拉太書第5章
[00:01:20.680 --> 00:01:23.000]  剛才Charles弟兄幫我們練了
[00:01:23.040 --> 00:01:25.360]  帶領我們一起念了這段經文
[00:01:25.360 --> 00:01:28.640]  到這裡今天要講的就是溫柔
[00:01:28.640 --> 00:01:30.080]  我們一起同心禱告
[00:01:30.080 --> 00:01:33.440]  天父上帝我們感謝讚美你
[00:01:33.440 --> 00:01:36.800]  主啊我們感謝你在過去的日子
[00:01:36.800 --> 00:01:40.760]  不斷的用你的真理來建立我們的生命
[00:01:40.760 --> 00:01:44.560]  主啊巴不得我們不是聽了就忘
[00:01:44.560 --> 00:01:49.600]  而是聽了去把這些聖靈的果子的特質
[00:01:49.840 --> 00:01:51.800]  好好的去思想怎麼樣
[00:01:51.800 --> 00:01:54.120]  在我們的生命中能夠活出來
[00:01:54.120 --> 00:01:56.640]  能夠領會你的真理
[00:01:56.640 --> 00:02:00.000]  以致神啊我們的生命真的是一點一滴的
[00:02:00.000 --> 00:02:01.560]  在被你改變
[00:02:01.560 --> 00:02:05.880]  我們的整個人生是不斷的被你雕塑
[00:02:05.880 --> 00:02:07.800]  主啊求你幫助我們
[00:02:07.800 --> 00:02:09.360]  打開我們的心
[00:02:09.360 --> 00:02:11.920]  聆聽你要對我們自己說的話
[00:02:11.920 --> 00:02:14.600]  因為我們這裡每一個人的處境都不一樣
[00:02:14.600 --> 00:02:16.280]  我們的掙扎不同
[00:02:16.280 --> 00:02:17.720]  我們的故事也不同
[00:02:17.760 --> 00:02:20.120]  但是每一個人都是那麼的寶貴
[00:02:20.120 --> 00:02:21.680]  你最瞭解我們
[00:02:21.680 --> 00:02:26.800]  就求你的聖靈此時此刻跟等一下來對我們自己說話
[00:02:26.800 --> 00:02:29.160]  以致我們明白要如何回應你
[00:02:29.160 --> 00:02:31.360]  謝謝你禱告奉主
[00:02:31.360 --> 00:02:32.840]  耶穌基督聖名求
[00:02:32.840 --> 00:02:33.560]  Amen
[00:02:33.560 --> 00:02:37.800]  好那麼加泰書就講了這段的經文
[00:02:37.800 --> 00:02:40.320]  在這裡溫馨的提醒
[00:02:40.320 --> 00:02:42.560]  不是聖靈有9個果子
[00:02:42.560 --> 00:02:44.400]  我們不要再犯這個語病了
[00:02:44.400 --> 00:02:46.800]  這個語病是以為有9個果子
[00:02:47.000 --> 00:02:49.200]  記住這個圖畫一個果子
[00:02:49.200 --> 00:02:51.160]  一個果子9個特質
[00:02:51.160 --> 00:02:52.200]  因為在希臘文
[00:02:52.200 --> 00:02:55.160]  那個字是一個單數
[00:02:55.160 --> 00:02:57.920]  英文的翻譯就是fruit
[00:02:57.920 --> 00:02:59.440]  不是fruits
[00:02:59.440 --> 00:03:01.920]  是fruit of the spirit
[00:03:01.920 --> 00:03:03.600]  聖靈的果子
[00:03:03.600 --> 00:03:04.840]  9個特質
[00:03:04.840 --> 00:03:05.920]  那麼
[00:03:05.920 --> 00:03:10.960]  在這裡我們有幾個思想要跟大家一起分享
[00:03:10.960 --> 00:03:11.960]  第一個就是
[00:03:11.960 --> 00:03:13.200]  為什麼
[00:03:13.200 --> 00:03:16.640]  活出溫柔的特質那麼重要
[00:03:17.240 --> 00:03:18.560]  為什麼那麼重要
[00:03:18.560 --> 00:03:20.280]  你們想過這個問題
[00:03:20.280 --> 00:03:22.480]  為什麼活出溫柔那麼重要
[00:03:22.480 --> 00:03:25.320]  可能你不是靠想的
[00:03:25.320 --> 00:03:28.600]  可能你是靠經驗人生經驗
[00:03:28.600 --> 00:03:31.360]  你就發現原來溫柔還是比較好的
[00:03:31.360 --> 00:03:34.040]  年少氣盛
[00:03:34.040 --> 00:03:35.680]  年少的時候我們都
[00:03:35.680 --> 00:03:38.640]  覺得氣盛是可能最好的
[00:03:38.640 --> 00:03:40.880]  但是我們年長了一點
[00:03:40.880 --> 00:03:44.560]  我們就會發現溫柔還是整體來說
[00:03:44.560 --> 00:03:45.800]  比較好的
[00:03:46.200 --> 00:03:47.600]  我們今天一起來分析
[00:03:47.600 --> 00:03:48.280]  第一
[00:03:48.280 --> 00:03:50.800]  溫柔那麼重要是因為
[00:03:50.800 --> 00:03:53.160]  可以得到上帝的救恩
[00:03:53.160 --> 00:03:56.000]  馬太福音告訴我們一件事情
[00:03:56.000 --> 00:03:59.520]  在耶穌講的最出名的那篇講道
[00:03:59.520 --> 00:04:01.720]  叫做登山保訓
[00:04:01.720 --> 00:04:06.280]  耶穌他說溫柔的人怎麼樣
[00:04:06.280 --> 00:04:07.880]  有福了
[00:04:07.880 --> 00:04:11.600]  因為他們必承受地圖
[00:04:11.600 --> 00:04:13.200]  他們必承受地圖
[00:04:13.200 --> 00:04:14.360]  這裡講的
[00:04:15.000 --> 00:04:17.240]  就是神國的地圖
[00:04:17.240 --> 00:04:19.480]  在神的國裡面
[00:04:19.480 --> 00:04:21.280]  有一席之地
[00:04:21.280 --> 00:04:23.600]  你能夠進入天國
[00:04:23.600 --> 00:04:25.720]  為什麼溫柔的人才能夠進入天國
[00:04:25.720 --> 00:04:28.160]  因為這裡的溫柔
[00:04:28.160 --> 00:04:30.400]  在原文也有謙卑的意思
[00:04:30.400 --> 00:04:32.800]  受教心理願意
[00:04:32.800 --> 00:04:34.760]  去考慮
[00:04:34.760 --> 00:04:36.440]  不同的可能性
[00:04:36.440 --> 00:04:38.400]  一個比較剛硬的人
[00:04:38.400 --> 00:04:40.360]  是比較封閉的
[00:04:40.360 --> 00:04:41.920]  有了固定的思想
[00:04:41.920 --> 00:04:43.760]  可能受著家庭的影響
[00:04:43.800 --> 00:04:44.920]  可能受了文化的影響
[00:04:44.920 --> 00:04:46.400]  可能受了歷史的影響
[00:04:46.400 --> 00:04:48.720]  有一些固定的
