
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹主持人平安
[00:00:02.000 --> 00:00:05.000]  今日的講題是最重要的軟弱
[00:00:05.000 --> 00:00:17.000]  軟弱對於年紀我們慢慢去由小朋友去到青少年去到大人出來做的作為父母
[00:00:17.000 --> 00:00:22.000]  我們都開始覺得軟弱最好就不要被人見到
[00:00:22.000 --> 00:00:25.000]  因為軟弱簡單來說就是弱
[00:00:25.000 --> 00:00:27.000]  你有軟弱就被人打
[00:00:27.000 --> 00:00:31.000]  我們很多時候都會想將它收起來
[00:00:31.000 --> 00:00:32.000]  或者不讓人見到
[00:00:32.000 --> 00:00:36.000]  被人見到萬一被人利用被人傷害怎麼辦呢
[00:00:36.000 --> 00:00:40.000]  今日我的講題是最重要的軟弱
[00:00:40.000 --> 00:00:44.000]  在比特前書的經文中
[00:00:44.000 --> 00:00:49.000]  比特去鼓勵一班婦人在被迫害的情況下堅持信仰
[00:00:49.000 --> 00:00:51.000]  應該怎樣和丈夫相處
[00:00:51.000 --> 00:00:58.000]  我們發現原來比特都很重視在夫妻關係裏面的軟弱
[00:00:58.000 --> 00:01:02.000]  我們希望今日藉著比特前書一起去學習上帝的話
[00:01:02.000 --> 00:01:08.000]  這一塊基督是我的牌匾
[00:01:08.000 --> 00:01:10.000]  我上網找過了有很多款的
[00:01:10.000 --> 00:01:13.000]  這一款就是我從小到大在家裏擺的那一塊
[00:01:13.000 --> 00:01:17.000]  我想問一下這裡有多少人家裏都有一塊基督是我家之主的牌匾
[00:01:17.000 --> 00:01:19.000]  或者是一張座
[00:01:19.000 --> 00:01:22.000]  OK 放下手
[00:01:22.000 --> 00:01:24.000]  這個都很普遍的
[00:01:24.000 --> 00:01:27.000]  因為我今個星期二
[00:01:27.000 --> 00:01:30.000]  剛過去星期二結婚八周年
[00:01:30.000 --> 00:01:34.000]  在我結婚的時候收了起碼十個牌匾
[00:01:34.000 --> 00:01:38.000]  好像大家都覺得我不是以基督為我家的主
[00:01:38.000 --> 00:01:40.000]  都要來勉勵我
[00:01:40.000 --> 00:01:42.000]  但無論如何有九塊已經送了出去
[00:01:42.000 --> 00:01:45.000]  希望都祝福到那九個家庭
[00:01:45.000 --> 00:01:47.000]  希望他們都不會已經收到十塊
[00:01:47.000 --> 00:01:55.000]  基督是我家之主幾乎每一個基督教家庭都會有
[00:01:55.000 --> 00:02:01.000]  甚至這一句都是我們每一個基督教家庭奉行的說話
[00:02:01.000 --> 00:02:05.000]  我們都想建立一個基督化的家庭
[00:02:05.000 --> 00:02:08.000]  但如果實際問
[00:02:08.000 --> 00:02:10.000]  怎樣叫做一個基督化的家庭
[00:02:10.000 --> 00:02:13.000]  或者怎樣可以表達到你的家
[00:02:13.000 --> 00:02:17.000]  基督是你才是你的家主呢
[00:02:17.000 --> 00:02:19.000]  可能你馬上想的就是
[00:02:19.000 --> 00:02:23.000]  和家人一起讀經祈禱靈修教會
[00:02:23.000 --> 00:02:27.000]  一起參與信仰的活動
[00:02:27.000 --> 00:02:31.000]  但似乎我們看今天的經文
[00:02:31.000 --> 00:02:34.000]  或者我自己的信仰生命裏面
[00:02:34.000 --> 00:02:36.000]  基督是我家之主
[00:02:36.000 --> 00:02:41.000]  除了是和家人一起進行宗教活動之外
[00:02:41.000 --> 00:02:44.000]  更加是我們怎樣將信仰
[00:02:44.000 --> 00:02:48.000]  抹在我們的家庭之中
[00:02:48.000 --> 00:02:50.000]  今次特別想說的是
[00:02:50.000 --> 00:02:53.000]  我們怎樣可以將基督在世的時候
[00:02:53.000 --> 00:02:55.000]  他所流露的生命
[00:02:55.000 --> 00:02:59.000]  特別是受苦的生命
[00:02:59.000 --> 00:03:04.000]  應用在夫妻相處之間
[00:03:04.000 --> 00:03:07.000]  我們的生命被基督的生命影響
[00:03:07.000 --> 00:03:10.000]  用在我們的夫婦相處之間
[00:03:10.000 --> 00:03:13.000]  這就是基督是我家之主
[00:03:13.000 --> 00:03:15.000]  所以今天的講道
[00:03:15.000 --> 00:03:18.000]  我會先說一下彼得怎樣用基督的生命
[00:03:18.000 --> 00:03:23.000]  去勉勵一群在社會裏面受到欺壓的妻子
[00:03:23.000 --> 00:03:25.000]  這些欺壓主要是來自她迷信
[00:03:25.000 --> 00:03:29.000]  甚至是抗拒基督信仰的老公
[00:03:29.000 --> 00:03:32.000]  而當時的社會文化
[00:03:32.000 --> 00:03:34.000]  因為和我們很不同
[00:03:34.000 --> 00:03:36.000]  所以很難可以一看完之後
[00:03:36.000 --> 00:03:38.000]  直接用在我們的生命裏
[00:03:38.000 --> 00:03:40.000]  今次是說夫婦關係
[00:03:40.000 --> 00:03:42.000]  但是以前婦女的地位
[00:03:42.000 --> 00:03:45.000]  和今日婦女的地位已經不同了
[00:03:45.000 --> 00:03:48.000]  所以我們今天先說明了
[00:03:48.000 --> 00:03:51.000]  彼得怎樣勸勉當時的婦女
[00:03:51.000 --> 00:03:53.000]  我們捕捉到她的精神
[00:03:53.000 --> 00:03:55.000]  特別是在神學的基礎之後
[00:03:55.000 --> 00:03:59.000]  我們再想想怎樣去應用在今日我們的生活裏
[00:03:59.000 --> 00:04:04.000]  要明白彼得的教導
[00:04:04.000 --> 00:04:08.000]  首先我們要了解當時希臘羅馬
[00:04:08.000 --> 00:04:11.000]  即是我們簡稱希羅文化的背景
[00:04:11.000 --> 00:04:15.000]  借助社會歷史背景的研究
[00:04:15.000 --> 00:04:19.000]  我們發現信了主的妻子
[00:04:19.000 --> 00:04:22.000]  在家裏的生活是非常艱難的
[00:04:22.000 --> 00:04:26.000]  因為按照希羅世界的文化規定
[00:04:26.000 --> 00:04:28.000]  他們的規範
[00:04:28.000 --> 00:04:33.000]  妻子必須要採納丈夫的社交圈子
[00:04:33.000 --> 00:04:36.000]  和丈夫的宗教
[00:04:36.000 --> 00:04:38.000]  即是她嫁了人之後
[00:04:38.000 --> 00:04:40.000]  她只可以去見丈夫的朋友
[00:04:40.000 --> 00:04:42.000]  丈夫的朋友就是她的朋友
[00:04:42.000 --> 00:04:43.000]  有文獻亦都寫
[00:04:43.000 --> 00:04:44.000]  誰是丈夫最好的朋友
[00:04:44.000 --> 00:04:46.000]  就是他敬拜的神明
[00:04:46.000 --> 00:04:50.000]  所以妻子是要跟隨她的丈夫去他的社交圈子
[00:04:50.000 --> 00:04:53.000]  甚至拜他丈夫所拜的神
[00:04:53.000 --> 00:04:56.000]  如果妻子拒絕遵從
[00:04:56.000 --> 00:05:01.000]  這個行動將會視為損害她丈夫的面子和榮耀
[00:05:01.000 --> 00:05:04.000]  即是落了她丈夫的架
[00:05:04.000 --> 00:05:09.000]  再加上當時的家庭就不像我們今時今日
[00:05:09.000 --> 00:05:12.000]  我們主要會跟我們的核心家庭住在一起
[00:05:12.000 --> 00:05:15.000]  我們真的會搬出來住
[00:05:15.000 --> 00:05:21.000]  但當時的社會是幾代同堂
[00:05:21.000 --> 00:05:23.000]  住在一個家
[00:05:23.000 --> 00:05:28.000]  甚至是遠近的親朋都會一起生活
[00:05:28.000 --> 00:05:38.000]  而家庭的制治亦都關乎神明會否降福和報復的命運
[00:05:38.000 --> 00:05:44.000]  所以如果妻子拒絕參加家庭的拜偶像儀式
[00:05:44.000 --> 00:05:51.000]  你可以想像會備受多少親朋好友的批評
[00:05:51.000 --> 00:05:53.000]  甚至我有想像過
[00:05:53.000 --> 00:05:55.000]  上星期聽林牧師說
[00:05:55.000 --> 00:05:58.000]  因為奴僕已經要跟家主去敬拜
[00:05:58.000 --> 00:06:01.000]  我想如果我是當時的奴僕
[00:06:01.000 --> 00:06:03.000]  可能我每一次都會借尿遁扮肚痛
[00:06:03.000 --> 00:06:05.000]  錯過那些儀式
[00:06:05.000 --> 00:06:07.000]  少了一個奴隸誤覺
[00:06:07.000 --> 00:06:09.000]  但妻子就不同了
[00:06:09.000 --> 00:06:12.000]  因為妻子要負責主持這個儀式
[00:06:12.000 --> 00:06:15.000]  所以當她信了主之後
[00:06:15.000 --> 00:06:21.000]  要去拒絕參與家族的制治活動
[00:06:21.000 --> 00:06:25.000]  你就可以想像她要面對多大的張力和壓力
[00:06:25.000 --> 00:06:28.000]  亦都是這樣
[00:06:28.000 --> 00:06:31.000]  我們帶著這個背景去看今天的經文
[00:06:31.000 --> 00:06:36.000]  當彼得要去鼓勵和勉勵一班被欺壓的妻子的時候
[00:06:36.000 --> 00:06:38.000]  其實彼得最終想怎樣
[00:06:38.000 --> 00:06:40.000]  想這班妻子是怎樣
[00:06:40.000 --> 00:06:45.000]  而彼得最終的目的已經記載在彼得前書最後的部分
[00:06:45.000 --> 00:06:46.000]  五章十二節
[00:06:46.000 --> 00:06:49.000]  我簡單地寫了這信
[00:06:49.000 --> 00:06:53.000]  託我所看為忠心的弟兄西拉交給你們
[00:06:53.000 --> 00:06:54.000]  勸勉你們
[00:06:54.000 --> 00:06:58.000]  又證明這恩是上帝真實的恩典
[00:06:58.000 --> 00:07:02.000]  你們不要在這個恩上站立得住
[00:07:02.000 --> 00:07:05.000]  所以彼得寫完這封信
[00:07:05.000 --> 00:07:11.000]  最終他的目的就是希望修信人能夠在救恩上站立得住
[00:07:12.000 --> 00:07:16.000]  換言之彼得這次勸勉妻子背後有個想法
[00:07:16.000 --> 00:07:22.000]  就是希望在歸信了基督的妻子在異教的氛圍之下
