
[00:00:00.000 --> 00:00:02.000]  多謝各位收看 再見
[00:00:02.000 --> 00:00:04.000]  各位觀眾午安
[00:00:04.000 --> 00:00:06.000]  各位姐妹平安
[00:00:06.000 --> 00:00:12.000]  今天很高興能夠再次在這裡跟大家分享上帝的話
[00:00:12.000 --> 00:00:16.000]  當我預備生命記三十一章的時候
[00:00:16.000 --> 00:00:19.000]  我總結整篇訊息的主題
[00:00:19.000 --> 00:00:23.000]  叫做「交棒接棒,傳承主導」
[00:00:23.000 --> 00:00:26.000]  很多人一看到這個交棒接棒
[00:00:26.000 --> 00:00:29.000]  就以為我在說一個接力賽
[00:00:29.000 --> 00:00:35.000]  大家看到比賽有400或800公尺的接力
[00:00:35.000 --> 00:00:39.000]  要鬥快 而且傳棒的時候要很準確
[00:00:39.000 --> 00:00:43.000]  我們在這裡說這個交棒接棒不是這個意思
[00:00:43.000 --> 00:00:45.000]  不是說快
[00:00:45.000 --> 00:00:52.000]  其實人生在我們很多的一些所謂領袖交替的過程
[00:00:52.000 --> 00:00:54.000]  都很重要的一件事
[00:00:54.000 --> 00:00:56.000]  不是說快
[00:00:56.000 --> 00:01:00.000]  而是要說一個真正傳承下去的是什麼呢?
[00:01:00.000 --> 00:01:05.000]  就是今天我們在這章聖經要看的一個很重要的訊息
[00:01:05.000 --> 00:01:12.000]  反而我覺得更加接近像奧林匹克世運會的聖火傳遞
[00:01:12.000 --> 00:01:15.000]  這個聖火傳遞有沒有人知道是何時開始的呢?
[00:01:15.000 --> 00:01:18.000]  其實是近代的
[00:01:18.000 --> 00:01:22.000]  在1936年
[00:01:22.000 --> 00:01:26.000]  柏林的奧運會是第一次開始
[00:01:26.000 --> 00:01:28.000]  是有這個聖火傳遞
[00:01:28.000 --> 00:01:33.000]  背後的意義就是要傳承火焰生生不息的意思
[00:01:33.000 --> 00:01:38.000]  這個火焰是代表著奧運的精神
[00:01:38.000 --> 00:01:40.000]  做一個運動員是要刻苦的
[00:01:40.000 --> 00:01:42.000]  要付代價的
[00:01:42.000 --> 00:01:44.000]  你要得到這個獎牌
[00:01:44.000 --> 00:01:48.000]  你真的要付出很大的犧牲和各方面的努力
[00:01:48.000 --> 00:01:51.000]  在今年7月31日
[00:01:51.000 --> 00:01:53.000]  我們大家都會熟悉的
[00:01:53.000 --> 00:01:56.000]  這個世界華人福音聯絡中心
[00:01:56.000 --> 00:01:58.000]  簡稱就是華福會
[00:01:58.000 --> 00:02:03.000]  華福會的過去兩屆的總幹事陳世音牧師
[00:02:03.000 --> 00:02:08.000]  我在過去這段日子都有很多次機會可以跟他交通
[00:02:08.000 --> 00:02:10.000]  也認識這位前輩
[00:02:10.000 --> 00:02:14.000]  他也是一位我們大家很敬佩的一位牧者
[00:02:14.000 --> 00:02:16.000]  他在他在任的期間
[00:02:16.000 --> 00:02:20.000]  大力推動很多跨文化的宣教
[00:02:20.000 --> 00:02:22.000]  以及門訓的建立
[00:02:22.000 --> 00:02:25.000]  其實這個也是我們教會很著重
[00:02:25.000 --> 00:02:29.000]  在過去這幾年我們也在說門訓
[00:02:29.000 --> 00:02:32.000]  要深化和推動
[00:02:32.000 --> 00:02:35.000]  他是六十多歲的一位牧者
[00:02:35.000 --> 00:02:37.000]  他現在退下來
[00:02:37.000 --> 00:02:40.000]  他把這個棒子交給誰呢?
[00:02:40.000 --> 00:02:42.000]  是交給一位很年輕的牧者
[00:02:42.000 --> 00:02:44.000]  大概四十歲左右
[00:02:44.000 --> 00:02:49.000]  這位叫董家華牧師
[00:02:49.000 --> 00:02:53.000]  董家華牧師也是一位很年輕有為
[00:02:53.000 --> 00:02:56.000]  也很有意象很有魄力的一位牧者
[00:02:56.000 --> 00:02:59.000]  本應我們是邀請了他今年十一月
[00:02:59.000 --> 00:03:01.000]  來跟我們說猜拳的培靈會
[00:03:01.000 --> 00:03:07.000]  但是因為他自己的期間撞了
[00:03:07.000 --> 00:03:10.000]  所以我們已經預先約了他
[00:03:10.000 --> 00:03:14.000]  明年他會來跟我們說廣福堂的猜拳培靈會
[00:03:14.000 --> 00:03:16.000]  很感恩的
[00:03:16.000 --> 00:03:18.000]  我們在當中看到
[00:03:18.000 --> 00:03:22.000]  傳承最重要的是一個使命的傳承
[00:03:22.000 --> 00:03:25.000]  一個我們說的是生火相傳下去
[00:03:25.000 --> 00:03:27.000]  作為基督徒
[00:03:27.000 --> 00:03:28.000]  我們作為父母
[00:03:28.000 --> 00:03:30.000]  我們要傳承給我們下一代
[00:03:30.000 --> 00:03:35.000]  就是有意義的人生價值
[00:03:35.000 --> 00:03:37.000]  一個這樣的傳遞
[00:03:37.000 --> 00:03:40.000]  這個基於生命之道
[00:03:40.000 --> 00:03:42.000]  就是上帝的說話
[00:03:42.000 --> 00:03:44.000]  如果我們要生生不息
[00:03:44.000 --> 00:03:45.000]  教會是延續
[00:03:45.000 --> 00:03:47.000]  教會在歷世歷代
[00:03:47.000 --> 00:03:49.000]  也試過有很多不同的艱難
[00:03:49.000 --> 00:03:51.000]  甚至是逼迫
[00:03:51.000 --> 00:03:53.000]  但是教會不會消失
[00:03:53.000 --> 00:03:55.000]  教會不消失的原因就是
[00:03:55.000 --> 00:04:01.000]  每一代的信徒都堅持要站穩在聖經的真理上
[00:04:01.000 --> 00:04:04.000]  要好好將純正的福音繼續傳揚開去
[00:04:04.000 --> 00:04:07.000]  叫每一代信徒的下一代
[00:04:07.000 --> 00:04:08.000]  都認識聖經
[00:04:08.000 --> 00:04:11.000]  以至生火相傳下去
[00:04:11.000 --> 00:04:13.000]  所以我們今天看這個三十一章
[00:04:13.000 --> 00:04:15.000]  其實分三個段落來說
[00:04:15.000 --> 00:04:20.000]  首先就是摩西委任約書亞為他的領袖
[00:04:20.000 --> 00:04:22.000]  他會成為一個繼任人
[00:04:22.000 --> 00:04:24.000]  所以摩西先跟百姓說
[00:04:24.000 --> 00:04:26.000]  接著對約書亞說
[00:04:26.000 --> 00:04:28.000]  最後對祭司和長老說
[00:04:28.000 --> 00:04:30.000]  十四到二十三節
[00:04:30.000 --> 00:04:33.000]  就是耶和華自己親自來說
[00:04:33.000 --> 00:04:35.000]  耶和華跟我們說什麼呢
[00:04:35.000 --> 00:04:38.000]  就是對摩西和約書亞的宣告
[00:04:38.000 --> 00:04:40.000]  在這個回末當中
[00:04:40.000 --> 00:04:43.000]  亦都命令摩西作一首歌
[00:04:43.000 --> 00:04:44.000]  教導以色列人
[00:04:44.000 --> 00:04:48.000]  最後就是對約書亞一個勉勵
[00:04:48.000 --> 00:04:54.000]  最後的段落就是摩西對祭司和長老
[00:04:54.000 --> 00:04:59.000]  說他們要將律法書放在約櫃旁邊
[00:04:59.000 --> 00:05:04.000]  是要見證神指引他們的犯罪
[00:05:04.000 --> 00:05:05.000]  他們作惡
[00:05:05.000 --> 00:05:07.000]  他們離棄真道
