
[00:00:00.000 --> 00:00:04.000]  「陪你走過」
[00:00:04.000 --> 00:00:10.440]  我們很感謝師班剛才代表我們一起
[00:00:10.440 --> 00:00:13.440]  把這份重贊歸名給上帝
[00:00:13.440 --> 00:00:19.400]  流行曲有一首歌叫「陪你走過」
[00:00:19.400 --> 00:00:21.400]  但這首歌更棒
[00:00:21.400 --> 00:00:25.600]  這首聖詩是講述幸福的確具
[00:00:25.600 --> 00:00:27.720]  是因為我們相信的上帝
[00:00:27.720 --> 00:00:29.520]  祂是陪伴我們
[00:00:29.520 --> 00:00:32.840]  路過深谷 幽暗江巷地
[00:00:33.120 --> 00:00:34.840]  祂也必與我們同行
[00:00:34.840 --> 00:00:38.360]  我們靠主王賢齊踏上必得勝
[00:00:38.360 --> 00:00:39.360]  兄弟姐妹
[00:00:39.360 --> 00:00:42.880]  人生不是一定風平浪靜
[00:00:42.880 --> 00:00:44.600]  亦不是常情無語
[00:00:44.600 --> 00:00:47.600]  但我們人生總有高高低低
[00:00:47.600 --> 00:00:50.560]  甚至我們可能走過曠野路
[00:00:50.560 --> 00:00:51.880]  流淚谷
[00:00:51.880 --> 00:00:54.880]  但上帝陪我們一起走
[00:00:54.880 --> 00:00:55.920]  一起走過
[00:00:55.920 --> 00:00:59.280]  我們便可以無懼於任何風浪
[00:00:59.280 --> 00:01:00.680]  甚至黑夜當中
[00:01:00.680 --> 00:01:02.880]  我們今天很感恩
[00:01:02.880 --> 00:01:05.360]  是一個中秋節的翌日
[00:01:05.360 --> 00:01:10.560]  我們一家人可以一起歡聚
[00:01:10.560 --> 00:01:14.200]  這是神給我們的福分和恩典
[00:01:14.200 --> 00:01:17.000]  我們要有這份感謝的心
[00:01:17.000 --> 00:01:20.400]  紀念這個世界上有很多苦難
[00:01:20.400 --> 00:01:22.000]  有很多家庭
[00:01:22.000 --> 00:01:24.000]  可能在這個中秋佳節
[00:01:24.000 --> 00:01:25.880]  未必可以慶團圓
[00:01:25.880 --> 00:01:27.600]  在過去這個星期
[00:01:27.600 --> 00:01:31.480]  大家聽剛才主席的領土時都看到
[00:01:31.720 --> 00:01:36.640]  有家庭突然因為工業嚴重的意外
[00:01:36.640 --> 00:01:39.720]  沒有辦法再一家人團聚
[00:01:39.720 --> 00:01:43.320]  我們今天在傳道書
[00:01:43.320 --> 00:01:47.400]  繼續跟大家思想經文時
[00:01:47.400 --> 00:01:52.640]  我想跟大家一起繼續好好研習
[00:01:52.640 --> 00:01:54.120]  我們今天
[00:01:54.120 --> 00:01:58.080]  我想跟大家先說一句話
[00:01:58.680 --> 00:02:01.960]  如果我們說金錢不是萬能
[00:02:01.960 --> 00:02:04.240]  但金錢卻是
[00:02:04.240 --> 00:02:07.120]  但沒有錢卻是萬萬不能
[00:02:07.120 --> 00:02:08.840]  我想我們中國人很多時候
[00:02:08.840 --> 00:02:10.520]  都會說這句話
[00:02:10.520 --> 00:02:13.640]  但這句話亦可能因為這個原因
[00:02:13.640 --> 00:02:16.680]  可能連累了很多人
[00:02:16.680 --> 00:02:19.360]  有很多人以為金錢就是一切
[00:02:19.360 --> 00:02:21.160]  以為他人生的目標
[00:02:21.160 --> 00:02:25.040]  只是為了累積金錢和財富
[00:02:25.040 --> 00:02:26.800]  但他忘記了
[00:02:26.920 --> 00:02:31.240]  其實我們人生真正的內涵
[00:02:31.240 --> 00:02:33.240]  其實是更加重要
[00:02:33.240 --> 00:02:35.200]  金錢是否萬能
[00:02:35.200 --> 00:02:36.960]  是否能夠讓我們滿足
[00:02:36.960 --> 00:02:38.160]  可以享用
[00:02:38.160 --> 00:02:39.440]  不一定
[00:02:39.440 --> 00:02:43.720]  如果這不是來自神給你的恩典和福氣時
[00:02:43.720 --> 00:02:46.080]  你給的累積多少都沒有用
[00:02:46.080 --> 00:02:48.320]  因為金錢是短暫的
[00:02:48.320 --> 00:02:50.680]  你能否享受到
[00:02:50.680 --> 00:02:52.160]  不一定
[00:02:52.160 --> 00:02:54.800]  所以有另一句說話更加好
[00:02:54.960 --> 00:02:57.680]  金錢是一個很好的僕人
[00:02:57.680 --> 00:03:00.640]  但金錢也是一個很惡的主人
[00:03:00.640 --> 00:03:04.920]  如果今天你不是駕馭你的財富
[00:03:04.920 --> 00:03:08.560]  而是你給你的財富和金錢勞役你
[00:03:08.560 --> 00:03:11.080]  我們變成一個拜金者
[00:03:11.080 --> 00:03:13.640]  我們以為金錢財富
[00:03:13.640 --> 00:03:15.320]  這就是我一生追求
[00:03:15.320 --> 00:03:16.720]  我要敬拜的
[00:03:16.720 --> 00:03:18.480]  這就變成你的偶像
[00:03:18.480 --> 00:03:20.160]  但我們要敬拜的是
[00:03:20.160 --> 00:03:22.680]  賜金錢財富給我們的上帝
[00:03:22.680 --> 00:03:24.000]  這就很不同了
[00:03:24.160 --> 00:03:26.560]  這就是敬畏上帝
[00:03:26.560 --> 00:03:29.000]  敬畏神
[00:03:29.000 --> 00:03:30.240]  跟我們說
[00:03:30.240 --> 00:03:34.120]  今天基督徒的理財觀很有關係
[00:03:34.120 --> 00:03:38.000]  上一堂我們同樣是說第五章頭七節
[00:03:38.000 --> 00:03:39.360]  那七節裏面
[00:03:39.360 --> 00:03:44.720]  楊牧師和Jason 湯傳道
[00:03:44.720 --> 00:03:46.520]  他們提醒我們
[00:03:46.520 --> 00:03:48.280]  我們進前來
[00:03:48.280 --> 00:03:50.040]  每一次來到神的殿
[00:03:50.040 --> 00:03:51.960]  我們要謹慎我們的言語
[00:03:51.960 --> 00:03:53.920]  我們要不要輕率
[00:03:53.920 --> 00:03:56.240]  我們要務實開口
[00:03:56.240 --> 00:03:57.240]  還有怎樣
[00:03:57.240 --> 00:04:01.680]  來作一些對應不了的承諾
[00:04:01.680 --> 00:04:05.680]  我們背下一個敬畏神的態度
[00:04:05.680 --> 00:04:06.680]  去敬拜神
[00:04:06.680 --> 00:04:09.960]  如果我們出於同樣的敬畏心
[00:04:09.960 --> 00:04:12.080]  我們看今天我們的財富
[00:04:12.080 --> 00:04:14.600]  我們的金錢的時候
[00:04:14.600 --> 00:04:17.600]  你就決定了你人生很多的方向
[00:04:17.600 --> 00:04:22.680]  亦都決定了你的所謂選擇和抉擇
[00:04:22.920 --> 00:04:26.360]  這個對我們來說是非常重要
[00:04:26.360 --> 00:04:28.000]  金錢其實是中性的
[00:04:28.000 --> 00:04:32.200]  我們只要按照神的心意
[00:04:32.200 --> 00:04:34.440]  我們知道得貨財的力量
[00:04:34.440 --> 00:04:36.200]  是從神而來的恩典
[00:04:36.200 --> 00:04:39.040]  但相反如果我們被金錢蒙蔽
