
[00:00:00.000 --> 00:00:06.000]   Thank you.
[00:00:06.000 --> 00:00:08.000]   And hi, Bonnie.
[00:00:08.000 --> 00:00:10.000]   Thank you very much for that reading.
[00:00:10.000 --> 00:00:16.000]   And please excuse me, I'm getting used to new technology here, which doesn't seem to be working very well.
[00:00:16.000 --> 00:00:18.000]   I seem to have black eyes at the moment.
[00:00:18.000 --> 00:00:21.000]   But we'll move around.
[00:00:21.000 --> 00:00:34.000]   As you may have gathered from Bonnie's reading, tonight I will examine Jesus' statement, "I am the door."
[00:00:34.000 --> 00:00:44.000]   More often than not, people are entryways to a new direction and a quality of life.
[00:00:44.000 --> 00:00:52.000]   In a way, they are doors in the next stage of your journey.
[00:00:52.000 --> 00:00:59.000]   One of those in my own life was our own senior pastor, Pastor Peter.
[00:00:59.000 --> 00:01:06.000]   I met Pastor Peter on a number of occasions over a number of years.
[00:01:06.000 --> 00:01:16.000]   And then one day, it was the 10th of May, 2016, he invited me for breakfast.
[00:01:16.000 --> 00:01:24.000]   We went to the Four Seasons restaurant, the Japanese restaurant in the building, the Far East Finance Center.
[00:01:24.000 --> 00:01:27.000]   I was sort of semi-retired at the time.
[00:01:27.000 --> 00:01:35.000]   I was working on my doctorate and a number of other projects.
[00:01:35.000 --> 00:01:48.000]   Pastor Peter told me over bacon and coffee that KFC were considering starting an English service at some time in the near future,
[00:01:48.000 --> 00:01:54.000]   as a means of retaining the church's youth and young people.
[00:01:54.000 --> 00:02:04.000]   I remember saying something to Pastor Peter like this, "Pastor Peter, it's not about language.
[00:02:04.000 --> 00:02:07.000]   It's about culture."
[00:02:07.000 --> 00:02:13.000]   And to cut a long story short, Pastor Peter asked me to explain what I meant,
[00:02:13.000 --> 00:02:24.000]   firstly to him, then to the deacons, and then with Sandra, to a wider pastoral team.
[00:02:24.000 --> 00:02:28.000]   Then one day, Hank took me out for a coffee.
[00:02:28.000 --> 00:02:35.000]   I remember it was Pacific coffee in the Vine Center.
[00:02:35.000 --> 00:02:41.000]   And Hank said to me these words, "We want to hire you."
[00:02:41.000 --> 00:02:44.000]   Yeah, I was flabbergasted.
[00:02:44.000 --> 00:02:54.000]   When I recovered, I gave him at least half a dozen reasons why this wasn't a good idea.
[00:02:54.000 --> 00:03:01.000]   But somehow he pretended he was deaf to them all.
[00:03:01.000 --> 00:03:12.000]   And a door was opened for me to become part of God's work, what God was doing at this church.
[00:03:12.000 --> 00:03:22.000]   And almost six years later, God is still opening doors.
[00:03:22.000 --> 00:03:27.000]   It leads me to some questions.
[00:03:27.000 --> 00:03:36.000]   Have you ever had experience with someone who invited you, as Pastor Peter and the team did to me,
[00:03:36.000 --> 00:03:41.000]   into a new season of life and opportunity?
[00:03:41.000 --> 00:03:48.000]   It could have been a teacher who invited you into a special project at school.
[00:03:48.000 --> 00:03:57.000]   It could have been a parent, a relative, a friend who gave you that musical instrument
[00:03:57.000 --> 00:04:02.000]   and encouraged you to take music lessons.
[00:04:02.000 --> 00:04:13.000]   It could have been a coach who saw something in you and invited you into a team or a program to see you grow as an athlete.
[00:04:13.000 --> 00:04:22.000]   Or perhaps it was a supervisor who recommended you for a promotion or a raise.
[00:04:22.000 --> 00:04:35.000]   Perhaps it was the leader who saw something in you and opened up a doorway of opportunity for you to lead.
[00:04:35.000 --> 00:04:46.000]   But I just have to say, the doorway isn't necessarily positive.
[00:04:46.000 --> 00:04:56.000]   It might be the person who invited us or introduced us to a toxic relationship.
[00:04:56.000 --> 00:05:04.000]   They invited us for the first time to take that drug which we became enslaved to.
[00:05:04.000 --> 00:05:10.000]   They were an entryway to something that we knew wasn't good for us,
[00:05:10.000 --> 00:05:18.000]   but their invitation made it easy and enticing to pass through that doorway.
[00:05:18.000 --> 00:05:31.000]   Or what about the friend who persuaded you that that get-rich-quick scheme was a better way of you becoming financially stable
[00:05:31.000 --> 00:05:40.000]   than 40 years of working 9 to 6, or should I say 9 to 9 in Hong Kong, in an office?
[00:05:40.000 --> 00:05:51.000]   And since then, you have regarded a long-term investment as anything you've had to hold for more than a week.
[00:05:51.000 --> 00:06:07.000]   We could come up with dozens of examples of people who saw something in us or removed an obstacle for us to enter into a new season of growth in our lives.
[00:06:07.000 --> 00:06:14.000]   Effectively, they were a door for us.
[00:06:14.000 --> 00:06:22.000]   Sandra and I – Sandra's sitting with me here – Sandra and I came to Hong Kong on a three-year contract.
[00:06:22.000 --> 00:06:28.000]   A three-year contract in 1987.
[00:06:28.000 --> 00:06:35.000]   We had reasoned that three years out of a lifetime wasn't very much.
[00:06:35.000 --> 00:06:40.000]   Thirty-five years later and we're still here.
[00:06:40.000 --> 00:06:50.000]   But I want to come back to a time in 1990 when our three-year contract was due to expire.
[00:06:50.000 --> 00:06:58.000]   We had a deep sense, a conviction that we were not to return to the UK.
[00:06:58.000 --> 00:07:14.000]   Indeed, on the 10th of March 1990, at 3.40pm, off Deepwater Bay, a visiting preacher, his name was Dr. R.T. Kendall,
[00:07:14.000 --> 00:07:28.000]   had seen this in us and prayed while we were on our company junk that God would make a way for us to stay in Hong Kong.
[00:07:28.000 --> 00:07:39.000]   Fast forward to June and my boss at the time, Terry Jenkins, not a believer, called me in and he said these words,
[00:07:39.000 --> 00:07:47.000]   "Have you ever thought about staying in Hong Kong?" I nearly fell off my chair.
[00:07:47.000 --> 00:07:50.000]   I admitted I had.
[00:07:50.000 --> 00:08:01.000]   And within 72 hours, I had been appointed as the company's new general manager for marketing.
[00:08:01.000 --> 00:08:12.000]   Another significant door had opened, one that allowed me and my family to stay in Hong Kong.
[00:08:12.000 --> 00:08:28.000]   If I had time, I could tell you about others, how a door opened for an insurance man to become an international church's first full-time senior pastor.
[00:08:28.000 --> 00:08:41.000]   And just recently, how God opened the door for this one campaign to go firstly citywide and then global.
[00:08:41.000 --> 00:08:47.000]   So we're going to talk a lot about doors today.
[00:08:47.000 --> 00:08:59.000]   But doors in a very specific context. Jesus is going to set up the conversation for us.
[00:08:59.000 --> 00:09:12.000]   Now, a word of warning. There's going to be a lot of talk about sheep and shepherds, sheep pens and watchmen, etc.
[00:09:12.000 --> 00:09:20.000]   In Hong Kong, we are not used to having a sheep pen in our apartment blocks or home grounds.
[00:09:20.000 --> 00:09:25.000]   Maybe Paul does in my wall. I don't know.
[00:09:25.000 --> 00:09:38.000]   But for those of us who don't, let's sit back and let's back up so we know what we are talking about here.
[00:09:38.000 --> 00:09:50.000]   Let me give you some background. In John, chapter nine, Jesus heals a man born blind.
[00:09:50.000 --> 00:09:59.000]   Remember, that's important. And he's having a conversation about who he is.
[00:09:59.000 --> 00:10:19.000]   And the spiritual blindness of the Pharisees. This miraculous sign is pointing to his own authority as the Messiah that the Old Testament prophecies were pointing to.
[00:10:19.000 --> 00:10:26.000]   The Old Testament said that Messiah could perform certain certain miracles.
[00:10:26.000 --> 00:10:31.000]   Only the Messiah could perform this. We had an example a few weeks ago with Michelle.
[00:10:31.000 --> 00:10:36.000]   She talked about Lazarus, who was raised. He'd been dead for four days.
[00:10:36.000 --> 00:10:44.000]   Healing someone who had been born blind was one such miracle.
[00:10:44.000 --> 00:11:02.000]   And in his next breath, in John, chapter 10, Jesus pivots and brings in another metaphor, an important metaphor, the metaphor of shepherd.
[00:11:02.000 --> 00:11:11.000]   A very common image in the Old Testament is God as shepherd of the sheep of Israel.
[00:11:11.000 --> 00:11:19.000]   And many Hebrew leaders had seasons as shepherds. Look all the way back to Genesis.
[00:11:19.000 --> 00:11:32.000]   Abel, Abraham, Lot, Isaac, Jacob, David, Moses and Jacob pointed to God as Israel's ultimate good shepherd.
[00:11:32.000 --> 00:11:44.000]   So God as shepherd and Israel as sheep was a very well understood metaphor.
[00:11:44.000 --> 00:11:52.000]   This would have been second nature for the Pharisees to whom Jesus was speaking.
[00:11:52.000 --> 00:12:01.000]   That brings us to our text for today, which Bonnie read to us in John, chapter 10, 1 to 5.
[00:12:01.000 --> 00:12:14.000]   Jesus sets up the scene.
[00:12:14.000 --> 00:12:25.000]   Truly, truly, I say to you, he who does not enter the sheepfold by the door but climbs in another way.
[00:12:25.000 --> 00:12:32.000]   That man. Is a thief or a robber.
[00:12:32.000 --> 00:12:42.000]   But he who enters the door. By the door is the shepherd of the sheep.
[00:12:42.000 --> 00:12:47.000]   To him, the gatekeeper opens.
[00:12:47.000 --> 00:12:55.000]   Sheep hear his voice. And he calls his own sheep by name.
[00:12:55.000 --> 00:13:06.000]   And he leads them out. When he is brought out all his own, he goes before them and the sheep follow him.
[00:13:06.000 --> 00:13:15.000]   For they know his voice. A stranger they will not follow.
[00:13:15.000 --> 00:13:25.000]   But they will flee from him. For they do not know the voice of strangers.
[00:13:25.000 --> 00:13:32.000]   Jesus is speaking to the Pharisees that we met in chapter nine.
[00:13:32.000 --> 00:13:39.000]   And he starts talking about shepherds. And sheep.
[00:13:39.000 --> 00:13:44.000]   First of all, sheep are vulnerable creatures.
[00:13:44.000 --> 00:13:51.000]   Easily injured. And to be honest, not too bright.
[00:13:51.000 --> 00:13:58.000]   Sheep pen must be entered through a door or entryway.
[00:13:58.000 --> 00:14:04.000]   I'll put a picture here for you.
[00:14:04.000 --> 00:14:10.000]   What you'll see is there is only one entry into the pen.
[00:14:10.000 --> 00:14:24.000]   Very often the shepherd. Or a hired watchman would literally sleep across the entryway into that sheep pen.
[00:14:24.000 --> 00:14:30.000]   They would physically be the door to that safe place.
[00:14:30.000 --> 00:14:36.000]   Any other entry is illegitimate.
[00:14:36.000 --> 00:14:45.000]   The gate watchman only allows the true shepherd through the door.
[00:14:45.000 --> 00:14:50.000]   Now, what happens? The flock stay in the sheep pen at night.
[00:14:50.000 --> 00:14:55.000]   The shepherd goes home and goes to bed.
[00:14:55.000 --> 00:15:00.000]   While the hired watchman guards the door.
[00:15:00.000 --> 00:15:14.000]   The pen, which usually backs up to a cliff or some rocks, has one small entryway that the watchman guards.
[00:15:14.000 --> 00:15:27.000]   The pen walls are about waist high and topped with thickets and thorns to keep predators out.
[00:15:27.000 --> 00:15:39.000]   If someone was coming into the sheep pen, other than through the doorway, they would have bad intentions.
[00:15:39.000 --> 00:15:48.000]   This is important. Sheep know their own shepherd.
[00:15:48.000 --> 00:15:53.000]   They won't follow anyone else.
[00:15:53.000 --> 00:16:03.000]   Now, since the sheep wouldn't follow anyone other than their own shepherd, they are very difficult to get out of the pen.
[00:16:03.000 --> 00:16:14.000]   So a thief would actually slit the throat of the sheep and toss it over the wall in order to steal it.
[00:16:14.000 --> 00:16:31.000]   Then Jesus introduces the main metaphor for us.
[00:16:31.000 --> 00:16:35.000]   So Jesus again said to them.
[00:16:35.000 --> 00:16:42.000]   Truly, I say to you. I am the door of the sheep.
[00:16:42.000 --> 00:16:52.000]   All who came before me are thieves and robbers, but the sheep did not listen to them.
[00:16:52.000 --> 00:16:55.000]   I am the door.
[00:16:55.000 --> 00:17:05.000]   If anyone enters by me, he will be saved and go in and out and find pasture.
[00:17:05.000 --> 00:17:13.000]   The thief comes only to steal and kill and destroy.
[00:17:13.000 --> 00:17:22.000]   I came that they may have life and have it abundantly.
[00:17:22.000 --> 00:17:29.000]   Jesus is really talking about two separate doors.
[00:17:29.000 --> 00:17:35.000]   Jesus is the door that leads to life.
[00:17:35.000 --> 00:17:40.000]   All other doors lead to death.
[00:17:40.000 --> 00:17:55.000]   From previous chapters of John, it has been clear that the Pharisees believed that their doorway to life was the letter of the law.
[00:17:55.000 --> 00:18:05.000]   In other words, their adherence to the Old Testament code they got from Moses was their doorway to life.
[00:18:05.000 --> 00:18:10.000]   Jesus turns this on his head.
[00:18:10.000 --> 00:18:26.000]   In John, chapter five, Jesus had confronted them, saying this, you search the scriptures because you think in them you may have eternal life.
[00:18:26.000 --> 00:18:38.000]   And it is they that bear witness about me, yet you refuse to come to me.
[00:18:38.000 --> 00:18:42.000]   That you may have life.
[00:18:42.000 --> 00:18:52.000]   If they wanted the doorway to life, they needed to pass through Jesus.
[00:18:52.000 --> 00:19:02.000]   Instead, they entered another door and it only brought them condemnation.
[00:19:02.000 --> 00:19:07.000]   There was no life behind the letter of the law.
[00:19:07.000 --> 00:19:11.000]   It's not that the law was all bad.
[00:19:11.000 --> 00:19:15.000]   It is obviously a good thing to know the scriptures.
[00:19:15.000 --> 00:19:20.000]   It's a good thing to respect the law that Moses handed down.
[00:19:20.000 --> 00:19:27.000]   But they had taken a good thing and made it into an ultimate thing.
[00:19:27.000 --> 00:19:31.000]   Ultimately missing the point.
[00:19:31.000 --> 00:19:46.000]   It's like they took the door of behavior management and biblical education and they painted a big S for salvation on it.
[00:19:46.000 --> 00:19:51.000]   But it was mislabeled.
[00:19:51.000 --> 00:19:53.000]   There's the door for you.
[00:19:53.000 --> 00:19:56.000]   It was mislabeled.
[00:19:56.000 --> 00:20:04.000]   Passing through that mislabeled door only led to a dead end.
[00:20:04.000 --> 00:20:06.000]   Literally.
[00:20:06.000 --> 00:20:12.000]   And Jesus wanted to save them from it.
[00:20:12.000 --> 00:20:16.000]   So what is the modern equivalent of that for us?
[00:20:16.000 --> 00:20:26.000]   What doorways are we painting a big S on expecting that they will offer salvation to us?
[00:20:26.000 --> 00:20:38.000]   We say, oh, if only I was in a relationship with that person, then I would have the life that I want.
[00:20:38.000 --> 00:20:41.000]   Would we finally be happy?
[00:20:41.000 --> 00:20:52.000]   If I could only be better looking or more cool, I could be the most popular person in my social circles.
[00:20:52.000 --> 00:20:57.000]   If only I passed through the doorway of that promotion.
[00:20:57.000 --> 00:21:01.000]   I would have the salvation my heart desires.
[00:21:01.000 --> 00:21:05.000]   If only I might have just a little bit more money.
[00:21:05.000 --> 00:21:10.000]   Then I would have the life I dreamed of.
[00:21:10.000 --> 00:21:14.000]   We paint the big S.
[00:21:14.000 --> 00:21:20.000]   Of salvation on doorways that can never deliver.
[00:21:20.000 --> 00:21:34.000]   No amount of money, fame, status, recognition, material goods I could go on will ever bring the soul salvation.
[00:21:34.000 --> 00:21:54.000]   The feminist humorist writer Cynthia Hamel wrote in an article in 1990 in the American news and culture paper, The Village Voice, a publication known for being the USA's first alternatively news weekly.
[00:21:54.000 --> 00:22:06.000]   She had in her younger days been a waitress in an establishment that so many celebrities had frequented.
[00:22:06.000 --> 00:22:12.000]   She had interacted with them at the height of their careers.
[00:22:12.000 --> 00:22:18.000]   And this was her takeaway.
[00:22:18.000 --> 00:22:22.000]   I pity celebrities. I really do.
[00:22:22.000 --> 00:22:28.000]   Those people were once perfectly pleasant human beings.
[00:22:28.000 --> 00:22:32.000]   But now their wrath is awful.
[00:22:32.000 --> 00:22:39.000]   I think the way God wants to play a really rotten practical joke on you, he grants you your deepest wish.
[00:22:39.000 --> 00:22:45.000]   And then laughs merrily when you realize you want to kill yourself.
[00:22:45.000 --> 00:22:49.000]   You say they wanted fame.
[00:22:49.000 --> 00:22:58.000]   They worked, they pushed, and the morning after each one of them became famous, they wanted to take an overdose.
[00:22:58.000 --> 00:23:15.000]   Because that giant thing they were striving for, that fame thing that was going to make everything OK, that was going to make their lives bearable, that was going to provide them with personal fulfillment and happiness.
[00:23:15.000 --> 00:23:22.000]   And happened. And they were still them.
[00:23:22.000 --> 00:23:27.000]   They were still them. The disillusionment.
[00:23:27.000 --> 00:23:35.000]   Turn them howling and insufferable.
