
[00:00:00.000 --> 00:00:02.000]  (字幕:梁美萍)
[00:00:03.000 --> 00:00:05.000]  梁美萍:各位姐妹,早安
[00:00:05.000 --> 00:00:11.000]  今天會繼續講傳道書
[00:00:11.000 --> 00:00:16.000]  根據上文,上星期李文耀博士
[00:00:16.000 --> 00:00:21.000]  跟我們講傳道書第九章13到15節的時候
[00:00:21.000 --> 00:00:24.000]  提及到智慧的限制
[00:00:24.000 --> 00:00:30.000]  在當中,智慧當然有很多限制
[00:00:30.000 --> 00:00:34.000]  特別人有時都是一點點的愚昧
[00:00:34.000 --> 00:00:40.000]  就會敗壞一些美事,甚至是一些智慧
[00:00:40.000 --> 00:00:44.000]  但智慧的終結是要提醒我們
[00:00:44.000 --> 00:00:48.000]  我們永遠都要回到神面前,要敬畏上主
[00:00:48.000 --> 00:00:53.000]  這就是我們人生無論面對多大的危機或風險
[00:00:53.000 --> 00:00:56.000]  我們必須回到原點
[00:00:56.000 --> 00:01:00.000]  我們作為神的兒女,在人生各樣的
[00:01:00.000 --> 00:01:05.000]  我們不能夠預計,甚至有多好的籌劃
[00:01:05.000 --> 00:01:10.000]  我們不能夠預計很多忽然而來的禍患
[00:01:10.000 --> 00:01:13.000]  我們需要靠神的恩典
[00:01:13.000 --> 00:01:15.000]  所以今天當我們看這段經文
[00:01:15.000 --> 00:01:19.000]  其實如果我們細心去分析的時候
[00:01:19.000 --> 00:01:24.000]  是一個很清楚的佈局,分成兩個段落
[00:01:24.000 --> 00:01:28.000]  是說我們如何面對管治的危機
[00:01:28.000 --> 00:01:30.000]  和面對無常的風險
[00:01:30.000 --> 00:01:35.000]  如果我們用兩個層面去分享的話
[00:01:35.000 --> 00:01:39.000]  就是涉及政治和經濟這兩個範疇
[00:01:39.000 --> 00:01:41.000]  其實我們人生裡
[00:01:41.000 --> 00:01:46.000]  我們不是在立法會裡面工作
[00:01:46.000 --> 00:01:50.000]  或者我們也不是從事經濟的
[00:01:50.000 --> 00:01:52.000]  投資交易等等
[00:01:52.000 --> 00:01:54.000]  和我們有什麼關係呢?
[00:01:54.000 --> 00:01:55.000]  其實不是的
[00:01:55.000 --> 00:01:59.000]  原來我們人生有很多大小的事
[00:01:59.000 --> 00:02:02.000]  原來和我們的信仰息息相關
[00:02:02.000 --> 00:02:08.000]  我們需要在當中尋求上帝的智慧
[00:02:08.000 --> 00:02:11.000]  來思想這個題目
[00:02:11.000 --> 00:02:14.000]  讓我們一起在神面前有一個禱告
[00:02:14.000 --> 00:02:18.000]  我們才來看這段經文
[00:02:18.000 --> 00:02:22.000]  親愛的天父,我們求你讓講的聽的我們都同感一靈
[00:02:22.000 --> 00:02:24.000]  同樣有一個受教的心
[00:02:24.000 --> 00:02:28.000]  我們有一個謙卑聆聽你自己說話的耳朵
[00:02:28.000 --> 00:02:32.000]  也有一個明白之後又願意實踐你的說話
[00:02:32.000 --> 00:02:35.000]  在我們每一天的生活裡面
[00:02:35.000 --> 00:02:38.000]  很讓我們生命能夠活現
[00:02:38.000 --> 00:02:41.000]  來到我們主耶穌基督的生命
[00:02:41.000 --> 00:02:44.000]  叫人在我們身上看見
[00:02:44.000 --> 00:02:46.000]  是你自己奇妙的作為
[00:02:46.000 --> 00:02:48.000]  我們同心合意的禱告
[00:02:48.000 --> 00:02:50.000]  奉耶穌基督的聖名求
[00:02:50.000 --> 00:02:53.000]  我們先看第一個段落
[00:02:53.000 --> 00:02:56.000]  在第十六和十七節
[00:02:56.000 --> 00:02:57.000]  是第十章的
[00:02:57.000 --> 00:02:58.000]  我們一起讀
[00:02:58.000 --> 00:03:02.000]  邦國啊!你的君王若年少
[00:03:02.000 --> 00:03:04.000]  你的群臣早晨宴樂
[00:03:04.000 --> 00:03:06.000]  你就有和了
[00:03:06.000 --> 00:03:10.000]  邦國啊!你的君王若是貴族之子
[00:03:10.000 --> 00:03:12.000]  你的群臣按時吃喝
[00:03:12.000 --> 00:03:15.000]  是為強身不為酒醉
[00:03:15.000 --> 00:03:17.000]  你就有福了
[00:03:17.000 --> 00:03:22.000]  這兩節的經文其實是一個很清楚的對比
[00:03:22.000 --> 00:03:25.000]  其實在原文聖經一開始是說
[00:03:25.000 --> 00:03:27.000]  Woe to the land
[00:03:27.000 --> 00:03:29.000]  另外第十七節是
[00:03:29.000 --> 00:03:31.000]  Blessed to the land
