
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹們平安
[00:00:02.000 --> 00:00:06.000]  今天呢就跟大家分享的這個題目是
[00:00:06.000 --> 00:00:09.000]  SAMANI人的內在安息或者安息
[00:00:09.000 --> 00:00:11.000]  隱藏與真實
[00:00:11.000 --> 00:00:15.000]  其實呢在現在是一個社交網絡的時代
[00:00:15.000 --> 00:00:19.000]  臉書啊Instagram啊Twitter啊等等
[00:00:19.000 --> 00:00:24.000]  就每個網絡中的人呢都帶著某一種的面具呢
[00:00:24.000 --> 00:00:27.000]  去呈現自己想要人看到的樣子
[00:00:27.000 --> 00:00:30.000]  我不知道在我們的生活中
[00:00:30.000 --> 00:00:32.000]  在我們的服飾當中
[00:00:32.000 --> 00:00:37.000]  我們是否也常常以某一種的面具來示人
[00:00:37.000 --> 00:00:41.000]  不願意讓人看見最真實的自己
[00:00:41.000 --> 00:00:46.000]  在隱藏當中多少的時候我們活得身心疲憊
[00:00:46.000 --> 00:00:49.000]  那下面呢就想透過約翰福音四章
[00:00:49.000 --> 00:00:51.000]  這段SAMANI富能的故事呢
[00:00:51.000 --> 00:00:56.000]  想帶弟兄姊妹一同經歷一個內在安歇的旅程
[00:00:56.000 --> 00:00:59.000]  下面呢我們一起有個禱告
[00:00:59.000 --> 00:01:05.000]  親愛的主
[00:01:05.000 --> 00:01:08.000]  當我們來到你的殿中的時候
[00:01:08.000 --> 00:01:11.000]  我們為要單單地來遇見你
[00:01:11.000 --> 00:01:13.000]  經歷到你
[00:01:13.000 --> 00:01:17.000]  那我們能夠在你裡面與你深深地溝通
[00:01:17.000 --> 00:01:21.000]  那我們更深地去經歷那份愛
[00:01:21.000 --> 00:01:24.000]  那份流淌的愛在我們的當中
[00:01:24.000 --> 00:01:30.000]  那我們在這裡再一次地被你所觸碰到
[00:01:30.000 --> 00:01:33.000]  那我們靈裡面被你所打開
[00:01:33.000 --> 00:01:36.000]  就我們將下面的時光交託
[00:01:36.000 --> 00:01:37.000]  求主你來帶領
[00:01:37.000 --> 00:01:38.000]  這樣的禱告
[00:01:38.000 --> 00:01:40.000]  奉我主耶穌基督聖名祈求
[00:01:40.000 --> 00:01:42.000]  Amen
[00:01:42.000 --> 00:01:44.000]  那剛才我們沒有讀經文
[00:01:44.000 --> 00:01:46.000]  那我會帶著大家慢慢讀
[00:01:46.000 --> 00:01:50.000]  我不知道我會不會遮了經文
[00:01:50.000 --> 00:01:53.000]  或者你們有聖經也可以拿出來看
[00:01:53.000 --> 00:01:56.000]  我們先來看
[00:01:56.000 --> 00:01:59.000]  我會分段來看
[00:01:59.000 --> 00:02:01.000]  不好意思今天經文是有點長
[00:02:01.000 --> 00:02:03.000]  那我們一段一段的來看
[00:02:03.000 --> 00:02:05.000]  我們先看7到15節
[00:02:05.000 --> 00:02:06.000]  好不好
[00:02:06.000 --> 00:02:07.000]  或者這樣
[00:02:07.000 --> 00:02:09.000]  我讀一節
[00:02:09.000 --> 00:02:11.000]  大家來讀一節好嗎
[00:02:11.000 --> 00:02:12.000]  那我先讀第7
[00:02:12.000 --> 00:02:14.000]  你們就讀第8節
[00:02:14.000 --> 00:02:16.000]  到15節完我們就停
[00:02:16.000 --> 00:02:17.000]  好我先來
[00:02:17.000 --> 00:02:19.000]  有一個撒瑪利亞的婦人來打水
[00:02:19.000 --> 00:02:26.000]  耶穌對她說請你給我水喝
[00:02:26.000 --> 00:02:29.000]  撒瑪利亞的婦人對她說
[00:02:29.000 --> 00:02:30.000]  你既是猶太人
[00:02:30.000 --> 00:02:34.000]  怎麼像我一個撒瑪利亞婦人要水喝呢
[00:02:34.000 --> 00:02:38.000]  原來猶太人和撒瑪利亞婦人沒有來往
[00:02:38.000 --> 00:02:52.000]  耶穌對她說請你給我水喝
[00:02:52.000 --> 00:02:54.000]  好師姨姐
[00:02:54.000 --> 00:02:57.000]  婦人說先生沒有打水的器具僅有身
[00:02:57.000 --> 00:03:00.000]  你從哪裡得活水呢
[00:03:00.000 --> 00:03:04.000]  我們從東亞和南亞這裡流給過
[00:03:04.000 --> 00:03:07.000]  他自己和兒子的弟子
[00:03:07.000 --> 00:03:09.000]  他們都喝了自己的水
[00:03:09.000 --> 00:03:12.000]  難道比他還要好嗎
[00:03:12.000 --> 00:03:14.000]  耶穌回答說
[00:03:14.000 --> 00:03:17.000]  凡喝這水的還要再渴
[00:03:17.000 --> 00:03:19.000]  沒有喝我所吃的水
[00:03:19.000 --> 00:03:21.000]  就永遠沒有喝
[00:03:21.000 --> 00:03:25.000]  我所吃的水要在他裡頭存在
[00:03:25.000 --> 00:03:28.000]  只有我好生
[00:03:28.000 --> 00:03:31.000]  夫人說先生請把這水賜給我
[00:03:31.000 --> 00:03:32.000]  叫我不渴
[00:03:32.000 --> 00:03:35.000]  也不用來這麼遠打水
[00:03:35.000 --> 00:03:38.000]  好那我們在接下來繼續的看
[00:03:38.000 --> 00:03:40.000]  我們會在這一段
[00:03:40.000 --> 00:03:44.000]  這兩段我們會再分開來
[00:03:44.000 --> 00:03:49.000]  我們先看七到十節這個部分
[00:03:49.000 --> 00:03:51.000]  我們看七到十節
[00:03:51.000 --> 00:03:55.000]  當耶穌向撒瑪利亞婦人要水喝的時候
[00:03:55.000 --> 00:03:58.000]  婦人的第一個反應是怎樣的
[00:03:58.000 --> 00:04:00.000]  其實她是相當的震驚
[00:04:00.000 --> 00:04:02.000]  或者說是很奇怪於
[00:04:02.000 --> 00:04:06.000]  耶穌為什麼要向她要水喝
[00:04:06.000 --> 00:04:08.000]  很奇怪耶穌對她所說的話
[00:04:08.000 --> 00:04:11.000]  九節她提到撒瑪利亞婦人
[00:04:11.000 --> 00:04:14.000]  對耶穌的他的回應是什麼
[00:04:14.000 --> 00:04:17.000]  他說你既是猶太人
[00:04:17.000 --> 00:04:22.000]  怎麼向我一個撒瑪利亞婦人要水喝呢
[00:04:22.000 --> 00:04:26.000]  他首先看到的是耶穌作為猶太人
