
[00:00:00.000 --> 00:00:02.000]  謝謝伊娃
[00:00:02.000 --> 00:00:04.000]  兄姐妹平安
[00:00:04.000 --> 00:00:06.000]  那麼又來到了安息年假
[00:00:06.000 --> 00:00:08.000]  又是一個複雜的心情
[00:00:08.000 --> 00:00:10.000]  既不捨得大家
[00:00:10.000 --> 00:00:12.000]  又需要去
[00:00:12.000 --> 00:00:14.000]  按照教會的安排
[00:00:14.000 --> 00:00:16.000]  去好好的
[00:00:16.000 --> 00:00:18.000]  讓自己得到更新
[00:00:18.000 --> 00:00:20.000]  那麼會很想念大家的
[00:00:20.000 --> 00:00:22.000]  但是也是一個
[00:00:22.000 --> 00:00:24.000]  很好的機會
[00:00:24.000 --> 00:00:26.000]  讓我們這個群體的
[00:00:26.000 --> 00:00:28.000]  過去幾年建立起來的
[00:00:28.000 --> 00:00:30.000]  領袖
[00:00:30.000 --> 00:00:32.000]  我們的傳道
[00:00:32.000 --> 00:00:34.000]  我們的一些
[00:00:34.000 --> 00:00:36.000]  負責帶領的
[00:00:36.000 --> 00:00:38.000]  能夠好好的
[00:00:38.000 --> 00:00:40.000]  跟大家一起來度過
[00:00:40.000 --> 00:00:42.000]  這半年的時間
[00:00:42.000 --> 00:00:44.000]  一定會有更好的成長
[00:00:44.000 --> 00:00:46.000]  我很感恩的是看到弟兄姐妹
[00:00:46.000 --> 00:00:48.000]  越來越成熟
[00:00:48.000 --> 00:00:50.000]  有很多生命的見證都能夠很隨意的
[00:00:50.000 --> 00:00:52.000]  都能夠講出來
[00:00:52.000 --> 00:00:54.000]  上帝的美好
[00:00:54.000 --> 00:00:56.000]  那麼有一天呢當我在家裡
[00:00:56.000 --> 00:00:58.000]  在思想神的話語的時候
[00:00:58.000 --> 00:01:00.000]  我就想到一件事情
[00:01:00.000 --> 00:01:04.000]  關於我們生命的奇妙構造
[00:01:04.000 --> 00:01:06.000]  有人說一個人的生命就是一個宇宙
[00:01:06.000 --> 00:01:08.000]  當你願意去瞭解
[00:01:08.000 --> 00:01:10.000]  他的那個精細
[00:01:10.000 --> 00:01:12.000]  那個的
[00:01:12.000 --> 00:01:14.000]  複雜性的時候
[00:01:14.000 --> 00:01:16.000]  那我就看到這裡面
[00:01:16.000 --> 00:01:18.000]  有很多東西是奇妙的
[00:01:18.000 --> 00:01:20.000]  那麼我就想跟大家分享
[00:01:20.000 --> 00:01:22.000]  那麼所以呢我就
[00:01:22.000 --> 00:01:24.000]  準備今天的講道
[00:01:24.000 --> 00:01:26.000]  試試看
[00:01:26.000 --> 00:01:28.000]  分享幾樣東西
[00:01:28.000 --> 00:01:30.000]  我覺得挺有意思的
[00:01:30.000 --> 00:01:32.000]  那麼也看看上帝
[00:01:32.000 --> 00:01:34.000]  怎麼樣在這些的
[00:01:34.000 --> 00:01:36.000]  發現裡面呢使到我們更
[00:01:36.000 --> 00:01:38.000]  更愛他
[00:01:38.000 --> 00:01:40.000]  更敬佩他
[00:01:40.000 --> 00:01:42.000]  他的創造實在是
[00:01:42.000 --> 00:01:44.000]  太令我們驚嘆
[00:01:44.000 --> 00:01:46.000]  我們一起同心禱告
[00:01:46.000 --> 00:01:48.000]  我們親愛的
[00:01:48.000 --> 00:01:50.000]  偉大的主
[00:01:50.000 --> 00:01:52.000]  奇妙的神
[00:01:52.000 --> 00:01:54.000]  賜我們生命
[00:01:54.000 --> 00:01:56.000]  造我們的主
[00:01:56.000 --> 00:01:58.000]  我們要在你面前
[00:01:58.000 --> 00:02:00.000]  向你
[00:02:00.000 --> 00:02:02.000]  真的是屈膝敬拜
[00:02:02.000 --> 00:02:04.000]  你這是那位
[00:02:04.000 --> 00:02:06.000]  偉大
[00:02:06.000 --> 00:02:08.000]  至高無上
[00:02:08.000 --> 00:02:10.000]  無法比擬的上帝
[00:02:10.000 --> 00:02:12.000]  但你竟然
[00:02:12.000 --> 00:02:14.000]  你竟然願意
[00:02:14.000 --> 00:02:16.000]  成為我們的主
[00:02:16.000 --> 00:02:18.000]  不嫌棄我們各樣的
[00:02:18.000 --> 00:02:20.000]  軟弱甚至是罪惡
[00:02:20.000 --> 00:02:22.000]  你甚至願意來
[00:02:22.000 --> 00:02:24.000]  拯救我們
[00:02:24.000 --> 00:02:26.000]  我們感謝贊美你
[00:02:26.000 --> 00:02:28.000]  我們將今天的這篇信息
[00:02:28.000 --> 00:02:30.000]  也獻給你
[00:02:30.000 --> 00:02:32.000]  因為上帝我們是你所造的
[00:02:32.000 --> 00:02:34.000]  我們被造是奇妙
[00:02:34.000 --> 00:02:36.000]  可畏
[00:02:36.000 --> 00:02:38.000]  我們求你與我們同在
[00:02:38.000 --> 00:02:40.000]  也祝福我們這裡每一個人的心
[00:02:40.000 --> 00:02:42.000]  因為聖經說
[00:02:42.000 --> 00:02:44.000]  我們的心要如一片好土
[00:02:44.000 --> 00:02:46.000]  才能夠領受你的道
[00:02:46.000 --> 00:02:48.000]  我們求你讓我們有一個
[00:02:48.000 --> 00:02:50.000]  謙卑受教的心
[00:02:50.000 --> 00:02:52.000]  以致我們一起學習
[00:02:52.000 --> 00:02:54.000]  一起領受上帝你的話語
[00:02:54.000 --> 00:02:56.000]  禱告奉主耶穌基督聖明祈求
[00:02:56.000 --> 00:02:58.000]  Amen
[00:02:58.000 --> 00:03:00.000]  好 我今天會從幾個方面來看我們
[00:03:00.000 --> 00:03:02.000]  這個奇妙的生命
[00:03:02.000 --> 00:03:04.000]  那麼首先呢
[00:03:04.000 --> 00:03:06.000]  我先講眼睛啊
[00:03:06.000 --> 00:03:08.000]  奇妙的眼睛
[00:03:08.000 --> 00:03:10.000]  眼睛的作用是什麼呢
[00:03:10.000 --> 00:03:12.000]  是能看
[00:03:12.000 --> 00:03:14.000]  能看這個能力呢
[00:03:14.000 --> 00:03:16.000]  是非常奇妙的
[00:03:16.000 --> 00:03:18.000]  當你有機會跟人家來談的時候
[00:03:18.000 --> 00:03:20.000]  你就發現
[00:03:20.000 --> 00:03:22.000]  我們的接收信息的能力
[00:03:22.000 --> 00:03:24.000]  竟然是神給我們的
[00:03:24.000 --> 00:03:26.000]  我們沒有去察覺到
[00:03:26.000 --> 00:03:28.000]  但是它是一個很複雜的過程
[00:03:28.000 --> 00:03:30.000]  這裡可能你看不到
[00:03:30.000 --> 00:03:32.000]  那麼
[00:03:32.000 --> 00:03:34.000]  我們的眼睛
[00:03:34.000 --> 00:03:36.000]  要怎麼看呢
[00:03:36.000 --> 00:03:38.000]  這是眼睛啊
[00:03:38.000 --> 00:03:40.000]  光呢 它穿過這個瞳孔啊
[00:03:40.000 --> 00:03:42.000]  當然是經過這個眼角膜啊
[00:03:42.000 --> 00:03:44.000]  那麼它經過這個水晶體
[00:03:44.000 --> 00:03:46.000]  那麼
[00:03:46.000 --> 00:03:48.000]  去到整個眼睛的後面
