
[00:00:00.000 --> 00:00:02.000]  靚姐妹平安
[00:00:02.000 --> 00:00:05.000]  今日呢我哋要宣講啟事六呢
[00:00:05.000 --> 00:00:07.000]  差唔多嚟到一半喎
[00:00:07.000 --> 00:00:09.000]  咁呢今日呢我哋會講呢
[00:00:09.000 --> 00:00:11.000]  其中一個插段
[00:00:11.000 --> 00:00:13.000]  我哋講呢六印之後
[00:00:13.000 --> 00:00:15.000]  會有一個插段跟住
[00:00:15.000 --> 00:00:17.000]  第七印嘅開始
[00:00:17.000 --> 00:00:21.000]  今次係六號之後嘅一個插段
[00:00:21.000 --> 00:00:24.000]  然後下一次再講到七號
[00:00:24.000 --> 00:00:27.000]  今日呢呢一個插段呢
[00:00:27.000 --> 00:00:29.000]  要講啲乜嘢嘅呢
[00:00:29.000 --> 00:00:31.000]  講之前呢我想先呢
[00:00:31.000 --> 00:00:34.000]  問大家兩個問題先
[00:00:34.000 --> 00:00:36.000]  第一個問題就係
[00:00:36.000 --> 00:00:40.000]  你最近有冇聽見神嘅聲音呢
[00:00:40.000 --> 00:00:42.000]  第二個問題就係
[00:00:42.000 --> 00:00:45.000]  你最近一次馴服神
[00:00:45.000 --> 00:00:47.000]  係乜嘢時候呢
[00:00:47.000 --> 00:00:49.000]  呢兩個問題
[00:00:49.000 --> 00:00:52.000]  一陣間你自己諗下
[00:00:52.000 --> 00:00:54.000]  嘅答案係乜嘢
[00:00:54.000 --> 00:00:56.000]  我哋一齊祈禱
[00:00:56.000 --> 00:00:58.000]  賜俾人愛天父多謝你
[00:00:58.000 --> 00:01:01.000]  俾我哋今日呢可以有生命嘅氣息
[00:01:01.000 --> 00:01:03.000]  坐喺你嘅殿中
[00:01:03.000 --> 00:01:05.000]  有敬拜你嘅時間
[00:01:05.000 --> 00:01:07.000]  亦都有聽你教導嘅時間
[00:01:07.000 --> 00:01:10.000]  求主你開我哋眾人嘅耳朵
[00:01:10.000 --> 00:01:12.000]  開我哋嘅心
[00:01:12.000 --> 00:01:15.000]  聽得明白你對我哋每一個人嘅說話
[00:01:15.000 --> 00:01:20.000]  又願主你俾聽嘅講嘅都得蒙造就
[00:01:20.000 --> 00:01:23.000]  我哋同心禱告奉主明求
[00:01:23.000 --> 00:01:24.000]  阿門
[00:01:24.000 --> 00:01:27.000]  好今日呢我想同大家分享呢
[00:01:27.000 --> 00:01:29.000]  兩段經文呢段經文裏面呢
[00:01:29.000 --> 00:01:32.000]  有兩件事想同大家分享嘅
[00:01:32.000 --> 00:01:36.000]  一個就係聽命同埋傳講
[00:01:36.000 --> 00:01:41.000]  啟示錄第十章呢主要係講啲乜嘢嘅呢
[00:01:41.000 --> 00:01:44.000]  主要呢係講到呢一位呢
[00:01:44.000 --> 00:01:46.000]  好強壯嘅天使
[00:01:46.000 --> 00:01:49.000]  佢攞住一個小書卷
[00:01:49.000 --> 00:01:51.000]  從天而降
[00:01:51.000 --> 00:01:54.000]  展示出神嘅話語嘅權威
[00:01:54.000 --> 00:01:57.000]  同埋呢威嚴嘅
