
[00:00:00.000 --> 00:00:03.600]  我們上星期就說到羅馬書第八章
[00:00:03.600 --> 00:00:05.400]  這是我們十月的主題
[00:00:05.400 --> 00:00:09.200]  十月的時候我們會再回到羅馬書的部分
[00:00:09.200 --> 00:00:12.200]  但這個月也為了讓大家放鬆一下
[00:00:12.200 --> 00:00:15.000]  我知道一些探索者聽了這麼多羅馬書
[00:00:15.000 --> 00:00:17.200]  好像有點吃力
[00:00:17.200 --> 00:00:19.200]  而且我們也想大家
[00:00:19.200 --> 00:00:21.000]  去到一些新的主題
[00:00:21.000 --> 00:00:22.800]  讓我們可以在十月的時候去思考
[00:00:22.800 --> 00:00:25.600]  所以我們會延續十月的主題
[00:00:25.600 --> 00:00:27.600]  這個考考大家了
[00:00:27.600 --> 00:00:30.200]  九月的主題有沒有人記得九月是說什麼的?
[00:00:30.200 --> 00:00:32.200]  信心
[00:00:32.200 --> 00:00:33.200]  一次而已
[00:00:33.200 --> 00:00:34.200]  然後說什麼人物
[00:00:34.200 --> 00:00:35.600]  有沒有人記得說過什麼
[00:00:35.600 --> 00:00:37.600]  哇真的
[00:00:37.600 --> 00:00:39.600]  咦?為什麼V答到
[00:00:39.600 --> 00:00:41.600]  糟了我竟然沒有人答到
[00:00:41.600 --> 00:00:43.600]  還有羅亞的
[00:00:43.600 --> 00:00:46.600]  所以我們其實是按著希伯來書十一章
[00:00:46.600 --> 00:00:47.600]  說人物的段落
[00:00:47.600 --> 00:00:49.600]  去到說一些新的主題
[00:00:49.600 --> 00:00:51.600]  然後再回到羅馬書的部分
[00:00:51.600 --> 00:00:53.600]  我們是按著希伯來書十一章
[00:00:53.600 --> 00:00:54.600]  說人物的段落
[00:00:54.600 --> 00:00:56.600]  去到說一些聖經的人物
[00:00:56.600 --> 00:00:58.600]  今天的題目就看到了
[00:00:58.600 --> 00:01:00.600]  說雅各
[00:01:00.600 --> 00:01:04.600]  我知道雅各也是我們可能在兒童主義學
[00:01:04.600 --> 00:01:07.600]  就是大家幾年前可能還在二流的時候
[00:01:07.600 --> 00:01:09.600]  或者是你以前在不同的教會裡面
[00:01:09.600 --> 00:01:11.600]  都聽過的人物
[00:01:11.600 --> 00:01:13.600]  但是要看看大家是否熟悉
[00:01:13.600 --> 00:01:14.600]  要看看大家是否熟悉
[00:01:14.600 --> 00:01:15.600]  好那我先看看
[00:01:15.600 --> 00:01:17.600]  先開回它
[00:01:17.600 --> 00:01:19.600]  好
[00:01:19.600 --> 00:01:21.600]  熱身問題
[00:01:21.600 --> 00:01:23.600]  答錯沒有罰的
[00:01:23.600 --> 00:01:25.600]  不會罰你的
[00:01:25.600 --> 00:01:27.600]  OK
[00:01:27.600 --> 00:01:29.600]  這個應該是
[00:01:29.600 --> 00:01:31.600]  是不是小一問題
[00:01:31.600 --> 00:01:33.600]  雅各是誰的兒子
[00:01:33.600 --> 00:01:35.600]  四個選擇因為我怕有人答不到
[00:01:35.600 --> 00:01:37.600]  A是亞當
[00:01:37.600 --> 00:01:39.600]  B是阿巴拉罕
[00:01:39.600 --> 00:01:41.600]  C是以撒
[00:01:41.600 --> 00:01:43.600]  D是以利亞
[00:01:43.600 --> 00:01:45.600]  應該不用給大家想了
[00:01:45.600 --> 00:01:47.600]  A的舉手
[00:01:47.600 --> 00:01:49.600]  C的舉手
[00:01:49.600 --> 00:01:51.600]  D的舉手
[00:01:51.600 --> 00:01:53.600]  我想知道不舉手的
[00:01:53.600 --> 00:01:55.600]  是你以前沒有上兒童主義學嗎
[00:01:55.600 --> 00:01:57.600]  我想知道是不是
[00:01:57.600 --> 00:01:59.600]  我看到Kayla好像沒有舉手
[00:01:59.600 --> 00:02:01.600]  不好意思因為我看到你在正前方
[00:02:01.600 --> 00:02:03.600]  你沒有舉手我不知道
[00:02:03.600 --> 00:02:05.600]  這個我都有點害怕
[00:02:05.600 --> 00:02:07.600]  因為你沒有舉手
[00:02:07.600 --> 00:02:09.600]  你在正前方我看到的
[00:02:09.600 --> 00:02:11.600]  對了
[00:02:11.600 --> 00:02:13.600]  剛才有人大聲叫出來
[00:02:13.600 --> 00:02:15.600]  多一條
[00:02:15.600 --> 00:02:17.600]  多一條
[00:02:17.600 --> 00:02:19.600]  這條比較難
[00:02:19.600 --> 00:02:21.600]  雅各有幾個兒子
[00:02:21.600 --> 00:02:23.600]  大家有沒有印象
[00:02:23.600 --> 00:02:25.600]  沒有兩個
[00:02:25.600 --> 00:02:27.600]  太少了
[00:02:27.600 --> 00:02:29.600]  12個
[00:02:29.600 --> 00:02:31.600]  當然不是叫你背12個
[00:02:31.600 --> 00:02:33.600]  我不會考你12個
[00:02:33.600 --> 00:02:35.600]  下列誰不是雅各的兒子
[00:02:35.600 --> 00:02:37.600]  我讀一次
[00:02:37.600 --> 00:02:39.600]  A是以撒迦
[00:02:39.600 --> 00:02:41.600]  B是拿弗利他
[00:02:41.600 --> 00:02:43.600]  C是迦德D是匹拉
[00:02:43.600 --> 00:02:45.600]  英文嗎
[00:02:45.600 --> 00:02:47.600]  這個有點難
[00:02:47.600 --> 00:02:49.600]  可不可以叫Avenda給我一分鐘
[00:02:49.600 --> 00:02:51.600]  我忘記打完
[00:02:51.600 --> 00:02:53.600]  這個真的要找英文
[00:02:53.600 --> 00:02:55.600]  匹拉
[00:02:55.600 --> 00:02:57.600]  你撞吧
[00:02:57.600 --> 00:02:59.600]  英文不懂可以回去找
[00:02:59.600 --> 00:03:01.600]  A的舉手
[00:03:01.600 --> 00:03:03.600]  B的舉手
[00:03:03.600 --> 00:03:05.600]  C的舉手
[00:03:05.600 --> 00:03:07.600]  D的舉手
[00:03:07.600 --> 00:03:09.600]  多了一條手
[00:03:09.600 --> 00:03:11.600]  這次Kayla又舉手了
[00:03:11.600 --> 00:03:13.600]  這邊又不舉手
[00:03:13.600 --> 00:03:15.600]  我知道有人可能看不懂中文
[00:03:15.600 --> 00:03:17.600]  我下次打英文名
[00:03:17.600 --> 00:03:19.600]  答案是D
[00:03:19.600 --> 00:03:21.600]  D是誰呢
[00:03:21.600 --> 00:03:23.600]  D是雅各的其中一個太太
[00:03:23.600 --> 00:03:25.600]  不是兒子
[00:03:25.600 --> 00:03:27.600]  是女人
[00:03:27.600 --> 00:03:29.600]  問兩條問題
[00:03:29.600 --> 00:03:31.600]  大家應該有D認識
[00:03:31.600 --> 00:03:33.600]  起碼知道有12個兒子
[00:03:33.600 --> 00:03:35.600]  其實雅各這個人物
[00:03:35.600 --> 00:03:37.600]  可以說是創世記裏一個
[00:03:37.600 --> 00:03:39.600]  很複雜的一個人
[00:03:39.600 --> 00:03:41.600]  也描述了蝙蝠最長的人物
[00:03:41.600 --> 00:03:43.600]  簡單來說
[00:03:43.600 --> 00:03:45.600]  他在創世記第25章出現
[00:03:45.600 --> 00:03:47.600]  其實他的蹤影
[00:03:47.600 --> 00:03:49.600]  是到第50章才完結
[00:03:49.600 --> 00:03:51.600]  他在埃及死了
[00:03:51.600 --> 00:03:53.600]  所以雅各是一個
[00:03:53.600 --> 00:03:55.600]  橫跨了創世記很長蝙蝠的人物
[00:03:55.600 --> 00:03:57.600]  當然我們
[00:03:57.600 --> 00:03:59.600]  還有下一次
[00:03:59.600 --> 00:04:01.600]  我們沒可能說完整個段落
[00:04:01.600 --> 00:04:03.600]  但我們嘗試從一些比較大的主題
[00:04:03.600 --> 00:04:05.600]  去看其實雅各這個人物
[00:04:05.600 --> 00:04:07.600]  是一個很複雜的一個人物
[00:04:07.600 --> 00:04:09.600]  我們嘗試從一些比較大的主題
[00:04:09.600 --> 00:04:11.600]  去看其實雅各這個人物
[00:04:11.600 --> 00:04:13.600]  和我們有什麼相似或值得我們去想的地方
[00:04:13.600 --> 00:04:15.600]  大家最熟悉的
[00:04:15.600 --> 00:04:17.600]  就是紅豆湯事件
[00:04:17.600 --> 00:04:19.600]  我看到有些人
[00:04:19.600 --> 00:04:21.600]  點頭
[00:04:21.600 --> 00:04:23.600]  我看到有些人沒有表情
[00:04:23.600 --> 00:04:25.600]  一會兒會說的
[00:04:25.600 --> 00:04:27.600]  可能這個是我們對雅各的一個印象
[00:04:27.600 --> 00:04:29.600]  雅各是一個很擅長
[00:04:29.600 --> 00:04:31.600]  去到
[00:04:31.600 --> 00:04:33.600]  拿著數的人
[00:04:33.600 --> 00:04:35.600]  其實在雅各出現的段落
[00:04:35.600 --> 00:04:37.600]  其實第一次出現的部分
[00:04:37.600 --> 00:04:39.600]  是創世記第25章
[00:04:39.600 --> 00:04:41.600]  第23節
[00:04:41.600 --> 00:04:43.600]  那是什麼事呢
[00:04:43.600 --> 00:04:45.600]  那裡說說一點背景
[00:04:45.600 --> 00:04:47.600]  就是當時
[00:04:47.600 --> 00:04:49.600]  以撒的妻子
[00:04:49.600 --> 00:04:51.600]  就是尼伯加
[00:04:51.600 --> 00:04:53.600]  她要生兩個雙胞胎
[00:04:53.600 --> 00:04:55.600]  裡面她有兩個雙胞胎
[00:04:55.600 --> 00:04:57.600]  當時神就跟她說
