
[00:00:00.000 --> 00:00:03.000]  各位弟兄姐妹 大家主內平安
[00:00:03.000 --> 00:00:06.000]  很感恩我們又相聚在神的殿中
[00:00:06.000 --> 00:00:10.000]  一起敬拜神 一起向我們的主禱告
[00:00:10.000 --> 00:00:13.000]  謝謝神給我們如此有愛
[00:00:13.000 --> 00:00:16.000]  和用真理來建造的大家庭
[00:00:16.000 --> 00:00:21.000]  而且在最近也是我們很充實的一段時期
[00:00:21.000 --> 00:00:23.000]  剛才透過報告也可以看到
[00:00:23.000 --> 00:00:26.000]  我們有兒童的讚美之泉 兒童營
[00:00:26.000 --> 00:00:29.000]  還有我們一起的敬拜特會
[00:00:29.000 --> 00:00:32.000]  還有趕酒陪靈的嚴經會
[00:00:32.000 --> 00:00:34.000]  我們都在看到神
[00:00:34.000 --> 00:00:38.000]  祂有心意一直在建立我們的群體
[00:00:38.000 --> 00:00:40.000]  將祂的真理和恩典
[00:00:40.000 --> 00:00:43.000]  灌輸在屬祂的子民當中
[00:00:43.000 --> 00:00:45.000]  那麼今天的訊息呢
[00:00:45.000 --> 00:00:48.000]  繼續我們的鐵撒羅尼加前書
[00:00:48.000 --> 00:00:51.000]  來到了最後一章 第五章啊
[00:00:51.000 --> 00:00:53.000]  要和大家講的題目呢
[00:00:53.000 --> 00:00:56.000]  叫做警醒 警守
[00:00:56.000 --> 00:00:59.000]  這個意思呢就是除了神
[00:00:59.000 --> 00:01:02.000]  有祂話語和真理的建立
[00:01:02.000 --> 00:01:04.000]  而其中的經文呢
[00:01:04.000 --> 00:01:06.000]  大家剛才讀的時候
[00:01:06.000 --> 00:01:08.000]  也應該留心可以留意到
[00:01:08.000 --> 00:01:11.000]  講到了那末世
[00:01:11.000 --> 00:01:14.000]  以後整個世界的一個終結
[00:01:14.000 --> 00:01:17.000]  關於末世呢 很多人都很好奇啊
[00:01:17.000 --> 00:01:20.000]  其間經文裡面也講到了人
[00:01:20.000 --> 00:01:25.000]  經常誤入的一些謬論和陷阱裡邊去啊
[00:01:25.000 --> 00:01:29.000]  他當然呢 神因著他的慈愛和提醒
[00:01:29.000 --> 00:01:32.000]  也有各樣的預兆
[00:01:32.000 --> 00:01:36.000]  比如說 有各樣戰爭和衝突
[00:01:36.000 --> 00:01:39.000]  聖經裡面呢就說了
[00:01:39.000 --> 00:01:43.000]  有民要攻打民 國要攻打國
[00:01:43.000 --> 00:01:45.000]  還有很多的自然災害
[00:01:45.000 --> 00:01:51.000]  比如說地震 饑荒 還有瘟疫
[00:01:51.000 --> 00:01:55.000]  而且呢還面對著道德的敗壞
[00:01:55.000 --> 00:01:57.000]  整個世界當中道德的敗壞
[00:01:57.000 --> 00:01:59.000]  愛心的冷淡
[00:01:59.000 --> 00:02:02.000]  而且不法的事情呢越來越多啊
[00:02:02.000 --> 00:02:05.000]  還有不少呢假先知的出現
[00:02:05.000 --> 00:02:07.000]  來宣講了 啊
[00:02:07.000 --> 00:02:10.000]  預言什麼什麼時候
[00:02:10.000 --> 00:02:12.000]  就是末日的到來了
[00:02:12.000 --> 00:02:16.000]  耶穌基督將會傳達什麼什麼新的訊息了
[00:02:16.000 --> 00:02:19.000]  但是呢 神的話語呢
[00:02:19.000 --> 00:02:22.000]  已經完完全全的透過聖經
[00:02:22.000 --> 00:02:26.000]  啟示給所有要去追求他的兒女
[00:02:26.000 --> 00:02:29.000]  所以神也給我們各樣的恩典
[00:02:29.000 --> 00:02:32.000]  讓我們透過主日的訊息
[00:02:32.000 --> 00:02:34.000]  各樣的特會聚會
[00:02:34.000 --> 00:02:36.000]  不斷的在提醒
[00:02:36.000 --> 00:02:39.000]  建立屬他的門徒
[00:02:39.000 --> 00:02:42.000]  那麼包括我今天的講題啊
[00:02:42.000 --> 00:02:45.000]  四個字 什麼啊
[00:02:45.000 --> 00:02:48.000]  警醒 警守啊
[00:02:48.000 --> 00:02:53.000]  他呢就來自於這個鐵前五章第六節
[00:02:53.000 --> 00:02:55.000]  他期間呢就呼籲了
[00:02:55.000 --> 00:02:58.000]  不要像那睡覺的別人一樣
[00:02:58.000 --> 00:03:00.000]  這個世界的人啊
[00:03:00.000 --> 00:03:01.000]  其他的人一樣
[00:03:01.000 --> 00:03:03.000]  做得不好的人一樣
[00:03:03.000 --> 00:03:05.000]  總要守護神的兒女
[00:03:05.000 --> 00:03:08.000]  總要警醒 警守
[00:03:08.000 --> 00:03:10.000]  所以呢你看到
[00:03:10.000 --> 00:03:12.000]  保羅他們的團隊
[00:03:12.000 --> 00:03:14.000]  與眾心誠的
[00:03:14.000 --> 00:03:15.000]  在關心這個
[00:03:15.000 --> 00:03:18.000]  鐵薩諾尼加的教會和他的群體
[00:03:18.000 --> 00:03:20.000]  甚至離開了以後
[00:03:20.000 --> 00:03:23.000]  也要再寫信和他們說明白
[00:03:23.000 --> 00:03:25.000]  不論這個世界怎麼樣
