
[00:00:00.000 --> 00:00:01.280]  False Prophet
[00:00:01.280 --> 00:00:03.720]  我們之前在Revelation講過的
[00:00:03.720 --> 00:00:07.360]  很多不同的False Prophet will appear
[00:00:07.360 --> 00:00:08.640]  Matthew Chapter 8
[00:00:08.640 --> 00:00:11.440]  很多不同的False Prophet will appear
[00:00:11.440 --> 00:00:12.440]  很多人會說
[00:00:12.440 --> 00:00:15.840]  「是的,我是耶穌,信靠我吧」
[00:00:15.840 --> 00:00:18.800]  「我是真正的耶穌,你信靠我吧」
[00:00:18.800 --> 00:00:21.440]  但那些不是真正的耶穌
[00:00:21.440 --> 00:00:25.840]  很多不同的人會被人欺騙
[00:00:25.840 --> 00:00:28.000]  第一個警告是這個
[00:00:28.000 --> 00:00:30.800]  我們要認識聖經
[00:00:30.800 --> 00:00:32.720]  所以我們要認識主耶穌
[00:00:32.720 --> 00:00:34.720]  真正的主耶穌是誰
[00:00:34.720 --> 00:00:39.440]  所以我們不會被不同的False Prophet欺騙
[00:00:39.440 --> 00:00:43.040]  第二個警告是Great Tribulation
[00:00:43.040 --> 00:00:44.640]  我們做基督徒
[00:00:44.640 --> 00:00:48.720]  在末世會有不同的迫害
[00:00:48.720 --> 00:00:52.160]  我們已經看到不同的世界
[00:00:52.160 --> 00:00:53.520]  在不同的地方
[00:00:53.520 --> 00:00:57.200]  你做基督徒可能會被迫害
[00:00:57.200 --> 00:00:59.680]  你信靠主耶穌
[00:00:59.680 --> 00:01:01.840]  有人可能攻擊你
[00:01:01.840 --> 00:01:05.120]  你信主耶穌,不讓你信主耶穌
[00:01:05.120 --> 00:01:09.840]  我們有一個Great Tribulation
[00:01:09.840 --> 00:01:15.280]  這個世界會有不同的自然的地震
[00:01:15.280 --> 00:01:18.640]  會有不同的戰爭
[00:01:18.640 --> 00:01:20.160]  這個是一個警告
[00:01:20.160 --> 00:01:22.160]  末世是一個警告
[00:01:22.160 --> 00:01:26.880]  這個世界會有不同的地震
[00:01:26.880 --> 00:01:28.880]  最後
[00:01:28.880 --> 00:01:30.880]  第七個
[00:01:30.880 --> 00:01:33.920]  我們之前看到的第一十
[00:01:33.920 --> 00:01:35.440]  是什麼?
[00:01:35.440 --> 00:01:38.560]  第一十是這樣說的
[00:01:38.560 --> 00:01:52.560]  我們每個人都會被主耶穌判斷
[00:01:52.560 --> 00:01:54.560]  是一個最終的判斷
[00:01:54.560 --> 00:01:57.120]  我們做了什麼?
[00:01:57.120 --> 00:02:00.000]  我們做了錯,我們做了對的
[00:02:00.000 --> 00:02:02.000]  神是看到的
[00:02:02.000 --> 00:02:05.760]  我們每個人都會有一個最終的判斷
[00:02:05.760 --> 00:02:11.680]  最後我們看11-15
[00:02:11.680 --> 00:02:15.760]  Shermaine會幫你們繼續讀
[00:02:15.760 --> 00:02:21.200]  既然我們知道主是可為的
[00:02:21.200 --> 00:02:22.720]  就勸導人
[00:02:22.720 --> 00:02:25.760]  但是神是認識我們的
[00:02:25.760 --> 00:02:29.760]  我們盼望你們的良心也認識我們
[00:02:29.760 --> 00:02:32.720]  原來基督的愛激勵我們
[00:02:32.720 --> 00:02:34.720]  因我們這樣斷定
[00:02:34.720 --> 00:02:37.280]  一人既替眾人死
[00:02:37.280 --> 00:02:39.600]  眾人就都死了
[00:02:39.600 --> 00:02:42.080]  並且他替眾人死
[00:02:42.080 --> 00:02:47.280]  是叫那些活著的人不要再為自己活
[00:02:47.280 --> 00:02:51.840]  乃為替他們死而復活的主而活
[00:02:51.840 --> 00:02:53.840]  高林多後書五章
[00:02:53.840 --> 00:02:55.840]  OK,謝謝
[00:02:55.840 --> 00:03:02.880]  這裡在11-15我們看到最後一個原因
[00:03:02.880 --> 00:03:06.400]  最後一個原因我們為什麼要學末世
[00:03:06.400 --> 00:03:10.160]  最後一個原因在11
[00:03:10.160 --> 00:03:17.440]  "For since then we know what it is to fear the Lord, we try to persuade others."
[00:03:17.440 --> 00:03:23.280]  我們知道我們要恐懼主
[00:03:23.280 --> 00:03:25.600]  我們也想我們的身邊人
[00:03:25.600 --> 00:03:30.960]  我們想勸導我們身邊人去恐懼主
[00:03:30.960 --> 00:03:33.360]  因為末世是真的
[00:03:33.360 --> 00:03:35.360]  末世會來的
[00:03:35.360 --> 00:03:37.360]  主耶穌會回來
[00:03:37.360 --> 00:03:40.080]  所以我們要勸導別人
[00:03:40.080 --> 00:03:42.080]  11-14還有說什麼
[00:03:42.080 --> 00:03:46.560]  "We are compelled, Christ's love compels us."
[00:03:46.560 --> 00:03:52.000]  神的愛會逼我們去勸導別人
[00:03:52.000 --> 00:03:55.920]  主耶穌是為了我們死
[00:03:55.920 --> 00:03:59.360]  為了我們去戴十字架
[00:03:59.360 --> 00:04:00.800]  為了我們死
[00:04:00.800 --> 00:04:05.200]  所以我們可以跟神有一個親密的關係
[00:04:05.200 --> 00:04:07.200]  重新建立一個關係
[00:04:07.200 --> 00:04:11.840]  我們為什麼要傳福音
[00:04:11.840 --> 00:04:14.560]  因為我們看到這個11
[00:04:14.560 --> 00:04:16.560]  我們要勸導別人
[00:04:16.560 --> 00:04:18.560]  神的愛
[00:04:18.560 --> 00:04:20.560]  神的愛
[00:04:20.560 --> 00:04:22.560]  Christ's love compels us
[00:04:22.560 --> 00:04:27.360]  主耶穌是為了我們死
[00:04:27.360 --> 00:04:29.360]  我們也是一樣
[00:04:29.360 --> 00:04:33.360]  要傳給我們身邊的學生
[00:04:33.360 --> 00:04:35.360]  我們不同的家人
[00:04:35.360 --> 00:04:37.360]  未信主的
[00:04:37.360 --> 00:04:39.360]  希望他們一起
[00:04:39.360 --> 00:04:42.560]  跟我們去信主
[00:04:42.560 --> 00:04:44.560]  信靠主耶穌
[00:04:44.560 --> 00:04:46.560]  是我們的救主
[00:04:46.560 --> 00:04:48.560]  我們現在請Chermaine
[00:04:48.560 --> 00:04:52.560]  她會說她的結晶
[00:04:52.560 --> 00:04:54.560]  大家好
[00:04:54.560 --> 00:04:56.560]  我是Chermaine
[00:04:56.560 --> 00:04:58.560]  我是一名第二年學生
[00:04:58.560 --> 00:05:02.560]  在華爾街大學讀書
[00:05:02.560 --> 00:05:06.560]  我從小到大在港福長大
[00:05:06.560 --> 00:05:10.560]  我記得在2019年2月
[00:05:10.560 --> 00:05:12.560]  我在有一天的靈修
[00:05:12.560 --> 00:05:16.560]  看到關於follow God's plan這個主題
[00:05:16.560 --> 00:05:18.560]  不知為何突然
[00:05:18.560 --> 00:05:20.560]  我的腦裏有這個想法
[00:05:20.560 --> 00:05:24.560]  要將我的生命獻給神
[00:05:24.560 --> 00:05:28.560]  但我之後一直沒有去做任何事
[00:05:28.560 --> 00:05:30.560]  去act on it
[00:05:30.560 --> 00:05:34.560]  直至去年explorer的summer camp裏
[00:05:34.560 --> 00:05:38.560]  我受到聖靈的感動
[00:05:38.560 --> 00:05:42.560]  我決定要將我的生命獻給神
[00:05:42.560 --> 00:05:44.560]  我決定要做一個
[00:05:44.560 --> 00:05:46.560]  更加負責任的基督徒
[00:05:46.560 --> 00:05:48.560]  要做一個好的disciple
[00:05:48.560 --> 00:05:52.560]  之後我回到加拿大
