
[00:00:00.000 --> 00:00:07.800]  (主持人: 各位弟兄姊妹 大家好 早安)
[00:00:07.800 --> 00:00:09.800]  (主持人: 你好 你好)
[00:00:09.800 --> 00:00:13.600]  (主持人: 對 不好意思 因為我做了密切接觸者)
[00:00:13.600 --> 00:00:16.200]  (主持人: 今天要戴著口罩跟大家說)
[00:00:16.200 --> 00:00:18.200]  (主持人: 穩陣起見 我沒事的)
[00:00:18.200 --> 00:00:20.400]  (主持人: 對 現在都是負面的)
[00:00:20.400 --> 00:00:24.800]  (主持人: 好 今天要跟大家說的話題)
[00:00:24.800 --> 00:00:26.800]  (主持人: 我等一下會一路去說)
[00:00:26.800 --> 00:00:30.600]  (主持人: 好 不知道大家看劇集的時候)
[00:00:30.600 --> 00:00:32.400]  (主持人: 你們看Netflix的時候)
[00:00:32.400 --> 00:00:35.200]  (主持人: 喜歡看完整部劇集)
[00:00:35.200 --> 00:00:38.600]  (主持人: 還是會跳著來看呢?)
[00:00:38.600 --> 00:00:42.600]  (主持人: 其實我自己很喜歡飛去結局)
[00:00:42.600 --> 00:00:44.600]  (主持人: 不知道你們看Netflix的episode)
[00:00:44.600 --> 00:00:49.200]  (主持人: 你們是會逐集 誰是會逐集逐集追上來的?)
[00:00:49.200 --> 00:00:53.000]  (主持人: 我看到Lesley和Crystal是會看完的)
[00:00:53.000 --> 00:00:55.000]  (主持人: 哎 阿Sir和…對)
[00:00:55.000 --> 00:00:59.000]  (主持人: 好 我自己就沒什麼耐性)
[00:00:59.000 --> 00:01:01.800]  (主持人: 其實我是喜歡飛去結局看)
[00:01:01.800 --> 00:01:05.200]  (主持人: 好 看的 我不會馬上看完)
[00:01:05.200 --> 00:01:08.400]  (主持人: 因為我很想知道最後男女主角)
[00:01:08.400 --> 00:01:10.000]  (主持人: 有沒有在一起)
[00:01:10.000 --> 00:01:13.200]  (主持人: 我覺得要看著他們中間那些起起伏伏)
[00:01:13.200 --> 00:01:15.400]  (主持人: 真的會有點不耐煩)
[00:01:15.400 --> 00:01:19.800]  (主持人: 很心急想知道最後結局是怎樣)
[00:01:19.800 --> 00:01:23.400]  (主持人: 他們最後會過著一個怎樣的生活)
[00:01:23.400 --> 00:01:27.400]  (主持人: 而今天我會跟大家快速分享一下)
[00:01:27.400 --> 00:01:30.800]  (主持人: 看看耶穌和祂的全福音男團)
[00:01:30.800 --> 00:01:33.600]  (主持人: 大家還記得上次講道的時候)
[00:01:33.600 --> 00:01:35.800]  (主持人: 也用到這個例子)
[00:01:35.800 --> 00:01:41.400]  (主持人: 耶穌怎樣和祂的全福音男團分享末世預言)
[00:01:41.400 --> 00:01:45.800]  (主持人: 末世是我們每一個人都要面臨著 要經歷的)
[00:01:45.800 --> 00:01:50.200]  (主持人: 無論你是基督徒還是不是 你都要面對的)
[00:01:50.200 --> 00:01:53.200]  (主持人: 讓我們一起快速分享一下)
[00:01:53.200 --> 00:01:56.200]  (主持人: 去看看末世是怎樣的)
[00:01:56.200 --> 00:01:59.200]  (主持人: 今天內容比較多 比較豐富)
[00:01:59.200 --> 00:02:02.200]  (主持人: 並不是一篇很順義的道)
[00:02:02.200 --> 00:02:04.200]  (主持人: 不是一些很美好見證)
[00:02:04.200 --> 00:02:06.600]  (主持人: 或者很火熱的一篇道)
[00:02:06.600 --> 00:02:08.800]  (主持人: 而是講到末世)
[00:02:08.800 --> 00:02:12.600]  (主持人: 讓我們事不宜遲 專心去聽聽)
[00:02:12.600 --> 00:02:17.200]  (主持人: 耶穌準備要和門徒說再見的時候)
[00:02:17.200 --> 00:02:20.000]  (主持人: 通常我們看到聖經裏面的說再見)
[00:02:20.000 --> 00:02:21.000]  (主持人: 在舊約裏面)
[00:02:21.000 --> 00:02:23.400]  (主持人: 通常都是叫一位父親)
[00:02:23.400 --> 00:02:26.200]  (主持人: 留下一些吩咐 留下一些東西)
[00:02:26.200 --> 00:02:29.600]  (主持人: 給他的子女要去做 然後才離開)
[00:02:29.600 --> 00:02:32.200]  (主持人: 又或者是一個領導 一個領導)
[00:02:32.200 --> 00:02:34.200]  (主持人: 他將一個使命)
[00:02:34.200 --> 00:02:36.800]  (主持人: 就在失敗的時候就跟他說)
[00:02:36.800 --> 00:02:38.400]  (主持人: 交下了 你要做這些事)
[00:02:38.400 --> 00:02:41.400]  (主持人: 然後他才會平安地回到天家)
[00:02:41.400 --> 00:02:43.400]  (主持人: 不過耶穌很特別 是不是?)
[00:02:43.400 --> 00:02:46.200]  (主持人: 我們經常看到耶穌是很特別的)
[00:02:46.200 --> 00:02:50.400]  (主持人: 他在他吃最後晚餐之前)
[00:02:50.400 --> 00:02:53.200]  (主持人: 他就跟大家說了一個)
[00:02:53.200 --> 00:02:58.000]  (主持人: 大家意想不到的事 就是末世預言)
[00:02:58.000 --> 00:02:59.800]  (主持人: 好)
[00:02:59.800 --> 00:03:02.200]  (主持人: 話說這個末世預言的對話)
[00:03:02.200 --> 00:03:06.200]  (主持人: 就開始在門徒和耶穌離開聖殿的時候)
[00:03:06.200 --> 00:03:08.400]  (主持人: 有一個門徒就問耶穌)
[00:03:08.400 --> 00:03:11.400]  (主持人: 聖經沒有開名是哪個門徒的)
[00:03:11.400 --> 00:03:12.400]  (主持人: 他就說)
[00:03:12.400 --> 00:03:14.400]  (主持人: 喂 老師 老師 你看看)
[00:03:14.400 --> 00:03:18.600]  (主持人: 這麼厲害的石頭 這麼厲害的建築)
[00:03:18.600 --> 00:03:21.000]  (主持人: 在這裡這位門徒)
[00:03:21.000 --> 00:03:23.200]  (主持人: 他看到的是一座很巨型)
[00:03:23.200 --> 00:03:25.400]  (主持人: 金碧輝煌的聖殿)
[00:03:25.400 --> 00:03:28.600]  (主持人: 就好像當我們踏入廣福堂的時候)
[00:03:28.600 --> 00:03:30.400]  (主持人: 我們都會看到)
[00:03:30.400 --> 00:03:32.600]  (主持人: 哇 教會很漂亮)
[00:03:32.600 --> 00:03:35.200]  (主持人: 在這個金燦燦的建築裡面)
[00:03:35.200 --> 00:03:37.400]  (主持人: 叫做遠東金融中心)
[00:03:37.400 --> 00:03:39.600]  (主持人: 然後耶穌就對他說)
[00:03:39.600 --> 00:03:42.600]  (主持人: 你看不看到這個宏偉的建築)
[00:03:42.600 --> 00:03:45.200]  (主持人: 這裡將來沒有一塊石頭)
[00:03:45.200 --> 00:03:48.800]  (主持人: 會留在另一塊石頭上而不被拆毀)
[00:03:48.800 --> 00:03:50.400]  (主持人: 哇 這麼難明白)
[00:03:50.400 --> 00:03:52.000]  (主持人: 什麼意思?)
[00:03:52.000 --> 00:03:55.200]  (主持人: 一塊石頭會留在另一塊石頭不被拆毀)
[00:03:55.200 --> 00:03:58.200]  (主持人: 意思就是所有石頭都不會留下)
[00:03:58.200 --> 00:03:59.800]  (主持人: 都會被拆毀)
[00:03:59.800 --> 00:04:00.800]  (主持人: 你試想像一下)
[00:04:00.800 --> 00:04:03.200]  (主持人: 如果Irene牧師跟你說)
[00:04:03.200 --> 00:04:05.200]  (主持人: 哇 你看看這裡)
[00:04:05.200 --> 00:04:08.000]  (主持人: 很宏偉的遠東金融中心是什麼?)
[00:04:08.000 --> 00:04:10.200]  (主持人: 其實這裡沒有一塊石頭)
[00:04:10.200 --> 00:04:13.200]  (主持人: 會留在另一塊石頭而不被拆毀)
[00:04:13.200 --> 00:04:15.200]  (主持人: 即是會被拆毀)
[00:04:15.200 --> 00:04:18.200]  (主持人: 不知道大家這一刻有什麼感受呢?)
[00:04:18.200 --> 00:04:21.200]  (主持人: 沒有一塊石頭會留下)
[00:04:21.200 --> 00:04:22.200]  (主持人: 為什麼?)
[00:04:22.200 --> 00:04:24.200]  (主持人: 可能你會打了一個問號)
[00:04:24.200 --> 00:04:25.200]  (主持人: 聖殿不是)
[00:04:25.200 --> 00:04:27.200]  (主持人: 在聖經裡象徵)
[00:04:27.200 --> 00:04:30.200]  (主持人: 讓我們能夠最親近神的地方)
[00:04:30.200 --> 00:04:32.600]  (主持人: 人會專注在一個焦點)
[00:04:32.600 --> 00:04:35.200]  (主持人: 為什麼耶穌會這樣說呢?)
[00:04:35.200 --> 00:04:38.400]  (主持人: 好 讓我們今天一起去看看)
[00:04:38.400 --> 00:04:41.600]  (主持人: 耶穌和彼得 亞各 約翰和安德烈)
[00:04:41.600 --> 00:04:44.200]  (主持人: 講述到末世預言是怎樣呢?)
[00:04:44.200 --> 00:04:47.200]  (主持人: 馬可福音是第十三章)
[00:04:47.200 --> 00:04:49.200]  (主持人: 我們今天看到的經文)
[00:04:49.200 --> 00:04:52.000]  (主持人: 可以分為三部分)
[00:04:52.000 --> 00:04:55.600]  (主持人: 第一部分是聖殿拆毀的警告)
[00:04:55.600 --> 00:04:58.000]  (主持人: 第二部分是耶穌的在來)
[00:04:58.000 --> 00:05:01.200]  (主持人: 第三部分是耶穌透過兩個比喻)
[00:05:01.200 --> 00:05:05.000]  (主持人: 去總結整個的末世預言)
[00:05:05.000 --> 00:05:08.800]  (主持人: 希望我們當中都可以有一些提醒)
[00:05:08.800 --> 00:05:13.000]  (主持人: 好 我現在為大家讀出經文)
[00:05:13.000 --> 00:05:15.600]  (主持人: 耶穌說 你們要謹慎)
[00:05:15.600 --> 00:05:17.600]  (主持人: 免得有人迷惑你們)
[00:05:17.600 --> 00:05:20.200]  (主持人: 將有好些人冒我的名來)
[00:05:20.200 --> 00:05:24.000]  (主持人: 說我是基督 並且要迷惑許多人)
[00:05:24.000 --> 00:05:26.800]  (主持人: 當你們聽見打仗和打仗的風聲)
[00:05:26.800 --> 00:05:30.200]  (主持人: 不要驚慌 這些事必須發生)
[00:05:30.200 --> 00:05:32.200]  (主持人: 但這還不是終結)
[00:05:32.200 --> 00:05:34.800]  (主持人: 民要攻打民 國要攻打國)
[00:05:34.800 --> 00:05:37.600]  (主持人: 多處必有地震 饑荒)
[00:05:37.600 --> 00:05:40.200]  (主持人: 這都是災難的起頭)
[00:05:40.200 --> 00:05:42.000]  (主持人: 但你們自己要謹慎)
[00:05:42.000 --> 00:05:44.400]  (主持人: 因為有人要把你們交給議會)
[00:05:44.400 --> 00:05:47.800]  (主持人: 並請你們在會堂裡要受鞭打)
[00:05:47.800 --> 00:05:51.600]  (主持人: 又為我的原故站在統治者和君王面前)
[00:05:51.600 --> 00:05:53.600]  (主持人: 對他們作見證)
[00:05:53.600 --> 00:05:58.600]  (主持人: 然而福音必須先傳給萬民)
[00:05:58.600 --> 00:06:01.600]  (主持人: 有人把你們解送去受審的時候)
[00:06:01.600 --> 00:06:04.400]  (主持人: 不要事先擔心說什麼)
[00:06:04.400 --> 00:06:07.000]  (主持人: 到那時候 次給你們什麼話)
[00:06:07.000 --> 00:06:08.800]  (主持人: 你們就說什麼)
[00:06:08.800 --> 00:06:12.000]  (主持人: 因為說話的不是你們 而是聖靈)
[00:06:12.000 --> 00:06:16.400]  (主持人: 兄弟要把兄弟 父親要把兒女置於死地)
[00:06:16.400 --> 00:06:20.600]  (主持人: 兒女要起來與父母為敵 害死他們)
[00:06:20.600 --> 00:06:24.000]  (主持人: 而且你們要為我的名被眾人憎恨)
[00:06:24.000 --> 00:06:27.000]  (主持人: 但堅忍到底的終必得救)
[00:06:27.000 --> 00:06:32.600]  (主持人: 當你們看見那施行毀滅的褻瀆者)
[00:06:32.600 --> 00:06:35.000]  (主持人: 站在不當站的地方)
[00:06:35.000 --> 00:06:37.200]  (主持人: 讀這經的人要回耳)
[00:06:37.200 --> 00:06:40.600]  (主持人: 那時在猶太的應當逃到山上)
[00:06:40.600 --> 00:06:44.000]  (主持人: 在屋頂上的不要下來)
[00:06:44.000 --> 00:06:46.600]  (主持人: 也不要進家裡去拿東西)
[00:06:46.600 --> 00:06:49.400]  (主持人: 在田裡的不要回去取衣裳)
[00:06:49.400 --> 00:06:54.200]  (主持人: 在那些日子懷孕和奶孩子的就苦了)
[00:06:54.200 --> 00:06:58.200]  (主持人: 你們要祈求叫這些事不再冬天發生)
[00:06:58.200 --> 00:07:01.000]  (主持人: 因為在那些日子必有災難)
[00:07:01.000 --> 00:07:04.000]  (主持人: 自從神創造萬物直到如今)
[00:07:04.000 --> 00:07:08.800]  (主持人: 從沒有這樣的災難將來也不會有)
[00:07:08.800 --> 00:07:11.800]  (主持人: 若不是主減少那些日子)
[00:07:11.800 --> 00:07:15.400]  (主持人: 犯血肉之軀的就沒有一個能得救)
[00:07:15.400 --> 00:07:17.600]  (主持人: 但是為了他所揀選的選民)
[00:07:17.600 --> 00:07:20.000]  (主持人: 他將那些日子減少了)
[00:07:20.000 --> 00:07:22.000]  (主持人: 那時若有人對你們說)
[00:07:22.000 --> 00:07:25.000]  (主持人: 看啊基督在這裡看啊在那裡)
[00:07:25.000 --> 00:07:27.800]  (主持人: 你們不要信因為假基督和假)
[00:07:27.800 --> 00:07:31.200]  (主持人: 先至將要起來顯神即其事)
[00:07:31.200 --> 00:07:34.200]  (主持人: 若可能連選民也迷惑了)
[00:07:34.200 --> 00:07:38.200]  (主持人: 你們要謹慎凡事我都預先告訴你們了)
[00:07:38.200 --> 00:07:40.800]  是一個很長的訊息
[00:07:40.800 --> 00:07:45.000]  《馬可福音》十三章就是成本
[00:07:45.000 --> 00:07:48.800]  《馬可福音》耶穌以一個主題式的教導
[00:07:48.800 --> 00:07:50.800]  最長的一篇經文
[00:07:50.800 --> 00:07:54.200]  而耶穌在這個大段落
[00:07:54.200 --> 00:07:57.400]  論述到有關於聖殿插位的警告
[00:07:57.400 --> 00:08:00.600]  耶穌在這個段落裏面用了
[00:08:00.600 --> 00:08:04.200]  這幅圖純粹給大家看看結構
[00:08:04.200 --> 00:08:06.000]  不要緊的看不到那個字
[00:08:06.000 --> 00:08:10.000]  他用了一個三文字的結構
[00:08:10.000 --> 00:08:14.000]  這樣的結構讓我們讀經文的時候
[00:08:14.000 --> 00:08:16.600]  經文不是只讀字一句
[00:08:16.600 --> 00:08:19.800]  而是可以很連貫地去看
[00:08:19.800 --> 00:08:23.800]  我們看到剛才幫大家讀的經文
