
[00:00:00.000 --> 00:00:02.000]  各位弟兄姐妹平安
[00:00:02.000 --> 00:00:05.000]  我們不禁不覺來到
[00:00:05.000 --> 00:00:07.000]  耶穌雅基第17章了
[00:00:07.000 --> 00:00:09.000]  那今天的題目呢
[00:00:09.000 --> 00:00:12.000]  是領取上帝給你的祝福
[00:00:12.000 --> 00:00:15.000]  我相信在座的每一位
[00:00:15.000 --> 00:00:17.000]  是不是都想拿到神的祝福呢
[00:00:17.000 --> 00:00:18.000]  好好
[00:00:18.000 --> 00:00:19.000]  很好
[00:00:19.000 --> 00:00:20.000]  不要的都給我
[00:00:20.000 --> 00:00:24.000]  那從第13章開始呢
[00:00:24.000 --> 00:00:25.000]  其實我們就看到
[00:00:25.000 --> 00:00:27.000]  耶穌呀開始幫助
[00:00:27.000 --> 00:00:29.000]  以色列民去分地
[00:00:29.000 --> 00:00:31.000]  分派不同的地土
[00:00:31.000 --> 00:00:33.000]  那今天呢17章呢
[00:00:33.000 --> 00:00:34.000]  主要是看到
[00:00:34.000 --> 00:00:36.000]  耶穌呀分派馬拿西
[00:00:36.000 --> 00:00:39.000]  這個支派的土地
[00:00:39.000 --> 00:00:41.000]  但是呢在後面呢
[00:00:41.000 --> 00:00:42.000]  我們會看到
[00:00:42.000 --> 00:00:43.000]  他轉過來用了
[00:00:43.000 --> 00:00:46.000]  月色明夏的這個字
[00:00:46.000 --> 00:00:48.000]  月色明夏的子孫
[00:00:48.000 --> 00:00:49.000]  到時候呢
[00:00:49.000 --> 00:00:51.000]  我們不單是講馬拿西
[00:00:51.000 --> 00:00:53.000]  也是講以法蓮的
[00:00:53.000 --> 00:00:55.000]  就是同樣的
[00:00:55.000 --> 00:00:56.000]  就是在月色底下的
[00:00:56.000 --> 00:00:59.000]  兩個兒子的那個支派的
[00:00:59.000 --> 00:01:00.000]  就一起講的
[00:01:00.000 --> 00:01:02.000]  所以那今天呢
[00:01:02.000 --> 00:01:05.000]  我們會多看一點點
[00:01:05.000 --> 00:01:06.000]  後面的部分
[00:01:06.000 --> 00:01:09.000]  就是剛才讀的12到18節
[00:01:09.000 --> 00:01:10.000]  但是現在呢
[00:01:10.000 --> 00:01:11.000]  我們先看一看
[00:01:11.000 --> 00:01:13.000]  這一章的分布
[00:01:13.000 --> 00:01:15.000]  這是呢在第17章
[00:01:15.000 --> 00:01:17.000]  第一到11節呢
[00:01:17.000 --> 00:01:19.000]  他主要是交代
[00:01:19.000 --> 00:01:21.000]  馬拿西的背景
[00:01:21.000 --> 00:01:23.000]  他們得到的什麼土地
[00:01:23.000 --> 00:01:27.000]  然後呢到12到18節的時候呢
[00:01:27.000 --> 00:01:28.000]  就看到馬拿西
[00:01:28.000 --> 00:01:30.000]  或者應該更準確呢
[00:01:30.000 --> 00:01:35.000]  就是說這個月色的家的子孫
[00:01:35.000 --> 00:01:37.000]  他們跟耶穌再要求
[00:01:37.000 --> 00:01:40.000]  要多一些土地的一些對話
