
[00:00:00.000 --> 00:00:02.000]  各位同學早安
[00:00:02.000 --> 00:00:04.000]  早安
[00:00:04.000 --> 00:00:06.000]  早安
[00:00:06.000 --> 00:00:08.000]  我真是很好
[00:00:08.000 --> 00:00:10.000]  終於有反應了
[00:00:10.000 --> 00:00:12.000]  因為我站在這個位置
[00:00:12.000 --> 00:00:14.000]  不想擋住大家的powerpoint
[00:00:14.000 --> 00:00:16.000]  因為我也很想
[00:00:16.000 --> 00:00:18.000]  有很多圖畫給大家看
[00:00:18.000 --> 00:00:20.000]  讓大家了解
[00:00:20.000 --> 00:00:22.000]  今天所講的課題
[00:00:22.000 --> 00:00:24.000]  羅馬書應該在你們來說
[00:00:24.000 --> 00:00:26.000]  講到15個字
[00:00:26.000 --> 00:00:28.000]  我相信
[00:00:28.000 --> 00:00:30.000]  今天就講到
[00:00:30.000 --> 00:00:32.000]  14至33節
[00:00:32.000 --> 00:00:34.000]  我們先看看
[00:00:34.000 --> 00:00:36.000]  今次的版本是
[00:00:36.000 --> 00:00:38.000]  新漢語譯本
[00:00:38.000 --> 00:00:40.000]  不是平時用的和諧版
[00:00:40.000 --> 00:00:42.000]  因為這個版本
[00:00:42.000 --> 00:00:44.000]  我認為它譯得比較全神
[00:00:44.000 --> 00:00:46.000]  讓大家更加容易
[00:00:46.000 --> 00:00:48.000]  明白今天
[00:00:48.000 --> 00:00:50.000]  神要對你宣講的
[00:00:50.000 --> 00:00:52.000]  是甚麼課題
[00:00:52.000 --> 00:00:54.000]  很明顯今天的題目就是
[00:00:54.000 --> 00:00:56.000]  上帝福人的心智
[00:00:56.000 --> 00:00:58.000]  就是保羅如何宣講
[00:00:58.000 --> 00:01:00.000]  對著羅馬教會的
[00:01:00.000 --> 00:01:02.000]  頂智妹
[00:01:02.000 --> 00:01:04.000]  宣講她的宣教事供
[00:01:04.000 --> 00:01:06.000]  也很想和她們
[00:01:06.000 --> 00:01:08.000]  一起同行
[00:01:08.000 --> 00:01:10.000]  我們看看保羅想怎樣講
[00:01:10.000 --> 00:01:12.000]  先介紹一下
[00:01:12.000 --> 00:01:14.000]  保羅其實大家都應該知道
[00:01:14.000 --> 00:01:16.000]  寫羅馬書的時候
[00:01:16.000 --> 00:01:18.000]  這是保羅
[00:01:18.000 --> 00:01:20.000]  第三次宣教旅程
[00:01:20.000 --> 00:01:22.000]  現在他
[00:01:22.000 --> 00:01:24.000]  很想和那班
[00:01:24.000 --> 00:01:26.000]  羅馬的信徒
[00:01:26.000 --> 00:01:28.000]  去講一講
[00:01:28.000 --> 00:01:30.000]  接下來宣教的行程是怎樣
[00:01:30.000 --> 00:01:32.000]  很想得到他們的支持
[00:01:32.000 --> 00:01:34.000]  所以在接下來
[00:01:34.000 --> 00:01:36.000]  14節裏
[00:01:36.000 --> 00:01:38.000]  他有這樣說
[00:01:38.000 --> 00:01:40.000]  他說
[00:01:40.000 --> 00:01:42.000]  我的弟兄們
[00:01:42.000 --> 00:01:44.000]  我個人深信你們自己
[00:01:44.000 --> 00:01:46.000]  是滿有良善
[00:01:46.000 --> 00:01:48.000]  充滿了各樣的知識
[00:01:48.000 --> 00:01:50.000]  亦能夠彼此勸解
[00:01:50.000 --> 00:01:52.000]  一開始的時候
[00:01:52.000 --> 00:01:54.000]  就說到這班
[00:01:54.000 --> 00:01:56.000]  書信的對象就是羅馬教會的
[00:01:56.000 --> 00:01:58.000]  頂智妹
[00:01:58.000 --> 00:02:00.000]  他和她們去宣講
[00:02:00.000 --> 00:02:02.000]  她的宣教的心智
[00:02:02.000 --> 00:02:04.000]  所以我給她們這一段
[00:02:04.000 --> 00:02:08.000]  14到21節的主題
[00:02:08.000 --> 00:02:10.000]  就是保羅去確認
[00:02:10.000 --> 00:02:12.000]  她的宣教的使命
[00:02:12.000 --> 00:02:14.000]  她立志宣揚
[00:02:14.000 --> 00:02:16.000]  福音去未得知民
[00:02:16.000 --> 00:02:18.000]  不知道大家對未得知民
[00:02:18.000 --> 00:02:20.000]  這個詞語
[00:02:20.000 --> 00:02:22.000]  有多大的認識
[00:02:22.000 --> 00:02:24.000]  其實就是那些人
[00:02:24.000 --> 00:02:26.000]  或全世界裏
[00:02:26.000 --> 00:02:28.000]  沒有任何一個福音
[00:02:28.000 --> 00:02:30.000]  到達的地方或族群
[00:02:30.000 --> 00:02:32.000]  保羅就立志
[00:02:32.000 --> 00:02:34.000]  向這些未聽聞
[00:02:34.000 --> 00:02:36.000]  福音的人
[00:02:36.000 --> 00:02:38.000]  去做傳福音的工作
[00:02:38.000 --> 00:02:40.000]  所以在當中
[00:02:40.000 --> 00:02:42.000]  他後面就會交代
[00:02:42.000 --> 00:02:44.000]  但在第15節裏
[00:02:44.000 --> 00:02:46.000]  他先去講一件事
[00:02:46.000 --> 00:02:48.000]  我在書上已經很大膽地
[00:02:48.000 --> 00:02:50.000]  提醒你們
[00:02:50.000 --> 00:02:52.000]  他用了提醒這個字眼
[00:02:52.000 --> 00:02:54.000]  他想提醒甚麼呢
[00:02:54.000 --> 00:02:56.000]  第一樣
[00:02:56.000 --> 00:02:58.000]  因為從神那裏
[00:02:58.000 --> 00:03:00.000]  他賜給保羅一些恩典
[00:03:00.000 --> 00:03:02.000]  就是甚麼呢
[00:03:02.000 --> 00:03:04.000]  就是令到他
[00:03:04.000 --> 00:03:06.000]  可以成為外族人的
[00:03:06.000 --> 00:03:08.000]  傳福音
[00:03:08.000 --> 00:03:10.000]  向外族人的傳福音
[00:03:10.000 --> 00:03:12.000]  或叫外邦人
[00:03:12.000 --> 00:03:14.000]  他要為他們成為
[00:03:14.000 --> 00:03:16.000]  耶穌基督的僕人
[00:03:16.000 --> 00:03:18.000]  亦都作為福音的祭司
[00:03:18.000 --> 00:03:20.000]  保羅在當中
[00:03:20.000 --> 00:03:22.000]  去將他的身份
[00:03:22.000 --> 00:03:24.000]  去向那班
[00:03:24.000 --> 00:03:26.000]  羅馬的信徒
[00:03:26.000 --> 00:03:28.000]  去點名
[00:03:28.000 --> 00:03:30.000]  一開始的時候
[00:03:30.000 --> 00:03:32.000]  他已經將神賜給他的
[00:03:32.000 --> 00:03:34.000]  呼召、權柄
[00:03:34.000 --> 00:03:36.000]  向外邦人傳福音的身份
[00:03:36.000 --> 00:03:38.000]  去展述給那班羅馬的
[00:03:38.000 --> 00:03:40.000]  信徒聽
[00:03:40.000 --> 00:03:42.000]  那班羅馬信徒
[00:03:42.000 --> 00:03:44.000]  在保羅的身份裏
[00:03:44.000 --> 00:03:46.000]  他說他是一個
[00:03:46.000 --> 00:03:48.000]  福音的祭司
[00:03:48.000 --> 00:03:50.000]  為甚麼他用祭司
[00:03:50.000 --> 00:03:52.000]  去形容自己呢
[00:03:52.000 --> 00:03:54.000]  其實後面用的字眼
[00:03:54.000 --> 00:03:56.000]  都是一個祭司的字眼
[00:03:56.000 --> 00:03:58.000]  一個獻祭的字眼
[00:03:58.000 --> 00:04:00.000]  就是他要將外族人
[00:04:00.000 --> 00:04:02.000]  呈獻給神
[00:04:02.000 --> 00:04:04.000]  他要使獻上的
[00:04:04.000 --> 00:04:06.000]  外族人靠著
[00:04:06.000 --> 00:04:08.000]  聖靈成為聖潔
[00:04:08.000 --> 00:04:10.000]  得蒙如立
[00:04:10.000 --> 00:04:12.000]  一個祭裏面
[00:04:12.000 --> 00:04:14.000]  有一個獻上
[00:04:14.000 --> 00:04:16.000]  有一個祭物
[00:04:16.000 --> 00:04:18.000]  要聖潔的
[00:04:18.000 --> 00:04:20.000]  要神閲立的
[00:04:20.000 --> 00:04:22.000]  這件事其實很重要
[00:04:22.000 --> 00:04:24.000]  他用了這件事去
[00:04:24.000 --> 00:04:26.000]  形容他傳福音給外邦人
[00:04:26.000 --> 00:04:28.000]  他就是想說
[00:04:28.000 --> 00:04:30.000]  他獻上這班外邦人
[00:04:30.000 --> 00:04:32.000]  成為神可閲立的
[00:04:32.000 --> 00:04:34.000]  祭品
[00:04:34.000 --> 00:04:36.000]  這個祭品就是被
[00:04:36.000 --> 00:04:38.000]  聖靈潔淨的
[00:04:38.000 --> 00:04:40.000]  是Holy的
[00:04:40.000 --> 00:04:42.000]  是神的生命呈獻給神
[00:04:42.000 --> 00:04:44.000]  這個就是保羅
[00:04:44.000 --> 00:04:46.000]  向那班羅馬信徒
[00:04:46.000 --> 00:04:48.000]  今天我稱為所有的人
[00:04:48.000 --> 00:04:50.000]  去宣認自己
[00:04:50.000 --> 00:04:52.000]  從基督裏面
[00:04:52.000 --> 00:04:54.000]  所領受的
[00:04:54.000 --> 00:04:56.000]  他在外邦人的使命
[00:04:56.000 --> 00:04:58.000]  和他成為
[00:04:58.000 --> 00:05:00.000]  外邦使徒的身份
[00:05:00.000 --> 00:05:02.000]  這個也讓我們知道
[00:05:02.000 --> 00:05:04.000]  他是在實踐
