
[00:00:00.000 --> 00:00:04.800]  請姐妹平安 感恩我們又有機會一齊嚟到去研讀聖經
[00:00:04.800 --> 00:00:07.300]  原來平安都唔係必然㗎喎
[00:00:07.300 --> 00:00:09.800]  因為過去嘅禮拜二 禮拜三
[00:00:09.800 --> 00:00:13.300]  香港經歷咗一個怪獸級嘅風暴
[00:00:13.300 --> 00:00:16.000]  咁我想做一個簡單嘅調查
[00:00:16.000 --> 00:00:18.600]  我想問大家當星期一
[00:00:18.600 --> 00:00:23.200]  即係天文台話星期二中午就會掛八號
[00:00:23.200 --> 00:00:29.200]  跟住然後有一個比阿山竹就更加厲害嘅暴風嚟到嘅時候
[00:00:29.200 --> 00:00:32.800]  有冇弟兄姊妹你去過超市或者去過街市
[00:00:32.800 --> 00:00:34.200]  或者七仔都得嘅
[00:00:34.200 --> 00:00:38.200]  你去過買嘢去準備下自己嘅送菜食物呀
[00:00:38.200 --> 00:00:41.200]  有嘅可唔可以舉一舉手嚟睇下
[00:00:41.200 --> 00:00:43.200]  係喇 如果你冇舉手呢
[00:00:43.200 --> 00:00:45.200]  可能你不嬲屋企都儲咗好多糧
[00:00:45.200 --> 00:00:50.000]  又或者係你屋企個印傭或者菲傭姐姐
[00:00:50.000 --> 00:00:53.200]  或者係太太爹地媽咪幫你去準備咗啦
[00:00:53.200 --> 00:00:56.200]  原來呢喺風暴嘅當中呢就
[00:00:56.200 --> 00:00:59.200]  因為我哋聽到警告呀
[00:00:59.200 --> 00:01:01.200]  仲聽到呢比山竹更厲害
[00:01:01.200 --> 00:01:03.200]  一聽到比山竹更厲害呢
[00:01:03.200 --> 00:01:06.200]  我哋就即刻個腦就會諗山竹係幾厲害
[00:01:06.200 --> 00:01:10.200]  然後我哋就知道要有一個呢超前嘅準備
[00:01:10.200 --> 00:01:11.200]  係咪呀
[00:01:11.200 --> 00:01:15.200]  咁當我去即係回想啟示錄嘅時候
[00:01:15.200 --> 00:01:17.200]  今日呢去到十八章
[00:01:17.200 --> 00:01:20.200]  我覺得啟示錄有少少天文台嘅意味呀
[00:01:20.200 --> 00:01:24.200]  就係話畀我哋聽風暴嚟緊呀
[00:01:24.200 --> 00:01:26.200]  災難嚟緊呀
[00:01:26.200 --> 00:01:29.200]  咁但係我哋有冇超前嘅準備呢
[00:01:29.200 --> 00:01:32.200]  有冇超前嘅準備呢
[00:01:32.200 --> 00:01:34.200]  今日嚟到十八章
[00:01:34.200 --> 00:01:36.200]  九月份嘅月尾啦
[00:01:36.200 --> 00:01:40.200]  已經聽咗差唔多四分三嘅一年嘅啟示錄
[00:01:40.200 --> 00:01:46.200]  唔知大家聽咗咁多關於災難就嚟到嘅訊息
[00:01:46.200 --> 00:01:48.200]  你有啲乜嘢預備呢
[00:01:48.200 --> 00:01:50.200]  今日呢我畀個講題叫做
[00:01:50.200 --> 00:01:53.200]  好勝必亡人勝得勝
[00:01:53.200 --> 00:01:57.200]  咁呢好勝呢我上網去check啦
[00:01:57.200 --> 00:02:00.200]  雖然我相信大家都知道咩叫好勝㗎啦
[00:02:00.200 --> 00:02:01.200]  咁但係呢
[00:02:01.200 --> 00:02:06.200]  我都習染咗乜嘢都要上網睇下AI點講先
[00:02:06.200 --> 00:02:10.200]  咁呢好勝呢原來有一位德國嘅哲學家叔本華
[00:02:10.200 --> 00:02:11.200]  佢就話呢
[00:02:11.200 --> 00:02:15.200]  人類有三個愚蠢嘅特質
[00:02:15.200 --> 00:02:19.200]  就係好勝、虛榮同埋驕傲
[00:02:19.200 --> 00:02:24.200]  而三個嘅共通點就係為咗滿足自己嘅私慾
[00:02:24.200 --> 00:02:28.200]  好勝、虛榮同埋驕傲
[00:02:28.200 --> 00:02:33.200]  個特質本來就係為咗滿足個人嘅私慾
[00:02:33.200 --> 00:02:37.200]  咁而聖經好強調亦都話過畀我哋聽
[00:02:37.200 --> 00:02:38.200]  喺雅各書
[00:02:38.200 --> 00:02:41.200]  私慾既懷了胎就生出罪
[00:02:41.200 --> 00:02:45.200]  罪既長成就生出死來
[00:02:45.200 --> 00:02:48.200]  就生出死來
[00:02:48.200 --> 00:02:51.200]  原來當我哋好勝驕傲嘅時候
[00:02:51.200 --> 00:02:54.200]  唔單止係一個個性咁簡單
[00:02:54.200 --> 00:03:00.200]  仲係一個引致滅亡嘅一個嘅一個嘅罪魁
[00:03:00.200 --> 00:03:01.200]  或者我咁形容
[00:03:01.200 --> 00:03:04.200]  成本聖經都話畀我哋聽
[00:03:04.200 --> 00:03:06.200]  唔可以驕傲
[00:03:06.200 --> 00:03:08.200]  喺上帝嘅面前
[00:03:08.200 --> 00:03:09.200]  喺人嘅面前
[00:03:09.200 --> 00:03:10.200]  我哋都要謙卑
[00:03:10.200 --> 00:03:13.200]  而稍後一陣間同大家讀嘅經文
[00:03:13.200 --> 00:03:18.200]  正正就同呢啲好勝驕傲滿足私慾有關
[00:03:18.200 --> 00:03:22.200]  而另外我嘅標題係人勝得生
[00:03:22.200 --> 00:03:24.200]  乜嘢係人勝呢
[00:03:24.200 --> 00:03:27.200]  係面對挫折逆境同壓力嘅時候
[00:03:27.200 --> 00:03:30.200]  保持嗰份嘅堅忍
[00:03:30.200 --> 00:03:34.200]  能夠讓自己有恢復嘅能力
[00:03:34.200 --> 00:03:37.200]  咁當我哋啟示錄嘅時候
[00:03:37.200 --> 00:03:42.200]  我哋就要問啟示錄當中第一代嘅讀者
[00:03:42.200 --> 00:03:47.200]  佢究竟面對緊乜嘢嘅挫折逆境同埋壓力
[00:03:47.200 --> 00:03:50.200]  以至佢需要一份嘅人性
[00:03:50.200 --> 00:03:53.200]  去面對呢一啲嘅挫折同埋挑戰
[00:03:53.200 --> 00:03:58.200]  以至佢可以恢復返佢作為信徒嘅能力
[00:03:58.200 --> 00:04:03.200]  咁樣我哋一齊就進入經文嘅當中
[00:04:03.200 --> 00:04:05.200]  咁我會讀經文
[00:04:05.200 --> 00:04:08.200]  請弟兄姊妹你一路睇
[00:04:08.200 --> 00:04:13.200]  你嘅心一路跟住嗰啲經文去讀
[00:04:13.200 --> 00:04:19.200]  之後我看見一位掌大權的天使從天而降
[00:04:19.200 --> 00:04:21.200]  她的榮耀照亮了大地
[00:04:21.200 --> 00:04:24.200]  她用很強的聲音高喊
[00:04:24.200 --> 00:04:27.200]  大城巴比倫倒塌了
[00:04:27.200 --> 00:04:30.200]  成了鬼魔的住處
[00:04:30.200 --> 00:04:32.200]  一切污穢的巢穴
[00:04:32.200 --> 00:04:34.200]  一切污穢雀鳥的巢穴
[00:04:34.200 --> 00:04:37.200]  一切污穢可憎野獸的巢穴
[00:04:38.200 --> 00:04:42.200]  這是因為萬國都喝了她淫亂的酒
[00:04:42.200 --> 00:04:44.200]  招致神的列路
[00:04:44.200 --> 00:04:47.200]  地上眾王都曾跟她行淫
[00:04:47.200 --> 00:04:52.200]  地上的商人也因為她的窮奢極慾而發財
[00:04:52.200 --> 00:04:57.200]  我聽見另一個聲音從天上傳來說
[00:04:57.200 --> 00:05:01.200]  我的子民啊離開她出來吧
[00:05:01.200 --> 00:05:04.200]  免得你們成為她犯罪的同夥
[00:05:04.200 --> 00:05:07.200]  與她一起遭殃
[00:05:07.200 --> 00:05:11.200]  這是因為她罪惡滔天
[00:05:11.200 --> 00:05:13.200]  神記得她的不義
[00:05:13.200 --> 00:05:17.200]  她怎樣待人你們也要怎樣待她
[00:05:17.200 --> 00:05:20.200]  要按她的行為加倍報應她
[00:05:20.200 --> 00:05:24.200]  用她調的酒加倍調給她
[00:05:24.200 --> 00:05:28.200]  她有多炫耀自己
[00:05:28.200 --> 00:05:30.200]  有多窮奢極慾
[00:05:30.200 --> 00:05:33.200]  你們就要給她多大的痛
[00:05:33.200 --> 00:05:35.200]  痛苦哀傷
[00:05:35.200 --> 00:05:37.200]  因為她心裡說
[00:05:37.200 --> 00:05:40.200]  我坐在寶座上為女王
[00:05:40.200 --> 00:05:44.200]  不是寡婦絕不會經歷哀傷
[00:05:44.200 --> 00:05:49.200]  因此她的災禍在一天之內就要來到
[00:05:49.200 --> 00:05:53.200]  就是死亡哀傷和饑荒
[00:05:53.200 --> 00:05:55.200]  她還要被火燒掉
[00:05:55.200 --> 00:05:59.200]  因為審判她的主神是大有能力的
[00:06:00.200 --> 00:06:04.200]  大家看完這八節經文
[00:06:04.200 --> 00:06:07.200]  不知道有沒有初步印象
[00:06:07.200 --> 00:06:09.200]  她說了些什麼呢?
[00:06:09.200 --> 00:06:14.200]  一開始就說到有一位大力的天使
[00:06:14.200 --> 00:06:16.200]  很榮耀的天使從天而降
[00:06:16.200 --> 00:06:21.200]  然後就預告大城巴比倫一夜倒塌
[00:06:21.200 --> 00:06:26.200]  我們知道啟示錄是寫於第一世紀
[00:06:26.200 --> 00:06:30.200]  主後第一世紀
[00:06:30.200 --> 00:06:37.200]  但是大城巴比倫其實是距離啟示錄成書的時候
[00:06:37.200 --> 00:06:41.200]  五百多年前就已經倒塌了
[00:06:41.200 --> 00:06:43.200]  就已經滅亡了
[00:06:43.200 --> 00:06:45.200]  換句話說
[00:06:45.200 --> 00:06:47.200]  如果我今天告訴大家
[00:06:47.200 --> 00:06:50.200]  華加沙上星期來了
[00:06:50.200 --> 00:06:52.200]  大家要小心一點
[00:06:52.200 --> 00:06:55.200]  你覺得合不合理?
[00:06:55.200 --> 00:06:57.200]  他都來了
[00:06:57.200 --> 00:06:59.200]  華加沙甚至都走了
[00:06:59.200 --> 00:07:01.200]  你再警告我
[00:07:01.200 --> 00:07:03.200]  大家要準備了
[00:07:03.200 --> 00:07:07.200]  因為會有八號九號十號風球
[00:07:07.200 --> 00:07:09.200]  我想大家都會覺得不用了
[00:07:09.200 --> 00:07:11.200]  因為都過了
[00:07:11.200 --> 00:07:15.200]  甚至當日儲的糧都吃光了
[00:07:15.200 --> 00:07:20.200]  所以當日說到大城巴比倫這個預告
[00:07:20.200 --> 00:07:24.200]  並不是真的在說大城巴比倫
[00:07:24.200 --> 00:07:27.200]  而是用一個暗喻的方法
[00:07:27.200 --> 00:07:32.200]  說當時對信徒很多迫害
[00:07:32.200 --> 00:07:34.200]  對整個社會
[00:07:34.200 --> 00:07:38.200]  對基督教非常不友善的羅馬帝國
[00:07:38.200 --> 00:07:42.200]  這個羅馬帝國將會滅亡
[00:07:42.200 --> 00:07:46.200]  當時羅馬帝國正是非常興盛的時候
