
[00:00:00.000 --> 00:00:02.000]  (聖誕快樂)
[00:00:02.000 --> 00:00:05.840]  嘩,大家今天好像很開心
[00:00:05.840 --> 00:00:07.440]  好,聖誕快樂
[00:00:07.440 --> 00:00:09.040]  祝你的聖誕快樂
[00:00:09.040 --> 00:00:10.560]  相信也不會太遲
[00:00:10.560 --> 00:00:13.040]  感謝敬拜隊為我們唱…
[00:00:13.040 --> 00:00:17.200]  感謝敬拜隊為我們唱詩歌
[00:00:17.200 --> 00:00:19.200]  還有「聖誕快樂」的歌曲
[00:00:19.200 --> 00:00:21.240]  亦感謝MantaMorris
[00:00:21.240 --> 00:00:22.320]  她受傷了
[00:00:22.320 --> 00:00:25.080]  但仍然願意為我們做MC
[00:00:25.080 --> 00:00:27.080]  以及為我們代禱
[00:00:27.080 --> 00:00:30.840]  你用一個親切的眼神
[00:00:30.840 --> 00:00:33.480]  看看你周圍的人,好嗎
[00:00:33.480 --> 00:00:37.560]  聖誕節能夠回到教會也不是必然
[00:00:37.560 --> 00:00:39.760]  特別是給你溫暖的眼神
[00:00:39.760 --> 00:00:42.560]  關心你身邊的弟兄姊妹,好嗎
[00:00:42.560 --> 00:00:47.560]  很興奮,今天會有很多不同的節目
[00:00:47.560 --> 00:00:49.800]  不過…
[00:00:49.800 --> 00:00:52.680]  先問問大家
[00:00:52.680 --> 00:00:56.840]  這幾天在聖誕節期間
[00:00:56.840 --> 00:00:58.680]  有人怎樣慶祝嗎
[00:00:58.680 --> 00:01:00.400]  有慶祝的嗎
[00:01:00.400 --> 00:01:02.480]  你們有特別的慶祝方法嗎
[00:01:02.480 --> 00:01:04.960]  好,聽到了,溫書
[00:01:04.960 --> 00:01:08.040]  還有嗎?想跟大家分享嗎
[00:01:08.040 --> 00:01:09.880]  你們怎樣慶祝?後面呢
[00:01:09.880 --> 00:01:12.640]  玩遊戲機?
[00:01:12.640 --> 00:01:13.360]  (敲鑼打鼓)
[00:01:13.360 --> 00:01:15.600]  敲鑼打鼓,真有意義
[00:01:15.600 --> 00:01:18.400]  好,這邊,你們怎樣慶祝聖誕節
[00:01:18.400 --> 00:01:20.360]  做…
[00:01:20.360 --> 00:01:21.280]  (做曲奇餅)
[00:01:21.280 --> 00:01:24.000]  做曲奇餅、補習、溫書
[00:01:24.000 --> 00:01:26.480]  大家很厲害
[00:01:26.480 --> 00:01:29.800]  有很多不同的慶祝方法
[00:01:29.800 --> 00:01:31.440]  有交換禮物嗎
[00:01:31.440 --> 00:01:34.560]  我的組別明明有交換禮物
[00:01:34.560 --> 00:01:35.560]  可以舉手嗎
[00:01:35.560 --> 00:01:40.960]  好,我們大專的團體也有交換禮物
[00:01:40.960 --> 00:01:43.000]  亦歡迎新朋友
[00:01:43.000 --> 00:01:47.560]  我想問一個很簡單的問題
[00:01:47.560 --> 00:01:51.440]  其實…讓大家冷靜一下
[00:01:51.440 --> 00:01:55.080]  其實聖誕節的主角是誰
[00:01:55.080 --> 00:01:58.200]  是誰
[00:01:58.200 --> 00:02:00.280]  是耶穌吧
[00:02:00.280 --> 00:02:02.400]  對了,這是正式回答
[00:02:02.400 --> 00:02:04.720]  其實已經說完了,對吧
[00:02:04.720 --> 00:02:06.040]  當然不是
[00:02:06.040 --> 00:02:08.920]  但聖誕節的主角是主耶穌
[00:02:08.920 --> 00:02:11.560]  祂是神的兒子吧
[00:02:11.560 --> 00:02:15.040]  不過即使祂是神的兒子
[00:02:15.160 --> 00:02:20.160]  祂在地上也需要出生於母胎之中,對吧
[00:02:20.160 --> 00:02:22.840]  祂在地上來到這個世界上
[00:02:22.840 --> 00:02:24.240]  想當年,二千多年前
[00:02:24.240 --> 00:02:26.280]  祂也出生於母胎之中
[00:02:26.280 --> 00:02:27.920]  祂不是石頭爆出來的
[00:02:27.920 --> 00:02:30.760]  祂不是從天上掉下來的
[00:02:30.760 --> 00:02:33.960]  所以今天我很想跟大家看一看
[00:02:33.960 --> 00:02:35.320]  耶穌的故事
[00:02:35.320 --> 00:02:38.080]  看一看祂在地上的父母
[00:02:38.080 --> 00:02:42.640]  約瑟和瑪利亞的故事,好嗎
[00:02:42.640 --> 00:02:44.720]  適逢我們最近這個月
[00:02:44.720 --> 00:02:47.080]  我們又看些甚麼呢
[00:02:47.080 --> 00:02:48.480]  關係吧
[00:02:48.480 --> 00:02:50.440]  男女關係
[00:02:50.440 --> 00:02:52.760]  人與人之間的關係
[00:02:52.760 --> 00:02:54.720]  所以今天我們要專心
[00:02:54.720 --> 00:02:56.920]  因為我會很快就說完
[00:02:56.920 --> 00:02:59.360]  我們也會集中一點
[00:02:59.360 --> 00:03:02.040]  就是上帝的工作
[00:03:02.040 --> 00:03:06.160]  往往都要透過人的參與和配合
[00:03:06.160 --> 00:03:08.400]  或者這麼說
[00:03:08.400 --> 00:03:13.080]  上帝很樂意透過人去工作
[00:03:13.080 --> 00:03:14.840]  人是一個媒介
[00:03:14.840 --> 00:03:17.160]  可以能夠被上帝使用
[00:03:17.160 --> 00:03:19.440]  去做他的工作
[00:03:19.440 --> 00:03:20.040]  聽到吧
[00:03:20.040 --> 00:03:22.160]  今天就是說這件事
[00:03:22.160 --> 00:03:25.400]  好了,接下來我想大家去想像一下
[00:03:25.400 --> 00:03:27.600]  去用你的想像力
[00:03:27.600 --> 00:03:32.960]  你想像一下你是一個芳齡十五歲的女孩
[00:03:32.960 --> 00:03:33.920]  OK
[00:03:33.920 --> 00:03:34.640]  想像一下
[00:03:34.640 --> 00:03:36.960]  我知道你有些小一點,有些大一點
[00:03:36.960 --> 00:03:39.960]  你想像一下你是芳齡十五歲的女孩
[00:03:39.960 --> 00:03:41.400]  作為男孩來說
[00:03:41.400 --> 00:03:43.480]  這個想像有少許困難
[00:03:43.480 --> 00:03:44.560]  不過不要緊
[00:03:44.560 --> 00:03:46.160]  你先去想像
[00:03:46.160 --> 00:03:49.160]  你的名字叫瑪利亞
