
[00:00:00.000 --> 00:00:05.280]  很高興在大家當中分享今天這個重要的訊息
[00:00:05.280 --> 00:00:09.480]  這個訊息是很重要的
[00:00:09.480 --> 00:00:15.440]  十三章其實是出現兩個獸
[00:00:15.440 --> 00:00:18.140]  這兩個獸的出現
[00:00:18.140 --> 00:00:25.640]  正是影響末世的序幕快要來到
[00:00:25.640 --> 00:00:29.080]  他們出現的時間差不多了
[00:00:29.680 --> 00:00:32.420]  所以這個獸的出現
[00:00:32.420 --> 00:00:36.120]  和你和我是很有關係的
[00:00:36.120 --> 00:00:38.420]  不要以為我們上一主
[00:00:38.420 --> 00:00:40.260]  我們不會見的
[00:00:40.260 --> 00:00:41.960]  不會見這個獸的
[00:00:41.960 --> 00:00:42.960]  不一定
[00:00:42.960 --> 00:00:47.060]  神學裏面的災前被提災中被提
[00:00:47.060 --> 00:00:49.920]  是沒有一個絕對的定案
[00:00:49.920 --> 00:00:53.360]  為什麼會說獸呢
[00:00:53.360 --> 00:00:56.800]  第一個獸是從海中上來的
[00:00:57.280 --> 00:01:00.220]  第二個獸是從地上上來的
[00:01:00.220 --> 00:01:04.140]  你們貴會查考啟兆佬
[00:01:04.140 --> 00:01:07.040]  我預了大家讀過聖經才回來
[00:01:07.040 --> 00:01:09.780]  第一個獸為什麼叫獸呢
[00:01:09.780 --> 00:01:12.040]  其實他是人來的
[00:01:12.040 --> 00:01:14.700]  香港人很多時候罵人的
[00:01:14.700 --> 00:01:17.700]  說人是禽獸
[00:01:17.700 --> 00:01:19.700]  你真的是禽獸不如
[00:01:19.700 --> 00:01:24.540]  就是說他做的事情一定是傷天害理
[00:01:24.700 --> 00:01:28.440]  一定是完全沒有人格
[00:01:28.440 --> 00:01:30.600]  我們才會這樣說
[00:01:30.600 --> 00:01:36.100]  這個說獸不是普通人
[00:01:36.100 --> 00:01:38.740]  去咒罵他去罵他
[00:01:38.740 --> 00:01:42.380]  而是上帝藉著
[00:01:42.380 --> 00:01:47.140]  使徒約翰來形容這個獸
[00:01:47.140 --> 00:01:49.800]  這個獸我待會告訴你
[00:01:49.800 --> 00:01:51.180]  真的是一個人來的
[00:01:51.560 --> 00:01:56.540]  但很可惜他沒有了人的樣式
[00:01:56.540 --> 00:01:58.440]  起初神做我們的時候
[00:01:58.440 --> 00:02:00.140]  按照他的形象
[00:02:00.140 --> 00:02:02.640]  按照他的樣式來做我們
[00:02:02.640 --> 00:02:04.640]  神的樣式是什麼呢
[00:02:04.640 --> 00:02:07.920]  不是說他有眼有口鼻
[00:02:07.920 --> 00:02:11.440]  而是指到神的一切榮美的屬性
[00:02:11.440 --> 00:02:14.640]  聖潔公義慈愛一切的美善
[00:02:14.640 --> 00:02:19.040]  但發覺人現在都來到一個地步
[00:02:19.040 --> 00:02:21.100]  是人不像人
[00:02:21.340 --> 00:02:26.500]  不像上帝起初做我們的版本
[00:02:26.500 --> 00:02:29.000]  失落了上帝的榮耀
[00:02:29.000 --> 00:02:34.040]  所以上帝要來收拾這個世界
[00:02:34.040 --> 00:02:37.660]  人類來到迎合
[00:02:37.660 --> 00:02:43.240]  或者專門要來聽這些荒謬虛荒的言語
[00:02:43.240 --> 00:02:45.740]  要站起這個大罪人
[00:02:45.740 --> 00:02:49.640]  其實這個魔鬼藉著這個獸
[00:02:49.840 --> 00:02:53.360]  其實這個叫做迪基督
[00:02:53.360 --> 00:02:55.640]  是要來迷惑人
[00:02:55.640 --> 00:03:00.900]  引導人離棄上帝應該要表達的
[00:03:00.900 --> 00:03:04.200]  起初人應該有的樣式
[00:03:04.200 --> 00:03:07.700]  但很可惜人離棄了上帝
[00:03:07.700 --> 00:03:10.200]  獸是表示他沒有靈性
[00:03:10.200 --> 00:03:11.600]  是凶殘
[00:03:11.600 --> 00:03:14.100]  他又叫做Antichrist
[00:03:14.100 --> 00:03:17.360]  Antichrist就是迪基督
[00:03:17.360 --> 00:03:19.740]  迪基督就是迪黨基督
[00:03:19.740 --> 00:03:21.740]  他真的是迪黨基督
[00:03:21.740 --> 00:03:25.140]  當然Anti也有一個意思
[00:03:25.140 --> 00:03:27.140]  就是代替的意思
[00:03:27.140 --> 00:03:29.140]  是代替的
[00:03:29.140 --> 00:03:31.140]  也可能是一個組織
[00:03:31.140 --> 00:03:33.140]  是一個系統 是一個系列
[00:03:33.140 --> 00:03:36.940]  是一個意識形態
[00:03:36.940 --> 00:03:40.640]  但你知道這個意識形態
[00:03:40.640 --> 00:03:45.640]  其實都是撒旦在背後的運行
[00:03:45.640 --> 00:03:47.640]  一直在人類的歷史裏面
[00:03:47.640 --> 00:03:49.640]  做很多干擾的工作
[00:03:50.040 --> 00:03:53.540]  使人都要來搏弈上帝
[00:03:53.540 --> 00:03:54.540]  離棄上帝
[00:03:54.540 --> 00:03:56.540]  好像我們的祖祖亞當一樣
[00:03:56.540 --> 00:04:04.540]  所以歷代以來一直有迪基督的街模
[00:04:04.540 --> 00:04:06.540]  或者這個儀仗都在
[00:04:06.540 --> 00:04:10.540]  所以今天我們看到這個問題在哪裏呢
[00:04:10.540 --> 00:04:13.540]  其實在《約翰一書》裏面提過的
[00:04:13.540 --> 00:04:15.540]  約翰一書提到
[00:04:15.540 --> 00:04:17.540]  我們讀一讀
[00:04:17.540 --> 00:04:20.540]  第二章十八節
[00:04:20.540 --> 00:04:22.540]  這節太細了
[00:04:22.540 --> 00:04:25.540]  希望大家盡力去看
[00:04:25.540 --> 00:04:28.540]  小子們 如今是末時了
[00:04:28.540 --> 00:04:30.540]  你們曾聽見說
[00:04:30.540 --> 00:04:32.540]  迪基督的要來
[00:04:32.540 --> 00:04:35.540]  現在已經有好些迪基督的出來了
[00:04:35.540 --> 00:04:39.540]  從此我們就知道如今是末時了
[00:04:39.540 --> 00:04:41.540]  迪基督的出現
[00:04:41.540 --> 00:04:45.540]  即是說差不多時間到了
[00:04:45.540 --> 00:04:48.540]  約翰一書二章廿二節講甚麼呢
[00:04:48.540 --> 00:04:49.540]  一齊讀
[00:04:49.540 --> 00:04:54.540]  誰是說謊話的呢
[00:04:54.540 --> 00:04:59.540]  不是那不認耶穌為基督的嗎
[00:04:59.540 --> 00:05:01.540]  不認父與子的
[00:05:01.540 --> 00:05:04.540]  這就是迪基督了
[00:05:04.540 --> 00:05:08.540]  今天我要揭開迪基督的面紗
[00:05:08.540 --> 00:05:12.540]  我分三個方面去看
[00:05:12.540 --> 00:05:15.540]  第一 最主要是
[00:05:15.540 --> 00:05:20.540]  他的表達是666
[00:05:20.540 --> 00:05:23.540]  上帝的數目是七
[00:05:23.540 --> 00:05:26.540]  而撒旦的數目是六
[00:05:26.540 --> 00:05:29.540]  而迪基督是他的爪牙
[00:05:29.540 --> 00:05:33.540]  是他要將所有的能力
[00:05:33.540 --> 00:05:37.540]  所有的罪惡
[00:05:37.540 --> 00:05:41.540]  那種情況放在他身上
[00:05:41.540 --> 00:05:46.540]  我們先看他的面紗的六方面
[00:05:46.540 --> 00:05:48.540]  然後我們highlight
[00:05:48.540 --> 00:05:50.540]  最主要是看他的行徑
[00:05:50.540 --> 00:05:54.540]  行徑我們分析是有六方面
[00:05:54.540 --> 00:05:57.540]  迪基督最大的武器就是666
[00:05:57.540 --> 00:06:00.540]  用來控制全人類
[00:06:00.540 --> 00:06:02.540]  我們先看看第一串
[00:06:02.540 --> 00:06:04.540]  迪基督的出處是甚麼呢
[00:06:04.540 --> 00:06:08.540]  迪基督在第十三章一節裏面說
[00:06:08.540 --> 00:06:12.540]  見一個獸從海中上來
[00:06:12.540 --> 00:06:16.540]  這個從海中上來是甚麼意思呢
[00:06:16.540 --> 00:06:20.540]  其實這個海是指地中海
[00:06:20.540 --> 00:06:22.540]  如果說地呢
[00:06:22.540 --> 00:06:25.540]  就是指以色列地
[00:06:25.540 --> 00:06:28.540]  所以迪基督有解經家也說
[00:06:28.540 --> 00:06:30.540]  這個海地中海
[00:06:30.540 --> 00:06:34.540]  即是說不是以色列國
[00:06:34.540 --> 00:06:40.540]  可能是地中海一帶的國家而出來的
[00:06:40.540 --> 00:06:45.540]  但是這個地是指以色列的本地
[00:06:45.540 --> 00:06:48.540]  下一隻獸就是從地裏面出來的
[00:06:48.540 --> 00:06:51.540]  這隻獸是從海裏面出來
[00:06:51.540 --> 00:06:57.540]  即是說迪基督不是猶太人
