
[00:00:00.000 --> 00:00:05.000]  (音樂停止)
[00:00:05.000 --> 00:00:09.000]  今天我們要討論的是聖誕節
[00:00:09.000 --> 00:00:14.000]  你想起聖誕節就會想起什麼?
[00:00:14.000 --> 00:00:16.000]  你會想起什麼?
[00:00:16.000 --> 00:00:17.000]  不知道
[00:00:17.000 --> 00:00:18.000]  Batman
[00:00:18.000 --> 00:00:20.000]  我不知道你在看什麼
[00:00:20.000 --> 00:00:22.000]  Batman?
[00:00:22.000 --> 00:00:23.000]  哦,Batman
[00:00:23.000 --> 00:00:26.000]  這個胖的,胖的是什麼?
[00:00:26.000 --> 00:00:28.000]  聖誕老人
[00:00:28.000 --> 00:00:31.000]  聖誕老人,當我們想起聖誕老人
[00:00:31.000 --> 00:00:33.000]  我們會想起聖誕老人
[00:00:33.000 --> 00:00:35.000]  是一個給禮物的人
[00:00:35.000 --> 00:00:38.000]  他是給禮物的,他是很開心的
[00:00:38.000 --> 00:00:39.000]  Ho Ho Ho
[00:00:39.000 --> 00:00:43.000]  我們可以問他要什麼禮物
[00:00:43.000 --> 00:00:46.000]  他就會來給我們
[00:00:46.000 --> 00:00:49.000]  但是今天我們不會說聖誕老人
[00:00:49.000 --> 00:00:51.000]  我們會說第二個爸爸
[00:00:51.000 --> 00:00:53.000]  不同的一個爸爸
[00:00:53.000 --> 00:00:55.000]  這個爸爸是誰的爸爸呢?
[00:00:55.000 --> 00:00:57.000]  是耶穌的父親
[00:00:57.000 --> 00:00:59.000]  耶穌的父親的名字是什麼?
[00:00:59.000 --> 00:01:00.000]  他的名字是什麼?
[00:01:00.000 --> 00:01:01.000]  Joseph
[00:01:01.000 --> 00:01:03.000]  Joseph,你們這麼厲害
[00:01:03.000 --> 00:01:05.000]  你的導師很厲害
[00:01:05.000 --> 00:01:07.000]  Joseph
[00:01:07.000 --> 00:01:09.000]  我現在在第三個頁
[00:01:09.000 --> 00:01:12.000]  Joseph的父親
[00:01:12.000 --> 00:01:14.000]  這是他的圖片
[00:01:14.000 --> 00:01:15.000]  我們一起讀
[00:01:15.000 --> 00:01:16.000]  1 Matthew
[00:01:16.000 --> 00:01:18.000]  一起讀
[00:01:18.000 --> 00:01:20.000]  1,2,3
[00:01:20.000 --> 00:01:23.000]  這就是耶穌的誕生
[00:01:23.000 --> 00:01:25.000]  耶穌的誕生
[00:01:25.000 --> 00:01:27.000]  他的母親Mary
[00:01:27.000 --> 00:01:29.000]  被承諾要跟Joseph結婚
[00:01:29.000 --> 00:01:31.000]  但在他們在一起之前
[00:01:31.000 --> 00:01:34.000]  她被發現是懷孕了
[00:01:34.000 --> 00:01:36.000]  透過聖靈
[00:01:36.000 --> 00:01:38.000]  因為Joseph的丈夫
[00:01:38.000 --> 00:01:39.000]  是信奉法律的
[00:01:39.000 --> 00:01:42.000]  但卻不想向她公開
[00:01:42.000 --> 00:01:44.000]  公開的慘言
[00:01:44.000 --> 00:01:47.000]  他決心和她和解
[00:01:47.000 --> 00:01:48.000]  好
[00:01:48.000 --> 00:01:50.000]  有誰會結婚的?
[00:01:50.000 --> 00:01:51.000]  將來會結婚的?
[00:01:51.000 --> 00:01:52.000]  在這個故事中
[00:01:52.000 --> 00:01:54.000]  Joseph和誰?
[00:01:54.000 --> 00:01:55.000]  Mary
[00:01:55.000 --> 00:01:57.000]  但他們在結婚前
[00:01:57.000 --> 00:01:58.000]  發生了什麼事?
[00:01:58.000 --> 00:02:00.000]  女孩們,發生了什麼事?
[00:02:00.000 --> 00:02:01.000]  女孩們知道發生了什麼事嗎?
[00:02:01.000 --> 00:02:02.000]  是在IG嗎?
[00:02:02.000 --> 00:02:04.000]  一定是
[00:02:04.000 --> 00:02:06.000]  那時候是大新聞
[00:02:06.000 --> 00:02:08.000]  一定是在IG
[00:02:08.000 --> 00:02:10.000]  誰懷孕了?
[00:02:10.000 --> 00:02:11.000]  Mary
[00:02:11.000 --> 00:02:13.000]  搞錯了
[00:02:13.000 --> 00:02:14.000]  你試想像
[00:02:14.000 --> 00:02:17.000]  你將來會結婚
[00:02:17.000 --> 00:02:18.000]  和Mary
[00:02:18.000 --> 00:02:20.000]  但她在結婚前
[00:02:20.000 --> 00:02:22.000]  她懷孕了
[00:02:22.000 --> 00:02:23.000]  懷孕了
[00:02:23.000 --> 00:02:26.000]  你還沒有做任何事
[00:02:26.000 --> 00:02:28.000]  你還沒有做任何事
[00:02:28.000 --> 00:02:30.000]  請問你的健康老師
[00:02:30.000 --> 00:02:32.000]  如果你們不明白我所說的話
[00:02:32.000 --> 00:02:35.000]  所以這是Mary的情況
[00:02:35.000 --> 00:02:37.000]  她還沒結婚
[00:02:37.000 --> 00:02:39.000]  她已經懷孕了
[00:02:39.000 --> 00:02:41.000]  那你覺得會有什麼後果?
[00:02:41.000 --> 00:02:42.000]  人家會
[00:02:42.000 --> 00:02:43.000]  哇
[00:02:43.000 --> 00:02:44.000]  在IG
[00:02:44.000 --> 00:02:45.000]  女孩們在IG
[00:02:45.000 --> 00:02:46.000]  會說
[00:02:46.000 --> 00:02:47.000]  哇,搞錯了
[00:02:47.000 --> 00:02:49.000]  這個還沒結婚
[00:02:49.000 --> 00:02:50.000]  已經懷孕了
[00:02:50.000 --> 00:02:51.000]  發生什麼事?
[00:02:51.000 --> 00:02:52.000]  和誰?
[00:02:52.000 --> 00:02:54.000]  這些女孩會很新穎
[00:02:54.000 --> 00:02:58.000]  可能是A,或是B,或是C
[00:02:58.000 --> 00:03:00.000]  我們不知道
[00:03:00.000 --> 00:03:05.000]  所以這應該是不同的社會壓力
[00:03:05.000 --> 00:03:08.000]  來自於Mary的情況
[00:03:08.000 --> 00:03:10.000]  如果你是Joseph
[00:03:10.000 --> 00:03:11.000]  你會覺得怎樣?
[00:03:11.000 --> 00:03:13.000]  如果你是Joseph,你會覺得怎樣?
[00:03:13.000 --> 00:03:15.000]  你會覺得怎樣?
[00:03:15.000 --> 00:03:16.000]  你會覺得
[00:03:16.000 --> 00:03:17.000]  欺騙
[00:03:17.000 --> 00:03:18.000]  欺騙
[00:03:18.000 --> 00:03:19.000]  對,欺騙
[00:03:19.000 --> 00:03:21.000]  你會覺得
[00:03:21.000 --> 00:03:22.000]  憤怒
[00:03:22.000 --> 00:03:23.000]  很生氣
[00:03:23.000 --> 00:03:24.000]  背叛
[00:03:24.000 --> 00:03:25.000]  是不是?
[00:03:25.000 --> 00:03:26.000]  背叛
[00:03:26.000 --> 00:03:28.000]  但這就是我們所看到的
[00:03:28.000 --> 00:03:30.000]  Joseph的問題
[00:03:30.000 --> 00:03:32.000]  他和Mary還沒結婚
[00:03:32.000 --> 00:03:35.000]  他假設孩子是別人的
[00:03:35.000 --> 00:03:38.000]  如果你是Joseph,你會怎樣?
[00:03:38.000 --> 00:03:40.000]  如果你是Joseph,你會怎樣?
[00:03:40.000 --> 00:03:42.000]  分手
[00:03:42.000 --> 00:03:44.000]  誰會說分手?舉手
[00:03:44.000 --> 00:03:45.000]  分手
[00:03:45.000 --> 00:03:47.000]  Vincent叔叔會分手
[00:03:47.000 --> 00:03:48.000]  還有其他人?
[00:03:48.000 --> 00:03:51.000]  誰會繼續結婚?舉手
[00:03:51.000 --> 00:03:54.000]  Pierre會繼續結婚
[00:03:54.000 --> 00:03:56.000]  他愛婚姻
[00:03:56.000 --> 00:04:03.000]  Joseph說他可能會羞辱Mary
[00:04:03.000 --> 00:04:05.000]  我們看到下一頁
[00:04:05.000 --> 00:04:07.000]  他可能會羞辱Mary
[00:04:07.000 --> 00:04:09.000]  你還沒結婚,已經懷孕了
[00:04:09.000 --> 00:04:11.000]  他可能會羞辱她
[00:04:11.000 --> 00:04:13.000]  但他選擇不向她公開
[00:04:13.000 --> 00:04:15.000]  公開恥辱
[00:04:15.000 --> 00:04:17.000]  沒有上載到IG
[00:04:17.000 --> 00:04:19.000]  這個女生怎麼搞的?
[00:04:19.000 --> 00:04:21.000]  我還沒結婚,已經懷孕了
[00:04:21.000 --> 00:04:23.000]  但他的計劃是什麼?
[00:04:23.000 --> 00:04:25.000]  要和她分手
[00:04:25.000 --> 00:04:26.000]  是不是?
[00:04:26.000 --> 00:04:28.000]  靜靜的離開她
[00:04:28.000 --> 00:04:30.000]  不要造成大事
[00:04:30.000 --> 00:04:33.000]  不要造成很大的事
[00:04:33.000 --> 00:04:35.000]  離開她快點
[00:04:35.000 --> 00:04:36.000]  是不是?
[00:04:36.000 --> 00:04:39.000]  你覺得Joseph做了什麼?
[00:04:39.000 --> 00:04:41.000]  我們繼續讀
[00:04:41.000 --> 00:04:43.000]  讀在一起,下一頁
[00:04:43.000 --> 00:04:44.000]  1,2,3
[00:04:44.000 --> 00:05:10.000]  (英文)
[00:05:10.000 --> 00:05:12.000]  Joseph
[00:05:12.000 --> 00:05:14.000]  他在睡覺
[00:05:14.000 --> 00:05:16.000]  然後呢?
[00:05:16.000 --> 00:05:17.000]  他有個夢
[00:05:17.000 --> 00:05:19.000]  Joseph的夢,對嗎?
[00:05:19.000 --> 00:05:21.000]  在舊約會夢見
[00:05:21.000 --> 00:05:23.000]  在新約會夢見
[00:05:23.000 --> 00:05:25.000]  誰記得他昨天做了什麼夢?
[00:05:25.000 --> 00:05:27.000]  有人記得他做了什麼夢?
[00:05:27.000 --> 00:05:29.000]  有人夢見聖誕樹嗎?
[00:05:29.000 --> 00:05:31.000]  是不是很興奮
[00:05:31.000 --> 00:05:35.000]  所以夢見來探索聖誕服務
[00:05:35.000 --> 00:05:37.000]  沒有人?
[00:05:37.000 --> 00:05:39.000]  這是Joseph的夢
[00:05:39.000 --> 00:05:41.000]  誰出現了?
[00:05:41.000 --> 00:05:43.000]  誰出現了?
[00:05:43.000 --> 00:05:45.000]  在他的夢中
[00:05:45.000 --> 00:05:46.000]  天使
[00:05:46.000 --> 00:05:47.000]  知道他的名字是什麼嗎?
[00:05:47.000 --> 00:05:48.000]  Gabriel
[00:05:48.000 --> 00:05:50.000]  Gabriel知道他的名字
[00:05:50.000 --> 00:05:52.000]  Gabriel知道他的名字
[00:05:52.000 --> 00:05:54.000]  他就和Joseph說
[00:05:54.000 --> 00:05:57.000]  不要離開她
[00:05:57.000 --> 00:05:58.000]  不要分手
[00:05:58.000 --> 00:05:59.000]  不要分手
[00:05:59.000 --> 00:06:00.000]  為什麼?
[00:06:00.000 --> 00:06:03.000]  因為他的寶寶不是一個人
