
[00:00:00.000 --> 00:00:04.000]  「愛」是指「愛」的意思,是指愛神的愛。
[00:00:04.000 --> 00:00:10.000]  感謝神,感謝剛才領師Matthew帶來的詩歌
[00:00:10.000 --> 00:00:15.000]  還有喜樂詩班剛所唱的「臨前十三章愛」的詩章
[00:00:15.000 --> 00:00:18.000]  這也是基督徒的人生裡
[00:00:18.000 --> 00:00:21.000]  我們必須彰顯上帝的愛
[00:00:21.000 --> 00:00:24.000]  在我們人生不同的場景、階段
[00:00:24.000 --> 00:00:31.000]  讓我們都能夠散發神義子這種極愛世人的愛
[00:00:31.000 --> 00:00:34.000]  我們今天看馬可福音時會繼續看到
[00:00:34.000 --> 00:00:38.000]  我們這位人子耶穌瀑瀑風塵
[00:00:38.000 --> 00:00:43.000]  其實馬可福音的描述是四卷的方書裡
[00:00:43.000 --> 00:00:45.000]  你可以說是最精簡
[00:00:45.000 --> 00:00:48.000]  但也是不乏精彩的地方
[00:00:48.000 --> 00:00:53.000]  我們剛剛看完第一章的引言
[00:00:53.000 --> 00:00:56.000]  說到耶穌的受洗、受撕貪
[00:00:56.000 --> 00:00:59.000]  也說到他在加伯隆中
[00:00:59.000 --> 00:01:02.000]  如何來廣築污鬼和醫治彼得的惡魔
[00:01:02.000 --> 00:01:05.000]  後來耶穌又到抗野裡來祈禱
[00:01:05.000 --> 00:01:07.000]  潔淨長大麻風
[00:01:07.000 --> 00:01:10.000]  接著到第二章的時候
[00:01:10.000 --> 00:01:12.000]  你會發現每一個場景的轉變
[00:01:12.000 --> 00:01:15.000]  其實都是一連串
[00:01:15.000 --> 00:01:19.000]  但並非沒有關係的事件
[00:01:19.000 --> 00:01:23.000]  我們今天說的安息日這個爭議
[00:01:23.000 --> 00:01:29.000]  其實跟上一課李文耀博士跟我們說第二章的時候
[00:01:29.000 --> 00:01:31.000]  是十分有關係的
[00:01:31.000 --> 00:01:33.000]  為什麼我這樣說呢
[00:01:33.000 --> 00:01:38.000]  我們上一次看他說到醫治這個癱子這件事
[00:01:38.000 --> 00:01:41.000]  其實都是要凸顯耶穌
[00:01:41.000 --> 00:01:46.000]  那個不只是能夠醫病行神蹟這種能力
[00:01:46.000 --> 00:01:51.000]  是要說到主耶穌就是那個有赦罪的權兵
[00:01:51.000 --> 00:01:53.000]  這個人子
[00:01:53.000 --> 00:01:58.000]  就是說耶穌跟上帝的身份地位是等同的
[00:01:58.000 --> 00:02:02.000]  而第二件事是耶穌跟那個稅吏罪人
[00:02:02.000 --> 00:02:05.000]  在呼召馬太這個稅吏的過程裡面
[00:02:05.000 --> 00:02:08.000]  那些法利塞人又引起一種爭議
[00:02:08.000 --> 00:02:12.000]  為什麼你跟那些不潔的人來一起呢
[00:02:12.000 --> 00:02:15.000]  這種是那種所謂舊約的傳統
[00:02:15.000 --> 00:02:19.000]  他們看神的律法的過程裡面
[00:02:19.000 --> 00:02:23.000]  他很容易就將人離子分門別類
[00:02:23.000 --> 00:02:27.000]  但耶穌既是一個以神的慈悲
[00:02:27.000 --> 00:02:29.000]  憐憫為念
[00:02:29.000 --> 00:02:31.000]  他來到這個苦罪的世界的時候
[00:02:31.000 --> 00:02:33.000]  到承育生的生命我們看見
[00:02:33.000 --> 00:02:35.000]  耶穌是非常關心
[00:02:35.000 --> 00:02:37.000]  每一個有需要的人
[00:02:37.000 --> 00:02:40.000]  耶穌都是能夠洞悉他們的需要
[00:02:40.000 --> 00:02:42.000]  而在整個過程裡面
[00:02:42.000 --> 00:02:47.000]  我們看見神的兒子那份的愛連殉
[00:02:47.000 --> 00:02:52.000]  而中間夾著的餡其實是很重要的
[00:02:52.000 --> 00:02:56.000]  就是耶穌借由這個禁食傳統的比喻
[00:02:56.000 --> 00:02:59.000]  是說他已經來到這個世界
[00:02:59.000 --> 00:03:00.000]  他跟門徒同在
[00:03:00.000 --> 00:03:03.000]  所以那些人批評他的門徒
[00:03:03.000 --> 00:03:04.000]  為什麼沒有來禁食呢
[00:03:04.000 --> 00:03:06.000]  他說新郎哥都在這裡
[00:03:06.000 --> 00:03:09.000]  是一個歡欣的節慶
[00:03:09.000 --> 00:03:12.000]  你們不會去婚宴的時候就去禁食
[00:03:12.000 --> 00:03:16.000]  在婚宴的時候你應該一起去享用去頌讚
[00:03:16.000 --> 00:03:19.000]  耶穌為什麼要用這個比喻
[00:03:19.000 --> 00:03:21.000]  就是新舊難合
[00:03:21.000 --> 00:03:23.000]  這個新皮袋舊皮袋
[00:03:23.000 --> 00:03:26.000]  只有新的皮袋才能夠乘罪新走
[00:03:26.000 --> 00:03:28.000]  耶穌是要讓我們看見
[00:03:28.000 --> 00:03:30.000]  我們這個新人類
[00:03:30.000 --> 00:03:33.000]  每一個蒙他補血潔淨的人
[00:03:33.000 --> 00:03:35.000]  我們得蒙救贖之後
[00:03:35.000 --> 00:03:37.000]  我們必須有新的眼光
[00:03:37.000 --> 00:03:40.000]  新的這種生活
[00:03:40.000 --> 00:03:43.000]  我們去承接上帝給我們的託付
[00:03:43.000 --> 00:03:47.000]  我今天說的就是B派和A派
[00:03:47.000 --> 00:03:49.000]  是在說安息日的爭議
[00:03:49.000 --> 00:03:53.000]  門徒在安息日拾取墨穗子
[00:03:53.000 --> 00:03:55.000]  究竟是不是犯了規呢
[00:03:55.000 --> 00:03:58.000]  耶穌在安息日來醫病
[00:03:58.000 --> 00:04:02.000]  是不是也犯了舊約很著重的
[00:04:02.000 --> 00:04:04.000]  要守安息日
[00:04:04.000 --> 00:04:06.000]  十誡這裡頭第四條
[00:04:06.000 --> 00:04:08.000]  弟兄姊妹Are you ready?
[00:04:08.000 --> 00:04:12.000]  我們一起來正視這個問題
[00:04:12.000 --> 00:04:16.000]  究竟耶穌和他的門徒是不是犯了規呢
[00:04:16.000 --> 00:04:18.000]  我試一下來到這裡
[00:04:18.000 --> 00:04:21.000]  為什麼大家要放在一起來看呢
[00:04:21.000 --> 00:04:24.000]  因為第二章由第一節到三章六節
[00:04:24.000 --> 00:04:28.000]  這五件事件是彼此有關連的
[00:04:28.000 --> 00:04:31.000]  而五件事要凸顯中間的餡
[00:04:31.000 --> 00:04:33.000]  好像一個三文治
[00:04:33.000 --> 00:04:35.000]  文法上的一個結構
[00:04:35.000 --> 00:04:37.000]  一個線形的結構
[00:04:37.000 --> 00:04:40.000]  讓我們看見耶穌要透過這五件事
[00:04:40.000 --> 00:04:42.000]  馬可跟我們說
[00:04:42.000 --> 00:04:44.000]  我們生命必須更新
[00:04:44.000 --> 00:04:48.000]  我們必須要基督徒的人生
[00:04:48.000 --> 00:04:53.000]  我們是以一個新的皮袋去盛載新酒
[00:04:53.000 --> 00:04:56.000]  我們才能夠有這種可能性
[00:04:56.000 --> 00:04:58.000]  我們在任何一個時代
[00:04:58.000 --> 00:04:59.000]  我們帶著耶穌基督
[00:04:59.000 --> 00:05:01.000]  撲服給教會在地上
[00:05:01.000 --> 00:05:03.000]  要履行大使命的時候
[00:05:03.000 --> 00:05:05.000]  我們有新的眼光
[00:05:05.000 --> 00:05:08.000]  我們是有耶穌基督這種心腸肺腑
[00:05:08.000 --> 00:05:10.000]  我們才能夠完成
[00:05:10.000 --> 00:05:13.000]  神託付給地上教會的大使命
[00:05:13.000 --> 00:05:14.000]  這個十分重要
[00:05:14.000 --> 00:05:15.000]  簡單一點
[00:05:15.000 --> 00:05:17.000]  用英文來看
[00:05:17.000 --> 00:05:19.000]  你們也可以看到對比
[00:05:19.000 --> 00:05:22.000]  就是Healing, Eating, Fasting
[00:05:22.000 --> 00:05:25.000]  和Suburb Eating and Suburb Healing
[00:05:25.000 --> 00:05:28.000]  這個對比關鍵的地方
[00:05:28.000 --> 00:05:30.000]  我們今天要說的是安息日
[00:05:30.000 --> 00:05:35.000]  究竟安息日能不能吃東西不是問題
[00:05:35.000 --> 00:05:39.000]  而是耶穌在安息日能不能做事
[00:05:39.000 --> 00:05:43.000]  所以牽連耶穌能否在安息日治病
[00:05:43.000 --> 00:05:45.000]  所以弟兄姊妹
[00:05:45.000 --> 00:05:46.000]  Are you ready?
[00:05:46.000 --> 00:05:48.000]  我們一起祈禱
[00:05:48.000 --> 00:05:52.000]  天父我們要來看你自己的話語聖言的時候
[00:05:52.000 --> 00:05:55.000]  求真理的聖靈張開我們的眼
[00:05:55.000 --> 00:05:56.000]  打開我們的心
[00:05:56.000 --> 00:05:59.000]  給我們一個謙卑受教的靈
[00:05:59.000 --> 00:06:01.000]  我們領受主導之後
[00:06:01.000 --> 00:06:03.000]  讓我們不只是聽道
[00:06:03.000 --> 00:06:07.000]  主要是讓我們深深明白你的心意
[00:06:07.000 --> 00:06:09.000]  我們能夠掌握到耶穌基督
[00:06:09.000 --> 00:06:12.000]  你這份豐盛而有意義的生命
[00:06:12.000 --> 00:06:14.000]  你來到人間
[00:06:14.000 --> 00:06:17.000]  你怎樣來接觸每一個有需要的人的時候
[00:06:17.000 --> 00:06:20.000]  讓我們能夠突破我們過去
[00:06:20.000 --> 00:06:24.000]  或者可能在我們的成長傳統裡面
[00:06:24.000 --> 00:06:27.000]  我們有很多不同的包袱
[00:06:27.000 --> 00:06:29.000]  主要是讓我們能夠學習放下
[00:06:29.000 --> 00:06:31.000]  我們專注為大
[00:06:31.000 --> 00:06:33.000]  我們是以你自己的權柄
[00:06:33.000 --> 00:06:37.000]  為我們一生要依靠的根據
[00:06:37.000 --> 00:06:40.000]  我們祈求主在整個過程裡面
[00:06:40.000 --> 00:06:42.000]  你引導說的聽的都同感一靈
[00:06:42.000 --> 00:06:44.000]  同被造就
[00:06:44.000 --> 00:06:45.000]  我們同心合意祈禱
[00:06:45.000 --> 00:06:47.000]  奉主名求
[00:06:47.000 --> 00:06:48.000]  阿們
[00:06:48.000 --> 00:06:50.000]  耶穌是安息日的主
[00:06:50.000 --> 00:06:55.000]  我們會先看安息日的墨碎紙
[00:06:55.000 --> 00:06:59.000]  這件事要面對法理賽人的指責
[00:06:59.000 --> 00:07:02.000]  耶穌怎樣回應和宣告
[00:07:02.000 --> 00:07:04.000]  而安息日致病這件事的背景
[00:07:04.000 --> 00:07:09.000]  衝突的過程和最後的結果
[00:07:09.000 --> 00:07:12.000]  讓我們先看第一件很關鍵的事
[00:07:12.000 --> 00:07:15.000]  在23和24節
[00:07:15.000 --> 00:07:16.000]  我們一起讀
[00:07:16.000 --> 00:07:18.000]  有一個安息日
[00:07:18.000 --> 00:07:21.000]  耶穌從墨田經過
[00:07:21.000 --> 00:07:23.000]  他的門徒走路的時候
[00:07:23.000 --> 00:07:25.000]  摘起墨碎來
[00:07:25.000 --> 00:07:28.000]  法理賽人對耶穌說
[00:07:28.000 --> 00:07:33.000]  看那你他們為什麼做安息日不合法的事呢
[00:07:33.000 --> 00:07:38.000]  這件事對於法理賽人來說
[00:07:38.000 --> 00:07:42.000]  他覺得耶穌的門徒是違規的
[00:07:42.000 --> 00:07:45.000]  違規不是吃東西的問題
[00:07:45.000 --> 00:07:48.000]  違規是你正在做事
[00:07:48.000 --> 00:07:49.000]  為什麼這樣說呢
[00:07:49.000 --> 00:07:51.000]  有什麼大事呢
[00:07:51.000 --> 00:07:53.000]  走過一個墨田
[00:07:53.000 --> 00:07:56.000]  因為馬太呼音說
[00:07:56.000 --> 00:07:58.000]  這班門徒是飢餓
[00:07:58.000 --> 00:08:00.000]  當時是有一個需要
[00:08:00.000 --> 00:08:02.000]  所以他們看到這些墨田
[00:08:02.000 --> 00:08:05.000]  就摘了來吃
[00:08:05.000 --> 00:08:10.000]  路加福音第六章裡說的更加詳細
