
[00:00:00.000 --> 00:00:03.400]  今天就講到底什麼是成功
[00:00:03.400 --> 00:00:06.560]  在你心目中你覺得什麼是成功
[00:00:06.560 --> 00:00:07.800]  我覺得這塊板
[00:00:07.800 --> 00:00:09.400]  不知為何我一定要這樣
[00:00:09.400 --> 00:00:11.000]  移出來才能看到你們
[00:00:11.000 --> 00:00:12.800]  因為好像自己看著自己
[00:00:12.800 --> 00:00:14.000]  因為反光
[00:00:14.000 --> 00:00:16.000]  什麼是成功
[00:00:16.000 --> 00:00:18.000]  有很多錢
[00:00:18.000 --> 00:00:22.000]  剛才是不是有人說漂亮
[00:00:22.000 --> 00:00:24.000]  還是贏
[00:00:24.000 --> 00:00:25.400]  是不是
[00:00:25.400 --> 00:00:27.000]  我現在就說
[00:00:27.000 --> 00:00:30.000]  在世人眼中
[00:00:30.000 --> 00:00:33.000]  一般的成功是什麼
[00:00:33.000 --> 00:00:36.000]  一般人眼中的成功
[00:00:36.000 --> 00:00:38.000]  都是覺得
[00:00:38.000 --> 00:00:43.000]  是不是擁有很多東西就是成功
[00:00:43.000 --> 00:00:47.000]  是不是擁有很多物質就是成功
[00:00:47.000 --> 00:00:50.000]  住一間大屋就是成功
[00:00:50.000 --> 00:00:52.000]  這間大屋知不知道是誰
[00:00:52.000 --> 00:00:58.000]  李嘉誠的
[00:00:58.000 --> 00:01:01.000]  我專門找李嘉誠的屋
[00:01:01.000 --> 00:01:04.000]  但又不是十分之好看
[00:01:04.000 --> 00:01:08.000]  是不是擁有漂亮的車也是
[00:01:08.000 --> 00:01:10.000]  我專門截這隻錶
[00:01:10.000 --> 00:01:14.000]  這隻錶是全世界最貴的錶
[00:01:14.000 --> 00:01:18.000]  截了自己是5800萬港幣的錶
[00:01:18.000 --> 00:01:20.000]  我又不知為什麼這麼貴
[00:01:20.000 --> 00:01:22.000]  是不是擁有這些東西
[00:01:22.000 --> 00:01:25.000]  就是代表我們成功
[00:01:25.000 --> 00:01:28.000]  我想錶一隻也要八多塊
[00:01:28.000 --> 00:01:31.000]  也是用來看時間
[00:01:31.000 --> 00:01:33.000]  第二
[00:01:33.000 --> 00:01:39.000]  到底有沒有聽過這句話
[00:01:39.000 --> 00:01:46.000]  成功是值得用一切代價去付上的
[00:01:46.000 --> 00:01:51.000]  有沒有想過當你要成功的時候
[00:01:51.000 --> 00:01:54.000]  就會用盡你的方法
[00:01:54.000 --> 00:01:57.000]  不擇手段去達成功
[00:01:57.000 --> 00:02:00.000]  我想可能在你這個年紀不會
[00:02:00.000 --> 00:02:02.000]  但我不知道在我讀書的時候
[00:02:02.000 --> 00:02:04.000]  我一看到這句話
[00:02:04.000 --> 00:02:07.000]  我就突然想起我讀書的年代
[00:02:07.000 --> 00:02:10.000]  我的同學每一次考試的時候
[00:02:10.000 --> 00:02:12.000]  我見現在其實也會有
[00:02:12.000 --> 00:02:14.000]  你也會問一些叻的
[00:02:14.000 --> 00:02:16.000]  你昨晚讀書的時候
[00:02:16.000 --> 00:02:18.000]  我沒有讀書的,我不用讀的
[00:02:18.000 --> 00:02:21.000]  我不知道是不是這個光景
[00:02:21.000 --> 00:02:23.000]  我讀書的年代
[00:02:23.000 --> 00:02:26.000]  讀書叻永遠都說自己沒有讀書
[00:02:26.000 --> 00:02:28.000]  好像方死
[00:02:28.000 --> 00:02:33.000]  他把一些東西給你
[00:02:33.000 --> 00:02:37.000]  這個是不是要不擇手段
[00:02:37.000 --> 00:02:39.000]  去達到自己的目的
[00:02:39.000 --> 00:02:41.000]  就是成功呢
[00:02:41.000 --> 00:02:49.000]  第三,是不是很勤力
[00:02:49.000 --> 00:02:53.000]  我們就可以得到成功呢
[00:02:53.000 --> 00:02:57.000]  在世界上有一種動物
[00:02:57.000 --> 00:02:59.000]  我們都知道牠很勤力
[00:02:59.000 --> 00:03:03.000]  有什麼動物是覺得很勤力的
[00:03:03.000 --> 00:03:09.000]  馬,牛,這些都很勤力的
[00:03:09.000 --> 00:03:12.000]  有人說做牛做馬
[00:03:12.000 --> 00:03:15.000]  最後是不是一定會成功呢
[00:03:15.000 --> 00:03:17.000]  這些都是一些
[00:03:17.000 --> 00:03:21.000]  在我們裡面有很多的錯誤
[00:03:21.000 --> 00:03:23.000]  最後一樣
[00:03:23.000 --> 00:03:25.000]  在這裡說到的時候
[00:03:25.000 --> 00:03:28.000]  物質上,當我們好像
[00:03:28.000 --> 00:03:31.000]  真的擁有了剛才那些東西的時候
[00:03:31.000 --> 00:03:34.000]  這個是不是上帝給我們的祝福呢
[00:03:34.000 --> 00:03:38.000]  又或者上帝一樣都沒有給我們
[00:03:38.000 --> 00:03:41.000]  我們是不是就得不到上帝的祝福呢
[00:03:41.000 --> 00:03:47.000]  這些都是世人對成功的一些理解
[00:03:47.000 --> 00:03:49.000]  或者一些說法
[00:03:49.000 --> 00:03:50.000]  但是作為一個基督徒
[00:03:50.000 --> 00:03:53.000]  在聖經裡面到底是怎樣教我們
[00:03:53.000 --> 00:03:57.000]  走出這個成功的迷陣呢
[00:03:57.000 --> 00:04:01.000]  聖經裡面所說的一些經文
[00:04:01.000 --> 00:04:04.000]  很切實地告訴我們
[00:04:04.000 --> 00:04:08.000]  成功到底是一些什麼呢
[00:04:08.000 --> 00:04:12.000]  它說到在《高林多後書》四章十八節那裡說
[00:04:12.000 --> 00:04:14.000]  我們一起讀吧
[00:04:14.000 --> 00:04:17.000]  所見的是暫時的
[00:04:17.000 --> 00:04:20.000]  所不見的是永遠的
[00:04:20.000 --> 00:04:23.000]  當我們真的見到眼前
[00:04:23.000 --> 00:04:26.000]  給我們有很多物質的東西
[00:04:26.000 --> 00:04:29.000]  又擁有了很多東西的時候
[00:04:29.000 --> 00:04:32.000]  那些都只不過是我們
[00:04:32.000 --> 00:04:37.000]  在人世間短暫擁有的東西
[00:04:37.000 --> 00:04:40.000]  反而我們看不見的東西
[00:04:40.000 --> 00:04:44.000]  才是永遠、永恆的東西
[00:04:44.000 --> 00:04:46.000]  到底作為一個基督徒
[00:04:46.000 --> 00:04:49.000]  什麼才是永恆呢
[00:04:49.000 --> 00:04:53.000]  有沒有想過這個問題呢
[00:04:53.000 --> 00:04:58.000]  永恆可以是一直一直一直延續下去
[00:04:58.000 --> 00:05:00.000]  這個就是作為一個基督徒
[00:05:00.000 --> 00:05:03.000]  在人生裡面的終極盼望
[00:05:03.000 --> 00:05:06.000]  也是我們信仰的確據
[00:05:06.000 --> 00:05:08.000]  我們很深信
[00:05:08.000 --> 00:05:12.000]  我們人生離開這個世界的時候
[00:05:12.000 --> 00:05:15.000]  那一個永恆
[00:05:15.000 --> 00:05:18.000]  這個就是我們作為基督徒的盼望
[00:05:18.000 --> 00:05:22.000]  也是走向最後的成功
[00:05:22.000 --> 00:05:26.000]  第二段的經文是說到
[00:05:26.000 --> 00:05:30.000]  祝福今世富足的人
[00:05:30.000 --> 00:05:35.000]  不要自高,也不要倚靠無定的錢財
[00:05:35.000 --> 00:05:41.000]  只要倚靠那厚似百物給我們享樂的神
[00:05:41.000 --> 00:05:43.000]  神告訴我們
[00:05:43.000 --> 00:05:49.000]  當我們真的擁有了今世的財富的時候
[00:05:49.000 --> 00:05:53.000]  但我們也不要自高
[00:05:53.000 --> 00:05:58.000]  也不要倚靠這些金錢或財物
[00:05:58.000 --> 00:06:02.000]  因為它可能一瞬間就沒有了
[00:06:02.000 --> 00:06:08.000]  反而是倚靠這個厚似百物給我們的神
[00:06:08.000 --> 00:06:11.000]  叫我們好好享受
[00:06:11.000 --> 00:06:13.000]  你可能會問
[00:06:13.000 --> 00:06:16.000]  如果沒有了錢,什麼都沒有
[00:06:16.000 --> 00:06:19.000]  那我還可以享受什麼呢
[00:06:19.000 --> 00:06:24.000]  其實當我們每一天睡醒
[00:06:24.000 --> 00:06:26.000]  睜開眼睛
[00:06:26.000 --> 00:06:28.000]  從那一刻開始
[00:06:28.000 --> 00:06:31.000]  就應該學會感恩
[00:06:31.000 --> 00:06:36.000]  因為生命不是每一天都可以掌控的
[00:06:36.000 --> 00:06:40.000]  我有一個同學
[00:06:40.000 --> 00:06:43.000]  他是一個運動健將
[00:06:43.000 --> 00:06:46.000]  他做很多運動
[00:06:46.000 --> 00:06:51.000]  曾經拿過一些長跑冠軍
[00:06:51.000 --> 00:06:56.000]  但在他28歲剛出來工作的第三年
[00:06:56.000 --> 00:07:00.000]  有一天,他在星期日行山的時候
[00:07:00.000 --> 00:07:02.000]  回到公司
[00:07:02.000 --> 00:07:05.000]  那一天下午他覺得很累
[00:07:05.000 --> 00:07:09.000]  於是他只買了一個三文治回來吃
[00:07:09.000 --> 00:07:14.000]  然後他就伏在工作桌上
[00:07:14.000 --> 00:07:16.000]  打算睡一會兒
[00:07:16.000 --> 00:07:20.000]  但這一份,他從此就沒有犧牲
[00:07:20.000 --> 00:07:25.000]  因為當時我28歲
[00:07:25.000 --> 00:07:29.000]  大家都會覺得很奇怪
[00:07:29.000 --> 00:07:31.000]  一個很健康的人
[00:07:31.000 --> 00:07:34.000]  他做運動做很多
[00:07:34.000 --> 00:07:37.000]  到底最後為什麼會這樣呢
[00:07:37.000 --> 00:07:40.000]  他家人也覺得為什麼會這樣呢
[00:07:40.000 --> 00:07:46.000]  最後他自己不知道自己有隱性心臟病
[00:07:46.000 --> 00:07:50.000]  可能是在他睡覺的過程中
[00:07:50.000 --> 00:07:53.000]  伏在那裡的時候心臟病發
[00:07:53.000 --> 00:07:55.000]  所以我們的生命
[00:07:55.000 --> 00:07:59.000]  沒有一個人可以告訴我們自己
[00:07:59.000 --> 00:08:03.000]  我們自己也不可以告訴自己
[00:08:03.000 --> 00:08:05.000]  我有多少歲
[00:08:05.000 --> 00:08:07.000]  又或者
[00:08:07.000 --> 00:08:09.000]  有時候我會想
[00:08:09.000 --> 00:08:14.000]  我不知道你會不會跟朋友或人約定
[00:08:14.000 --> 00:08:20.000]  我們十年後就在哪裡見面
[00:08:20.000 --> 00:08:23.000]  但我們是否肯定十年後
[00:08:23.000 --> 00:08:26.000]  我們真的可以見到呢
[00:08:26.000 --> 00:08:30.000]  這也是值得我們思考的問題
[00:08:30.000 --> 00:08:32.000]  神創造給我們
[00:08:32.000 --> 00:08:34.000]  不單止在物質上
[00:08:34.000 --> 00:08:39.000]  其實在我們身邊周圍的大自然
[00:08:39.000 --> 00:08:41.000]  也是神創造給我們
[00:08:41.000 --> 00:08:44.000]  讓我們可以好好地享受
[00:08:44.000 --> 00:08:47.000]  接下來,另一段經文
[00:08:47.000 --> 00:08:50.000]  就是大家很熟悉的一段經文
[00:08:50.000 --> 00:08:53.000]  他說:你要專心養育耶和華
[00:08:53.000 --> 00:08:55.000]  不可以靠自己的聰明
[00:08:55.000 --> 00:08:58.000]  在你一切所行的事上認定他
[00:08:58.000 --> 00:09:01.000]  他必指引你的路
[00:09:01.000 --> 00:09:04.000]  當我們專心養育耶和華
[00:09:04.000 --> 00:09:06.000]  他在我們每一個人的生命裡
[00:09:06.000 --> 00:09:08.000]  都有一個故事
[00:09:08.000 --> 00:09:14.000]  當我們沿著這個故事走下去的時候
[00:09:14.000 --> 00:09:17.000]  其實英文我覺得是很好的
[00:09:17.000 --> 00:09:18.000]  他說指引
[00:09:18.000 --> 00:09:20.000]  中文就是指引我們的路
[00:09:20.000 --> 00:09:23.000]  但英文是告訴我們
[00:09:23.000 --> 00:09:27.000]  我們的路是直的
[00:09:27.000 --> 00:09:31.000]  是不會彎彎曲曲地這麼辛苦
[00:09:31.000 --> 00:09:33.000]  兜兜轉轉
[00:09:33.000 --> 00:09:35.000]  神其實給我們自由意志
[00:09:35.000 --> 00:09:38.000]  你可以選擇一條彎彎曲曲的路
[00:09:38.000 --> 00:09:41.000]  但如果你跟著他走
[00:09:41.000 --> 00:09:44.000]  那條路不單止是闊
[00:09:44.000 --> 00:09:48.000]  而且更加是走得沒那麼辛苦
[00:09:48.000 --> 00:09:50.000]  神是很特別的
[00:09:50.000 --> 00:09:51.000]  告訴我們
[00:09:51.000 --> 00:09:56.000]  我們的成功不一定是我們自己所想的
[00:09:56.000 --> 00:09:59.000]  我是一個很好的例子
[00:09:59.000 --> 00:10:03.000]  我在教書的開始
[00:10:03.000 --> 00:10:05.000]  我認定我的成功
[00:10:05.000 --> 00:10:08.000]  必定是做一個校長
[00:10:08.000 --> 00:10:10.000]  但今天我做不到
[00:10:10.000 --> 00:10:13.000]  那是不是我不成功呢?
[00:10:13.000 --> 00:10:15.000]  我覺得不是
[00:10:15.000 --> 00:10:18.000]  我發現我今天的成功
[00:10:18.000 --> 00:10:19.000]  我的開心
[00:10:19.000 --> 00:10:20.000]  或者神的喜悅
[00:10:20.000 --> 00:10:24.000]  是我能夠跟你們在座的
[00:10:24.000 --> 00:10:27.000]  其中一位說話
[00:10:27.000 --> 00:10:30.000]  而令你們可以回答我
[00:10:30.000 --> 00:10:32.000]  我已經覺得我是成功
[00:10:32.000 --> 00:10:33.000]  因為我呢
[00:10:33.000 --> 00:10:35.000]  你記不記得我說過
[00:10:35.000 --> 00:10:37.000]  其實我很怕跟年輕人在一起
[00:10:37.000 --> 00:10:40.000]  但我今天能夠跟你們說一句話
[00:10:40.000 --> 00:10:42.000]  你又能夠回應我
[00:10:42.000 --> 00:10:44.000]  我已經覺得我成功
[00:10:44.000 --> 00:10:47.000]  所以下次我跟你說一句話
[00:10:47.000 --> 00:10:48.000]  你回應我
[00:10:48.000 --> 00:10:50.000]  我已經很開心
[00:10:50.000 --> 00:10:53.000]  接下來我很想請一個
[00:10:53.000 --> 00:10:55.000]  我今天請了兩個嘉賓
[00:10:55.000 --> 00:10:59.000]  我請了Ringo 弟兄
[00:10:59.000 --> 00:11:01.000]  他是一個
[00:11:01.000 --> 00:11:03.000]  他上星期才受浸
[00:11:03.000 --> 00:11:05.000]  但他的生命故事
[00:11:05.000 --> 00:11:07.000]  我覺得是很特別的
[00:11:07.000 --> 00:11:09.000]  上次我在浸泥
[00:11:09.000 --> 00:11:12.000]  聽到他讀書時期說的故事
[00:11:12.000 --> 00:11:15.000]  我馬上邀請了他今天來
[00:11:15.000 --> 00:11:17.000]  不過後來他告訴我
[00:11:17.000 --> 00:11:20.000]  他還有一個故事更加貼切我
[00:11:20.000 --> 00:11:21.000]  所以我今天請他來
[00:11:21.000 --> 00:11:22.000]  跟大家分享
[00:11:22.000 --> 00:11:24.000]  好 時間交給Ringo
[00:11:24.000 --> 00:11:26.000]  大家好 我叫Ringo
[00:11:26.000 --> 00:11:28.000]  我看了經文
[00:11:28.000 --> 00:11:30.000]  剛剛才知道為何Irene找我
