
[00:00:00.000 --> 00:00:04.000]  「聖誕節」
[00:00:05.000 --> 00:00:07.000]  今天真的很開心
[00:00:07.000 --> 00:00:10.000]  除了有聖誕氣氛之外
[00:00:10.000 --> 00:00:15.000]  不單止是指靈團契的呼音工作能夠做到
[00:00:15.000 --> 00:00:18.000]  我們更加看到神真的在我們中間
[00:00:18.000 --> 00:00:21.000]  讓我們能夠參與祂的工作
[00:00:21.000 --> 00:00:23.000]  見證祂的大能
[00:00:23.000 --> 00:00:25.000]  今天我們繼續看
[00:00:25.000 --> 00:00:30.000]  《肥臘比書》四章十到二十三節的段落
[00:00:30.000 --> 00:00:35.000]  相信這個書卷是大家很熟悉的書卷
[00:00:35.000 --> 00:00:40.000]  今天所看的經文是全卷書最後的一段
[00:00:40.000 --> 00:00:45.000]  保羅在這裡向肥臘比的信徒
[00:00:45.000 --> 00:00:48.000]  來表達他的謝意
[00:00:48.000 --> 00:00:56.000]  感謝他們一直以來用金錢
[00:00:56.000 --> 00:01:01.000]  來支持保羅和表達對保羅的關懷
[00:01:01.000 --> 00:01:05.000]  保羅在這個段落裡
[00:01:05.000 --> 00:01:11.000]  分享了他對肥臘比信徒的欣賞後
[00:01:11.000 --> 00:01:18.000]  他將他所學會的生命秘訣說出來
[00:01:18.000 --> 00:01:24.000]  並肯定肥臘比信徒這種用捐贈和金錢資助的方法
[00:01:24.000 --> 00:01:27.000]  是在分擔他的憂患
[00:01:27.000 --> 00:01:31.000]  是一件值得欣賞和極美的事
[00:01:31.000 --> 00:01:35.000]  其實在肥臘比書開頭的時候
[00:01:35.000 --> 00:01:40.000]  保羅形容到肥臘比教會的信徒和他的關係是非比尋常
[00:01:40.000 --> 00:01:43.000]  他們是從頭一天開始
[00:01:43.000 --> 00:01:48.000]  就和保羅一起同心合意為福音齊心努力
[00:01:48.000 --> 00:01:53.000]  然後在這四章十五十六節裡
[00:01:53.000 --> 00:01:57.000]  他更提到肥臘比教會對他的經濟資助
[00:01:57.000 --> 00:02:00.000]  不是一次單次的事件
[00:02:00.000 --> 00:02:04.000]  是由保羅在馬其頓的肥臘比傳道開始
[00:02:04.000 --> 00:02:09.000]  肥臘比的頂姐妹就在金錢上來資助他
[00:02:09.000 --> 00:02:12.000]  甚至在沒有人支持他的時候
[00:02:12.000 --> 00:02:16.000]  肥臘比教會一直都用金錢的資助
[00:02:16.000 --> 00:02:19.000]  和他分擔傳福音的工作
[00:02:19.000 --> 00:02:24.000]  保羅感謝肥臘比教會的慷慨支持
[00:02:24.000 --> 00:02:29.000]  更加慰藥他們的關心
[00:02:29.000 --> 00:02:31.000]  來表達好欣慰
[00:02:31.000 --> 00:02:37.000]  然後他就說他對於金錢和物質的看法
[00:02:37.000 --> 00:02:41.000]  提出資助一個很重要的元素
[00:02:41.000 --> 00:02:45.000]  四章十一到十二節
[00:02:45.000 --> 00:02:46.000]  保羅是這樣說的
[00:02:46.000 --> 00:02:50.000]  我並不是因缺乏說者說
[00:02:50.000 --> 00:02:52.000]  因為我已經學會
[00:02:52.000 --> 00:02:56.000]  無論在什麼的境況都可以知足
[00:02:56.000 --> 00:02:58.000]  我知道怎樣處悲戰
[00:02:58.000 --> 00:03:01.000]  也都知道怎樣處豐富
[00:03:01.000 --> 00:03:06.000]  或飽足或飢餓或有餘或缺乏
[00:03:06.000 --> 00:03:09.000]  任何事情任何境況
[00:03:09.000 --> 00:03:11.000]  我都得了被缺
[00:03:11.000 --> 00:03:14.000]  我靠著那家給我力量的
[00:03:14.000 --> 00:03:16.000]  凡事都能做
[00:03:16.000 --> 00:03:18.000]  我今天定的講題
[00:03:18.000 --> 00:03:20.000]  是叫做生命的被缺
[00:03:20.000 --> 00:03:24.000]  因為這個被缺非常重要
[00:03:24.000 --> 00:03:26.000]  不單止令到保羅
[00:03:26.000 --> 00:03:30.000]  他能夠得著力量
[00:03:30.000 --> 00:03:32.000]  完成上帝要他做的工作
[00:03:32.000 --> 00:03:34.000]  如果我們都能夠了解的話
[00:03:34.000 --> 00:03:37.000]  相信對我們跟隨主
[00:03:37.000 --> 00:03:39.000]  都是非常重要
[00:03:39.000 --> 00:03:43.000]  保羅其實他學會了
[00:03:43.000 --> 00:03:47.000]  不把物質的供應和生活的享受
[00:03:47.000 --> 00:03:50.000]  成為他生命的必需
[00:03:50.000 --> 00:03:53.000]  他自己究竟開心還是不開心
[00:03:53.000 --> 00:03:57.000]  都不會被外面的環境和際遇
[00:03:57.000 --> 00:04:01.000]  或物質的多寡來影響
[00:04:01.000 --> 00:04:03.000]  我認識一位年青人
[00:04:03.000 --> 00:04:06.000]  他的父母都是專業人士
[00:04:06.000 --> 00:04:09.000]  所以他從小就在一個
[00:04:09.000 --> 00:04:12.000]  很豐富的環境裡長大
[00:04:12.000 --> 00:04:14.000]  我第一次跟他閒談的時候
[00:04:14.000 --> 00:04:15.000]  他就說
[00:04:15.000 --> 00:04:18.000]  我將來一定不可以沒有錢
[00:04:18.000 --> 00:04:22.000]  因為我很喜歡每年都出去
[00:04:22.000 --> 00:04:24.000]  去不同的地方旅遊
[00:04:24.000 --> 00:04:27.000]  還要住好一點
[00:04:27.000 --> 00:04:28.000]  吃好一點
[00:04:28.000 --> 00:04:30.000]  想買什麼都可以
[00:04:30.000 --> 00:04:33.000]  這個是不是香港的文化
[00:04:33.000 --> 00:04:36.000]  香港我們生活在這裡
[00:04:36.000 --> 00:04:37.000]  是告訴我們
[00:04:37.000 --> 00:04:39.000]  錢雖然不是萬能
[00:04:39.000 --> 00:04:42.000]  不過沒有錢就萬萬不能
[00:04:42.000 --> 00:04:44.000]  所以我們有很多人
[00:04:44.000 --> 00:04:48.000]  都是朝著賺錢的方向來努力
[00:04:48.000 --> 00:04:50.000]  我聽完他這樣說的時候
[00:04:50.000 --> 00:04:52.000]  我就發現
[00:04:52.000 --> 00:04:57.000]  如果你一定不可以沒有錢的話
[00:04:57.000 --> 00:04:59.000]  我很相信
[00:04:59.000 --> 00:05:03.000]  他會將他的生命方向和重心
[00:05:03.000 --> 00:05:08.000]  設定以錢為最重要的目標
[00:05:08.000 --> 00:05:14.000]  賺錢就會成為牽著他人生的方向
[00:05:14.000 --> 00:05:16.000]  其實我們跟隨主的人
[00:05:16.000 --> 00:05:18.000]  我們都會知道
[00:05:18.000 --> 00:05:21.000]  耶穌沒有叫我們放棄錢財
[00:05:21.000 --> 00:05:26.000]  沒有逼我們將財寶當為糞土
[00:05:26.000 --> 00:05:29.000]  但是耶穌是建議我們
[00:05:29.000 --> 00:05:32.000]  要用一個屬靈的眼光
[00:05:32.000 --> 00:05:36.000]  來認清楚什麼才是真正的財寶
[00:05:36.000 --> 00:05:39.000]  是能夠存到永恆
[00:05:39.000 --> 00:05:41.000]  不會敗壞的
[00:05:41.000 --> 00:05:45.000]  保羅在跟隨主之後
[00:05:45.000 --> 00:05:49.000]  他將知足成為了他追求的方向
[00:05:49.000 --> 00:05:53.000]  保羅說他無論在什麼樣的境況
[00:05:53.000 --> 00:05:55.000]  他都可以知足
[00:05:55.000 --> 00:05:59.000]  知足的原文是簡單的足夠的意思
[00:05:59.000 --> 00:06:02.000]  在飽足的時候
[00:06:02.000 --> 00:06:03.000]  飽足的時候
[00:06:03.000 --> 00:06:04.000]  有餘的時候
[00:06:04.000 --> 00:06:05.000]  固然是足夠
[00:06:05.000 --> 00:06:07.000]  保羅甚至說
[00:06:07.000 --> 00:06:10.000]  當他面對飢餓和缺乏的時候
[00:06:10.000 --> 00:06:12.000]  也是足夠
[00:06:12.000 --> 00:06:14.000]  保羅所說的足夠
[00:06:14.000 --> 00:06:18.000]  不是因著外面的供應而覺得滿足
[00:06:18.000 --> 00:06:22.000]  而是他是一種不受外在環境影響
[00:06:22.000 --> 00:06:27.000]  就能夠覺得滿足的一個心態
[00:06:27.000 --> 00:06:34.000]  保羅其實在提摩泰前書六到八節這樣說過
[00:06:34.000 --> 00:06:38.000]  其實敬虔加上知足就是大利
[00:06:38.000 --> 00:06:41.000]  因為我們沒有什麼帶到世上來
