
[00:00:00.000 --> 00:00:06.000]   Hello everyone.
[00:00:06.000 --> 00:00:08.880]   It's great to be sharing a word with you tonight.
[00:00:08.880 --> 00:00:14.560]   I'm really excited because we'll be talking about the church in Philadelphia.
[00:00:14.560 --> 00:00:20.200]   So over the last few weeks, we've been going through the book of Revelations where we've
[00:00:20.200 --> 00:00:23.580]   seen so far five churches.
[00:00:23.580 --> 00:00:30.760]   And let's just say that the Lord have had a little bit more negative comments and judgment
[00:00:30.760 --> 00:00:34.680]   than we would have expected.
[00:00:34.680 --> 00:00:41.400]   And a lot of them were quite negatively commented by the Lord.
[00:00:41.400 --> 00:00:46.760]   And some of it was that they've lost their first love, which is the love that they had
[00:00:46.760 --> 00:00:48.000]   for the Lord.
[00:00:48.000 --> 00:00:50.440]   And others, they have been a corrupted church.
[00:00:50.440 --> 00:00:57.720]   I mean, Smyrna was a better one where they were persecuted, but they've stood firm.
[00:00:57.720 --> 00:01:04.080]   So we've seen that as we're looking at the different churches, we wonder for a moment,
[00:01:04.080 --> 00:01:08.640]   is there any church that the Lord is pleased with?
[00:01:08.640 --> 00:01:14.640]   And then we come to the church in Philadelphia and we're like, yay, because this is the church
[00:01:14.640 --> 00:01:18.880]   where the Lord has only given positive comments.
[00:01:18.880 --> 00:01:24.500]   And not only that, but the rewards and the promises that he has in this chapter.
[00:01:24.500 --> 00:01:30.320]   So as a church, we should really open up our ears because how is it possible that even
[00:01:30.320 --> 00:01:38.480]   though no church is perfect on earth, and yet the Lord is able to give such good comments
[00:01:38.480 --> 00:01:39.560]   about it.
[00:01:39.560 --> 00:01:46.720]   So let us learn together so then we can also be a blameless church in His end times.
[00:01:46.720 --> 00:01:56.160]   So let's begin by reading from Revelations 3, verse 7 to 8.
[00:01:56.160 --> 00:02:04.960]   And to the angel of the church in Philadelphia write, the words of the Holy One, the true
[00:02:04.960 --> 00:02:13.680]   One, who has the key of David, who opens and no one will shut, who shuts and no one opens.
[00:02:13.680 --> 00:02:22.000]   I know your works, behold, I have set before you an open door, which no one is able to
[00:02:22.000 --> 00:02:23.000]   shut.
[00:02:23.000 --> 00:02:30.600]   I know that you have but little power, and yet you have kept my word and have not denied
[00:02:30.600 --> 00:02:32.720]   my name.
[00:02:32.720 --> 00:02:37.760]   Now you know, after we read it, we're like, yes, we kind of get every single word, but
[00:02:37.760 --> 00:02:40.360]   no, I'm not quite sure what the Lord wants to say.
[00:02:40.360 --> 00:02:42.600]   I mean, what is the Lord saying here?
[00:02:42.600 --> 00:02:45.760]   Well, let's begin by looking at Philadelphia.
[00:02:45.760 --> 00:02:46.760]   Where is it?
[00:02:46.760 --> 00:02:51.200]   Well, it's located southeast of Sardis, which we've looked at last week.
[00:02:51.200 --> 00:02:55.160]   And basically it's in a territory where there's a lot of earthquakes.
[00:02:55.160 --> 00:02:59.600]   And it was so great that many times all the houses would break down and they'll have to
[00:02:59.600 --> 00:03:00.600]   move out.
[00:03:00.600 --> 00:03:04.240]   So it's a very unstable city for the people to live in.
[00:03:04.240 --> 00:03:10.600]   And not only that, but then the population is very small because they didn't, it wasn't
[00:03:10.600 --> 00:03:13.840]   stable, and so they stayed away most of the time.
[00:03:13.840 --> 00:03:20.000]   But the church that was in there, Philadelphia church, was actually praised by the Lord.
[00:03:20.000 --> 00:03:27.600]   And as we look further, we see that each time the Lord would describe Himself before He
[00:03:27.600 --> 00:03:31.200]   would talk about what He wanted to say to the church.
[00:03:31.200 --> 00:03:37.120]   But interestingly, this time, the description here, as you see in verse seven, was actually
[00:03:37.120 --> 00:03:43.840]   not a vision from chapter one, because all the other churches, when He described Himself,
[00:03:43.840 --> 00:03:47.080]   we could see bits and pieces from chapter one.
[00:03:47.080 --> 00:03:49.520]   But here it's standalone.
[00:03:49.520 --> 00:03:51.120]   And it's very special.
[00:03:51.120 --> 00:03:54.240]   He chose four different ways to describe Himself.
[00:03:54.240 --> 00:03:58.280]   And the very first one is, this letter was written by whom?
[00:03:58.280 --> 00:04:00.360]   The Holy One.
[00:04:00.360 --> 00:04:05.200]   Now when we hear the Holy One, who does it describe?
[00:04:05.200 --> 00:04:09.440]   It can only describe one, divine God.
[00:04:09.440 --> 00:04:16.200]   And so in the very first description, He says, "I'm the divine God that's about to give these
[00:04:16.200 --> 00:04:17.200]   words."
[00:04:17.200 --> 00:04:19.640]   And second, He says, "The true one."
[00:04:19.640 --> 00:04:23.880]   Because at that time, there were many gods, and people don't really know which one is
[00:04:23.880 --> 00:04:24.880]   true.
[00:04:24.880 --> 00:04:31.320]   But He says, "I'm the true one, not a false one, one that you can trust in."
[00:04:31.320 --> 00:04:37.320]   And then He continues to describe Himself as the one who holds the key of David, who
[00:04:37.320 --> 00:04:42.720]   opens and no one can shut, and who shuts and no one can open.
[00:04:42.720 --> 00:04:47.440]   We're not quite sure what door He's shutting, or what door He's opening at this moment.
[00:04:47.440 --> 00:04:53.760]   But it's actually a direct reference to Isaiah chapter 22, verse 22.
[00:04:53.760 --> 00:04:56.520]   If you read it, you'll see that it's almost the same.
[00:04:56.520 --> 00:05:01.240]   "And I will place on His shoulder the key of the house of David.
[00:05:01.240 --> 00:05:07.640]   He shall open and none shall shut, and He shall shut and none shall open."
[00:05:07.640 --> 00:05:11.040]   Because of the similarity, we know that it is drawing a reference.
[00:05:11.040 --> 00:05:17.720]   So if we understood Isaiah 22 here, it's going to allow us to understand why is it that He
[00:05:17.720 --> 00:05:20.160]   would describe Himself this way.
[00:05:20.160 --> 00:05:27.480]   And in Isaiah 22 here, actually King Hezekiah, he actually had chief stewards that would
[00:05:27.480 --> 00:05:30.680]   look after all the treasures that he had.
[00:05:30.680 --> 00:05:35.600]   And here he's saying that, "I'm passing it on to a new steward."
[00:05:35.600 --> 00:05:44.120]   And so when Jesus uses this verse to describe Himself, He's saying, "I have the key to
[00:05:44.120 --> 00:05:45.960]   the treasures."
[00:05:45.960 --> 00:05:52.640]   And for the stewards here, He has the key to an earthly kingdom.
[00:05:52.640 --> 00:05:59.480]   But when Jesus is referring it to Himself, He's saying that, "I hold the key to which
[00:05:59.480 --> 00:06:01.480]   kingdom?
[00:06:01.480 --> 00:06:03.880]   The kingdom of God."
[00:06:03.880 --> 00:06:10.080]   And so can you imagine, just at the beginning, just the very first line in Philadelphia,
[00:06:10.080 --> 00:06:16.160]   He's telling the people that, "I'm the divine God.
[00:06:16.160 --> 00:06:18.040]   I'm the true one.
[00:06:18.040 --> 00:06:23.760]   I'm the one who holds the key to the kingdom of God, and I have access to it.
[00:06:23.760 --> 00:06:27.320]   It's at my disposal.
[00:06:27.320 --> 00:06:29.320]   And this God is about to speak."
[00:06:29.320 --> 00:06:34.240]   And I don't know about you, but if this God was about to speak, I would think, "Oh my
[00:06:34.240 --> 00:06:37.160]   gosh, He's all the way up here.
[00:06:37.160 --> 00:06:43.080]   Whatever it is that He's about to say, I would never measure up."
[00:06:43.080 --> 00:06:54.120]   And yet, miraculously, Jesus here, our Lord right here, says nothing bad about this church.
[00:06:54.120 --> 00:06:58.200]   And so what does He say?
[00:06:58.200 --> 00:07:01.440]   He says, "I know your works.
[00:07:01.440 --> 00:07:07.760]   Behold, I have set before you an open door, which no one is able to shut.
[00:07:07.760 --> 00:07:14.800]   I know that you have but little power, and yet you have kept my word and have not denied
[00:07:14.800 --> 00:07:16.680]   my name."
[00:07:16.680 --> 00:07:22.080]   And so interestingly here, the Lord says, "I know your works," but He actually doesn't
[00:07:22.080 --> 00:07:23.600]   tell us.
[00:07:23.600 --> 00:07:24.600]   What did they do?
[00:07:24.600 --> 00:07:27.720]   I mean, we try to look around, but He doesn't say.
[00:07:27.720 --> 00:07:32.440]   It just seems like the content didn't matter as much.
[00:07:32.440 --> 00:07:37.840]   But what matter is the Lord wanted to emphasize that I have my eyes on you.
[00:07:37.840 --> 00:07:41.160]   I see everything that you do.
[00:07:41.160 --> 00:07:46.000]   That's the message that He wants to tell the church in Philadelphia.
[00:07:46.000 --> 00:07:47.800]   But why would He say that?
[00:07:47.800 --> 00:07:51.200]   And He says that, "I have set before you an open door."
[00:07:51.200 --> 00:07:57.000]   Remember in the last verse, He just says, "The kingdom of God and all His treasures
[00:07:57.000 --> 00:07:59.960]   is at His disposal."
[00:07:59.960 --> 00:08:07.120]   And now He's saying, "I've seen your work, and I'm opening that door for you.
[00:08:07.120 --> 00:08:14.160]   The door to the kingdom of heaven, the door with treasures and blessings, I am opening
[00:08:14.160 --> 00:08:16.200]   it for you."
[00:08:16.200 --> 00:08:20.760]   And so by the time we get to this verse, we'll be like, "Oh my gosh, the Lord is
[00:08:20.760 --> 00:08:24.120]   pouring out to this church."
[00:08:24.120 --> 00:08:25.920]   Now He could have just stopped there.
[00:08:25.920 --> 00:08:31.260]   "Behold, I've set before you an open door," and that would be enough, right?
[00:08:31.260 --> 00:08:37.320]   But He adds on, "which no one is able to shut."
[00:08:37.320 --> 00:08:42.480]   Can you imagine the amount of blessing that the Lord wants to pour out in the church of
[00:08:42.480 --> 00:08:44.440]   Philadelphia?
[00:08:44.440 --> 00:08:49.640]   And then He says, "I know that you have but little power, and yet you have kept My
[00:08:49.640 --> 00:08:52.160]   word and have not denied My name."
[00:08:52.160 --> 00:08:56.160]   Now why is it all of a sudden He mentions this little power?
[00:08:56.160 --> 00:09:03.200]   Well, the Lord wants to tell them that it isn't because you're this spiritual giant,
[00:09:03.200 --> 00:09:08.000]   this great church, and that's why you're able to do everything.
[00:09:08.000 --> 00:09:13.620]   It is because even though you only have a little power, or some commentaries even say
[00:09:13.620 --> 00:09:20.080]   because there are very few of you, even though there were such limitations in what you have,
[00:09:20.080 --> 00:09:26.240]   you were still able to keep My words and not deny His name.
[00:09:26.240 --> 00:09:31.000]   And because of that, the Lord is blessing him.
[00:09:31.000 --> 00:09:36.400]   And so it comes to our first point I want to share with you, which is the Lord opens
[00:09:36.400 --> 00:09:40.640]   doors for the faithful.
[00:09:40.640 --> 00:09:47.560]   It isn't because the church of Philadelphia had more people, had more resources than other
[00:09:47.560 --> 00:09:49.000]   churches.
[00:09:49.000 --> 00:09:50.500]   It wasn't because of that.
[00:09:50.500 --> 00:09:54.300]   And it wasn't because of what they've done, like they've detailed out, "All right, you
[00:09:54.300 --> 00:10:01.900]   have done 30 evangelistical meetings, and you've gone to like 100 mission trips."
[00:10:01.900 --> 00:10:03.440]   It wasn't that.
[00:10:03.440 --> 00:10:06.920]   He didn't name any of those things.
[00:10:06.920 --> 00:10:10.880]   But that the Lord was pleased because of what?
[00:10:10.880 --> 00:10:14.680]   This church, it was faithful.
[00:10:14.680 --> 00:10:19.200]   Even though they had a little bit, they were faithful.
[00:10:19.200 --> 00:10:25.460]   And because of that, the Lord is willing to pour out to this church.
[00:10:25.460 --> 00:10:32.800]   And I like to think, and I strongly and truly believe that our church is like that.
[00:10:32.800 --> 00:10:37.280]   But we are a church where the Lord blesses us.
[00:10:37.280 --> 00:10:43.240]   I mean, just thinking back, a while ago it was our 35th anniversary, and just seeing
[00:10:43.240 --> 00:10:49.960]   how many faithful servants we've had in this church, where they've worked hard.
[00:10:49.960 --> 00:10:55.540]   They've started with not even a building, but just meeting here and there.
[00:10:55.540 --> 00:11:01.960]   And then slowly, the Lord opened its door, and He has blessed us.
[00:11:01.960 --> 00:11:08.760]   Now with a building, first one floor, and then He blesses us with another floor.
[00:11:08.760 --> 00:11:11.240]   Was it because we were more powerful?
[00:11:11.240 --> 00:11:17.160]   No, we're just like this church, with little power.
[00:11:17.160 --> 00:11:24.300]   And yet, because the Lord wishes to bless, it keeps on blessing the people.
[00:11:24.300 --> 00:11:27.560]   And also, I mean, just seeing how He has grown.
[00:11:27.560 --> 00:11:32.280]   We've started with just the Cantonese, and now we've got the Mandarin congregation.
[00:11:32.280 --> 00:11:39.120]   And look at us, we're a product of that too, the English congregation.
[00:11:39.120 --> 00:11:43.560]   And it's because the Lord has continued to open the door.
[00:11:43.560 --> 00:11:49.440]   And this year, even though with COVID, we have Titus Fellowship, who's now addressing
[00:11:49.440 --> 00:11:52.840]   to the high school kids.
[00:11:52.840 --> 00:12:01.040]   And we also have the English Mentorship Program, who's helping the local secondary schoolers
[00:12:01.040 --> 00:12:04.200]   to be able to learn English and know about God.
[00:12:04.200 --> 00:12:07.060]   And if you're not involved in that and you want to, you can let us know.
[00:12:07.060 --> 00:12:10.360]   We definitely need more helpers.
[00:12:10.360 --> 00:12:14.040]   And it's because there are so many faithful servants.
[00:12:14.040 --> 00:12:22.800]   And at the same time, just today, you see we're having a baby room that's coming soon.
[00:12:22.800 --> 00:12:28.200]   And I could see the Lord is opening His door.
[00:12:28.200 --> 00:12:35.240]   And that is where we need to continue to be a faithful servant of His.
[00:12:35.240 --> 00:12:37.840]   Now let's continue to read on.
[00:12:37.840 --> 00:12:44.360]   In Revelations chapter 3, we continue on with verse 9 to 10.
[00:12:44.360 --> 00:12:51.840]   "Behold, I will make those of the synagogue of Satan, who say that they are Jews and are
[00:12:51.840 --> 00:12:53.800]   not, but lie.
[00:12:53.800 --> 00:13:00.000]   Behold, I will make them come and bow down before your feet, and they will learn that
[00:13:00.000 --> 00:13:02.320]   I have loved you.
[00:13:02.320 --> 00:13:09.120]   Because you have kept my word about patient endurance, I will keep you from the hour of
[00:13:09.120 --> 00:13:17.680]   trial that is coming on the whole world, to try those who dwell on the earth."
[00:13:17.680 --> 00:13:20.640]   Now we see this, we're like synagogue of Satan.
[00:13:20.640 --> 00:13:24.040]   But synagogues for Jews?
[00:13:24.040 --> 00:13:29.600]   Now if that was going through your mind, then you might have some background to the history
[00:13:29.600 --> 00:13:31.640]   and also at that time.
[00:13:31.640 --> 00:13:38.680]   What happened was during that time, most likely there were enough Jewish people, Jews, in
[00:13:38.680 --> 00:13:42.920]   the place of Philadelphia, where they had their own synagogue.
[00:13:42.920 --> 00:13:49.040]   But instead of serving the Lord and welcoming Christ, they actually persecuted Christ to
[00:13:49.040 --> 00:13:50.240]   begin with.
[00:13:50.240 --> 00:13:54.240]   And of course, they're also persecuting the Christians there.
[00:13:54.240 --> 00:13:57.800]   And hence, the Lord is calling them synagogue of Satan.
[00:13:57.800 --> 00:14:03.480]   Now if you remember, in Revelations chapter 2, verse 9, we've also seen a very similar
[00:14:03.480 --> 00:14:09.320]   verse where they say, "I know your tribulation and your poverty, and the slander of those
[00:14:09.320 --> 00:14:15.560]   who say that they are Jews and are not, but are a synagogue of Satan."
[00:14:15.560 --> 00:14:22.960]   So also in the church of Smyrna, where there was a lot of persecution from the Jews, the
[00:14:22.960 --> 00:14:29.560]   Lord have used the same words, which meant that right now, at that time in Philadelphia,
[00:14:29.560 --> 00:14:33.840]   they were also going through persecutions from the Jews.
[00:14:33.840 --> 00:14:37.360]   Now you might wonder, why is it that they're Jews but are not?
[00:14:37.360 --> 00:14:41.160]   I mean, are they talking about ethnicity?
[00:14:41.160 --> 00:14:42.920]   Is this an ethnic issue?
[00:14:42.920 --> 00:14:44.840]   Now we think it's not.
[00:14:44.840 --> 00:14:48.760]   I'm pretty sure that those people were born Jews.
[00:14:48.760 --> 00:14:54.160]   It is more of Jews in the heart.
[00:14:54.160 --> 00:15:01.360]   And if we look at Romans chapter 2, 28 to 29, we see that, "For no one," this is Apostle
[00:15:01.360 --> 00:15:08.480]   Paul saying, "For no one is a Jew who is merely one outward, nor is circumcision outward and
[00:15:08.480 --> 00:15:09.480]   physical.
